ID,Tablename,Object_ID,Flags,PushID
8135,AI_TRIGGERACTION,224633,0,110328
8136,AI_TRIGGERACTION,224634,0,110328
8137,AI_TRIGGERACTION,224635,0,110328
8138,AI_TRIGGERACTION,224636,0,110328
8139,AI_TRIGGERACTION,224637,0,110328
8140,AI_TRIGGERACTION,224638,0,110328
8141,AI_TRIGGERACTIONSET,76706,0,110328
8142,AI_TRIGGERACTIONSET,77462,0,110328
8143,AI_TRIGGERACTIONSET,79130,0,110328
8144,RANDOMTEXT,51184,0,110328
8145,RANDOMTEXT,51185,0,110328
8146,RANDOMTEXT,51186,0,110328
8147,RANDOMTEXT,51187,0,110328
8148,RANDOMTEXT,51188,0,110328
8149,RANDOMTEXT,51189,0,110328
8150,RANDOMTEXT,51190,0,110328
8151,RANDOMTEXT,51191,0,110328
8152,SCENARIOEVENTENTRY,42199,0,110330
8153,SCENARIOEVENTENTRY,42200,0,110330
8154,SCENARIOEVENTENTRY,42203,0,110330
8155,SCENARIOEVENTENTRY,42204,0,110330
8156,SCENARIOEVENTENTRY,45010,0,110330
8157,SCENARIOEVENTENTRY,45011,0,110330
8158,SCENARIOEVENTENTRY,45012,0,110330
8159,SCENARIOEVENTENTRY,45026,0,110330
8160,SCENARIOEVENTENTRY,45029,0,110330
8161,SCENARIOEVENTENTRY,45030,0,110330
8162,SPELL,1315104,0,110330
8163,SPELL,1315106,0,110330
8164,SPELLCASTINGREQUIREMENTS,233192,0,110330
8165,SPELLCASTINGREQUIREMENTS,233193,0,110330
8166,SPELLCATEGORIES,188261,0,110330
8167,SPELLCATEGORIES,188263,0,110330
8168,SPELLCOOLDOWNS,101346,0,110330
8169,SPELLCOOLDOWNS,101347,0,110330
8170,SPELLEFFECT,1347208,0,110330
8171,SPELLEFFECT,1347209,0,110330
8172,SPELLEFFECT,1347211,0,110330
8173,SPELLEFFECT,1347212,0,110330
8174,SPELLINTERRUPTS,248447,0,110330
8175,SPELLINTERRUPTS,248449,0,110330
8176,SPELLMISC,861335,0,110330
8177,SPELLMISC,861337,0,110330
8178,SPELLSCRIPT,133633,0,110330
8179,CASTABLERAIDBUFFS,228,0,110361
8180,CASTABLERAIDBUFFS,229,0,110361
8181,CASTABLERAIDBUFFS,230,0,110361
8182,CASTABLERAIDBUFFS,231,0,110361
8183,CASTABLERAIDBUFFS,232,0,110361
8184,CASTABLERAIDBUFFS,233,0,110361
8185,CASTABLERAIDBUFFS,236,0,110361
8186,COOLDOWNSETLINKEDSPELL,17276,0,110361
8187,COOLDOWNSETLINKEDSPELL,17277,0,110361
8188,COOLDOWNSETLINKEDSPELL,17278,0,110361
8189,COOLDOWNSETLINKEDSPELL,17284,0,110361
8190,COOLDOWNSETLINKEDSPELL,17311,0,110361
8191,COOLDOWNSETSPELL,198752,0,110361
8192,COOLDOWNSETSPELL,198753,0,110361
8193,COOLDOWNSETSPELL,198766,0,110361
8194,COOLDOWNSETSPELL,198767,0,110361
8195,COOLDOWNSETSPELL,198799,0,110361
8196,COOLDOWNSETSPELL,198977,0,110361
8197,PLAYERCONDITION,162467,0,110361
8198,PLAYERCONDITION,162468,0,110361
8199,PLAYERCONDITION,162985,0,110361
8200,PLAYERCONDITION,162989,0,110361
8201,SPELLAURAVISIBILITY,5831,0,110361
8202,SPELLAURAVISIBILITY,5861,0,110361
8203,SPELLAURAVISIBILITY,5862,0,110361
8204,SPELLAURAVISIBILITY,5963,0,110361
8205,SPELLAURAVISIBILITY,5964,0,110361
8206,SPELLAURAVISIBILITY,5965,0,110361
8207,SPELLAURAVISIBILITY,5966,0,110361
8208,AI_GROUPACTIONSET,1210905,0,110380
8209,AI_GROUPACTIONSET,1210928,0,110380
8210,AI_GROUPACTIONSET,1210929,0,110380
8211,AI_GROUPACTIONSET,1210931,0,110380
8212,AI_TRIGGERACTION,216311,0,110380
8213,AI_TRIGGERACTION,224581,0,110380
8214,SPELLMISC,841996,0,110404
8215,SPELLMISC,855108,0,110404
8216,SPELLMISC,856700,0,110404
8217,CURVE,103380,0,110405
8218,SOUNDKIT,348698,0,110405
8219,SOUNDKIT,348699,0,110405
8220,SPELLVISUAL,173113,0,110405
8221,SPELLVISUALEVENT,562405,0,110405
8222,SPELLVISUALKIT,279252,0,110405
8223,SPELLVISUALKITEFFECT,749452,0,110405
8224,SPELLVISUALKITEFFECT,790228,0,110405
8225,SPELLSCRIPT,127055,0,110406
8226,AREATRIGGERACTION,74212,0,110409
8227,CREATURESPELLDATA,48646,0,110414
8228,CREATUREDISPLAYINFO,128275,0,110420
8229,CREATUREDISPLAYINFO,128276,0,110420
8230,CREATUREDISPLAYINFO,128277,0,110420
8231,CREATUREDISPLAYINFO,128278,0,110420
8232,CREATUREDISPLAYINFO,128279,0,110420
8233,CREATURESOUNDDATA,9542,0,110420
8234,CREATURESOUNDDATA,10207,0,110420
8235,CREATURESOUNDDATA,10679,0,110420
8236,CREATURESOUNDDATA,10774,0,110420
8237,CREATURESOUNDDATA,10812,0,110420
8238,CREATURESOUNDFIDGET,65428,0,110420
8239,CREATURESOUNDFIDGET,65429,0,110420
8240,CREATURESOUNDFIDGET,65430,0,110420
8241,CREATURESOUNDFIDGET,65431,0,110420
8242,CREATURESOUNDFIDGET,65432,0,110420
8243,CREATURESOUNDFIDGET,65433,0,110420
8244,CREATURESOUNDFIDGET,65434,0,110420
8245,CREATURESOUNDFIDGET,65435,0,110420
8246,CREATURESOUNDFIDGET,65436,0,110420
8247,CREATURESOUNDFIDGET,65437,0,110420
8248,CREATURESOUNDFIDGET,65438,0,110420
8249,CREATURESOUNDFIDGET,65439,0,110420
8250,CREATURESOUNDFIDGET,65440,0,110420
8251,CREATURESOUNDFIDGET,65441,0,110420
8252,CREATURESOUNDFIDGET,65442,0,110420
8253,CREATURESOUNDFIDGET,65443,0,110420
8254,CREATURESOUNDFIDGET,65444,0,110420
8255,CREATURESOUNDFIDGET,65445,0,110420
8256,AREATRIGGERACTIONSET,44895,0,110421
8257,AREATRIGGERACTIONSET,44897,0,110421
8258,SPELL,1289065,0,110421
8259,SPELL,1315239,0,110421
8260,SPELLAURARESTRICTIONS,25009,0,110421
8261,SPELLEFFECT,1347418,0,110421
8262,SPELLEFFECT,1347419,0,110421
8263,SPELLINTERRUPTS,248485,0,110421
8264,SPELLMISC,861445,0,110421
8265,SPELLSCRIPT,133646,0,110421
8266,SPELLSCRIPT,133647,0,110421
8267,SPELLSCRIPTPACKAGE,81619,0,110421
8268,SPELLSCRIPTPACKAGE,82479,0,110421
8269,UNITCONDITION,9920,0,110421
8270,SPELLMISC,834758,0,110427
8271,SPELLMISC,844014,0,110427
8272,SPELLMISC,847302,0,110427
8273,SPELLMISC,852734,0,110427
8274,COOLDOWNSETSPELL,6624,0,110437
8275,COOLDOWNSETSPELL,6625,0,110437
8276,COOLDOWNSETSPELL,6650,0,110437
8277,COOLDOWNSETSPELL,6651,0,110437
8278,COOLDOWNSETSPELL,6755,0,110437
8279,COOLDOWNSETSPELL,6756,0,110437
8280,COOLDOWNSETSPELL,6788,0,110437
8281,COOLDOWNSETSPELL,6854,0,110437
8282,COOLDOWNSETSPELL,35577,0,110437
8283,COOLDOWNSETSPELL,35578,0,110437
8284,COOLDOWNSETSPELL,35615,0,110437
8285,COOLDOWNSETSPELL,53098,0,110437
8286,COOLDOWNSETSPELL,80314,0,110437
8287,COOLDOWNSETSPELL,80315,0,110437
8288,COOLDOWNSETSPELL,80404,0,110437
8289,COOLDOWNSETSPELL,80538,0,110437
8290,COOLDOWNSETSPELL,80671,0,110437
8291,COOLDOWNSETSPELL,81415,0,110437
8292,COOLDOWNSETSPELL,90831,0,110437
8293,COOLDOWNSETSPELL,91122,0,110437
8294,COOLDOWNSETSPELL,100031,0,110437
8295,COOLDOWNSETSPELL,100032,0,110437
8296,COOLDOWNSETSPELL,111287,0,110437
8297,COOLDOWNSETSPELL,111482,0,110437
8298,COOLDOWNSETSPELL,111483,0,110437
8299,COOLDOWNSETSPELL,111484,0,110437
8300,COOLDOWNSETSPELL,111485,0,110437
8301,COOLDOWNSETSPELL,111486,0,110437
8302,COOLDOWNSETSPELL,111487,0,110437
8303,COOLDOWNSETSPELL,111532,0,110437
8304,COOLDOWNSETSPELL,111661,0,110437
8305,COOLDOWNSETSPELL,111662,0,110437
8306,COOLDOWNSETSPELL,111707,0,110437
8307,COOLDOWNSETSPELL,111708,0,110437
8308,COOLDOWNSETSPELL,113127,0,110437
8309,COOLDOWNSETSPELL,113128,0,110437
8310,COOLDOWNSETSPELL,113129,0,110437
8311,COOLDOWNSETSPELL,117477,0,110437
8312,COOLDOWNSETSPELL,122628,0,110437
8313,COOLDOWNSETSPELL,160510,0,110437
8314,COOLDOWNSETSPELL,160699,0,110437
8315,COOLDOWNSETSPELL,160760,0,110437
8316,COOLDOWNSETSPELL,161053,0,110437
8317,COOLDOWNSETSPELL,177235,0,110437
8318,COOLDOWNSETSPELL,198408,0,110437
8319,COOLDOWNSETSPELL,198921,0,110437
8320,COOLDOWNSETSPELL,198922,0,110437
8321,COOLDOWNSETSPELL,198929,0,110437
8322,COOLDOWNSETSPELL,198981,0,110437
8323,SOUNDKIT,368675,0,110444
8324,SOUNDKIT,368676,0,110444
8325,SOUNDKIT,368677,0,110444
8326,SOUNDKIT,368678,0,110444
8327,SOUNDKITADVANCED,332256,0,110444
8328,SOUNDKITADVANCED,332257,0,110444
8329,SOUNDKITADVANCED,332258,0,110444
8330,SOUNDKITADVANCED,332259,0,110444
8331,SOUNDKITENTRY,1695733,0,110444
8332,SOUNDKITENTRY,1695734,0,110444
8333,SOUNDKITENTRY,1695735,0,110444
8334,SOUNDKITENTRY,1695736,0,110444
8335,SOUNDKITENTRY,1695737,0,110444
8336,SOUNDKITENTRY,1695738,0,110444
8337,SOUNDKITENTRY,1695739,0,110444
8338,SOUNDKITENTRY,1695740,0,110444
8339,SOUNDKITENTRY,1695741,0,110444
8340,SOUNDKITENTRY,1695742,0,110444
8341,SOUNDKITENTRY,1695743,0,110444
8342,SOUNDKITENTRY,1695744,0,110444
8343,SOUNDKITENTRY,1695745,0,110444
8344,SOUNDKITENTRY,1695746,0,110444
8345,SOUNDKITENTRY,1695747,0,110444
8346,SOUNDKITENTRY,1695748,0,110444
8347,SOUNDKITENTRY,1695749,0,110444
8348,SOUNDKITENTRY,1695750,0,110444
8349,SOUNDKITENTRY,1695751,0,110444
8350,SOUNDKITENTRY,1695752,0,110444
8351,SOUNDKITENTRY,1695753,0,110444
8352,SOUNDKITENTRY,1695754,0,110444
8353,SOUNDKITENTRY,1695755,0,110444
8354,SOUNDKITENTRY,1695756,0,110444
8355,SOUNDKITENTRY,1695757,0,110444
8356,SOUNDKITENTRY,1695758,0,110444
8357,SOUNDKITENTRY,1695759,0,110444
8358,SOUNDKITENTRY,1695760,0,110444
8359,SOUNDKITENTRY,1695761,0,110444
8360,SOUNDKITENTRY,1695762,0,110444
8361,SOUNDKITENTRY,1695763,0,110444
8362,SOUNDKITENTRY,1695764,0,110444
8363,SOUNDKITENTRY,1695765,0,110444
8364,SOUNDKITENTRY,1695766,0,110444
8365,SPELLVISUAL,179573,0,110444
8366,SPELLVISUALEVENT,557052,0,110444
8367,SPELLVISUALEVENT,562410,0,110444
8368,SPELLVISUALKIT,274693,0,110444
8369,SPELLVISUALKITEFFECT,790270,0,110444
8370,SPELLVISUALKITEFFECT,790274,0,110444
8371,SPELLVISUALKITEFFECT,790275,0,110444
8372,SPELLVISUALKITEFFECT,790276,0,110444
8373,SPELLMISC,833305,0,110451
8374,SPELLMISC,840254,0,110453
8375,SPELLMISC,841996,0,110453
8376,SPELLMISC,853560,0,110453
8377,SPELLMISC,854046,0,110453
8378,SPELLMISC,855272,0,110453
8379,AREATRIGGERACTIONSET,43792,0,110456
8380,PLAYERCONDITION,163029,0,110456
8381,PLAYERCONDITION,163033,0,110456
8382,QUESTPOIBLOB,581836,0,110456
8383,QUESTPOIBLOB,581837,0,110456
8384,QUESTPOIBLOB,585559,0,110456
8385,QUESTPOIBLOB,585560,0,110456
8386,QUESTPOIPOINT,1315912,0,110456
8387,QUESTPOIPOINT,1315913,0,110456
8388,QUESTPOIPOINT,1315914,0,110456
8389,QUESTPOIPOINT,1315915,0,110456
8390,QUESTPOIPOINT,1315916,0,110456
8391,QUESTPOIPOINT,1315917,0,110456
8392,QUESTPOIPOINT,1315918,0,110456
8393,QUESTPOIPOINT,1315919,0,110456
8394,QUESTPOIPOINT,1315920,0,110456
8395,QUESTPOIPOINT,1315921,0,110456
8396,QUESTPOIPOINT,1315922,0,110456
8397,QUESTPOIPOINT,1315923,0,110456
8398,QUESTPOIPOINT,1315924,0,110456
8399,QUESTPOIPOINT,1315925,0,110456
8400,QUESTPOIPOINT,1315926,0,110456
8401,QUESTPOIPOINT,1315927,0,110456
8402,QUESTPOIPOINT,1315928,0,110456
8403,QUESTPOIPOINT,1315929,0,110456
8404,QUESTPOIPOINT,1315930,0,110456
8405,QUESTPOIPOINT,1315931,0,110456
8406,QUESTPOIPOINT,1315932,0,110456
8407,QUESTPOIPOINT,1315933,0,110456
8408,QUESTPOIPOINT,1315934,0,110456
8409,QUESTPOIPOINT,1315935,0,110456
8410,QUESTPOIPOINT,1327980,0,110456
8411,QUESTPOIPOINT,1327981,0,110456
8412,QUESTPOIPOINT,1327982,0,110456
8413,QUESTPOIPOINT,1327983,0,110456
8414,QUESTPOIPOINT,1327984,0,110456
8415,QUESTPOIPOINT,1327985,0,110456
8416,QUESTPOIPOINT,1327986,0,110456
8417,QUESTPOIPOINT,1327987,0,110456
8418,QUESTPOIPOINT,1327988,0,110456
8419,QUESTPOIPOINT,1327989,0,110456
8420,QUESTPOIPOINT,1327990,0,110456
8421,QUESTPOIPOINT,1327991,0,110456
8422,QUESTPOIPOINT,1327992,0,110456
8423,QUESTPOIPOINT,1327993,0,110456
8424,QUESTPOIPOINT,1327994,0,110456
8425,QUESTPOIPOINT,1327995,0,110456
8426,QUESTPOIPOINT,1327996,0,110456
8427,QUESTPOIPOINT,1327997,0,110456
8428,QUESTPOIPOINT,1327998,0,110456
8429,QUESTPOIPOINT,1327999,0,110456
8430,QUESTPOIPOINT,1328000,0,110456
8431,QUESTPOIPOINT,1328001,0,110456
8432,QUESTPOIPOINT,1328002,0,110456
8433,QUESTPOIPOINT,1328003,0,110456
8434,SCENARIOEVENTENTRY,43130,0,110456
8435,SCENARIOEVENTENTRY,45034,0,110456
8436,SCENARIOEVENTENTRY,45035,0,110456
8437,SCENARIOEVENTENTRY,45036,0,110456
8438,SPAWNEVENT,5347874,0,110456
8439,SPAWNGROUP,3175597,0,110456
8440,SPAWNGROUP,3175598,0,110456
8441,SPAWNGROUP,3342161,0,110456
8442,SPAWNLOC,5244289,0,110456
8443,SPAWNOBJECT,8287011,0,110456
8444,SPAWNSQUAD,5520859,0,110456
8445,WORLDSTATE,32596,0,110456
8446,WORLDSTATEACTION,109147,0,110456
8447,WORLDSTATEACTIONSET,34016,0,110456
8448,WORLDSTATEACTIONSET,34079,0,110456
8449,WORLDSTATEEXPRESSION,53887,0,110456
8450,SOUNDKIT,366455,0,110458
8451,SOUNDKIT,366458,0,110458
8452,SOUNDKIT,366459,0,110458
8453,COLLECTABLESOURCEINFO,183054,0,110463
8454,COLLECTABLESOURCEVENDOR,251393,0,110463
8455,COLLECTABLESOURCEVENDOR,251394,0,110463
8456,COLLECTABLESOURCEVENDOR,251397,0,110463
8457,COLLECTABLESOURCEVENDOR,251398,0,110463
8458,COLLECTABLESOURCEVENDOR,251399,0,110463
8459,COLLECTABLESOURCEVENDOR,251400,0,110463
8460,COLLECTABLESOURCEVENDOR,251401,0,110463
8461,COLLECTABLESOURCEVENDOR,251402,0,110463
8462,COLLECTABLESOURCEVENDOR,251403,0,110463
8463,COLLECTABLESOURCEVENDOR,251404,0,110463
8464,COLLECTABLESOURCEVENDOR,251407,0,110463
8465,COLLECTABLESOURCEVENDOR,251408,0,110463
8466,COLLECTABLESOURCEVENDOR,251409,0,110463
8467,COLLECTABLESOURCEVENDOR,251410,0,110463
8468,COLLECTABLESOURCEVENDOR,254649,0,110463
8469,COLLECTABLESOURCEVENDOR,254650,0,110463
8470,COLLECTABLESOURCEVENDOR,254651,0,110463
8471,COLLECTABLESOURCEVENDOR,254652,0,110463
8472,COLLECTABLESOURCEVENDOR,254653,0,110463
8473,COLLECTABLESOURCEVENDOR,254654,0,110463
8474,COLLECTABLESOURCEVENDOR,254655,0,110463
8475,COLLECTABLESOURCEVENDOR,254656,0,110463
8476,HOUSEDECOR,15266,0,110463
8477,HOUSEDECOR,26488,0,110463
8478,ITEM,263880,0,110463
8479,ITEM,279356,0,110463
8480,SOURCEINFO,26618,0,110463
8481,VENDORITEM,273016,0,110463
8482,VENDORITEM,273018,0,110463
8483,VENDORITEM,273019,0,110463
8484,VENDORITEM,273020,0,110463
8485,VENDORITEM,273021,0,110463
8486,VENDORITEM,273023,0,110463
8487,VENDORITEM,273024,0,110463
8488,VENDORITEM,274561,0,110463
8489,SPELLSCRIPT,119548,0,110464
8490,SPELLSCRIPT,119550,0,110464
8491,SPELLSCRIPTPACKAGE,74200,0,110464
8492,SPELLEFFECT,1329097,0,110465
8493,SPELLMISC,838292,0,110468
8494,SPELLMISC,856694,0,110468
8495,SPELLMISC,856699,0,110468
8496,SPELLSCRIPTTEXT,29555,0,110469
8497,SPELLSCRIPTTEXT,29556,0,110469
8498,SPELLMISC,842330,0,110470
8499,SPELLVISUALEFFECTNAME,57614,0,110470
8500,SPELLVISUALKITMODELATTACH,619023,0,110470
8501,ANIMKITSEGMENT,73840,0,110473
8502,ANIMKITSEGMENT,73841,0,110473
8503,ANIMKITSEGMENT,73842,0,110473
8504,CONSOLESCRIPTCOLLECTIONELEMENT,1432,0,110473
8505,CONSOLESCRIPTCOLLECTIONELEMENT,1433,0,110473
8506,CONSOLESCRIPTCOLLECTIONELEMENT,1434,0,110473
8507,CONSOLESCRIPTCOLLECTIONELEMENT,1435,0,110473
8508,CONSOLESCRIPTCOLLECTIONELEMENT,1436,0,110473
8509,CONSOLESCRIPTCOLLECTIONELEMENT,1437,0,110473
8510,CONSOLESCRIPTCOLLECTIONELEMENT,1438,0,110473
8511,CONSOLESCRIPTCOLLECTIONELEMENT,1561,0,110473
8512,CONSOLESCRIPTCOLLECTIONELEMENT,1562,0,110473
8513,CONSOLESCRIPTCOLLECTIONELEMENT,1563,0,110473
8514,CONSOLESCRIPTCOLLECTIONELEMENT,1564,0,110473
8515,CONSOLESCRIPTCOLLECTIONELEMENT,1565,0,110473
8516,CONSOLESCRIPTCOLLECTIONELEMENT,1937,0,110473
8517,CONSOLESCRIPTCOLLECTIONELEMENT,2686,0,110473
8518,CONSOLESCRIPTCOLLECTIONELEMENT,2687,0,110473
8519,CONSOLESCRIPTCOLLECTIONELEMENT,2688,0,110473
8520,CONSOLESCRIPTCOLLECTIONELEMENT,2689,0,110473
8521,CONSOLESCRIPTCOLLECTIONELEMENT,2690,0,110473
8522,CONSOLESCRIPTCOLLECTIONELEMENT,2691,0,110473
8523,CONSOLESCRIPTCOLLECTIONELEMENT,2692,0,110473
8524,CONSOLESCRIPTCOLLECTIONELEMENT,2693,0,110473
8525,CONSOLESCRIPTS,23826,0,110473
8526,CONSOLESCRIPTS,24037,0,110473
8527,CONSOLESCRIPTS,24038,0,110473
8528,CONSOLESCRIPTS,25210,0,110473
8529,CONSOLESCRIPTS,25211,0,110473
8530,CONSOLESCRIPTS,25254,0,110473
8531,CONSOLESCRIPTS,25255,0,110473
8532,CONSOLESCRIPTS,25458,0,110473
8533,CONSOLESCRIPTS,25467,0,110473
8534,CONSOLESCRIPTS,27964,0,110473
8535,CONSOLESCRIPTS,27965,0,110473
8536,CONSOLESCRIPTS,27966,0,110473
8537,WORLDSTATE,30730,0,110473
8538,SPAWNLOC,4909737,0,110474
8539,SPELLMISC,817377,0,110474
8540,SPELLMISC,817379,0,110474
8541,SPELLVISUALKITMODELATTACH,633075,0,110475
8542,CURVE,93301,0,110479
8543,CURVE,93302,0,110479
8544,CURVE,93335,0,110479
8545,CURVE,93336,0,110479
8546,SOUNDKIT,314891,0,110479
8547,SOUNDKIT,314892,0,110479
8548,SOUNDKIT,314894,0,110479
8549,SOUNDKIT,314895,0,110479
8550,SOUNDKIT,314900,0,110479
8551,SOUNDKIT,316699,0,110479
8552,SOUNDKIT,317586,0,110479
8553,SOUNDKIT,317587,0,110479
8554,SOUNDKIT,317588,0,110479
8555,SOUNDKIT,317590,0,110479
8556,SOUNDKIT,317591,0,110479
8557,SOUNDKITCHILD,31687,0,110479
8558,SOUNDKITCHILD,31688,0,110479
8559,SOUNDKITCHILD,31690,0,110479
8560,SOUNDKITCHILD,32391,0,110479
8561,SOUNDKITCHILD,32392,0,110479
8562,SOUNDKITCHILD,32393,0,110479
8563,SOUNDKITCHILD,32394,0,110479
8564,SOUNDKITCHILD,49462,0,110479
8565,SOUNDKITCHILD,49463,0,110479
8566,AI_GROUPACTIONSET,1211042,0,110480
8567,AI_GROUPACTIONSET,1211043,0,110480
8568,AI_TRIGGERACTION,223847,0,110480
8569,SPELLMISC,853595,0,110482
8570,SPELLVISUALEFFECTNAME,56905,0,110483
8571,SPELLMISC,842243,0,110485
8572,SPELLMISC,842461,0,110487
8573,SPELLMISC,842477,0,110487
8574,SPELLMISC,842478,0,110487
8575,SPELL,1307567,0,110492
8576,SPELLMISC,837021,0,110492
8577,SPELLTARGETFILTER,4090,0,110492
8578,SPELLTARGETFILTERRULE,8697,0,110492
8579,SPELLTARGETRESTRICTIONS,355765,0,110492
8580,SPELLCATEGORIES,186639,0,110497
8581,SPELLMISC,852952,0,110497
8582,SPELLMISC,842254,0,110499
8583,AI_GROUPACTION,1092476,0,110502
8584,AI_GROUPACTIONSET,1183674,0,110502
8585,AI_GROUPACTIONSET,1211114,0,110502
8586,AI_GROUPACTIONSET,1211115,0,110502
8587,GAMEOBJECTS,653176,0,110502
8588,SOUNDKIT,368752,0,110502
8589,SOUNDKIT,368753,0,110502
8590,SOUNDKITADVANCED,332331,0,110502
8591,SOUNDKITADVANCED,332332,0,110502
8592,SOUNDKITCHILD,49464,0,110502
8593,SOUNDKITENTRY,1696262,0,110502
8594,SOUNDKITENTRY,1696263,0,110502
8595,SPAWNEVENT,5252133,0,110502
8596,SPELLVISUAL,190780,0,110502
8597,SPELLVISUALEVENT,562473,0,110502
8598,SPELLVISUALKIT,279315,0,110502
8599,SPELLVISUALKITEFFECT,790436,0,110502
8600,SPELLMISC,853093,0,110511
8601,AREATRIGGERACTION,70724,0,110078
8602,CREATURE,274022,0,110078
8603,CREATUREDIFFICULTY,356238,0,110078
8604,CREATUREDIFFICULTY,356239,0,110078
8605,CREATUREDIFFICULTY,356240,0,110078
8606,CREATUREDIFFICULTY,356241,0,110078
8607,CREATUREDIFFICULTY,356242,0,110078
8608,CREATUREDIFFICULTY,356243,0,110078
8609,CREATUREDIFFICULTY,356415,0,110078
8610,CREATUREDIFFICULTY,357816,0,110078
8611,CREATURELABEL,94167,0,110078
8612,CREATUREMODELDATA,18100,0,110078
8613,CREATUREXDISPLAYINFO,681846,0,110078
8614,CREATUREXDISPLAYINFO,681847,0,110078
8615,DUNGEONENCOUNTERXCREATURE,3685,0,110078
8616,DUNGEONENCOUNTERXCREATURE,3686,0,110078
8617,DUNGEONENCOUNTERXCREATURE,3736,0,110078
8618,DUNGEONENCOUNTERXCREATURE,3891,0,110078
8619,DUNGEONENCOUNTERXCREATURE,3892,0,110078
8620,DUNGEONENCOUNTERXCREATURE,3893,0,110078
8621,DUNGEONENCOUNTERXCREATURE,3995,0,110078
8622,DUNGEONENCOUNTERXCREATURE,4131,0,110078
8623,JOURNALENCOUNTERSECTION,36763,0,110078
8624,SPELL,1310096,0,110078
8625,SPELLEFFECT,1307451,0,110078
8626,SPELLEFFECT,1309183,0,110078
8627,SPELLEFFECT,1310002,0,110078
8628,SPELLEFFECT,1329180,0,110078
8629,SPELLEFFECT,1339605,0,110078
8630,SPELLEFFECT,1339606,0,110078
8631,SPELLEFFECT,1339632,0,110078
8632,SPELLEFFECT,1339633,0,110078
8633,SPELLEFFECT,1339857,0,110078
8634,SPELLEFFECT,1339858,0,110078
8635,SPELLEFFECT,1340026,0,110078
8636,SPELLEFFECT,1340027,0,110078
8637,SPELLEFFECT,1340999,0,110078
8638,SPELLEFFECT,1341000,0,110078
8639,SPELLEFFECT,1341001,0,110078
8640,SPELLEFFECT,1341002,0,110078
8641,SPELLEFFECT,1341006,0,110078
8642,SPELLEFFECT,1341007,0,110078
8643,SPELLEFFECT,1346076,0,110078
8644,SPELLEFFECT,1346077,0,110078
8645,SPELLEFFECT,1346083,0,110078
8646,SPELLEFFECT,1346104,0,110078
8647,SPELLEFFECT,1346105,0,110078
8648,SPELLEFFECT,1346106,0,110078
8649,SPELLEFFECT,1346107,0,110078
8650,SPELLINTERRUPTS,248234,0,110078
8651,SPELLMISC,838392,0,110078
8652,SPELLMISC,840724,0,110078
8653,SPELLMISC,841398,0,110078
8654,SPELLSCRIPT,127288,0,110078
8655,SPELLSCRIPTTEXT,28381,0,110078
8656,SPELLSCRIPTTEXT,28382,0,110078
8657,SPELLSCRIPTTEXT,28383,0,110078
8658,SPELLSCRIPTTEXT,28403,0,110078
8659,SPELLSCRIPTTEXT,28551,0,110078
8660,SPELLSCRIPTTEXT,28661,0,110078
8661,SPELLSCRIPTTEXT,29056,0,110078
8662,SPELLSCRIPTTEXT,29079,0,110078
8663,SPELLSCRIPTTEXT,29389,0,110078
8664,SPELLSCRIPTTEXT,29390,0,110078
8665,SPELLSCRIPTTEXT,29405,0,110078
8666,SPELLSCRIPTTEXT,29413,0,110078
8667,SPELLSCRIPTTEXT,29545,0,110078
8668,SPELLSCRIPTTEXT,29635,0,110078
8669,SPELLSCRIPTTEXT,29636,0,110078
8670,SPELLVISUAL,190426,0,110078
8671,SPELLVISUALEVENT,561827,0,110078
8672,SPELLVISUALKIT,278742,0,110078
8673,SPELLVISUALKITEFFECT,788865,0,110078
8674,SPELLVISUALKITEFFECT,788866,0,110078
8675,SPELLVISUALKITMODELATTACH,637847,0,110078
8676,SPELLXSPELLVISUAL,531540,0,110078
8677,SOUNDKIT,363169,0,110398
8678,SOUNDKIT,363171,0,110398
8679,SOUNDKIT,363185,0,110398
8680,SOUNDKIT,368610,0,110398
8681,SOUNDKIT,368611,0,110398
8682,SOUNDKIT,368613,0,110398
8683,SOUNDKIT,368614,0,110398
8684,SOUNDKIT,368620,0,110398
8685,SOUNDKIT,368621,0,110398
8686,SOUNDKIT,368632,0,110398
8687,SOUNDKIT,368639,0,110398
8688,SOUNDKIT,368643,0,110398
8689,SOUNDKIT,368644,0,110398
8690,SOUNDKIT,368646,0,110398
8691,SOUNDKITADVANCED,332189,0,110398
8692,SOUNDKITADVANCED,332190,0,110398
8693,SOUNDKITADVANCED,332192,0,110398
8694,SOUNDKITADVANCED,332193,0,110398
8695,SOUNDKITADVANCED,332199,0,110398
8696,SOUNDKITADVANCED,332200,0,110398
8697,SOUNDKITADVANCED,332211,0,110398
8698,SOUNDKITADVANCED,332218,0,110398
8699,SOUNDKITADVANCED,332222,0,110398
8700,SOUNDKITADVANCED,332223,0,110398
8701,SOUNDKITADVANCED,332225,0,110398
8702,SOUNDKITCHILD,49430,0,110398
8703,SOUNDKITCHILD,49433,0,110398
8704,SOUNDKITCHILD,49434,0,110398
8705,SOUNDKITCHILD,49439,0,110398
8706,SOUNDKITENTRY,1695324,0,110398
8707,SOUNDKITENTRY,1695325,0,110398
8708,SOUNDKITENTRY,1695326,0,110398
8709,SOUNDKITENTRY,1695327,0,110398
8710,SOUNDKITENTRY,1695328,0,110398
8711,SOUNDKITENTRY,1695329,0,110398
