ID,SourceText_lang,PvpFaction,SourceTypeEnum,SpellID
13198,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（1）|n|cFFFFD200价格：|r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257102
13199,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（1）|n|cFFFFD200价格：|r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257102
13200,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（25）|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257104
13201,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（25）|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257104
13206,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（25）|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257107
13207,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（25）|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257107
13220,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（85）|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257114
13221,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（85）|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257114
13222,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（110）|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257115
13223,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（110）|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257115
13224,|cFFFFD200商人出售：|r囤积者杰娜|n|cFFFFD200地区：|r沃顿|n|cFFFFD200阵营：|r沃顿奈 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,2,257116
13225,|cFFFFD200商人出售：|r军需官阿尔考恩|n|cFFFFD200地区：|r德鲁斯瓦|n|cFFFFD200阵营：|r灰烬骑士团 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,2,257116
13226,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（110）|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257118
13227,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（110）|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257118
13228,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（1）|n|cFFFFD200发现：|r刺绣深海手套,-1,10,257120
13229,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（1）|n|cFFFFD200发现：|r灌魔深海手套,-1,10,257121
13230,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（110）|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257122
13231,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（110）|n|cFFFFD200价格：|r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257122
13232,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（1）|n|cFFFFD200发现：|r刺绣深海马裤,-1,10,257123
13233,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（1）|n|cFFFFD200发现：|r灌魔深海马裤,-1,10,257124
13234,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（50）|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257125
13235,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（50）|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257125
13236,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（85）|n|cFFFFD200价格：|r42|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,0,3,257126
13237,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（85）|n|cFFFFD200价格：|r42|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,1,3,257126
13238,|cFFFFD200商人出售：|r囤积者杰娜|n|cFFFFD200地区：|r沃顿|n|cFFFFD200阵营：|r沃顿奈 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,2,257127
13239,|cFFFFD200商人出售：|r军需官阿尔考恩|n|cFFFFD200地区：|r德鲁斯瓦|n|cFFFFD200阵营：|r灰烬骑士团 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,2,257127
13240,|cFFFFD200掉落：|r世界生物,-1,0,257128
13241,|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r斯托颂谷地|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,257129
13242,|cFFFFD200掉落：|r祖尔|n|cFFFFD200地区：|r奥迪尔,-1,0,257130
13243,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（75）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257131
13244,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（75）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257131
13245,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（100）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257132
13246,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（100）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257132
13247,|cFFFFD200世界任务：|r产品订单：战旗：自由精神|n|cFFFFD200地区：|r斯托颂谷地|n|n|cFFFFD200世界任务：|r产品订单：战旗：自由精神|n|cFFFFD200地区：|r祖达萨,-1,1,257133
13248,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（75）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257134
13249,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（75）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257134
13250,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（100）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257135
13251,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（100）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257135
13252,|cFFFFD200世界任务：|r产品订单：战旗：方阵防御|n|cFFFFD200地区：|r提拉加德海峡|n|n|cFFFFD200世界任务：|r产品订单：战旗：方阵防御|n|cFFFFD200地区：|r纳兹米尔,-1,1,257136
13253,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（75）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257137
13254,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（75）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257137
13255,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（100）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,257138
13256,|cFFFFD200专业技能：|r争霸艾泽拉斯裁缝（100）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,257138
13257,|cFFFFD200世界任务：|r产品订单：战旗：迅猛集结|n|cFFFFD200地区：|r德鲁斯瓦|n|n|cFFFFD200世界任务：|r产品订单：战旗：迅猛集结|n|cFFFFD200地区：|r沃顿,-1,1,257139
13258,|cFFFFD200专业技能训练师：|r剥皮（1）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,257146
13259,|cFFFFD200任务：|r盐钳|n|cFFFFD200地区：|r提拉加德海峡,1,-1,257147
13260,|cFFFFD200采集：|r世界生物|n|cFFFFD200物品：|r象牙柄匕首,1,-1,257148
13261,|cFFFFD200专业技能训练师：|r剥皮（1）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,257149
13262,|cFFFFD200任务：|r追逐时尚|n|cFFFFD200地区：|r提拉加德海峡,1,-1,257150
13263,|cFFFFD200任务：|r海龟汤|n|cFFFFD200地区：|r提拉加德海峡,1,-1,257151
13264,|cFFFFD200专业技能训练师：|r剥皮（1）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,257152
13265,|cFFFFD200任务：|r骨针|n|cFFFFD200地区：|r提拉加德海峡,1,-1,257153
13266,|cFFFFD200任务：|r不破之骨针|n|cFFFFD200地区：|r提拉加德海峡,1,-1,257154
13267,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（10）|n|cFFFFD200价格：|r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259411
13268,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（35）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259412
13269,|cFFFFD200世界任务：|r产品订单：库尔提拉米苏|n|cFFFFD200地区：|r斯托颂谷地,-1,1,259413
13270,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（50）|n|cFFFFD200价格：|r37|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,-1,3,259414
13271,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（75）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259415
13272,|cFFFFD200世界任务：|r产品订单：蜜汁腰肉|n|cFFFFD200地区：|r斯托颂谷地,-1,1,259416
13273,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（50）|n|cFFFFD200价格：|r37|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,-1,3,259418
13274,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（75）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259419
13275,|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r斯托颂谷地|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,259420
13276,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（110）|n|cFFFFD200价格：|r60|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259421
13277,|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r斯托颂谷地|n|cFFFFD200阵营：|r始祖龟求知者 - 尊敬|n|cFFFFD200价格：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200阵营：|r始祖龟求知者 - 尊敬|n|cFFFFD200价格：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,259422
13278,|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r斯托颂谷地|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,259423
13279,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（10）|n|cFFFFD200价格：|r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259424
13280,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（35）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259425
13281,|cFFFFD200世界任务：|r产品订单：鸦莓小圆饼|n|cFFFFD200地区：|r斯托颂谷地,-1,1,259426
13282,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（50）|n|cFFFFD200价格：|r37|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,-1,3,259427
13283,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（75）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259428
13284,|cFFFFD200世界任务：|r产品订单：沼泽炸鱼薯条|n|cFFFFD200地区：|r祖达萨,-1,1,259429
13285,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（15）|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259431
13286,|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r斯托颂谷地|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,259432
13287,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（50）|n|cFFFFD200价格：|r37|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,-1,3,259433
13288,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（75）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259434
13289,|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r斯托颂谷地|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r收集者寇乔|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200阵营：|r始祖龟求知者 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,259435
13290,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（10）|n|cFFFFD200价格：|r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259436
13291,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（35）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259437
13292,|cFFFFD200世界任务：|r产品订单：洛阿神灵面包|n|cFFFFD200地区：|r祖达萨,-1,1,259438
13293,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（50）|n|cFFFFD200价格：|r37|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,-1,3,259439
13294,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（75）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259440
13295,|cFFFFD200世界任务：|r产品订单：水手馅饼|n|cFFFFD200地区：|r斯托颂谷地,-1,1,259441
13296,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（35）|n|cFFFFD200价格：|r35|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259443
13297,|cFFFFD200世界任务：|r产品订单：炸面包圈|n|cFFFFD200地区：|r祖达萨,-1,1,259444
13298,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（50）|n|cFFFFD200价格：|r37|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,-1,3,259445
13299,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯烹饪（75）|n|cFFFFD200价格：|r45|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,259446
13300,|cFFFFD200世界任务：|r产品订单：香薰鲷鱼|n|cFFFFD200地区：|r祖达萨,-1,1,259447
13301,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯铭文（25）|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,264766
13302,|cFFFFD200专业技能：|r争霸艾泽拉斯铭文（25）|n|cFFFFD200训练师：|r佐伊·墨轮|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,264766
13303,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯铭文（25）|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,264767
13304,|cFFFFD200专业技能：|r争霸艾泽拉斯铭文（25）|n|cFFFFD200训练师：|r佐伊·墨轮|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,264767
13305,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯铭文（25）|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,264769
13306,|cFFFFD200专业技能：|r争霸艾泽拉斯铭文（25）|n|cFFFFD200训练师：|r佐伊·墨轮|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,264769
13307,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯工程学（35）|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,264960
13308,|cFFFFD200专业技能：|r争霸艾泽拉斯工程学（35）|n|cFFFFD200训练师：|r蕾拉·伊文基尔|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,264960
13309,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯工程学（85）|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,264961
13310,|cFFFFD200专业技能：|r争霸艾泽拉斯工程学（85）|n|cFFFFD200训练师：|r蕾拉·伊文基尔|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,264961
13311,|cFFFFD200世界任务：|r产品订单：桅台瞄准镜|n|cFFFFD200地区：|r提拉加德海峡|n|n|cFFFFD200世界任务：|r产品订单：桅台瞄准镜|n|cFFFFD200地区：|r祖达萨,-1,1,264962
13312,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯工程学（35）|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,264964
13313,|cFFFFD200专业技能：|r争霸艾泽拉斯工程学（35）|n|cFFFFD200训练师：|r蕾拉·伊文基尔|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,264964
13314,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯工程学（85）|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,264966
13315,|cFFFFD200专业技能：|r争霸艾泽拉斯工程学（85）|n|cFFFFD200训练师：|r蕾拉·伊文基尔|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,264966
13316,|cFFFFD200商人出售：|r兰莎·灰羽|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200阵营：|r荣耀战团 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,2,264967
13317,|cFFFFD200商人出售：|r守备官嘉兰娜|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200阵营：|r第七军团 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,2,264967
13318,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯工程学（35）|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,265097
13319,|cFFFFD200专业技能：|r争霸艾泽拉斯工程学（35）|n|cFFFFD200训练师：|r蕾拉·伊文基尔|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,265097
13320,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯工程学（85）|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,265098
13321,|cFFFFD200专业技能：|r争霸艾泽拉斯工程学（85）|n|cFFFFD200训练师：|r蕾拉·伊文基尔|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,265098
13322,|cFFFFD200世界任务：|r产品订单：燃炎弹药|n|cFFFFD200地区：|r提拉加德海峡|n|n|cFFFFD200世界任务：|r产品订单：燃炎弹药|n|cFFFFD200地区：|r祖达萨,-1,1,265099
13323,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯工程学（35）|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,265100
13324,|cFFFFD200专业技能：|r争霸艾泽拉斯工程学（35）|n|cFFFFD200训练师：|r蕾拉·伊文基尔|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,265100
13325,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯工程学（85）|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,265101
13326,|cFFFFD200专业技能：|r争霸艾泽拉斯工程学（85）|n|cFFFFD200训练师：|r蕾拉·伊文基尔|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200价格：|r65|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,265101
13327,|cFFFFD200商人出售：|r囤积者杰娜|n|cFFFFD200地区：|r沃顿|n|cFFFFD200阵营：|r沃顿奈 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,2,265102
13328,|cFFFFD200商人出售：|r军需官阿尔考恩|n|cFFFFD200地区：|r德鲁斯瓦|n|cFFFFD200阵营：|r灰烬骑士团 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,2,265102
13329,|cFFFFD200专业技能：|r争霸艾泽拉斯附魔（10）|n|cFFFFD200训练师：|r女附魔师奎妮|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,265106
13330,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯附魔（10）|n|cFFFFD200价格：|r28|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,265106
13331,|cFFFFD200专业技能：|r争霸艾泽拉斯附魔（85）|n|cFFFFD200训练师：|r女附魔师奎妮|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,265110
13332,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯附魔（85）|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,265110
13333,|cFFFFD200专业技能：|r争霸艾泽拉斯附魔（100）|n|cFFFFD200训练师：|r女附魔师奎妮|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200价格：|r60|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,265111
13334,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯附魔（100）|n|cFFFFD200价格：|r60|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,265111
13335,|cFFFFD200商人出售：|r兰莎·灰羽|n|cFFFFD200地区：|r祖达萨|n|cFFFFD200阵营：|r荣耀战团 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,2,265112
13336,|cFFFFD200商人出售：|r守备官嘉兰娜|n|cFFFFD200地区：|r提拉加德海峡|n|cFFFFD200阵营：|r第七军团 - 崇敬|n|cFFFFD200价格：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,2,265112
13337,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（1）|n|cFFFFD200价格：|r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,267201
13338,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（1）|n|cFFFFD200价格：|r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,1,3,267201
13339,|cFFFFD200专业技能训练师：|r争霸艾泽拉斯裁缝（50）|n|cFFFFD200价格：|r30|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,0,3,267202
