ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
589,对敌人造成宇宙伤害。,,31,0,1,3,106,50,50
590,每$t@effectindex秒对一名敌人造成相当于其最大生命值$s@effectindex%的宇宙伤害，持续$d。,每$t@effectindex秒受到相当于最大生命值的$s@effectindex%的宇宙伤害。,6,89,1,1,106,20,20
591,使$A@effectindex码内所有敌人受到的宇宙伤害提高$s@effectindex%，持续$d。,受到的宇宙伤害提高$s@effectindex%。,6,87,1,7,106,0,0
592,使冲击点周围$A@effectindex码内所有敌人受到的宇宙伤害提高$s@effectindex%，持续$d。,受到的宇宙伤害提高$s@effectindex%。,6,87,1,5,106,10,10
593,使一名敌人受到的宇宙伤害提高$s@effectindex%，持续$d。,受到的宇宙伤害提高$s@effectindex%。,6,87,1,3,106,0,0
594,使一名敌人受到的宇宙伤害提高$s@effectindex%，持续$d。,受到的宇宙伤害提高$s@effectindex%。,6,87,1,1,106,0,0
595,使一名敌人造成的宇宙伤害降低$s@effectindex%。,造成的宇宙伤害降低$s@effectindex%。,6,79,2,3,106,20,20
596,使施法者造成的宇宙伤害提高$s@effectindex%。,造成的宇宙伤害提高$s@effectindex%。,6,79,1,1,106,30,30
597,每$t@effectindex秒对施法者前方的所有敌人造成一次宇宙伤害，持续$d。,每$t@effectindex秒受到一次宇宙伤害。,6,70,1,9,106,50,50
598,每$t@effectindex秒对$A@effectindex码内的所有敌人造成一次宇宙伤害，持续$d。,每$t@effectindex秒受到一次宇宙伤害。,6,70,1,7,106,50,50
599,每$t@effectindex秒使冲击点周围$A@effectindex码内的所有敌人受到一次宇宙伤害，持续$d。,每$t@effectindex秒受到一次宇宙伤害。,6,70,1,5,106,50,50
600,每$t@effectindex秒对一名敌人造成一次宇宙伤害，持续$d。,每$t@effectindex秒受到一次宇宙伤害。,6,70,1,3,106,50,50
601,每$t@effectindex秒对一名敌人造成一次宇宙伤害，持续$d。,每$t@effectindex秒受到一次宇宙伤害。,6,70,1,1,106,50,50
602,用护盾围绕目标，持续$d，吸收最多$s@effectindex点宇宙伤害。,吸收$s@effectindex点宇宙伤害。,6,69,1,3,106,0,0
603,用护盾围绕施法者，持续$d，吸收最多$s@effectindex点宇宙伤害。,吸收$s@effectindex点宇宙伤害。,6,69,1,1,106,0,0
604,对冲击点周围$A@effectindex码内的敌人造成暗影伤害。,,165,0,1,5,32,50,50
605,每$t@effectindex秒对一名敌人造成一次暗影伤害，持续$d。,每$t@effectindex秒受到一次暗影伤害。,6,70,1,1,32,50,50
609,使$A@effectindex码内所有盟友造成的物理伤害提高$s@effectindex%。,造成的物理伤害提高$s@effectindex%。,6,79,1,6,1,30,30
610,使$A@effectindex码内所有盟友造成的神圣伤害提高$s@effectindex%。,造成的神圣伤害提高$s@effectindex%。,6,79,1,6,2,30,30
611,使$A@effectindex码内所有盟友造成的火焰伤害提高$s@effectindex%。,造成的火焰伤害提高$s@effectindex%。,6,79,1,6,4,30,30
612,使$A@effectindex码内所有盟友造成的自然伤害提高$s@effectindex%。,造成的自然伤害提高$s@effectindex%。,6,79,1,6,8,30,30
613,使$A@effectindex码内所有盟友造成的冰霜伤害提高$s@effectindex%。,造成的冰霜伤害提高$s@effectindex%。,6,79,1,6,16,30,30
614,使$A@effectindex码内所有盟友造成的暗影伤害提高$s@effectindex%。,造成的暗影伤害提高$s@effectindex%。,6,79,1,6,32,30,30
615,使$A@effectindex码内所有盟友造成的奥术伤害提高$s@effectindex%。,造成的奥术伤害提高$s@effectindex%。,6,79,1,6,64,30,30
616,打断一名敌人施法，持续$d。,,68,0,1,3,8,30,0
618,打断一名敌人施法，持续$d。,,68,0,0,3,0,30,0
