Name_lang,ID,MapID,DifficultyID,OrderIndex,CompleteWorldStateID,Bit,Flags,SpellIconFileID,Faction
维科玛拉,2318,1718,0,1000,0,1,0,0,-1
艾泽拉斯的回忆：燃烧的远征,2319,2235,0,0,18048,0,4,0,-1
艾泽拉斯的回忆：大地的裂变,2320,2235,0,1000,18047,1,4,0,-1
艾泽拉斯的回忆：巫妖王之怒,2321,2235,0,500,18046,2,4,0,-1
汤克,2325,2236,0,-1000,18064,0,0,0,-1
拉芙妮尔,2326,2236,0,0,18066,1,0,0,-1
玛乌特,2327,2217,0,0,18071,0,6,0,-1
黑暗审判官夏奈什,2328,2217,0,1000,18073,1,6,0,-1
拉希奥,2329,2217,0,-1000,18083,2,6,0,-1
虚无者莱登,2331,2217,0,5000,18085,3,6,0,-1
腐化者萨尔,2332,2212,0,0,18015,0,0,0,-1
主脑,2333,2217,0,3000,18117,4,6,0,-1
先知斯基特拉,2334,2217,0,-500,18116,5,6,0,-1
无厌者夏德哈,2335,2217,0,5500,18123,6,4,0,-1
维克修娜,2336,2217,0,2000,18130,7,6,0,-1
恩佐斯的外壳,2337,2217,0,6000,18147,8,6,0,-1
奥蕾莉亚·风行者,2338,2213,0,0,18015,0,0,0,-1
德雷阿佳丝,2343,2217,0,5750,18179,9,6,0,-1
腐蚀者恩佐斯,2344,2217,0,7000,18211,10,4,0,-1
伊格诺斯，重生之蚀,2345,2217,0,5875,18224,11,6,0,-1
大女皇夏柯扎拉,2351,870,0,4000,0,4,0,0,-1
塔沙拉,2352,870,0,5000,0,5,0,0,-1
碎地者弗克拉兹,2353,1,0,0,0,0,8,0,-1
雯图纳柯丝,2356,2285,0,1500,18606,0,4,0,-1
金-塔拉,2357,2285,0,1000,18607,1,4,0,-1
奥莱芙莉安,2358,2285,0,2000,18608,2,4,0,-1
忠诚圣杰德沃丝,2359,2285,0,3000,18609,3,4,0,-1
贪食的克里克西斯,2360,2284,0,0,18629,0,4,0,-1
执行者塔沃德,2361,2284,0,1000,18628,1,4,0,-1
大学监贝律莉娅,2362,2284,0,2000,18627,2,4,0,-1
卡尔将军,2363,2284,0,3000,18630,3,4,0,-1
库尔萨洛克,2364,2293,0,0,18652,0,4,0,-1
斩血,2365,2293,0,1000,18654,1,4,0,-1
无堕者哈夫,2366,2293,0,2000,18656,2,4,0,-1
雷克萨,2370,2212,0,5000,18699,1,64,0,-1
审判官格恩肖尔,2371,2212,0,2000,18704,2,64,0,-1
湮灭元素,2372,2212,0,3000,18705,3,64,0,-1
无光者维兹奥克,2373,2212,0,4000,18706,4,64,0,-1
瑟鲁姆·深炉,2374,2213,0,1000,18707,1,64,0,-1
奴隶主奥洛克,2375,2213,0,2000,18708,2,64,0,-1
马迪亚斯·肖尔大王,2376,2213,0,3000,18709,3,64,0,-1
魔导师乌布里克,2377,2213,0,4000,18710,4,64,0,-1
艾谢朗,2380,2287,0,0,18773,0,4,0,-1
宫务大臣,2381,2287,0,1000,18775,1,4,0,-1
酤团,2382,2289,0,0,18778,0,4,0,-1
饥饿的毁灭者,2383,2296,0,0,18780,0,6,0,-1
伊库斯博士,2384,2289,0,1000,18781,1,4,0,-1
多米娜·毒刃,2385,2289,0,2000,18783,2,4,0,-1
斯特拉达玛侯爵,2386,2289,0,3000,18785,3,4,0,-1
凋骨,2387,2286,0,0,18788,0,4,0,-1
收割者阿玛厄斯,2388,2286,0,1000,18789,1,4,0,-1
外科医生缝肉,2389,2286,0,2000,18794,2,4,0,-1
缚霜者纳尔佐,2390,2286,0,3000,18790,3,4,0,-1
狭路相逢,2391,2293,0,-1000,18802,3,4,0,-1
唤雾者,2392,2290,0,0,18805,0,4,0,-1
特雷德奥瓦,2393,2290,0,1000,18808,1,4,0,-1
法力风暴夫妇,2394,2291,0,0,18812,0,4,0,-1
夺灵者哈卡,2395,2291,0,-1000,18815,1,4,0,-1
穆厄扎拉,2396,2291,0,1000,18817,2,4,0,-1
英格拉·马洛克,2397,2290,0,-1000,18819,2,4,0,-1
啸翼,2398,2296,0,-1000,19396,1,6,0,-1
泥拳,2399,2296,0,3000,19415,2,6,0,-1
商人赛·艾柯莎,2400,2291,0,500,18824,3,4,0,-1
哈尔吉亚斯，罪污巨像,2401,2287,0,-1000,18810,2,4,0,-1
太阳之王的救赎,2402,2296,0,-250,19029,3,6,0,-1
高阶裁决官阿丽兹,2403,2287,0,500,19047,3,4,0,-1
莫德蕾莎,2404,2293,0,3000,19056,4,4,0,-1
圣物匠赛·墨克斯,2405,2296,0,2000,19146,4,6,0,-1
伊涅瓦·暗脉女勋爵,2406,2296,0,2250,19158,5,6,0,-1
德纳修斯大帝,2407,2296,0,4000,19208,6,7,0,-1
诺尔伽什·泥躯,2408,2222,0,0,0,0,0,0,-1
“长青之枝”奥拉诺莫诺斯,2409,2222,0,1000,0,1,0,0,-1
莫塔尼斯,2410,2222,0,2000,0,2,0,0,-1
瓦里诺,2411,2222,0,3000,0,3,0,0,-1
猩红议会,2412,2296,0,2500,19279,7,6,0,-1
灰烬王庭,2415,2360,0,0,19342,0,64,0,-1
纳萨诺斯·凋零者,2416,0,0,0,0,0,0,0,-1
顽石军团干将,2417,2296,0,3500,19388,8,6,0,-1
猎手阿尔迪莫,2418,2296,0,-500,19410,9,6,0,-1
时空船长钩尾,2419,2441,0,0,20228,0,0,0,-1
克尔苏加德,2422,2450,0,6500,20232,0,6,0,-1
塔拉格鲁,2423,2450,0,-1000,20242,1,6,0,-1
收发室乱战,2424,2441,0,-1000,20256,1,0,0,-1
哨卫佐·菲克斯,2425,2441,0,-2000,20260,2,0,0,-1
希尔布兰德,2426,2441,0,-500,20264,3,0,0,-1
九武神,2429,2450,0,1000,20449,2,6,0,-1
痛楚工匠莱兹纳尔,2430,2450,0,6062,20366,3,6,0,-1
命运撰写师罗-卡洛,2431,2450,0,6250,20456,4,6,0,-1
耐奥祖的残迹,2432,2450,0,1750,20439,5,6,0,-1
典狱长之眼,2433,2450,0,0,20360,6,262,0,-1
裂魂者多尔玛赞,2434,2450,0,1375,20451,7,6,0,-1
希尔瓦娜斯·风行者,2435,2450,0,7000,20347,8,7,0,-1
初诞者的卫士,2436,2450,0,6125,20268,9,6,0,-1
索·阿兹密,2437,2441,0,-562,20275,4,0,0,-1
麦扎的绿洲,2440,2441,0,-750,20353,5,4,0,-1
卖品会,2441,2441,0,-1500,20362,6,0,0,-1
索·莉亚,2442,2441,0,1000,20538,7,0,0,-1
Test Chest,2494,2162,0,0,20700,0,64,0,-1
9.1 Desmotaeron - World Boss,2495,2456,0,0,0,0,0,3731616,-1
莫盖斯，罪人的折磨者,2496,2222,0,4000,0,4,0,3731616,-1
警戒卫士,2512,2481,0,0,21151,0,6,0,-1
回收者黑伦度斯,2529,2481,0,1750,21229,1,6,0,-1
典狱长,2537,2481,0,2000,21176,2,6,0,-1
首席造物师利许威姆,2539,2481,0,1812,21182,3,6,0,-1
道茜歌妮，堕落先知,2540,2481,0,500,21213,4,6,0,-1
司垢莱克斯，无穷噬灭者,2542,2481,0,1500,21218,5,6,0,-1
恐惧双王,2543,2481,0,1875,21220,6,6,0,-1
死亡万神殿原型体,2544,2481,0,1250,21225,7,6,0,-1
安度因·乌瑞恩,2546,2481,0,1843,21242,8,6,0,-1
莱葛隆,2549,2481,0,1968,21268,9,4,0,-1
安特洛斯,2550,2222,0,5000,0,5,0,3052064,-1
圣物匠赛·墨克斯,2553,2481,0,875,21338,10,6,0,-1
失落的矮人,2555,2451,0,0,21495,0,4,0,-1
布罗马奇,2556,2451,0,1000,21497,1,4,0,-1
哨兵塔隆达丝,2557,2451,0,2000,21499,2,4,0,-1
艾博隆,2558,2451,0,3000,21633,3,4,0,-1
时空领主戴欧斯,2559,2451,0,4000,21503,4,4,0,-1
维克萨姆斯,2562,2526,0,0,21592,0,4,0,-1
茂林古树,2563,2526,0,1000,21593,1,4,0,-1
克罗兹,2564,2526,0,2000,21594,2,4,0,-1
多拉苟萨的回响,2565,2526,0,3000,21595,3,4,0,-1
肠击,2567,2520,0,0,21636,0,4,0,-1
树口,2568,2520,0,-1000,21638,1,4,0,-1
腐朽主母怒眼,2569,2520,0,1000,21640,2,4,0,-1
劈爪的战团,2570,2520,0,-2000,21642,3,4,0,-1
巴拉卡可汗,2580,2516,0,0,21903,0,4,0,-1
提拉和马鲁克,2581,2516,0,-1000,21901,1,4,0,-1
莱魔,2582,2515,0,0,21670,0,4,0,-1
泰拉什·灰翼,2583,2515,0,3000,21674,1,4,0,-1
安布雷斯库,2584,2515,0,2000,21676,2,4,0,-1
青刃,2585,2515,0,500,21677,3,4,0,-1
艾拉诺格,2587,2522,0,0,21720,0,6,0,-1
原始议会,2590,2522,0,1000,21742,1,6,0,-1
瑟娜尔丝，冰冷之息,2592,2522,0,2000,21747,2,6,0,-1
库洛格·恐怖图腾,2605,2522,0,3000,21762,3,6,0,-1
柯姬雅·焰蹄,2606,2521,0,0,21835,0,4,0,-1
莱萨杰丝，噬雷之龙,2607,2522,0,4000,21854,4,4,0,-1
梅莉杜莎·寒妆,2609,2521,0,-1000,21897,1,4,0,-1
岩浆之牙,2610,2519,0,0,21909,0,6,0,-1
督军莎尔佳,2611,2519,0,1000,21913,1,6,0,-1
熔炉主管戈雷克,2612,2519,0,-1000,21914,2,4,0,-1
查尔加斯，龙鳞之灾,2613,2519,0,-2000,21917,3,4,0,-1
巢穴守护者迪乌尔娜,2614,2522,0,3500,21927,5,6,0,-1
看护者伊里度斯,2615,2527,0,0,21929,0,4,0,-1
吞喉巨蛙,2616,2527,0,1000,21931,1,4,0,-1
不屈者卡金,2617,2527,0,2000,21933,2,4,0,-1
原始海啸,2618,2527,0,3000,21935,3,4,0,-1
基拉卡与厄克哈特·风脉,2623,2521,0,1000,21947,2,4,0,-1
晋升者达瑟雅,2635,2522,0,1500,22026,6,6,0,-1
狂怒风暴,2636,2516,0,-2000,22116,2,6,0,-1
格拉尼斯,2637,2516,0,-3000,22358,3,4,0,-1
泰洛斯,2639,2522,0,1750,22094,7,6,0,-1
巴斯律孔,2640,2574,0,0,0,0,4,0,-1
斯图恩兰,2651,2574,0,1000,0,1,4,0,-1
利斯卡诺兹,2652,2574,0,2000,0,2,4,0,-1
巴祖阿尔,2653,2574,0,1500,0,3,4,0,-1
克罗妮卡,2666,2579,0,0,22901,0,4,0,-1
时间流具象,2667,2579,0,1000,22903,1,4,0,-1
迦拉克隆之荒,2668,2579,0,2000,22905,2,4,0,-1
伊律迪孔,2669,2579,0,3000,22907,3,4,0,-1
永恒守护者提尔,2670,2579,0,4000,22909,4,4,0,-1
米罗克,2671,2579,0,5000,22911,5,4,0,-1
迷时战场,2672,2579,0,6000,22913,6,4,0,-1
时空领主戴欧斯,2673,2579,0,7000,22915,7,4,0,-1
长老莱修克,2680,2569,0,0,23125,0,6,0,-1
扎卡利突袭,2682,2569,0,-125,23134,1,4,0,-1
玛格莫莱克斯,2683,2569,0,1000,23153,2,6,0,-1
奈萨里奥的回响,2684,2569,0,2000,23156,3,6,0,-1
鳞长萨卡雷斯,2685,2569,0,3000,23160,4,6,0,-1
融合体密室,2687,2569,0,-500,23162,5,6,0,-1
狱铸者卡扎拉,2688,2569,0,-2000,23168,6,6,0,-1
警戒管事兹斯卡恩,2689,2569,0,500,23244,7,6,0,-1
被遗忘的实验体,2693,2569,0,-250,23252,8,6,0,-1
扎卡利长老,2696,2454,172,0,0,0,4,0,-1
Dungeon DPS Test (6 min),2707,1457,0,-1000,0,4,0,0,-1
无头骑士,2725,2645,0,0,24300,0,4,0,-1
