OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID,VisibleSpellID
发明创造,,进一步专门改进匠械的制作和使用，而不是小机件和旋转玩具。制作匠械时获得+$ev1 $en1。,72315,0,3610511,0,0
,,学习制作$@spellname382328，这是个友善而且乐于助人的机器人，它会提供精神支持，并在大家死于非命时进行全队复活。,72316,382328,0,0,0
,,提升你对你自己的爆炸物和装置的理解，降低匠械出故障和炸弹在你面前爆炸的可能性。,72317,0,0,0,0
,,学习制作和使用$@spellname382381成品材料，在制作装置和匠械时提升技能。,72318,382381,0,0,0
,,学习最终副专精。,72319,0,0,0,0
,,你的龙洞发生器的冷却时间缩短50%。,72320,0,0,0,0
,,学习在制作装置和匠械时使用备用部件成品材料。,72321,0,0,0,0
,,学习你选择的一个副专精。,72322,0,0,0,0
,,你放置的便携式工作台持续时间变为两倍。,72323,0,0,0,0
,,学习制作$@spellname382367，可以在巨龙群岛穿梭时提供帮助，只要你不太挑剔就行。,72324,382367,0,0,0
机械头脑,,专精于创造和使用精细的装置、机件、旋转玩具和匠械；但这知识对你身为工程师的成长也是无价的。每有一点此专精，制作所有工程学制品时获得+$ev1 $en1。,72325,0,136125,0,0
新奇玩物,,,72326,0,3610508,0,0
发明创造,,,72327,0,3610511,0,0
机械头脑,,专精于制作和使用便利性或者娱乐性的机件，以及匠械模组，后者可以用新的技能来强化你的装备。,72328,0,136125,0,0
,,所有工程学制作+$ev1 $en1。,72329,0,0,0,0
,,降低炸弹在你面前爆炸或者匠械出故障的可能性。,72330,0,0,0,0
,,所有工程学制作+$ev1 $en1。,72331,0,0,0,0
,,工程学速度提高$ev1%。,72332,0,0,0,0
,,所有工程学制作+$ev1 $en1。,72333,0,0,0,0
,,所有工程学制作+$EV1 $EN1。,72334,0,0,0,0
,,所有工程学制作+$ev1 $en1。,72335,0,0,0,0
,,所有工程学制作+$EV1 $EN1。,72336,0,0,0,0
,,工程学速度提高$ev1%。,72337,0,0,0,0
通才,,专精多种有用的技能，但不具体到某一方面，从而提升你身为工程师的总体技能。每有一点此专精，制作所有工程学物品时获得+$ev1 $en1。,72338,0,4620673,0,0
,,$@spellname382374现在有几率发现独特宝藏！,72339,0,0,0,0
,,所有工程学制作+$ev1 $en1。,72340,0,0,0,0
,,充裕属性使所有工程学制作时获得+$ev1%收益。,72341,0,0,0,0
,,使用匠械或者投掷炸弹时有较低的几率发现额外的废料。,72342,0,0,0,0
,,学习制作$@spellname387246，让使用者可以在消灭强力元素时收割其灵魂。 ,72343,387246,0,0,0
,,所有工程学制作+$EV1 $EN1。,72344,0,0,0,0
,,$@spellname382374现在有几率发现未受损的部件，可以用在你的造物里。,72345,0,0,0,0
,,充裕属性使所有工程学制作时节省$ev1%的额外材料。,72346,0,0,0,0
,,你使用你的匠械或投掷炸弹时，有几率获得一块废料。你可以$@spellname382374，从而发现垃圾配件，可以兜售给无知的买家。,72347,382374,0,0,0
拆解者,,专精于利用看起来毫无用处的垃圾。每有一点此专精，制作所有工程学物品时，充裕属性额外节省$ev1%的材料。,72348,0,2915728,0,0
,,你制作基础工程学零件时，有较低几率获得一个随机的活力元素。,72349,0,0,0,0
,,制作材料时，+$ev1 $en1。,72350,0,0,0,0
,,制作材料时，+$ev1 $en1。,72351,0,0,0,0
,,学习制作和使用$@spellname382381成品材料，在制作工程学材料时提升技能。,72352,382381,0,0,0
,,制作材料时，+$ev1 $en1。,72353,0,0,0,0
,,制作材料时，+$ev1 $en1。,72354,0,0,0,0
,,学习在制作……嗯，部件时使用备用部件成品材料。,72355,0,0,0,0
基础零件,,专精于制作生产所有种类的工程学货物所必须的基础零件，制作材料时，+$ev1 $en1。,72356,0,3610527,0,0
,,制作工程学商品时，灵感属性使技能额外提高$ev1%。,72357,0,0,0,0
,,所有工程学制作+$EV1 $EN1。,72358,0,0,0,0
,,学习最终副专精。,72359,0,0,0,0
,,所有工程学制作+$EV1 $EN1。,72360,0,0,0,0
,,所有工程学制作+$EV1 $EN1。,72361,0,0,0,0
,,学习你选择的一个副专精。,72362,0,0,0,0
,,所有工程学制作+$EV1 $EN1。,72363,0,0,0,0
,,学习你选择的一个副专精。,72364,0,0,0,0
优化效率,,专精于普通的预防措施和技术，这些对所有工程师来说都具有无上价值。每有一点此专精，制作所有工程学制品时获得+$ev1 $en1。,72365,0,3610509,0,0
通才,,,72366,0,4620673,0,0
拆解者,,,72367,0,2915728,0,0
基础零件,,,72368,0,3610527,0,0
优化效率,,学习工程学的基本功，成为通才，可以更有效率地制作所有的结构图。,72369,0,3610509,0,0
,,通过精细属性可以获得更多矿石。,79564,0,0,0,0
,,采矿时，+$ev1 $en1。,79565,0,0,0,0
,,采矿时，+$ev1 $en1。,79566,0,0,0,0
,,采矿时，+$ev1 $en1。,79567,0,0,0,0
,,采矿时，+$ev1 $en1。,79568,0,0,0,0
,,采矿时，+$ev1 $en1。,79569,0,0,0,0
,,采矿时，+$ev1 $en1。,79570,0,0,0,0
分类,,提升你从矿脉中提取主要矿石的能力，每有一点此专精，获得+ $ev1$en1。,79571,0,4202227,0,0
,,你有几率在采矿时发现宝石。,79572,0,0,0,0
,,采矿时，+$ev1 $en1。,79573,0,0,0,0
,,采矿时，+$ev1 $en1。,79574,0,0,0,0
,,采矿时，+$ev1 $en1。,79575,0,0,0,0
,,采矿时，+$ev1 $en1。,79576,0,0,0,0
,,采矿时，+$ev1 $en1。,79577,0,0,0,0
,,采矿时，+$ev1 $en1。,79578,0,0,0,0
工业化,,提升你的能力，使你更快和更有效率地从矿脉提取矿石。采矿时获得+$ev1 $en1。,79579,0,4202230,0,0
,,你在开采富矿脉时，有几率发现无限钻石。,79580,0,0,0,0
,,采矿时，+$ev1 $en1。,79581,0,0,0,0
,,采矿时，+$ev1 $en1。,79582,0,0,0,0
,,采矿时，+$ev1 $en1。,79583,0,0,0,0
,,采矿时，+$ev1 $en1。,79584,0,0,0,0
,,采矿时，+$ev1 $en1。,79585,0,0,0,0
,,采矿时，+$ev1 $en1。,79586,0,0,0,0
勘测,,提升你发现矿脉和其中的稀有材料的能力。每有一点此专精，获得+$ev1 $en1。,79587,0,4202229,0,0
,,你精通了采矿的流程，现在已经可以在巨龙群岛上骑乘坐骑时采集矿石了。|n|n你是开采的大师，开采矿脉时还会获得+$ev1 $en1。,79588,0,0,0,0
,,学习最终副专精。,79589,0,0,0,0
,,开采所有矿脉时，+$ev1 $en1。,79590,0,0,0,0
,,学习你选择的一个副专精。,79591,0,0,0,0
,,开采所有矿脉时，+$ev1 $en1。,79592,0,0,0,0
,,学习你选择的一个副专精。,79593,0,0,0,0
,,开采所有矿脉时，+$ev1 $en1。,79594,0,0,0,0
,,开采所有矿脉时，+$ev1 $en1。,79595,0,0,0,0
采矿流程,,研究正确的采矿技巧，提升你采矿的效率，并获得新的采矿机遇。每有一点此专精，获得+ $ev1$en1 。,79596,0,4620679,0,0
分类,,,79597,0,4202227,0,0
工业化,,,79598,0,4202230,0,0
勘测,,,79599,0,4202229,0,0
采矿流程,,专精于采集的效率，同时学习必要的技巧来最大限度地利用你的采矿能力。,79600,0,4620679,0,0
,,精制龙银矿石时有较低几率发现活力精华。,79601,0,0,0,0
,,富龙银矿点+$ev1 $en1。,79602,0,0,0,0
,,开采龙银时，+$ev1 $en1。,79603,0,0,0,0
,,富龙银矿点+$ev1 $en1。,79604,0,0,0,0
,,学习将龙银从品质2精制到品质3。,79605,383795,0,0,0
,,开采龙银时，+$ev1 $en1。,79606,0,0,0,0
,,开采龙银时，+$ev1 $en1。,79607,0,0,0,0
,,开采龙银时，+$ev1 $en1。,79608,0,0,0,0
,,开采龙银时，+$ev1 $en1。,79609,0,0,0,0
龙银,,专精于了解龙银，提升你用各种方式收集和精制这种金属的能力。每有一点此专精，采集所有龙银矿脉时获得$ev1 $en1。,79610,0,4581144,0,0
,,精制宁铁矿石时有较低几率发现宝石。,79611,0,0,0,0
,,富宁铁矿点+$EV1 $EN1。,79612,0,0,0,0
,,学习将宁铁从品质2精制到品质3。,79613,383792,0,0,0
,,富宁铁矿点+$EV1 $EN1。,79614,0,0,0,0
,,开采宁铁时，+$EV1 $EN1。,79615,0,0,0,0
,,开采宁铁时，+$EV1 $EN1。,79616,0,0,0,0
,,开采宁铁时，+$EV1 $EN1。,79617,0,0,0,0
,,开采宁铁时，+$EV1 $EN1。,79618,0,0,0,0
,,开采宁铁时，+$EV1 $EN1。,79619,0,0,0,0
宁铁,,专精于了解宁铁，提升你用各种方式收集和精制这种金属的能力。每有一点此专精，采集所有宁铁矿脉时获得+$ev1 $en1。,79620,0,4615906,0,0
,,学习将卡兹格罗金从品质2精制到品质3。,79621,383797,0,0,0
,,开采所有矿脉时，+$ev1 $en1。,79622,0,0,0,0
,,学习最终副专精。|n|n精制卡兹格罗金有较低几率发现觉醒秩序。,79623,0,0,0,0
,,开采所有矿脉时，+$ev1 $en1。,79624,0,0,0,0
,,学习将卡兹格罗金从品质1精制到品质2。,79625,383796,0,0,0
,,开采所有矿脉时，+$ev1 $en1。,79626,0,0,0,0
,,学习你选择的一个副专精。|n|n学习将龙银从品质1精制到品质2。,79627,383793,0,0,0
,,开采所有矿脉时，+$ev1 $en1。,79628,0,0,0,0
,,学习将宁铁从品质1精制到品质2。,79629,383649,0,0,0
冶金,,进一步提升你对巨龙群岛各地发现的不同金属的理解。专精此路线会提升你身为矿工的效率，并使你获得技能来精制你的矿石，从而提升其品质。每有一点此专精，开采所有矿脉时获得+$ev1 $en1。,79630,0,348540,0,0
龙银,,,79631,0,4581144,0,0
宁铁,,,79632,0,4615906,0,0
冶金,,专精于采集宁铁和龙银，同时不断寻找隐秘的卡兹格罗金。,79633,0,348540,0,0
,,原始精华现在还会使你的法术和技能有几率释放伤害冲击，属于某一个元素系。,79634,0,0,0,0
,,开采所有矿脉时，+$EV1 $EN1。,79635,0,0,0,0
,,开采原始矿脉时，+$EV1 $EN1。,79636,0,0,0,0
,,开采所有矿脉时，+$EV1 $EN1。,79637,0,0,0,0
,,对任意元素的矿脉进行采矿可以使过载的冷却时间额外缩短5%。,79638,0,0,0,0
,,开采原始矿脉时，+$EV1 $EN1。,79639,0,0,0,0
,,开采所有矿脉时，+$EV1 $EN1。,79640,0,0,0,0
,,开采原始矿脉时，+$EV1 $EN1。,79641,0,0,0,0
,,原始矿脉现在有几率产出活力之气或活力之霜，传统上来说，这些精华不是由矿工发现的。,79642,0,0,0,0
原始,,拥抱原始矿脉中发现的混沌之力，提升你收集元素精华的能力，并加深你对混沌元素的理解。每有一点此专精，原始矿脉获得+$ev1 $en1。,79643,0,4554461,0,0
,,过载泰坦点化的矿石现在有时会展现出发光的泰坦宝珠。,79644,0,0,0,0
,,开采泰坦点化的矿脉时，+$ev1 $en1。,79645,0,0,0,0
,,开采泰坦点化的矿脉时，+$ev1 $en1。,79646,0,0,0,0
,,开采泰坦点化的矿脉时，+$ev1 $en1。,79647,0,0,0,0
,,对任意元素的矿脉进行采矿可以使过载的冷却时间额外缩短5%。,79648,0,0,0,0
,,开采泰坦点化的矿脉时，+$ev1 $en1。,79649,0,0,0,0
,,开采泰坦点化的矿脉时，+$ev1 $en1。,79650,0,0,0,0
,,开采泰坦点化的矿脉时，+$ev1 $en1。,79651,0,0,0,0
,,通过使泰坦点化的矿脉过载，将你自己与打开的传送门调谐，使你可以在目的地进行采集后，返回到最开始的地点。,79652,0,0,0,0
泰坦点化,,专精于泰坦点化的矿脉，使你可以发现传送门，从而迅速前往附近的矿脉并在采矿时获得额外的精华。每有一点此专精，采集泰坦点化的矿脉时获得+$ev1 $en1。,79653,0,4554462,0,0
,,对硬化矿脉进行采矿会使你获得一面石盾，短时间内令你受到的所有伤害降低。,79654,0,0,0,0
,,开采硬化矿脉时，+$ev1 $en1。,79655,0,0,0,0
,,开采硬化矿脉时，+$ev1 $en1。,79656,0,0,0,0
,,开采硬化矿脉时，+$ev1 $en1。,79657,0,0,0,0
,,对任意元素的矿脉进行采矿可以使过载的冷却时间额外缩短5%。,79658,0,0,0,0
,,开采硬化矿脉时，+$ev1 $en1。,79659,0,0,0,0
,,开采硬化矿脉时，+$ev1 $en1。,79660,0,0,0,0
,,开采硬化矿脉时，+$ev1 $en1。,79661,0,0,0,0
,,开采硬化矿脉时，+$ev1 $en1。,79662,0,0,0,0
硬化,,专精于硬化矿脉，使你可以获得额外的活力之土，并提升你采集这些矿脉的效率。每有一点此专精，采集硬化矿脉时获得+$ev1 $en1。,79663,0,4554457,0,0
,,对熔火矿脉进行采矿会用火元素之力强化你。你的技能会使敌人在烈焰中爆发，持续6秒。,79664,0,0,0,0
,,开采熔火矿脉时，+$ev1 $en1。,79665,0,0,0,0
,,开采熔火矿脉时，+$ev1 $en1。,79666,0,0,0,0
,,开采熔火矿脉时，+$ev1 $en1。,79667,0,0,0,0
,,对任意元素的矿脉进行采矿可以使过载的冷却时间额外缩短5%。,79668,0,0,0,0
,,开采熔火矿脉时，+$ev1 $en1。,79669,0,0,0,0
,,开采熔火矿脉时，+$ev1 $en1。,79670,0,0,0,0
,,开采熔火矿脉时，+$ev1 $en1。,79671,0,0,0,0
,,开采熔火矿脉造成的伤害降低50%。,79672,0,0,0,0
熔火,,专精于熔火矿脉，使你可以获得额外的活力之火，并提升你采集这些矿脉的效率。每有一点此专精，采集熔火矿脉时获得+$ev1 $en1。,79673,0,4554458,0,0
,,你过载时，还会获得一个随机的活力精华。,79674,0,0,0,0
,,开采元素矿脉时，+$ev1 $en1。,79675,0,0,0,0
,,学习最终副专精。,79676,0,0,0,0
,,开采元素矿脉时，+$ev1 $en1。,79677,0,0,0,0
,,学习你选择的一个副专精。,79678,0,0,0,0
,,开采元素矿脉时，+$ev1 $en1。,79679,0,0,0,0
,,学习你选择的一个副专精。,79680,0,0,0,0
,,开采元素矿脉时，获得额外的活力精华。,79681,0,0,0,0
,,学习你选择的一个副专精。,79682,0,0,0,0
,,开采元素矿脉时，+$ev1 $en1。,79683,0,0,0,0
,,你采集巨龙群岛本地的矿石时，你的$@spellname388213的冷却时间会大幅降低。|n|n如果你尚未学习$@spellname388213，则学会此法术。,79684,388213,0,0,0
控制元素,,巨龙群岛上元素横行无忌，经验丰富的矿工发现了新的技巧，可以吸取这些宝贵的金属中残留的魔法。每有一点此专精，所有元素矿脉都获得+$ev1 $en1。,79685,0,4554441,0,0
原始,,,79686,0,4554461,0,0
泰坦点化,,,79687,0,4554462,0,0
硬化,,,79688,0,4554457,0,0
熔火,,,79689,0,4554458,0,0
控制元素,,专精于采掘元素矿脉，以及使其过载来产生多种效果。,79690,0,4554441,0,0
,,被腐朽影响时，造成伤害有几率对你的目标施加伤害性的苦痛，并使其施法、攻击和移动速度降低，持续较短时间。,82253,0,0,0,0
,,采集腐朽的草药时，+$ev1 $en1 。,82254,0,0,0,0
,,采集腐朽的草药时，+$ev1 $en1 。,82255,0,0,0,0
,,采集腐朽的草药时，+$ev1 $en1 。,82256,0,0,0,0
,,采集草药所返还的过载的冷却时间有少量提升。,82257,0,0,0,0
,,采集腐朽的草药时，+$ev1 $en1 。,82258,0,0,0,0
,,采集腐朽的草药时，+$ev1 $en1 。,82259,0,0,0,0
,,采集腐朽的草药时，+$ev1 $en1 。,82260,0,0,0,0
,,你对腐朽草药的知识使你可以进行适当的准备，从而降低受到腐朽影响时承受的负面效果。,82261,0,0,0,0
腐朽,,专精于腐朽草药，每有一点此专精，采集这些草药时获得+$ev1 $en1。,82262,0,136144,0,0
,,过载泰坦点化的草药现在有时会展现出发光的泰坦宝珠。,82263,0,0,0,0
,,采集泰坦点化的草药时，+$ev1 $en1 。,82264,0,0,0,0
,,采集泰坦点化的草药时，+$ev1 $en1 。,82265,0,0,0,0
,,采集泰坦点化的草药时，+$ev1 $en1 。,82266,0,0,0,0
,,采集草药所返还的过载的冷却时间有少量提升。,82267,0,0,0,0
,,采集泰坦点化的草药时，+$ev1 $en1 。,82268,0,0,0,0
,,采集泰坦点化的草药时，+$ev1 $en1 。,82269,0,0,0,0
,,采集泰坦点化的草药时，+$ev1 $en1 。,82270,0,0,0,0
,,通过使泰坦点化的草药过载，将你自己与打开的传送门调谐，使你可以在目的地进行采集后，返回到最开始的地点。,82271,0,0,0,0
泰坦点化,,专精于泰坦点化的草药，每有一点此专精，采集这些草药时获得+$ev1 $en1。,82272,0,2000855,0,0
,,过载冷冽的草药会使冰霜在你身边形成保护膜，敌人第一次攻击你时会被冰冻一小段时间。,82273,0,0,0,0
,,采集冷冽的草药时，+$ev1 $en1 。,82274,0,0,0,0
,,采集冷冽的草药时，+$ev1 $en1 。,82275,0,0,0,0
,,采集冷冽的草药时，+$ev1 $en1 。,82276,0,0,0,0
,,采集草药所返还的过载的冷却时间有少量提升。,82277,0,0,0,0
,,采集冷冽的草药时，+$ev1 $en1 。,82278,0,0,0,0
,,采集冷冽的草药时，+$ev1 $en1 。,82279,0,0,0,0
,,采集冷冽的草药时，+$ev1 $en1 。,82280,0,0,0,0
,,你对冷冽草药的知识使你可以进行适当的准备，从而使你不再在走近它们时失足跌倒。,82281,0,0,0,0
冷冽,,专精于冷冽草药，每有一点此专精，采集这些草药时获得+$ev1 $en1。,82282,0,1033909,0,0
,,啸风草药使你下一次跌落超过40码时获得缓落效果。,82283,0,0,0,0
,,采集啸风草药时，+$ev1 $en1 。,82284,0,0,0,0
,,采集啸风草药时，+$ev1 $en1 。,82285,0,0,0,0
,,采集啸风草药时，+$ev1 $en1 。,82286,0,0,0,0
,,采集草药所返还的过载的冷却时间有少量提升。,82287,0,0,0,0
,,采集啸风草药时，+$ev1 $en1 。,82288,0,0,0,0
,,采集啸风草药时，+$ev1 $en1 。,82289,0,0,0,0
,,采集啸风草药时，+$ev1 $en1 。,82290,0,0,0,0
,,你对啸风草药的知识使你可以进行适当的准备，从而使它们击退你的距离缩短50%。,82291,0,0,0,0
啸风,,专精于啸风草药，每有一点此专精，采集这些草药时获得+$ev1 $en1。,82292,0,606549,0,0
,,你可以从元素充能的草药上收集更多的元素精华。,82293,0,0,0,0
,,学习最终副专精。,82294,0,0,0,0
,,采集元素充能的草药时，+$ev1 $en1 。,82295,0,0,0,0
,,学习你选择的一个副专精。,82296,0,0,0,0
,,采集元素充能的草药时，+$ev1 $en1 。,82297,0,0,0,0
,,学习你选择的一个副专精。,82298,0,0,0,0
,,采集元素充能的草药时，+$ev1 $en1 。,82299,0,0,0,0
,,学习你选择的一个副专精。,82300,0,0,0,0
,,你采集巨龙群岛本地的草药时，你的$@spellname390392的冷却时间会大幅降低。|n|n如果你尚未学习$@spellname390392，则学会此法术。,82301,390392,0,0,0
控制元素,,研究巨龙群岛的觉醒元素微妙的细节，以及它们对植物的影响，采集元素充能的草药时，每有一点此专精，获得+$ev1 $en1。,82302,0,4554441,0,0
腐朽,,,82303,0,136144,0,0
泰坦点化,,,82304,0,2000855,0,0
冷冽,,,82305,0,1033909,0,0
啸风,,,82306,0,606549,0,0
控制元素,,专精于采集元素草药，以及使其过载来产生多种效果。,82307,0,4554441,0,0
,,你的高阶栽培知识磨炼了你的技巧，使你可以在采集草药时比以往更频繁地找到种子。,82308,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82309,0,0,0,0
,,采集草药时，你有时可以获得焦躁种子。,82310,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82311,0,0,0,0
,,采集草药时，你有时可以获得腐朽种子。,82312,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82313,0,0,0,0
,,采集草药时，你有时可以获得增殖种子。,82314,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82315,0,0,0,0
,,你新学会的栽培技巧使你可以在采集草药时比以往更频繁地找到种子。,82316,0,0,0,0
栽培,,提升你的栽培技巧，每有一点此专精，采集草药时获得+$ev1 $en1。,82317,0,4620675,0,0
,,你的专业知识达到了新的高度，你采集繁茂的草药时，获得+$ev1 $en1。,82318,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82319,0,0,0,0
,,采集繁茂的草药时，+$ev1 $en1 。,82320,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82321,0,0,0,0
,,巨龙群岛的植物生物有时会吸收土地的元素。从这些生物身上进行采集时，你有几率从它们身上收集到这些元素。,82322,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82323,0,0,0,0
,,采集繁茂的草药时，+$ev1 $en1 。,82324,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82325,0,0,0,0
,,学习对植物生物使用你的工具，获得技能来从它们身上获得有用的草药。,82326,0,0,0,0
熟谙,,提高使用草药工具的能力，每有一点此专精，采集草药时获得+$ev1 $en1。,82327,0,4208142,0,0
,,你精通植物学，可以在巨龙群岛上骑乘坐骑时进行采集。|n|n你对植物学的精通也可以帮助你发现隐藏的稀有物品，采集草药时，获得+$ev1 $en1。,82328,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82329,0,0,0,0
,,学习最终副专精。,82330,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82331,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82332,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82333,0,0,0,0
,,学习你选择的一个副专精。,82334,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82335,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82336,0,0,0,0
植物学,,研究有效地采集巨龙群岛的植物的方法和技巧，采集草药时，每有一点此专精，获得+$ev1 $en1。,82337,0,4624732,0,0
栽培,,,82338,0,4620675,0,0
熟谙,,,82339,0,4208142,0,0
植物学,,专精于采集的效率，同时学习通过栽培魔法种子来自己培育草药。,82340,0,4624732,0,0
,,采集虎耳草时，+$ev1 $en1 。,82341,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82342,0,0,0,0
,,采集虎耳草时，+$ev1 $en1 。,82343,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82344,0,0,0,0
,,你的精细属性有一定几率产出额外的虎耳草。,82345,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82346,0,0,0,0
,,采集虎耳草时，+$ev1 $en1 。,82347,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82348,0,0,0,0
,,你有几率采集到额外的虎耳草。,82349,0,0,0,0
花卉栽培,,学习虎耳草的结构，每有一点此专精，采集虎耳草时就获得+$ev1 $en1。,82350,0,4558922,0,0
,,采集泡粟花时，+$ev1 $en1 。,82351,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82352,0,0,0,0
,,采集泡粟花时，+$ev1 $en1 。,82353,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82354,0,0,0,0
,,你的精细属性有一定几率产出额外的泡粟花。,82355,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82356,0,0,0,0
,,采集泡粟花时，+$ev1 $en1 。,82357,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82358,0,0,0,0
,,你有几率采集到额外的泡粟花。,82359,0,0,0,0
真菌培养,,学习如何处理娇嫩的泡粟花，每有一点此专精 ，采集泡粟花时就获得+$ev1 $en1。,82360,0,4530943,0,0
,,采集歪扭树皮时，+$ev1 $en1 。,82361,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82362,0,0,0,0
,,采集歪扭树皮时，+$ev1 $en1 。,82363,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82364,0,0,0,0
,,你的精细属性有一定几率产出额外的歪扭树皮。,82365,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82366,0,0,0,0
,,采集歪扭树皮时，+$ev1 $en1 。,82367,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82368,0,0,0,0
,,你有几率采集到额外的歪扭树皮。,82369,0,0,0,0
树木栽培,,练习采集歪扭树皮的新方法，每有一点此专精 ，采集歪扭树皮时就获得+$ev1 $en1。,82370,0,4547635,0,0
,,采集霍亨布墨花时，+$ev1 $en1 。,82371,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82372,0,0,0,0
,,采集霍亨布墨花时，+$ev1 $en1 。,82373,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82374,0,0,0,0
,,你的精细属性有一定几率产出额外的霍亨布墨花。,82375,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82376,0,0,0,0
,,采集霍亨布墨花时，+$ev1 $en1 。,82377,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82378,0,0,0,0
,,你有几率采集到额外的霍亨布墨花。,82379,0,0,0,0
园艺,,了解霍亨布墨花微妙而难以掌握的细节，每有一点此专精，采集霍亨布墨花时获得+$ev1 $en1。,82380,0,4538325,0,0
,,学习$@spellname391089。,82381,391089,0,0,0
,,学习你选择的一个副专精。,82382,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82383,0,0,0,0
,,学习你选择的一个副专精。,82384,0,0,0,0
,,学习$@spellname391088。,82385,391088,0,0,0
,,学习你选择的一个副专精。,82386,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82387,0,0,0,0
,,学习你选择的一个副专精。,82388,0,0,0,0
,,采集草药时，+$ev1 $en1 。,82389,0,0,0,0
大丰收,,提升你的综合采集技巧，每有一点此专精，采集草药时获得+$ev1 $en1。,82390,0,4547397,0,0
花卉栽培,,,82391,0,4558922,0,0
真菌培养,,,82392,0,4530943,0,0
树木栽培,,,82393,0,4547635,0,0
园艺,,,82394,0,4538325,0,0
大丰收,,专精于采集霍亨布墨花、歪扭树皮、泡粟花和虎耳草。,82395,0,4547397,0,0
,,,85142,205026,0,0,0
,,,85143,30449,0,0,0
,,,85144,414659,0,0,0
,,,85145,205036,0,0,0
,,,85146,386763,0,0,0
,,,85147,113724,0,0,0
,,,85148,389627,135789,0,0
,,,85149,153561,0,0,0
,,,85150,31661,0,0,0
,,,85151,414660,0,0,0
,,,85152,382800,0,0,0
,,,85153,386539,0,0,0
,,,85154,383243,0,0,0
,,,85155,389713,0,0,0
,,,85156,382268,0,0,0
,,,85157,31589,0,0,0
,,,85158,382490,0,0,0
,,,85159,382826,0,0,0
,,,85160,386828,0,0,0
,,,85161,382270,0,0,0
,,,85162,342249,0,0,0
,,,85163,157981,0,0,0
,,,85164,382297,0,0,0
,,,85165,108839,0,0,0
,,,85166,212653,0,1953,0
,,,85167,383121,0,0,0
,,,85168,382292,0,0,0
,,,85169,343183,0,0,0
,,,85170,391102,0,0,0
,,,85171,382481,0,0,0
,,,85172,382289,0,0,0
,,,85173,382293,0,0,0
,,,85174,382440,0,0,0
,,,85175,1463,0,0,0
,,,85176,383092,0,0,0
,,,85177,342245,0,0,0
,,,85178,475,0,0,0
,,,85179,11426,0,0,0
,,,85180,1463,0,0,0
,,,85181,235313,0,0,0
,,,85182,390218,0,0,0
,,,85183,235450,0,0,0
,,,85184,45438,0,0,0
,,,85185,382424,0,0,0
,,,85186,55342,0,0,0
,,,85187,382820,0,0,0
,,,85188,382569,0,0,0
,,,85189,157997,0,0,0
,,,85190,382493,0,0,0
,,,85191,235224,0,0,0
,,,85192,387807,0,0,0
,,,85193,321739,0,0,0
,,,85194,342231,0,0,0
,,,85195,759,0,0,0
,,,85196,384276,0,0,0
,,,85197,384374,0,0,0
,,,85198,384452,0,0,0
,,,85199,384858,0,0,0
,,,85200,384612,0,0,0
,,,85201,114923,0,0,0
,,,85202,114923,0,0,0
,,,85203,205028,0,0,0
,,,85204,231564,0,0,0
,,,85205,235711,0,0,0
,,,85206,384861,0,0,0
,,,85207,321387,0,0,0
,,,85208,383980,0,0,0
,,,85209,264354,0,0,0
,,,85210,205022,0,0,0
,,,85211,205025,0,0,0
,,,85212,12051,0,0,0
,,,85213,384187,0,0,0
,,,85215,270233,0,0,0
,,,85216,382144,0,0,0
,可能需要调整来代替冷锋。,,85217,382103,0,0,0
,,,85218,417491,0,0,0
,,,85219,205021,0,0,0
,,,85220,155149,0,0,0
,,,85221,417493,0,0,0
