ID,Value_lang,ReqID,ParentWidgetID
8866,强化状态下获得的分数,477,3395
8867,强化加成：,480,3395
8868,,485,3395
8869,%1955c%,490,3395
8870,,495,3395
8871,通过消灭敌人、解救灵魂残迹以及打破灰烬护命匣罐子获得,477,3396
8872,楼层完成度：,480,3396
8873,,485,3396
8874,%1958c%,490,3396
8875,,495,3396
8876,通过消灭敌人、解救灵魂残迹以及打破灰烬护命匣罐子获得,477,3397
8877,楼层完成度：,480,3397
8878,,485,3397
8879,%1959c%,490,3397
8880,,495,3397
8881,通过消灭敌人、解救灵魂残迹以及打破灰烬护命匣罐子获得,477,3398
8882,楼层完成度：,480,3398
8883,,485,3398
8884,%1960c%,490,3398
8885,,495,3398
8886,  祝福：,52,3399
8887,|cffffffff祝福|r|n有益的赐福，可以给你在攀登托加斯特时提供帮助,394,3399
8888,强化状态下完成的楼层百分比,477,3400
8889,强化加成：,480,3400
8890,,485,3400
8891,%1961c%,490,3400
8892,,495,3400
8893,强化状态下完成的楼层百分比,477,3401
8894,强化加成：,480,3401
8895,,485,3401
8896,%1962c%,490,3401
8897,,495,3401
8898,强化状态下完成的楼层百分比,477,3402
8899,强化加成：,480,3402
8900,,485,3402
8901,%1963c%,490,3402
8902,,495,3402
8903,强化状态下完成的楼层百分比,477,3403
8904,强化加成：,480,3403
8905,,485,3403
8906,%1964c%,490,3403
8907,,495,3403
8908,楼层指定时间：%1970z,477,3404
8909,楼层时间：,480,3404
8910,,485,3404
8911,%1966z,490,3404
8912,,495,3404
8913,楼层指定时间：%1971z,477,3405
8914,楼层时间：,480,3405
8915,,485,3405
8916,%1967z,490,3405
8917,,495,3405
8918,楼层指定时间：%1972z,477,3406
8919,楼层时间：,480,3406
8920,,485,3406
8921,%1968z,490,3406
8922,,495,3406
8923,,19,3407
8924,失落的阿威罗向前游时，维持平衡和立足点！,208,3407
8925,逐浪,273,3407
8932,,477,3411
8933,死亡：,480,3411
8934,,485,3411
8935,%1915c,490,3411
8936,,495,3411
8939,,273,3413
8940,|cffffffff托加斯特强化|r|n消灭敌人、解救灵魂以及打破罐子都能获得强化技能。进度条涨满后你和你的小队的强化持续时间会延长。,208,3413
8941,,19,3413
8942,消灭长者格鲁库艾克,52,3414
8943,,394,3414
8944,消灭格拉勒波,52,3415
8945,,394,3415
8946,消灭普罗玛修兹,52,3416
8947,,394,3416
8948,消灭哨兵派洛法斯,52,3417
8949,,394,3417
8950,消灭受诅者菲赛雅,52,3418
8951,,394,3418
8952,消灭萦绕者阿尔焦,52,3419
8953,,394,3419
8954,消灭噬魂者穆格雷姆,52,3420
8955,,394,3420
8956,消灭哨兵夏寇泽斯,52,3421
8957,,394,3421
8958,消灭众魂之集,52,3422
8959,,394,3422
8960,消灭掠夺者祖尔迦兹,52,3423
8961,,394,3423
8962,消灭巨怪高尔马克,52,3424
8963,,394,3424
8964,消灭调解者莱兹拉,52,3425
8965,,394,3425
8966,消灭哨兵卡兹基,52,3426
8967,,394,3426
8968,消灭锤骨者格拉吉兹,52,3427
8969,,394,3427
8970,消灭痛苦具象,52,3428
8971,,394,3428
8972,消灭卢米森妲,52,3429
8973,,394,3429
8974,消灭佐格拉索斯,52,3430
8975,,394,3430
8976,消灭内克罗提克斯,52,3431
8977,,394,3431
8978,消灭先驱达斯莱恩,52,3432
8979,,394,3432
8983,,418,3434
8986,建造进度,19,3441
8987,在满级游戏活动中获得建筑文书,208,3441
8988,建筑文书,273,3441
8989,,19,3442
8990,击败附近的贾拉丁和建筑，收集资源！,208,3442
8991,建造进度,273,3442
8992,建造进度,19,3443
8993,击败附近的贾拉丁和防御工事，收集资源！,208,3443
8994,淬火的贾拉丁钢材,273,3443
8995,,19,3444
8996,击败附近的贾拉丁和建筑，收集资源！,208,3444
8997,建造进度,273,3444
8998,,19,3445
8999,击败附近的贾拉丁和建筑，收集资源！,208,3445
9000,建造进度,273,3445
9001,建造进度,19,3446
9002,击败附近的贾拉丁和防御工事，收集资源！,208,3446
9003,淬火的贾拉丁钢材,273,3446
9004,,19,3447
9005,附近的祭师正在完成强大的召唤法术！,208,3447
9006,仪式进度,273,3447
9007,,212,3448
9008,,277,3448
9009,,277,3449
9010,,212,3449
9011,,277,3450
9012,,212,3450
9013,,277,3451
9014,,212,3451
9015,,277,3452
9016,,212,3452
9017,,19,3453
9018,在满级游戏活动中获得建筑文书,208,3453
9019,建造进度,273,3453
9046,,277,3456
9047,,212,3456
9048,石头汤进度,19,3457
9049,,273,3457
9050,点击大锅，捐献材料，帮忙把石头汤做出来！,208,3457
9051,石头汤进度,19,3458
9052,,273,3458
9053,加什么材料都可以，帮忙把石头汤做出来！,208,3458
9054,,19,3459
9055,,273,3459
9056,耐力,208,3459
9057,,35,1020
9058,,69,1020
9059,,70,1020
9060,,71,1020
9061,,36,1020
9062,,38,1020
9063,,39,1020
9064,,41,1020
9065,,42,1020
9074,,19,3463
9075,宇宙能量,273,3463
9076,从被宇宙能量强化和站在能量池里的敌人身上收集宇宙能量。,208,3463
9086,|cffFFD100风暴正在接近,19,3467
9087,,273,3467
9088,,208,3467
9089,|cffFFD100风暴即将聚合：,19,3468
9090,,273,3468
9091,,208,3468
9096,,212,3471
9097,,277,3471
9115,,19,3475
9116,守在寇达身边，击退渊誓者，从而帮忙给矩阵充能。,208,3475
9117,矩阵充能,273,3475
9120,剩余时间：%4248k,2,3477
9121,剩余时间,3,3477
9122,,4,3477
9307,,19,3492
9308,收集格莱克索产生的宇宙宝珠，把宝珠带给波可波克，为它的逃跑提供能量！,208,3492
9309,宇宙能量,273,3492
9312,,212,3494
9313,,277,3494
9314,,212,3495
9315,,277,3495
9316,,212,3496
9317,,277,3496
9318,,212,3497
9319,,277,3497
9320,,212,3498
9321,,277,3498
9322,,212,3499
9323,,277,3499
9324,,277,3500
9325,,212,3500
9326,,212,3501
9327,,277,3501
9328,,212,3502
9329,,277,3502
9330,,212,3503
9331,,277,3503
9332,,212,3504
9333,,277,3504
9334,,212,3505
9335,,277,3505
9336,,212,3506
9337,,277,3506
9338,,212,3507
9339,,277,3507
9340,,212,3508
9341,,277,3508
9342,,212,3509
9343,,277,3509
9348,|Hitem:187988|h,212,3512
9349, ,277,3512
9350,|Hitem:187988|h,212,3513
9351, ,277,3513
9352,|cffffffff典狱长的挑战|r|n难度：%19811w,204,3514
9353,,205,3514
9364,%187921ic,25,3519
9365,|Hitem:187921|h,26,3519
9366,,27,3519
9367,,28,3519
9368,,29,3519
9369,,30,3519
9370,,31,3519
9371,,32,3519
9384,回合：%21427w/%26161w,2,3521
9385,,3,3521
9386,,4,3521
9405,,277,3525
9406,,212,3525
9407,,277,3526
9408,,212,3526
9412,完成地图目标,19,3528
9413,,273,3528
9414,,208,3528
9445,,19,3540
9446,在堡垒周围收集奥术水晶，给桌子注能！,208,3540
9447,注能进度,273,3540
9448,内部位点指向,212,3541
9449,,277,3541
9450,第三位点指向,212,3542
9451,,277,3542
9452,第一位点指向,212,3543
9453,,277,3543
9454,第五位点指向,212,3544
9455,,277,3544
9456,拱曲凹室,212,3545
9457,,277,3545
9458,储备凹室,212,3546
9459,,277,3546
9460,圆弧凹室,212,3547
9461,,277,3547
9462,休眠凹室,212,3548
9463,,277,3548
9464,第四位点指向,212,3549
9465,,277,3549
9466,第二位点指向,212,3550
9467,,277,3550
9468,灿烂凹室,212,3551
9469,,277,3551
9470,最终位点指向,212,3552
9471,,277,3552
9472,,540,3553
9473,,541,3553
9487,,19,3554
9488,艾泽拉斯的生命值,273,3554
9489,,208,3554
9493,这种能量可以用来和扎雷殁提斯的各种系统和生物进行互动。,212,3520
9494,波可波克能量 %361591as / %364896a1,277,3520
9495,波可波克能量,19,3555
9496,,273,3555
9497,这种能量可以用来和扎雷殁提斯的各种系统和生物进行互动。,208,3555
9498,从被宇宙能量强化和站在能量池里的敌人身上收集宇宙能量。,540,3556
9499,宇宙能量,541,3556
9500,,212,3557
9501,,277,3557
9502,,212,3558
9503,,277,3558
9504,,212,3559
9505,,277,3559
9547,,19,3575
9548,宇宙能量,273,3575
9549,Test Widget Tooltip,208,3575
9550,,204,3576
9551,,205,3576
9552,第五位点指向,212,3578
9553,,277,3578
9554,内部位点指向,212,3579
9555,,277,3579
9556,第一位点指向,212,3580
9557,,277,3580
9558,第二位点指向,212,3581
9559,,277,3581
9560,第三位点指向,212,3582
9561,,277,3582
9562,第四位点指向,212,3583
9563,,277,3583
9564,最终位点指向,212,3584
9565,,277,3584
9566,攀岩者营地,19,3585
9567,拿取附近的攀登装备，进行冒险！,208,3585
9568,剩余时间,273,3585
9571,,277,3592
9572,,212,3592
9573,编目员营地,19,3593
9574,跳上木筏，对附近的野生动物进行编目！,208,3593
9575,剩余时间,273,3593
9576,,19,3594
9577,胶卷用完时，会慢慢地重新装载。,208,3594
9578,拍摄,273,3594
9579,金队剩余人数：%3601w,2,3595
9580,,3,3595
9581,,4,3595
9582,紫队剩余人数：%3600w,2,3596
9583,,3,3596
9584,,4,3596
9585,剩余时间：%8529k,2,3597
9586,,3,3597
9587,,4,3597
9594,,212,3599
9595,,277,3599
9596,,212,3600
9597,,277,3600
9598,,212,3601
9599,,277,3601
9645,,19,3612
9646,,273,3612
9647,,208,3612
9648,宝库屏障符文,19,3613
9649,制作钥匙进入黑曜堡垒下方锁住的区域。,208,3613
9650,,273,3613
9651,重塑的莫卓克,19,3614
9652,召唤强大的生物来帮忙产生暮光审判。,208,3614
9653,,273,3614
9654,准备防御,19,3615
9655,准备防御黑曜堡垒,208,3615
9656,,273,3615
9657,灌魔的护甲和武器,19,3616
9658,在黑曜堡垒和邻近区域冒险时获得增益效果。,208,3616
9659,,273,3616
9660,,19,3617
9661,,208,3617
9662,,273,3617
9668,剩余时间：%8529k,2,3619
9669,,3,3619
9670,,4,3619
9671,紫队剩余人数：%3600w,2,3620
9672,,3,3620
9673,,4,3620
9674,金队剩余人数：%3601w,2,3621
9675,,3,3621
9676,,4,3621
9677,元素防护,19,3622
9678,,273,3622
9679,击败灌魔生物，释放元素。,208,3622
9680,玩家进球得分：%21868w,2,3623
9681,,3,3623
9682,运球穿过对手球门得分！,4,3623
9683,敌方进球得分：%21869w,2,3624
9684,,3,3624
9685,阻止对手运球穿过对手球门得分！,4,3624
9686,元素防护,19,3625
9687,,273,3625
9688,击败灌注能量的生物，释放元素。,208,3625
9701,,433,3611
9702,,434,3611
9703,商队资源：,19,3611
9704,,273,3611
9705,,208,3611
9706,元素防护,19,3627
9707,,273,3627
9708,元素结界阻止生物造成伤害。,208,3627
9709,,212,1442
9710,,277,1442
9711,,212,1443
9712,,277,1443
9713,,212,1444
9714,,277,1444
9715,,212,1445
9716,,277,1445
9717,,212,1446
9718,,277,1446
9719,,212,1447
9720,,277,1447
9721,,212,1448
9722,,277,1448
9723,,212,1449
9724,,277,1449
9725,,212,1450
9726,,277,1450
9727,,212,1451
9728,,277,1451
9729,,212,1452
9730,,277,1452
9731,,212,1453
9732,,277,1453
9733,,212,1454
9734,,277,1454
9735,,212,1455
9736,,277,1455
9737,,212,1456
9738,,277,1456
9739,,212,1457
9740,,277,1457
9741,,212,1458
9742,,277,1458
9743,,212,1459
9744,,277,1459
9745,,212,1460
9746,,277,1460
9747,,212,1461
9748,,277,1461
9749,,212,1462
9750,,277,1462
9751,,212,1463
9752,,277,1463
9753,,212,1464
9754,,277,1464
9755,,212,1465
9756,,277,1465
9757,,212,1466
9758,,277,1466
9759,,212,1467
9760,,277,1467
9761,,212,1468
9762,,277,1468
9763,,212,1469
9764,,277,1469
9765,,212,1470
9766,,277,1470
9767,,212,1471
9768,,277,1471
9769,,212,1472
9770,,277,1472
9771,,212,1473
9772,,277,1473
9773,,212,1474
9774,,277,1474
9775,,212,1475
9776,,277,1475
9777,,212,1476
9778,,277,1476
9779,,212,1477
9780,,277,1477
9781,,212,1478
9782,,277,1478
9783,,212,1479
9784,,277,1479
9785,,212,1480
9786,,277,1480
9787,,212,1481
9788,,277,1481
9789,,212,1482
9790,,277,1482
9791,,212,1483
9792,,277,1483
9793,,212,1484
9794,,277,1484
9795,,212,1485
9796,,277,1485
9797,,212,1486
9798,,277,1486
9799,,212,1487
9800,,277,1487
9801,,212,1488
9802,,277,1488
9803,,212,1489
9804,,277,1489
9805,,212,1490
9806,,277,1490
9807,,212,1491
9808,,277,1491
9809,,212,1492
9810,,277,1492
9811,,212,1493
9812,,277,1493
9813,,212,1499
9814,,277,1499
9815,,212,1500
9816,,277,1500
9817,,212,1501
9818,,277,1501
9819,,212,1503
9820,,277,1503
9821,,212,1504
9822,,277,1504
9823,,212,1535
9824,,277,1535
9825,,212,1552
9826,,277,1552
9827,,212,1553
9828,,277,1553
9829,,212,1554
9830,,277,1554
9831,,212,1555
9832,,277,1555
9833,,212,1556
9834,,277,1556
9835,,212,1557
9836,,277,1557
9837,,212,1558
9838,,277,1558
9839,,212,1559
9840,,277,1559
9841,,212,1560
9842,,277,1560
9843,,212,1561
9844,,277,1561
9845,,212,1562
9846,,277,1562
9847,,212,1563
9848,,277,1563
9849,,212,1578
9850,,277,1578
9851,,212,1579
9852,,277,1579
9853,,212,1580
9854,,277,1580
9855,,212,1581
9856,,277,1581
9857,,212,1582
9858,,277,1582
9859,,212,1583
9860,,277,1583
9861,,212,1590
9862,,277,1590
9863,,212,1593
9864,,277,1593
9865,,277,1952
9866,,277,1953
9867,,277,1954
9868,,277,1955
9869,,277,1956
9870,,277,1968
9871,,277,1969
9872,,277,1970
9873,,277,1971
9874,,277,1972
9875,,277,1978
9876,,277,1979
9877,,277,1980
9878,,277,1981
9879,,277,1982
9880,,277,2061
9881,,277,2062
9882,,277,2063
9883,,277,2064
9884,,277,2065
9885,,277,2066
9888,%22262w 剩余玩家,194,3629
9889,存活玩家数量。,195,3629
9890,,197,3629
9891,,198,3629
9892,,200,3629
9893,,201,3629
9894,|cffFFD100收集财宝！,428,3629
9895,%22262w / %21271w 单人小队,194,3630
9896,有足够的玩家受到召唤后，群英会即可开始！,195,3630
9897,,197,3630
9898,,198,3630
9899,,200,3630
9900,,201,3630
9901,|cffFFD100正在召唤水手,428,3630
9902,,19,3631
9903,尤兰托生命值：%21928w%,273,3631
9904,,208,3631
9910,,19,3632
9911,,273,3632
9912,,208,3632
9913,,19,3693
9914,,273,3693
9915,,208,3693
9916,,19,3778
9917,,273,3778
9918,,208,3778
9919,,19,3779
9920,时光旅行者使用时间能量保护时间流。,208,3779
9921,时间能量,273,3779
9922,元素防护,19,3780
9923,,273,3780
9924,击败注能生物，释放元素。,208,3780
9925,,19,3781
9926,,273,3781
9927,,208,3781
11089,,19,4175
11090,咸鱼之怒,273,4175
11091,,208,4175
11092,|Hspell:375246|h,212,4176
11093, ,277,4176
11129,,212,4178
11130,,277,4178
11131,,212,4179
11132,,277,4179
11133,,212,4180
11134,,277,4180
11135,,212,4181
11136,,277,4181
11140,,14,4182
11141,,250,4182
11142,,251,4182
11143,,19,4182
11144,,273,4182
11145,,208,4182
11146,灼焰进球,19,4183
11147,,273,4183
11148,,208,4183
11149,狂风进球,19,4184
11150,,273,4184
11151,,208,4184
11152,,19,4185
11153,闪牙生命值：%21928w%,273,4185
11154,,208,4185
11155,,19,4186
11156,诺贝特生命值：%21928w%,273,4186
11157,,208,4186
11158,,19,4187
11159,布尔克生命值：%21928w%,273,4187
11160,,208,4187
11161,,19,4188
11162,沙拉纳生命值：%21928w%,273,4188
11163,,208,4188
11169,剩余武器,19,4189
11170,,273,4189
11171,剩余武器补给,208,4189
11182,比赛中被击败的玩家。,477,4195
11183,消灭玩家：,480,4195
11184,,485,4195
11185,%53832yc,490,4195
11186,,495,4195
11187,比赛中拾取的金币总数。,477,4196
11188,拾取金币：,480,4196
11189,,485,4196
11190,%53833yc,490,4196
11191,,495,4196
11192,被击败的非玩家角色。,477,4197
11193,消灭生物：,480,4197
11194,,485,4197
11195,%53834yc,490,4197
11196,,495,4197
11197,对玩家造成的伤害。,477,4198
11198,对玩家造成的伤害：,480,4198
11199,,485,4198
11200,%53810yc,490,4198
11201,,495,4198
11207,击败队伍：,19,4199
11208,,273,4199
11209,,208,4199
11215,对玩家和生物造成的伤害。,477,4200
11216,造成的总伤害：,480,4200
11217,,485,4200
11218,%53835yc,490,4200
11219,,495,4200
11220,拾取的法术和物品。,477,4201
11221,拾取物品：,480,4201
11222,,485,4201
11223,%53836yc,490,4201
11224,,495,4201
11227,剩余时间：,19,4203
11228,,273,4203
11229,计时完成时可以收集网。,208,4203
11273,剩余狩猎 %22009w ,194,4206
11274,,195,4206
11275,,197,4206
11276,,198,4206
11277,,200,4206
11278,,201,4206
11279,%2057ss,428,4206
11280,,19,4208
11281,梅尔科普生命值：%21928w%,273,4208
11282,,208,4208
11283,,19,4209
11284,加尔祖达生命值：%21928w%,273,4209
11285,,208,4209
11286,,257,4210
11287,,258,4210
11288,,262,4210
11289,,261,4210
11290,,264,4210
11291,,265,4210
11292,,267,4210
11293,,268,4210
11294,,270,4210
11295,,271,4210
11296,,257,4211
11297,,258,4211
11298,,262,4211
11299,,261,4211
11300,,264,4211
11301,,265,4211
11302,,267,4211
11303,,268,4211
11304,,270,4211
11305,,271,4211
11306,,19,4212
11307,安戈恩生命值：%21928w%,273,4212
11308,,208,4212
11309,,570,4211
11310,,571,4211
11311,,570,4210
11312,,571,4210
11313,击败队伍：,19,4213
11314,,273,4213
11315,,208,4213
11316,击败队伍：,19,4214
11317,,273,4214
11318,,208,4214
11319,击败队伍：,19,4215
11320,,273,4215
11321,,208,4215
11346,加入席卡尔氏族的洪荒狩猎。,52,4218
11347,Test Tooltip,394,4218
11348,,212,4219
11349,,277,4219
11353,,19,4221
11354,霍莫尔生命值：%21928w%,273,4221
11355,,208,4221
11356,,19,4222
11357,汤姆努生命值：%21928w%,273,4222
11358,,208,4222
11359,,19,4223
11360,乌尔图斯生命值：%21928w%,273,4223
11361,,208,4223
11362,击败队伍：,19,4224
11363,,273,4224
11364,,208,4224
11365,击败队伍：,19,4225
11366,,273,4225
11367,,208,4225
11368,击败队伍：,19,4226
11369,,273,4226
11370,,208,4226
11371,,19,4227
11372,加恩摩尔生命值：%21928w%,273,4227
11373,,208,4227
11374,,19,4228
11375,萨尔基伊生命值：%21928w%,273,4228
11376,,208,4228
11377,,19,4229
11378,波兹加斯生命值：%21928w%,273,4229
11379,,208,4229
11380,击败队伍：,19,4230
11381,,273,4230
11382,,208,4230
11383,击败队伍：,19,4231
11384,,273,4231
11385,,208,4231
11386,击败队伍：,19,4232
11387,,273,4232
11388,,208,4232
11389,击败队伍：,19,4233
11390,,273,4233
11391,,208,4233
11392,,273,4234
11393,,208,4234
11394,击败队伍：,19,4234
11395,,273,4235
11396,,208,4235
11397,击败队伍：,19,4235
11398,积累的飞龙美味珍肴,19,4236
11399,,273,4236
11400,捐献材料或者制作菜肴，这样大家都能享用大餐！,208,4236
11401,积累的飞龙美味珍肴,19,4237
11402,,273,4237
11403,所有捐献都可以增加总进度的10%，很快这场让人垂涎欲滴的盛宴就要开始了！,208,4237
11404,,19,4238
11405,穆古尔弗生命值：%21928w%,273,4238
11406,,208,4238
11407,,19,4239
11408,加姆古斯生命值：%21928w%,273,4239
11409,,208,4239
11410,,19,4240
11411,戴格玛克生命值：%21928w%,273,4240
11412,,208,4240
11413,突袭准备：%22245w / 5,52,4241
11414,与卡德加交谈以开始突袭！,394,4241
11415,         突袭准备：%22246x,52,4242
11416,,394,4242
11417,,273,4243
11418,,208,4243
11419,击败队伍：,19,4243
11420,,273,4244
11421,,208,4244
11422,击败队伍：,19,4244
11427,,273,4247
11428,,208,4247
11429,击败队伍：,19,4247
11432,剩余时间：%8529k,2,4249
11433,,3,4249
11434,,4,4249
11435,金队剩余人数：%3601w,2,4250
11436,,3,4250
11437,,4,4250
11438,紫队剩余人数：%3600w,2,4251
11439,,3,4251
11440,,4,4251
11441,,19,4252
11442,厄格布尔克生命值：%21928w%,273,4252
11443,,208,4252
11444,,19,4253
11445,霍穆尔生命值：%21928w%,273,4253
11446,,208,4253
11447,,19,4254
11448,罗克祖尔生命值：%21928w%,273,4254
11449,,208,4254
11450,,19,4255
11451,鱼窝的收益在储量低时会衰减。|n|n|cff1eff00丰富|r|n125%几率发现不祥海螺。|n125%几率发现稀有鱼群。|n可以设网。,208,4255
11452,丰富,273,4255
11453,,433,4256
11454,,434,4256
11455,商队资源：,19,4256
11456,,273,4256
11457,,208,4256
11460,,273,4258
11461,,208,4258
11462,击败队伍：,19,4258
11463,河口鱼窝,52,4259
11464,,394,4259
11465,|cff1eff00丰富|r|n125%几率发现不祥海螺。|n125%几率发现稀有鱼群。|n可以设网。,52,4260
11466,,394,4260
11467,,273,4261
11468,,208,4261
11469,击败队伍：,19,4261
11470,,273,4262
11471,,208,4262
11472,击败队伍：,19,4262
11473,距离艾拉格氏族移动到下一个营地的位置还剩：%21623k,52,4263
11474,,394,4263
11475,,19,4264
11476,扎格德其生命值：%21928w%,273,4264
11477,,208,4264
11478,,19,4265
11479,霍尔德格生命值：%21928w%,273,4265
11480,,208,4265
11481,,19,4266
11482,祖玛克生命值：%21928w%,273,4266
11483,,208,4266
11489,解救海象人：%22300w/%22301w,52,4267
11490,解救海象人，把劈爪的战团引出来。,394,4267
11496,牢窟完整度,19,4268
11497,,273,4268
11498,,208,4268
11499,威拉诺兹的囚牢,19,4269
11500,,273,4269
11501,,208,4269
11502,菲莱克的囚牢,19,4270
11503,,273,4270
11504,,208,4270
11505,,273,4271
11506,,208,4271
11507,击败队伍：,19,4271
11508,,273,4272
11509,,208,4272
11510,击败队伍：,19,4272
11511,,273,4273
11512,,208,4273
11513,击败队伍：,19,4273
11514,,19,4274
11515,库乌莫格生命值：%21928w%,273,4274
11516,,208,4274
11517,,19,4275
11518,滕莫德生命值：%21928w%,273,4275
11519,,208,4275
11520,,273,4276
11521,,208,4276
11522,击败队伍：,19,4276
11523,,273,4277
11524,,208,4277
11525,击败队伍：,19,4277
11529,,273,4279
11530,,208,4279
11531,击败队伍：,19,4279
11532,,19,4280
11533,莫斯寇伊生命值：%21928w%,273,4280
11534,,208,4280
11535,,19,4281
11536,亚安基生命值：%21928w%,273,4281
11537,,208,4281
11538,,19,4282
11539,忒弗加伊生命值：%21928w%,273,4282
11540,,208,4282
11541,突袭结束,19,4283
11542,,273,4283
11543,攻击化身巨龙牢窟！,208,4283
11544,,273,4284
11545,,208,4284
11546,击败队伍：,19,4284
11547,,273,4285
11548,,208,4285
11549,击败队伍：,19,4285
11550,,273,4286
11551,,208,4286
11552,击败队伍：,19,4286
11553,,19,4287
11554,雅玛克生命值：%21928w%,273,4287
11555,,208,4287
11556,,19,4288
11557,曼塔伊生命值：%21928w%,273,4288
11558,,208,4288
11559,,19,4289
11560,阿克胡乌生命值：%21928w%,273,4289
11561,,208,4289
11574,,273,4294
11575,,208,4294
11576,击败队伍：,19,4294
11577,,273,4295
11578,,208,4295
11579,击败队伍：,19,4295
11580,,273,4296
11581,,208,4296
11582,击败队伍：,19,4296
11595,,19,4302
11596,佐科尔格生命值：%21928w%,273,4302
11597,,208,4302
11598,|n渔网剩余时间：,52,4303
11599,,394,4303
11600,,19,4304
11601,摩尔基吉生命值：%21928w%,273,4304
11602,,208,4304
11603,,19,4305
11604,迪鲁乌生命值：%21928w%,273,4305
11605,,208,4305
11606,汤的品质：|cnIQ0:粗糙|r,19,4306
11607,保护汤！,273,4306
11608,气味越香，汤就会越好……但危险也会增加！,208,4306
11609,汤的品质：|cnIQ1:普通|r,19,4307
11610,保护汤！,273,4307
11611,气味越香，汤就会越好……但危险也会增加！,208,4307
11612,汤的品质：|cnIQ2:优秀|r,19,4308
11613,保护汤！,273,4308
11614,气味越香，汤就会越好……但危险也会增加！,208,4308
11615,汤的品质：|cnIQ3:精良|r,19,4309
11616,保护汤！,273,4309
11617,气味越香，汤就会越好……但危险也会增加！,208,4309
11618,汤的品质：|cnIQ4:史诗|r,19,4310
11619,保护汤！,273,4310
11620,气味越香，汤就会越好……但危险也会增加！,208,4310
11621,,212,4311
11622,增殖季节,277,4311
11623,良好|n110%几率发现不祥海螺。|n110%几率发现稀有鱼群。|n可以设网。,52,4312
11624,,394,4312
11625,|cff9d9d9d一般|r|n不能设网。,52,4313
11626,,394,4313
11627,,19,4314
11628,鱼窝的收益在储量低时会衰减。|n|n良好|n110%几率发现不祥海螺。|n110%几率发现稀有鱼群。|n可以设网。,208,4314
11629,良好,273,4314
11630,,19,4315
11631,鱼窝的收益在储量低时会衰减。|n|n|cff9d9d9d一般|r|n不能设网。,208,4315
11632,一般,273,4315
11635,剩余时间：,19,4317
11636,,273,4317
11637,计时完成时可以收集网。,208,4317
11638,剩余时间：,19,4318
11639,,273,4318
11640,计时完成时可以收集网。,208,4318
11641,剩余时间：,19,4319
11642,,273,4319
11643,计时完成时可以收集网。,208,4319
11644,,19,4320
11645,剩余时间,273,4320
11646,,208,4320
11647,,19,4321
11648,踢鱼,273,4321
11649,,208,4321
11650,,19,4322
11651,剩余时间,273,4322
11652,,208,4322
11653,,19,4323
11654,踩踏苦壳寄居蟹,273,4323
11655,,208,4323
11656,%0ss,433,4324
11657,,434,4324
11658,,19,4325
11659,风暴宝珠生命值,273,4325
11660,,208,4325
11661,可选：给牛肉喂点心,19,4326
11662,,273,4326
11663,拾起附近的熔岩蛞蝓，喂给牛肉，从而强化他和你自己！,208,4326
11664,,212,4327
11665,,277,4327
11666,,212,4328
11667,,277,4328
11668,,19,4329
11669,剩余时间,273,4329
11670,,208,4329
11674,剩余狩猎 %22009w ,194,4331
11675,,195,4331
11676,,197,4331
11677,,198,4331
11678,,200,4331
11679,,201,4331
11680,%2062ss,428,4331
11681,剩余狩猎 %22009w ,194,4332
11682,,195,4332
11683,,197,4332
11684,,198,4332
11685,,200,4332
11686,,201,4332
11687,%2063ss,428,4332
11688,剩余狩猎 %22009w ,194,4333
11689,,195,4333
11690,,197,4333
11691,,198,4333
11692,,200,4333
11693,,201,4333
11694,%2064ss,428,4333
11695,剩余狩猎 %22009w ,194,4334
11696,,195,4334
11697,,197,4334
11698,,198,4334
11699,,200,4334
11700,,201,4334
11701,%2065ss,428,4334
11702,剩余狩猎 %22009w ,194,4335
11703,,195,4335
11704,,197,4335
11705,,198,4335
11706,,200,4335
11707,,201,4335
11708,%2066ss,428,4335
11709,剩余狩猎 %22009w ,194,4336
11710,,195,4336
11711,,197,4336
11712,,198,4336
11713,,200,4336
11714,,201,4336
11715,%2067ss,428,4336
11716,剩余狩猎 %22009w ,194,4337
11717,,195,4337
11718,,197,4337
11719,,198,4337
11720,,200,4337
11721,,201,4337
11722,%2068ss,428,4337
11723,剩余狩猎 %22009w ,194,4338
11724,,195,4338
11725,,197,4338
11726,,198,4338
11727,,200,4338
11728,,201,4338
11729,%2069ss,428,4338
11730,剩余狩猎 %22009w ,194,4339
11731,,195,4339
11732,,197,4339
11733,,198,4339
11734,,200,4339
11735,,201,4339
11736,%2070ss,428,4339
11737,剩余狩猎 %22009w ,194,4340
11738,,195,4340
11739,,197,4340
11740,,198,4340
11741,,201,4340
11742,%2071ss,428,4340
11743,,200,4340
11744,剩余狩猎 %22009w ,194,4341
11745,,195,4341
11746,,197,4341
11747,,198,4341
11748,,201,4341
11749,%2072ss,428,4341
11750,,200,4341
11753,,433,4343
11754,,434,4343
11755,商队资源：,19,4343
11756,,273,4343
11757,,208,4343
11758,气味越香，汤就会越好……但危险也会增加！,208,4344
11759,汤的品质：|cnIQ5:传说（%38830e）|r,19,4344
11760,保护汤！,273,4344
11761,,212,4345
11762,,277,4345
11763,,212,4346
11764,,277,4346
11765,,212,4347
11766,,277,4347
11767,,212,4348
11768,,277,4348
11769,,212,4349
11770,,277,4349
11771,,212,4350
11772,,277,4350
11773,,212,4351
11774,,277,4351
11775,,212,4352
11776,,277,4352
