Name_lang,Description_lang,ID,Pos[0],Pos[1],Pos[2],PortLocID,PlayerConditionID,UiTextureAtlasMemberID,Flags,WMOGroupID,PoiDataType,PoiData,Field_9_1_0_38783_011,ContinentID,AreaID,WorldStateID,Field_10_0_0_45141_012,UiWidgetSetID,UiTextureKitID,Field_9_1_0_38783_017,Importance,Icon
围攻伯拉勒斯,地下城,5830,-211.11632,-1560.8298,2.8373582,0,923,6091,17062,58757,1,1023,0,1643,9694,0,0,0,0,0,0,0
托尔达戈,地下城,5831,27.362848,-2655.0903,24.10299,0,0,6091,17062,58682,1,1002,0,1643,8978,0,0,0,0,0,0,0
维克雷斯庄园,地下城,5832,784.9323,3372.3125,232.457,0,0,6091,17062,58271,1,1021,0,1643,9561,0,0,0,0,0,0,0
围攻伯拉勒斯,地下城,5833,1099.6649,-622.72394,17.54579,0,924,6091,678,59088,1,1023,0,1643,8717,0,0,0,0,0,0,0
自由镇,地下城,5834,-1582.6962,-1284.941,36.637356,0,0,6091,17062,56418,1,1001,0,1643,9135,0,0,0,0,0,0,0
风暴神殿,地下城,5835,4154.922,-1118.1562,158.31897,0,0,6091,17062,58336,1,1036,0,1643,9767,0,0,0,0,0,0,0
暴富矿区！！,地下城,5836,-1996.8108,961.4983,5.931858,0,63269,6091,17062,0,1,1012,0,1642,8665,0,0,0,0,0,0,0
暴富矿区！！,地下城,5837,-2657.3542,2383.6458,7.181624,0,924,6091,17062,0,1,1012,0,1642,8965,0,0,0,0,0,0,0
阿塔达萨,地下城,5838,-848.49133,2025.1875,726.51074,0,0,6091,17062,57574,1,968,0,1642,9404,0,0,0,0,0,0,0
诸王之眠,地下城,5839,-848.25867,2528.388,731.5747,0,0,6091,17062,57564,1,1041,0,1642,9404,0,0,0,0,0,0,0
塞塔里斯神庙,地下城,5840,3180.8906,3152.079,121.53741,0,0,6091,17062,56169,1,1030,0,1642,8875,0,0,0,0,0,0,0
地渊孢林,地下城,5841,1263.0504,753.74133,-273.54807,0,0,6091,17062,58241,1,1022,0,1642,9807,0,0,0,0,0,0,0
奥迪尔,团队副本,5842,1320.0573,601.8958,-165.3808,0,0,6092,17062,58345,1,1031,0,1642,9807,0,0,0,0,0,0,0
返回祖达萨,,5843,-393.3,4122.2,1.2,0,64031,8317,5511,0,0,0,0,1643,8721,0,0,0,0,0,0,0
返回祖达萨,,5844,-218.9,-1528.1,1.4,0,64030,8317,5511,0,0,0,0,1643,8567,0,0,0,0,0,0,0
返回祖达萨,,5845,4235.8,394.5,0.6,0,64029,8317,5511,0,0,0,0,1643,9042,0,0,0,0,0,0,0
返回伯拉勒斯,,5846,2780.41,4190.48,9.89582,0,64034,8316,5511,0,0,0,0,1642,8501,0,0,0,0,0,0,0
返回伯拉勒斯,,5847,2123.4,186.5,0.4,0,64033,8316,5511,0,0,0,0,1642,8500,0,0,0,0,0,0,0
返回伯拉勒斯,,5848,-2628,2285.5,12.4,0,64032,8316,5511,0,0,0,0,1642,8499,0,0,0,0,0,0,0
战争指挥部（PvP）,,5849,1048.78,-286.418,0.846525,0,67372,0,135,0,0,0,0,1643,9407,0,0,0,0,0,0,46
战争指挥部（PvP）,,5850,-1901.19,1338.49,43.6931,0,67371,0,135,0,0,0,0,1642,9543,0,0,0,0,0,0,48
大堂,,5851,-553.51044,-385.5625,249.49442,0,0,6781,4484,56827,3,1015,0,1862,9424,0,0,0,0,0,0,0
上层,,5852,-552.5643,-377.80383,236.02849,0,0,6784,4484,56827,3,1016,0,1862,9424,0,0,0,0,0,0,0
战争前线,,5853,-2036.3385,725.3993,5.931858,0,66592,8025,4104,0,2,143707,0,1642,0,0,0,0,0,0,0,0
战争前线,,5854,1025.1354,-470.70834,44.32818,0,66591,8024,4104,57429,2,143709,0,1643,0,0,0,0,0,0,0,0
兵营,主要的部队生产建筑。,5857,-1535.39,-1734.49,67.5802,0,64290,7294,5052,0,0,0,0,1943,9679,0,0,7,0,0,2,0
兵营,主要的部队生产建筑。,5858,-924.063,-2084.24,65.4405,0,64309,7299,5052,0,0,0,0,1876,9439,0,0,7,0,0,2,0
风暴祭坛,可以让玩家获得强大的力量。,5859,-809.205,-2078.84,69.2594,0,64310,7300,5052,0,0,0,0,1876,9439,0,0,112,0,0,2,0
列王祭坛,可以让玩家获得强大的力量。,5860,-1653.83,-1896.58,84.0984,0,64311,7295,5052,0,0,0,0,1943,9679,0,0,112,0,0,2,0
军械库,升级单位的武器和护甲。,5861,-1569.58,-1909.94,67.5802,0,64312,7293,5052,0,0,0,0,1943,9679,0,0,12,0,0,2,0
军械库,升级单位的武器和护甲。,5862,6755.17,-49.1807,42.9158,0,64882,8582,5052,0,0,0,0,2111,10084,0,0,12,0,0,2,0
要塞,联盟,5863,-1668.6,-1803.07,80.0121,0,64314,7296,5052,0,0,0,0,1943,9679,0,0,5,0,0,2,0
城堡,联盟,5864,-1668.6,-1803.07,80.0121,0,64315,7296,5052,0,0,0,0,1943,9679,0,0,5,0,0,2,0
据点,部落,5865,-853.733,-2134.14,120.666,0,64316,7301,5052,0,0,0,0,1876,9439,0,0,5,0,0,0,0
堡垒,部落,5866,-853.733,-2134.14,120.666,0,64317,7301,5052,0,0,0,0,1876,9439,0,0,5,0,0,0,0
车间,载具生产建筑。,5867,-1515.82,-1855.08,68.3528,0,64318,7297,5052,0,0,0,0,1943,9679,0,0,114,0,0,2,0
车间,载具生产建筑。,5868,-809.63,-2016.11,64.8902,0,64319,7302,5052,0,0,0,0,1876,9439,0,0,114,0,0,2,0
据点,部落,5871,-853.733,-2134.14,120.666,0,64322,7171,5052,0,0,0,0,1876,9439,0,0,5,0,0,0,0
堡垒,部落,5872,-853.733,-2134.14,120.666,0,64323,7171,5052,0,0,0,0,1876,9439,0,0,5,0,0,0,0
前往米奈希尔港（湿地）的船,,5873,-4004,-4731.7,4.8,0,924,8316,4487,0,0,0,0,1,0,0,0,0,0,0,0,0
前往塞拉摩岛（尘泥沼泽）的船,,5874,-3864.8,-656.7,5.4,0,924,8316,4487,0,0,0,0,0,0,0,0,0,0,0,0,0
前往匕鞘湾（嚎风峡湾）的船,,5875,-3709.8,-576.5,4,0,924,8316,4487,0,0,0,0,0,0,0,0,0,0,0,0,0
前往米奈希尔港（湿地）的船,,5876,588.7,-5102.3,5.3,0,924,8316,4487,0,0,0,0,571,0,0,0,0,0,0,0,0
前往暴风城的船,,5877,2231.2,5131.2,5.3,0,924,8316,4487,0,0,0,0,571,0,0,0,0,0,0,0,0
前往无畏要塞（北风苔原）的船,,5878,-8294,1406.2,4.4,0,924,8316,4487,0,0,0,0,0,0,0,0,0,0,0,0,0
前往伯拉勒斯港（提拉加德海峡）的船,,5879,-8633.7,1353.24,6,0,62149,8316,4487,0,0,0,0,0,0,0,0,0,0,0,0,0
前往暴风城的船,,5880,1046.8,-635.7,10,0,62149,8316,4487,0,0,0,0,1643,0,0,0,0,0,0,0,0
前往棘齿城（北贫瘠之地）的船,,5881,-14284.9,556.2,8.7,0,0,8318,4487,0,0,0,0,0,0,0,0,0,0,0,0,0
前往藏宝海湾（荆棘谷）的船,,5882,-995.6,-3828.7,5.6,0,0,8318,4487,0,0,0,0,1,0,0,0,0,0,0,0,0
前往奥格瑞玛的飞艇,,5883,-12451.5,219.2,31.6,0,923,8317,4487,0,0,0,0,0,0,0,0,0,0,0,0,0
前往格罗姆高（荆棘谷）的飞艇,,5884,1868.6,-4417.3,135.2,0,923,8317,5511,0,0,0,0,1,1637,0,0,0,0,0,0,0
前往战歌要塞（北风苔原）的飞艇,,5885,1763.2,-4283.4,133.1,0,923,8317,5511,0,0,0,0,1,1637,0,0,0,0,0,0,0
前往奥格瑞玛的飞艇,,5886,2835.6,6183.9,121.9,0,923,8317,4487,0,0,0,0,571,0,0,0,0,0,0,0,0
前往达萨罗（祖达萨）的船,,5887,-985.1,-5772.6,6.3,0,62179,8317,4487,0,0,0,0,1,0,0,0,0,0,0,0,0
前往回音群岛（杜隆塔尔）的船,,5888,-2289.7,799.5,6.1,0,923,8317,4487,0,0,0,0,1642,0,0,0,0,0,0,0,0
通往蜜露村（翡翠林）的传送门,,5889,2014.7,-4699.1,28.6,0,5703,8317,4487,0,0,0,0,1,0,0,0,0,0,0,0,0
通往奥格瑞玛的传送门,,5890,3000.1,-540.1,248.2,0,119363,8317,4487,0,0,0,0,870,0,0,0,0,0,0,0,0
通往坡东村（翡翠林）的传送门,,5891,-8194.8,528.5,117.3,0,5703,8316,4487,0,0,0,0,0,0,0,0,0,0,0,0,0
通往暴风城的传送门,,5892,-311.8,-1776.5,62.7,0,119362,8316,4487,0,0,0,0,870,0,0,0,0,0,0,0,0
突袭,提拉加德海峡遭到部落攻击！,5896,258.54,-1021.3,163.676,0,67528,8932,8,0,0,0,0,1643,0,0,0,0,0,0,0,0
枯萎林地,可以采集木材。,5897,6519.78,277.883,6.0102,0,5793,7203,5055,0,0,0,0,2105,10058,0,0,160,0,0,2,0
枯萎林地,可以采集木材。,5898,6519.78,277.883,6.0102,0,5793,7198,5055,0,0,0,0,2105,10058,0,0,160,0,0,2,0
落烬林地,可以让小精灵采集木材。,5899,6962.3,-167.173,1.7066,0,65157,7203,5055,0,0,0,0,2105,10058,0,0,164,0,0,2,0
落烬林地,可以让小精灵采集木材。,5900,6962.3,-167.173,1.7066,0,65156,7198,5055,0,0,0,0,2105,10058,0,0,164,0,0,2,0
洛达内尔登陆点,联盟,5903,7438.87,-130.223,1.42502,0,65159,7204,5055,0,0,0,0,2105,10058,0,0,0,0,0,2,0
洛达内尔登陆点,部落,5904,7438.87,-130.223,1.42502,0,65158,7201,5055,0,0,0,0,2105,10058,0,0,0,0,0,2,0
洛雷斯塔矿洞,可以采集铁矿。,5905,6539.66,-183.761,4.3184,0,64643,7202,5055,0,0,0,0,2105,10058,0,0,166,0,0,2,0
洛雷斯塔矿洞,可以采集铁矿。,5906,6539.66,-183.761,4.3184,0,64644,7205,5055,0,0,0,0,2105,10058,0,0,166,0,0,2,0
洛雷斯塔矿洞,可以采集铁矿。,5907,6539.66,-183.761,4.3184,0,64645,7227,5055,0,0,0,0,2105,10058,0,0,166,0,0,2,0
忧潮海滩,联盟,5908,6883.92,126.678,5.93121,0,65151,7204,5055,0,0,0,0,2105,10058,0,0,167,0,0,2,0
忧潮海滩,部落,5909,6883.92,126.678,5.93121,0,65153,7201,5055,0,0,0,0,2105,10058,0,0,167,0,0,2,0
忧潮海滩,中立,5910,6883.92,126.678,5.93121,0,65152,7226,5055,0,0,0,0,2105,10058,0,0,167,0,0,2,0
苦岩采石场,可以采集铁矿。,5911,6274.06,62.9095,-9.3703,0,5793,7202,5055,0,0,0,0,2105,10058,0,0,159,0,0,2,0
苦岩采石场,可以采集铁矿。,5912,6274.06,62.9095,-9.3703,0,5793,7205,5055,0,0,0,0,2105,10058,0,0,159,0,0,2,0
灰木哨站,联盟,5913,7166.58,30.4592,8.7079,0,65155,7204,5055,0,0,0,0,2105,10058,0,0,168,0,0,2,0
灰木哨站,部落,5914,7166.58,30.4592,8.7079,0,65154,7201,5055,0,0,0,0,2105,10058,0,0,168,0,0,2,0
奥伯丁废墟,联盟,5915,6408.52,501.473,11.5247,0,5793,7204,5055,0,0,0,0,2105,10058,0,0,165,0,0,2,0
奥伯丁废墟,在黑海岸建立根据地。,5916,6408.52,501.473,11.5247,0,5793,7201,5055,0,0,0,0,2105,10058,0,0,165,0,0,2,0
荒弃路口,联盟,5917,6908.44,-30.7736,18.0525,0,65161,7204,5055,0,0,0,0,2105,10058,0,0,0,0,0,2,0
荒弃路口,部落,5918,6908.44,-30.7736,18.0525,0,65160,7201,5055,0,0,0,0,2105,10058,0,0,0,0,0,2,0
巴莎兰,建造一座基地以夺回黑海岸。,5919,6718.17,-0.175312,42.9303,0,5793,7226,5055,0,0,0,0,2105,10058,0,0,10,0,0,2,0
受伤的生命之树,复活！,5921,6745.14,-51.6171,43.2403,0,64868,7296,5052,0,0,0,0,2105,10058,0,0,5,0,0,2,0
生命之树,主建筑，可以强化基地。,5922,6745.14,-51.6171,43.2403,0,64870,8571,5052,0,0,0,0,2105,10058,0,0,5,0,0,2,0
纪元之树,联盟,5923,6735.8223,-43.953125,42.40965,0,64871,8568,5052,0,0,0,0,2105,10058,0,0,5,0,0,2,0
纪元之树,联盟,5924,6735.588,-43.890625,42.15881,0,64872,8571,5052,0,0,0,0,2105,10058,0,0,5,0,0,2,0
永恒之树,联盟,5925,6734.335,-43.5,42.367805,0,64873,8568,5028,0,0,0,0,2105,10058,0,0,5,0,0,2,0
永恒之树,联盟,5926,6734.705,-43.947918,42.370476,0,64874,8571,5052,0,0,0,0,2105,10058,0,0,5,0,0,2,0
战刃工坊,载具生产建筑。,5927,6708.12,18.7343,43.738,0,5793,8579,5052,0,0,0,0,2105,10058,0,0,114,0,0,2,0
战刃工坊,载具生产建筑。,5928,6708.12,18.7343,43.738,0,64876,8569,5052,0,0,0,0,2105,10058,0,0,114,0,0,2,0
战刃工坊,载具生产建筑。,5929,6708.12,18.7343,43.738,0,64877,8573,5052,0,0,0,0,2105,10058,0,0,114,0,0,2,0
战争古树,主要的部队生产建筑。,5930,6637.18,-9.70434,38.3683,0,5793,8575,5052,0,0,0,0,2105,10058,0,0,7,0,0,2,0
战争古树,主要的部队生产建筑。,5931,6637.18,-9.70434,38.3683,0,64879,8566,5052,0,0,0,0,2105,10058,0,0,7,0,0,2,0
战争古树,主要的部队生产建筑。,5932,6637.18,-9.70434,38.3683,0,64880,8564,5052,0,0,0,0,2105,10058,0,0,7,0,0,2,0
猎手大厅,升级单位的武器和护甲。,5933,6705.2173,-98,36.292114,0,5793,8574,5052,0,0,0,0,2105,10058,0,0,12,0,0,2,0
猎手大厅,升级单位的武器和护甲。,5934,6706.0625,-98.0191,36.1904,0,64882,8565,5052,0,0,0,0,2105,10058,0,0,12,0,0,2,0
猎手大厅,升级单位的武器和护甲。,5935,6705.612,-97.68403,36.250374,0,64883,8563,5052,0,0,0,0,2105,10058,0,0,12,0,0,0,0
长者祭坛,可以让玩家获得强大的力量。,5936,6652.16,-88.4032,42.0577,0,5793,8576,5052,54225,0,0,0,2105,10058,0,0,112,0,0,2,0
长者祭坛,可以让玩家获得强大的力量。,5937,6652.16,-88.4032,42.0577,0,64885,8567,5052,0,0,0,0,2105,10058,0,0,112,0,0,2,0
长者祭坛,可以让玩家获得强大的力量。,5938,6652.16,-88.4032,42.0577,0,64886,8570,5052,0,0,0,0,2105,10058,0,0,112,0,0,2,0
灰木哨站,部落,5943,7166.58,30.4592,8.7079,0,65154,7201,5055,0,0,0,0,2111,10084,0,0,168,0,0,2,0
灰木哨站,联盟,5944,7166.58,30.4592,8.7079,0,65155,7204,5055,0,0,0,0,2111,10084,0,0,168,0,0,2,0
巴莎兰,建造一座基地以夺回黑海岸。,5945,6718.17,-0.175312,42.9303,0,65526,7226,5055,0,0,0,0,2111,10084,0,0,10,0,0,2,0
苦岩采石场,可以采集铁矿。,5946,6274.06,62.9095,-9.3703,0,5793,7202,5055,0,0,0,0,2111,10084,0,0,159,0,0,2,0
苦岩采石场,可以采集铁矿。,5947,6274.06,62.9095,-9.3703,0,5793,7205,5055,0,0,0,0,2111,10084,0,0,159,0,0,2,0
落烬林地,可以采集木材。,5948,6962.3,-167.173,1.7066,0,65157,7203,5055,0,0,0,0,2111,10084,0,0,164,0,0,2,0
落烬林地,可以采集木材。,5949,6962.3,-167.173,1.7066,0,65156,7198,5055,0,0,0,0,2111,10084,0,0,164,0,0,2,0
荒弃路口,联盟,5950,6908.44,-30.7736,18.0525,0,65161,7204,5055,0,0,0,0,2111,10084,0,0,0,0,0,2,0
荒弃路口,部落,5951,6908.44,-30.7736,18.0525,0,65160,7201,5055,0,0,0,0,2111,10084,0,0,0,0,0,2,0
忧潮海滩,联盟,5952,6883.92,126.678,5.93121,0,65151,7204,5055,0,0,0,0,2111,10084,0,0,167,0,0,2,0
忧潮海滩,部落,5953,6883.92,126.678,5.93121,0,65153,7201,5055,0,0,0,0,2111,10084,0,0,167,0,0,2,0
忧潮海滩,中立,5954,6883.92,126.678,5.93121,0,65152,7226,5055,0,0,0,0,2111,10084,0,0,167,0,0,2,0
洛达内尔登陆点,联盟,5955,7438.87,-130.223,1.42502,0,65159,7204,5055,0,0,0,0,2111,10084,0,0,0,0,0,2,0
洛达内尔登陆点,部落,5956,7438.87,-130.223,1.42502,0,65158,7201,5055,0,0,0,0,2111,10084,0,0,0,0,0,2,0
洛雷斯塔矿洞,可以采集铁矿。,5957,6539.66,-183.761,4.3184,0,64643,7202,5055,0,0,0,0,2111,10084,0,0,166,0,0,2,0
洛雷斯塔矿洞,可以采集铁矿。,5958,6539.66,-183.761,4.3184,0,64644,7205,5055,0,0,0,0,2111,10084,0,0,166,0,0,2,0
洛雷斯塔矿洞,可以采集铁矿。,5959,6539.66,-183.761,4.3184,0,64645,7227,5055,0,0,0,0,2111,10084,0,0,166,0,0,2,0
奥伯丁废墟,部落,5960,6408.52,501.473,11.5247,0,5793,7201,5055,0,0,0,0,2111,10084,0,0,165,0,0,2,0
奥伯丁废墟,在黑海岸建立根据地。,5961,6408.52,501.473,11.5247,0,5793,7204,5055,0,0,0,0,2111,10084,0,0,165,0,0,2,0
枯萎林地,可以采集木材。,5962,6519.78,277.883,6.0102,0,5793,7203,5055,0,0,0,0,2111,10084,0,0,160,0,0,2,0
枯萎林地,可以采集木材。,5963,6519.78,277.883,6.0102,0,5793,7198,5055,0,0,0,0,2111,10084,0,0,160,0,0,2,0
突袭,德鲁斯瓦遭到部落攻击！,5964,-751.567,3168.43,395.032,0,67529,8932,8,0,0,0,0,1643,0,0,0,0,0,0,0,0
突袭,斯托颂谷地遭到部落攻击！,5966,3431.24,-326.055,53.9376,0,67530,8932,8,0,0,0,0,1643,0,0,0,0,0,0,0,0
突袭,纳兹米尔遭到联盟攻击！,5969,1975.96,814.365,42.2371,0,67531,8931,8,0,0,0,0,1642,0,0,0,0,0,0,0,0
突袭,沃顿遭到联盟攻击！,5970,2068.16,3494.83,42.7882,0,67532,8931,8,0,0,0,0,1642,0,0,0,0,0,0,0,0
突袭,祖达萨遭到联盟攻击！,5973,-895.297,803.297,368.414,0,67533,8931,8,0,0,0,0,1642,0,0,0,0,0,0,0,0
风暴祭坛,可以让玩家获得强大的力量。,5974,6711.47,22.3339,43.7745,0,5793,8576,5052,0,0,0,0,2111,10084,0,0,112,0,0,2,0
风暴祭坛,可以让玩家获得强大的力量。,5975,6711.47,22.3339,43.7745,0,64886,8587,5052,0,0,0,0,2111,10084,0,0,112,0,0,2,0
风暴祭坛,可以让玩家获得强大的力量。,5976,6711.47,22.3339,43.7745,0,64885,8584,5052,0,0,0,0,2111,10084,0,0,112,0,0,2,0
兵营,主要的部队生产建筑。,5977,6643.19,-13.2654,38.1979,0,5793,8575,5052,0,0,0,0,2111,10084,0,0,7,0,0,2,0
兵营,主要的部队生产建筑。,5978,6643.19,-13.2654,38.1979,0,64880,8581,5052,0,0,0,0,2111,10084,0,0,7,0,0,2,0
兵营,主要的部队生产建筑。,5979,6643.19,-13.2654,38.1979,0,64879,8583,5052,0,0,0,0,2111,10084,0,0,7,0,0,2,0
天灾车间,载具生产建筑。,5980,6695.56,-117.753,40.2362,0,64876,8586,5052,41877,0,0,0,2111,10084,0,0,114,0,0,2,0
天灾车间,载具生产建筑。,5981,6695.56,-117.753,40.2362,0,5793,8579,5052,41877,0,0,0,2111,10084,0,0,114,0,0,2,0
天灾车间,载具生产建筑。,5982,6695.56,-117.753,40.2362,0,64877,8590,5052,41877,0,0,0,2111,10084,0,0,114,0,0,2,0
据点,部落,5983,6654.58,-88.2115,38.9556,0,64871,8585,5052,39007,0,0,0,2111,10084,0,0,5,0,0,0,0
据点,部落,5984,6654.58,-88.2115,38.9556,0,64872,8588,5052,39007,0,0,0,2111,10084,0,0,5,0,0,0,0
堡垒,部落,5985,6654.58,-88.2115,38.9556,0,64873,8585,5052,39007,0,0,0,2111,10084,0,0,5,0,0,0,0
堡垒,部落,5986,6654.58,-88.2115,38.9556,0,64874,8588,5052,39007,0,0,0,2111,10084,0,0,5,0,0,0,0
被毁的大厅,占领并重建！,5987,6654.58,-88.2115,38.9556,0,64868,8585,5052,39007,0,0,0,2111,10084,0,0,5,0,0,2,0
大厅,主建筑，可以强化基地。,5988,6654.58,-88.2115,38.9556,0,64870,8588,5052,39007,0,0,0,2111,10084,0,0,5,0,0,2,0
希多尔米,穿越时空，前往阿拉希历史上的另一个节点。,5989,-2230.7,-2456.94,81.5458,0,65743,0,5511,0,0,0,0,0,45,0,0,0,0,0,0,193
索拉斯达圣塔,纳迦控制,5995,863.526,-413.809,-48.3101,0,5793,0,647,0,0,0,0,1718,10052,0,0,0,0,0,0,41
索拉斯达圣塔,未被控制,5996,863.526,-413.809,-48.3101,0,5793,0,647,0,0,0,0,1718,10052,0,0,0,0,0,0,45
索拉斯达圣塔,联盟控制,5997,863.526,-413.809,-48.3101,0,5793,0,647,0,0,0,0,1718,10052,0,0,0,0,0,0,43
索拉斯达圣塔,部落控制,5998,863.526,-413.809,-48.3101,0,5793,0,647,0,0,0,0,1718,10052,0,0,0,0,0,0,44
阿莱希尔圣塔,未被控制,5999,1712.94,171.438,-257.817,0,5793,0,647,59268,0,0,0,1718,10052,0,0,0,0,0,0,45
阿莱希尔圣塔,纳迦控制,6000,1712.94,171.438,-257.817,0,5793,0,647,59268,0,0,0,1718,10052,0,0,0,0,0,0,41
阿莱希尔圣塔,部落控制,6001,1712.94,171.438,-257.817,0,5793,0,647,59268,0,0,0,1718,10052,0,0,0,0,0,0,44
阿莱希尔圣塔,联盟控制,6002,1712.94,171.438,-257.817,0,5793,0,647,59268,0,0,0,1718,10052,0,0,0,0,0,0,43
勒莫阿萨圣塔,未被控制,6003,1366.8906,-1764.9653,-264.17206,0,5793,0,647,59773,0,0,0,1718,10052,0,0,0,0,0,0,45
勒莫阿萨圣塔,纳迦控制,6004,1366.8906,-1764.9653,-264.17206,0,5793,0,647,59773,0,0,0,1718,10052,0,0,0,0,0,0,41
勒莫阿萨圣塔,部落控制,6005,1366.8906,-1764.9653,-264.17206,0,5793,0,647,59773,0,0,0,1718,10052,0,0,0,0,0,0,44
勒莫阿萨圣塔,联盟控制,6006,1366.8906,-1764.9653,-264.17206,0,5793,0,647,59773,0,0,0,1718,10052,0,0,0,0,0,0,43
屈魂者的领域,击败屈魂者，获得她的战利品！,6007,3442.54,261.095,-110.022,0,0,6564,266684,0,0,0,0,2160,0,0,0,195,0,0,0,0
军械库,升级单位的武器和护甲。,6009,-885.097,-2015.97,57.1813,0,64313,7298,5052,0,0,0,0,1876,9439,0,0,12,0,0,2,0
军械库,升级单位的武器和护甲。,6010,-885.097,-2015.97,57.1813,0,56022,7168,5052,0,0,0,0,1876,9439,0,0,12,0,0,0,0
军械库,升级单位的武器和护甲。,6011,-885.097,-2015.97,57.1813,0,56021,7163,5052,0,0,0,0,1876,9439,0,0,12,0,0,2,0
达萨罗之战,团队副本,6012,-309.882,1117.42,313.508,0,23504,6092,17062,0,1,1176,0,1642,8726,0,0,0,0,0,0,0
达萨罗之战,团队副本,6013,908.13367,-530.2101,5.2076206,0,23503,6092,678,57424,1,1176,0,1643,8717,0,0,0,0,0,0,0
暴风城传送大厅,,6014,-9016.31,876.244,148.619,0,924,8316,5511,27404,0,0,0,0,1519,0,0,0,0,0,0,0
奥格瑞玛传送大厅,,6015,1445.96,-4503.86,18.307,0,923,8317,5511,27404,0,0,0,1,1637,0,0,0,0,0,0,0
帝国之心,达萨罗 - 佐卡罗到列王神道,6016,-964.7847,805.2674,401.04437,0,0,6781,4484,59353,3,1357,0,2070,10076,0,0,0,0,0,1,0
列王神道,,6017,-1155.6562,804.8368,351.47476,0,0,6781,4484,59081,3,1356,0,2070,0,0,0,0,0,0,1,0
帝国之心,,6018,-1122.8577,805.32465,343.9433,0,0,6784,4484,59813,3,1357,0,2070,0,0,0,0,0,0,0,0
洛阿神灵圣所,,6019,-1153.974,690.3976,318.39462,0,0,6781,4484,59815,3,1354,0,2070,0,0,0,0,0,0,0,0
列王神道,,6020,-1152.856,689.7222,212.22304,0,0,6784,4484,59095,3,1356,0,2070,0,0,0,0,0,0,0,0
佐卡罗广场,,6021,-1037.7986,804.9583,400.43436,0,0,6784,4484,59955,3,1358,0,2070,0,0,0,0,0,0,0,0
赞达拉港,,6022,-1357.2257,805.30035,336.3429,0,0,6781,4484,59067,3,1352,0,2070,0,0,0,0,0,0,0,0
丰裕大厅,,6023,-856.5781,804.44446,179.4104,0,0,6781,4484,59623,3,1353,0,2070,0,0,0,0,0,0,0,0
洛阿神灵圣所,,6024,-858.13715,878.691,163.1914,0,0,6784,4484,59624,3,1354,0,2070,0,0,0,0,0,0,0,0
赞达拉港,,6025,-1288.5591,805.36456,150.3116,0,0,6784,4484,59358,3,1352,0,2070,0,0,0,0,0,0,0,0
丰裕大厅,,6026,-1392.3976,805.6649,207.31004,0,0,6781,4484,60053,3,1353,0,2070,0,0,0,0,0,0,0,0
冬拥堡垒,史诗战场,6027,5394.58,2841.49,418.914,0,14894,0,17287,24480,0,0,0,2118,10176,3773,0,0,0,0,0,74
冬拥堡垒城墙,史诗战场,6028,5384.4,2772.53,433.744,0,14878,0,16775,24470,0,0,0,2118,10176,3772,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6029,5343.66,2771.01,432.827,0,14893,0,16775,25062,0,0,0,2118,10176,3771,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6030,5302.01,2771.67,433.389,0,15009,0,16775,24470,0,0,0,2118,10176,3770,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6031,5280.32,2798.61,433.477,0,14840,0,16775,24470,0,0,0,2118,10176,3769,0,0,0,0,0,83
冬拥堡垒城墙,史诗战场,6032,5280.86,2840.4,433.472,0,14974,0,16775,25062,0,0,0,2118,10176,3768,0,0,0,0,0,83
冬拥堡垒城墙,史诗战场,6033,5279.34,2883.16,433.021,0,14929,0,16775,24470,0,0,0,2118,10176,3767,0,0,0,0,0,83
冬拥堡垒城墙,史诗战场,6034,5300.49,2909.33,433.359,0,15014,0,16775,24470,0,0,0,2118,10176,3766,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6035,5343.39,2909.19,432.778,0,14855,0,16775,25062,0,0,0,2118,10176,3765,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6036,5386.46,2909.89,433.194,0,15013,0,16775,24470,0,0,0,2118,10176,3764,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6037,5372.93,2630.77,431.929,0,14854,0,16775,0,0,0,0,2118,10176,3762,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6038,5330.66,2630.69,432.759,0,14853,0,16775,0,0,0,0,2118,10176,3761,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6039,5279.45,2683.91,433.323,0,14973,0,16775,24470,0,0,0,2118,10176,3760,0,0,0,0,0,83
冬拥堡垒城墙,史诗战场,6040,5279.76,2725.12,433.423,0,14892,0,16775,24470,0,0,0,2118,10176,3759,0,0,0,0,0,83
冬拥堡垒城墙,史诗战场,6041,5256.52,2747.55,433.229,0,14888,0,16775,24470,0,0,0,2118,10176,3758,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6042,5215.36,2747.99,432.667,0,14928,0,16775,0,0,0,0,2118,10176,3757,0,0,0,0,0,92
冬拥堡垒城墙,史诗战场,6043,5163.71,2798.72,432.717,0,14852,0,16775,24470,0,0,0,2118,10176,3756,0,0,0,0,0,83
冬拥堡垒城墙,史诗战场,6045,5162.25,2882.84,433.732,0,15202,0,16775,24470,0,0,0,2118,10176,3755,0,0,0,0,0,83
