ID,NameSubtext_lang,Description_lang,AuraDescription_lang
250458,,,
250459,,,
250460,,魔古云雾地砖喷发，造成相当于目标生命值$s1%的自然伤害，并将其击退。,
250461,,,
250462,,,
250464,,,
250465,,,
250466,,,
250467,,$@spelldesc250048,
250468,,,
250469,,,
250470,,,
250471,,,
250472,,,
250473,,,
250474,,处于静滞状态。,处于静滞状态。
250475,,,
250476,,,
250477,,,
250478,,魔古尖刺地砖喷发，每$T1秒造成相当于目标生命值$s1%的自然伤害，持续$D。,每$T1秒受到相当于总生命值$s1%的自然伤害。
250479,,$@spelldesc250478,昏迷。
250480,,,
250483,,,
250484,,,
250485,,,
250486,,,
250487,,,
250488,,$@spelldesc250490,$@spellaura250490
250489,,$@spelldesc145489,$@spellaura145489
250490,,猛击地面，造成物理伤害并使目标昏迷$D。,昏迷。
250491,,,
250492,,使用矩阵上行链路，激活圣光裁决者，可以在阿古斯使用。,
250493,,,
250494,,$@spelldesc250490,$@spellaura250490
250496,,,
250497,,,
250498,,,
250499,,使目标的血肉硬化，持续$D，每秒造成物理伤害，并降低$s1%的移动速度。该效果可叠加。,"每秒造成一次物理伤害。
移动速度降低$w1%。"
250500,,$@spelldesc236061,
250501,,召唤复仇之魂来协助施法者。,
250502,,在目标位置召唤一片暗影池，每$250503t1秒对$250502A1码内的敌人造成一次暗影伤害。,每$250503t1秒造成暗影伤害。
250503,,$@spelldesc250502,$@spellaura250502
250504,,,
250505,,使敌人感到害怕，对目标地点$A1码范围内的敌人造成暗影伤害，并使其恐惧，持续$D。,恐惧。
250506,,,
250507,,召唤一道暗影魔法裂缝，短暂延迟后对冲击地点$250509A1码范围内的敌人造成暗影伤害。 ,
250508,,,
250509,,$@spelldesc250507,$@spellaura250507
250510,,开始黑暗之咒，每$T1秒恢复$s1%的总法力值，持续$D。,每$T1秒获得$s1%的总法力值。
250511,,$@spelldesc250510,造成的伤害提高$s1%。
250512,,,
250513,,,
250514,,,
250515,,,
250516,,,
250517,,,
250518,,,
250519,,,
250520,,,
250521,,你着陆时刮起的阵风击中附近的敌人，击退他们。,
250522,,,
250523,,,
250524,,,
250525,,,
250526,,,
250527,,,
250528,,,
250529,,,
250530,,魔古的精华短暂徘徊，为接触到的目标治疗所失去生命值的60%。,
250531,,从维迪卡尔上召唤光铸守护者来协助你战斗。,
250532,,施法者用暗影能量护盾保护主人，使其免受任何伤害。,免疫所有伤害。
250533,,,
250534,,,
250535,,,
250536,,,
250537,,,
250538,,,
250539,,,
250540,,,
250541,,,
250542,,,
250543,,一首迷人的旋律。,一首迷人的旋律。
250544,,[WRITE TEXT HERE],[WRITE TEXT HERE]
250545,,,
250546,,,
250547,,,
250548,,,
250549,,,
250550,,每$t1秒造成$s1点火焰伤害。,每$t1秒造成$s1点火焰伤害。
250551,,被军团施加烙印，造成的伤害提高$s1%，持续$d。,造成的伤害提高$s1%。
250552,,急速提高$s1%，移动速度提高$s2%，持续$d。此效果可叠加。,"急速提高$s1%。
移动速度提高$s2%。"
250553,,,
250554,,帕拉克希斯号发出的冲击使所有防御护盾失去效果。,
250555,,该生物身上环绕着密集的邪能能量护盾，使其受到的所有伤害降低$s1%。,受到的伤害降低$s1%。
250556,,,
250557,,,
250558,,,
250559,,陷入血性狂乱，每失去$250557s1%生命值，造成的伤害提高$s1%。,造成的伤害提高$s1%。
250560,,,
250561,,,
250562,,,
250563,,,
250564,,,
250565,,,
250566,,,
250569,,打开一个物品。,
250572,,,
250573,,击倒一名敌人，使其昏迷$d，并造成$240976s2点物理伤害。,昏迷。
250574,,,
250575,,,
250576,,,
250577,,,
250578,,,
250579,,,
250580,,,
250581,,,
250582,,,
250583,,,
250584,,,
250585,,在随机位置创造出一片剧毒烟雾，对站在其中的玩家每$t1秒造成$s1点自然伤害。,每$t1秒受到$s1点自然伤害。
250586,,向目标发射一道大地碎片，造成自然伤害。,
250587,,,
250588,,,
250589,,,
250590,,,
250591,,,
250592,,,
250593,,向目标发射一道大地碎片，造成自然伤害。,
250594,,,
250595,,,
250596,,$@spelldesc250599,$@spellaura250599
250597,,$@spelldesc250599,$@spellaura250599
250598,,,
250599,,向目标位置投掷一把精心调理的混合香料，使范围内的盟友攻击速度提高。,攻击速度提高$s1%。
250600,,,
250601,,,
250602,,,
250603,,,
250604,,,
250605,,,
250606,,,
250607,,,
250608,,,
250609,,,
250611,,,
250612,,,
250613,,,
250614,,,
250615,,,
250616,,与米尔拉的大篷车同行。,与米尔拉的大篷车同行。
250617,,,
250618,,发出大地之力，造成自然伤害。,
250619,,$@spelldesc250618,$@spellaura250618
250620,,,
250621,,,
250622,,,
250623,,,
250624,,,
250625,,,
250626,,,
250631,,,被邪能魔法腐蚀。
250633,,,
250634,,"你携带着一颗凝固的烈焰球。将它交给普洛克斯可为其充能。
在携带烈焰期间，任何行动都会导致其掉落。","把烈焰交给普洛克斯。
任何行动都会使凝固的烈焰掉落。"
250635,,,
250636,,,
250637,,,
250638,,,
250639,,,
250640,,,
250641,,大块黑暗能量飞向冲击点，对附近所有敌人造成$s1点暗影伤害。,
250643,,,
250644,,,
250647,,治愈目标的伤口。,
250648,,苏拉雅身上流泻出灌注邪能的宇宙能量，对随机敌方目标造成$s1点火焰伤害。,
250649,,,
250650,,,
250651,,,
250654,,,
250657,,,
250659,,,
250660,,用你的烈焰宝珠猛击附近的熏火裂隙，使其崩塌。,
250661,,$@spelltooltip212109,
250662,,,
250663,,,
250664,,,
250665,,,
250667,,,
250668,,,
250669,,"每$t1秒造成$s1点暗影伤害，持续$d。

灵魂爆发效果结束后，将在受影响玩家的位置触发一次灵魂爆发引爆。","每$t1秒造成$s1点暗影伤害。
效果结束时将触发灵魂爆发引爆。"
250673,,,
250674,,,
250676,,,携带着烈焰之球。
250677,,,
250678,,,
250683,,,
250684,,,
250685,,,
250686,,深渊恐魔的触须猛击地面，对施法者面前锥形范围内的所有敌人造成$s2点物理伤害，并使其昏迷。,昏迷。
250687,,,
250688,,,
250689,,,
250690,,,
250691,,$@spelldesc249015,在$d内对$250128A1码内的所有玩家造成$250128s1点火焰伤害。
250692,,$@spelldesc250740,每$t1秒造成$s1点暗影伤害。
250693,,$@spelldesc249017,你将在$d后释放奥术震爆。
250694,,,
250695,,,
250696,,,
250697,,,
250698,,,
250699,,,
250700,,,
250701,,施法者挥动武器，发动毁灭性的圆弧斩，对武器路径上击中的所有敌人造成$s2点火焰伤害。,
250702,,将一柄圣光灌注之锤掷向大地，每$249902t1秒冲击10码半径的区域一次，持续${$249897d-1.5}秒。每次冲击会对敌人造成$249901s1点神圣伤害。强化后，该伤害还会使目标减速$249903d。,
250703,,施法者挥动武器，发动毁灭性的圆弧斩，对武器路径上击中的所有敌人造成$s1点火焰伤害。,
250704,,,
250705,,,
250706,,,
250707,,$@spelldesc249676,$@spellaura249676
250708,,,
250709,,,
250710,,,
250711,,投掷一把飞旋的祝福之锤，对击中的敌人造成$250713s1点神圣伤害。,
250712,,投掷一把向外旋转的祝福之锤，对击中的敌人造成$250713s1点神圣伤害。强化后的祝福之锤还会额外造成每$250713t2秒$250713s2点神圣伤害，持续$250713d。,
250713,,$@spelldesc250712,每$t2秒受到$s2点神圣伤害，持续$d。
250714,,$@spelldesc250712,
250715,,在远古岩石魔像上使用，将其复活。,
250716,,,
250717,,,
250718,,,
250719,,,
250720,,,
250721,,,
250722,,,
250723,,$@spelldesc212109,
250724,,,
250725,,,
250726,,,
250727,,,
250728,,,
250729,,对附近的敌人造成冰霜伤害，使其无法移动，该效果最多可持续$d。,无法移动。
250730,,,
250731,,,
250732,,,
250733,,将10个墓地花合成为1份墓地花药膏。,
250734,,用电离地理记录仪记录地貌。,
250735,,召唤或解散你的充血抱齿兽坐骑。,$?j1g[地面移动速度提高$j1g%。][]$?j1f[飞行速度提高$j1f%。][]$?j1s[游泳速度提高$j1s%。][]
250736,,能够和死者交流。,
250738,,,
250740,,"凝聚能量之后，恶魔的攻击有几率额外造成每$250692t1秒$250692s1点暗影伤害。此效果可叠加。

受到任何群体控制效果都会使恶魔丢下此宝石。",有几率每$250692t1秒造成额外$250692s1点暗影伤害。
250741,,,你可以看见死人。
250743,,,
250744,,,
250745,,,
250746,,,
250747,,猛扑向一名敌人，对冲击点附近的所有敌人造成$s1点暗影伤害。,
250748,,,
250749,,,
250750,,,
250751,,,
250752,,,
250753,,,
250754,,,死亡时会落下一颗烈焰宝珠。
250755,,$@spelldesc206656,$@spellaura250757
250756,,,
250757,,$@spelldesc206656,苏拉雅正用宇宙之光瞄准你。
250758,,,
250759,,,
250760,,,
250761,,攻击有几率额外造成每$250692t1秒$250692s1点暗影伤害。此效果可叠加。,有几率每$250692t1秒造成额外$250692s1点暗影伤害。
250763,,"$@spelldesc206656
",
250764,,,
250765,,"$@spelldesc250766
",
250766,,虚空能量在你脚下汇聚，持续$250765d，对站在其中的目标造成${$s1*10}点暗影伤害，并为你恢复生命值，其数值相当于造成伤害的${$e1*100}%。,
250767,,,
250768,,聆听鲁拉的低语，持续$d，使你的治疗法术有一定几率额外恢复$250781s1点生命值。,你的治疗有几率额外恢复$250781s1点生命。
250769,,偷苹果。,拥有一颗偷来的苹果。
250770,,偷药水。,拥有一瓶偷来的药水。
250771,,,
250772,,你正拿着爆破弹药。,你正拿着爆破弹药。
250773,,对$A1码内的敌人造成$s1点火焰伤害。,
250774,,,
250775,,,
250776,,,
250777,,对$A1码内的敌人造成$s1点火焰伤害。,对$A1码内的敌人造成$s1点火焰伤害。
250778,,,恶魔的血液流入井里.
250779,,使用时会让玩家会使用在维迪卡尔矩阵核心里选择的技能。,
250780,,,
250781,,$@spelldesc250768,
250782,,,
250785,,,
250789,,,
250790,,,屈从于虚空。
250791,,,
250792,,,
250793,,$@spelldesc235573,
250794,,,
250795,,,
250796,,将玩家传送到阿古斯的随机位置。,
250797,,,
250798,,,
250799,,,
250800,,施法者的火山岩护甲向外喷发，对所有玩家造成$250818s1点火焰伤害，并将所有其他熔岩巨人击退回放热的裂隙。,
250801,,对闪电之柱周围的敌人造成自然伤害。,减速。
250802,,对闪电之柱周围的敌人造成自然伤害。,减速。
250803,,对闪电之柱周围的敌人造成自然伤害。,减速。
250804,,对闪电之柱周围的敌人造成自然伤害。,减速。
250805,,,
250806,,,
250807,,,
250808,,,
250809,,,
250810,,,
250811,,,
250812,,,
250816,,,
250817,,,
250818,,$@spelldesc250800,
250819,,,
250820,,位于黑洞中央的目标会累积压力，每$t1秒造成$s1点暗影伤害。此效果可叠加。,每$t1秒造成$s1点暗影伤害。
250821,,黑洞的残留物粘附在你身上，每$t1秒造成$s1点暗影伤害,每$t1秒造成$s1点暗影伤害。
250823,,对施法者面前锥形区域内的所有敌人造成火焰伤害。,
250824,,,
250825,,对施法者面前锥形区域内的所有敌人造成火焰伤害，持续$d。,每$t1秒对锥形范围内的所有敌人造成一次火焰伤害。
250826,,,被虚空的癫狂呓语煽动，变得无比残暴。
250827,,"你可以在矩阵核心里选择阿古斯邪能之心。阿古斯邪能之心使你在受到致命伤害的时候能够复活。 

只能在阿古斯使用。","通过与邪能之间的联结免受致命伤害。

只能在阿古斯使用。"
250828,,,被虚空的癫狂呓语煽动，变得无比残暴。
250829,,用虚空的力量煽动目标，使其变得残暴。,
250830,,"你可以在矩阵核心里选择光铸战争机甲。光铸战争机甲可以用作强大的载具，持续$250436d。

只能在阿古斯使用。 ","通过与邪能之间的联结免受致命伤害。

只能在阿古斯使用。"
250831,,"你可以在矩阵核心里选择维迪卡尔传送道标。维迪卡尔传送道标可以发送请求，将你传送到最近的光铸道标。 

只能在阿古斯使用。 ","通过与邪能之间的联结免受致命伤害。

只能在阿古斯使用。"
250832,,"你可以在矩阵核心里选择奥术回响遮罩。奥术回响遮罩让使用者可以在短时间内隐形，并在隐形结束时进入超能状态。 

只能在阿古斯使用。 ",
250833,,,
250834,,$@spelldesc250846,
250835,,,
250836,,,
250837,,,
250838,,,
250839,,,
250840,,,
250841,,,
250842,,,
250843,,,
250844,,$@spelldesc228264,"心灵震爆的冷却时间缩短${$w6/1000}秒。
造成的暗影伤害提高$w1%。
急速提高$w3%。
每秒失去${$w2/500}点狂乱值。"
250845,,使用唤天者宝石消灭区域内的所有蛇人。只能在蛇人之塔附近使用。,
250846,,你的伤害性法术有几率在目标的位置附近召唤一条虚空触须，短暂的延迟过后，对$250834A1码范围内的所有敌人造成$250834s1点暗影伤害。,
250847,,,
250848,,$@spelldesc250846,
250849,,,
250850,,$@spelldesc250660,
250851,,,
250852,,,
250853,,,
250854,,,
250855,,,
250856,,,
250857,,,
250858,,,
250859,,召唤一头大主教的雷象。,
250860,,,
250861,,,
250862,,,
250863,,以震荡巨力践踏地面，对附近所有敌人造成$s2点物理伤害。此外还将从冲击点射出一波邪火箭，每枚邪火箭击中时造成$250869s1点火焰伤害。,
250864,,,
250865,,"使你在尖角码头和海王湾可以进行水下呼吸，且海底移动速度提高$s1%。
",使你在尖角码头和海王湾可以进行水下呼吸，且海底移动速度提高$s1%。
250866,,使你在尖角码头和海王湾可以进行水下呼吸，且海底移动速度提高$s1%。,使你在尖角码头和海王湾可以进行水下呼吸，且海底移动速度提高$s1%。
250867,,,
250868,,,
250869,,邪火在冲击点爆炸，对附近所有敌人造成$s1点火焰伤害。,
250870,,恢复$s1点生命值。,
250871,,恢复$s1点法力值。,
250872,,恢复$s1点生命值和$s2点法力值。,
250873,,让使用者获得隐形，持续$d。等级高于$maxcast时无效。,隐形。
250874,,,
250875,,,
250876,,,
250877,,,
250878,,移动速度提高$s1%。持续$d。等级高于$maxcast时无效。,获得移动速度提高。
250879,,使你的神器的物品等级提高$<ilvl>。,
250880,,发射出大量邪能闪电，每$t1秒对附近所有敌人造成一次自然伤害，持续$d。,每$t1秒对附近所有敌人造成一次自然伤害。
250881,,,
250882,,,
250883,,,
250884,,,
250885,,$@spelldesc250880,$@spellaura250880
250886,,,
250887,,,
250888,,,
250889,,对敌人造成$s1点神圣伤害。,
250890,,,
250892,,,
250893,,维伦制造出一道神圣能量的护盾，使受到的伤害降低$250895s1%。,
250894,,,
250895,,神圣的光芒笼罩目标，使受到的伤害降低$s1%。,受到的伤害降低$s1%。
250896,,,
250897,,,
250898,,,
250899,,,
250900,,,
250901,,射击敌人，对其造成物理伤害。,
250902,,占位变形法术，因为载具损坏。,占位变形法术，因为载具损坏。
250903,,将熔火邪能抛向高空，最终坠向地面，对附近敌人造成火焰伤害。,
250904,,跳向目标位置。着陆后对前方的敌人造成物理伤害。,
250905,,,
250906,,,
250907,,$@spelldesc241557,
250908,,,
250909,,跳向目标位置。着陆后对前方的敌人造成物理伤害。,
250910,,,
250911,,海妖的魅惑仍然残留。,海妖的魅惑仍然残留。
250912,,苏拉雅的警觉之眼注视着两名目标，然后在他们之间召唤出一道纯粹的邪能光束，对两名目标间的所有敌人造成$s1点火焰伤害。此伤害无视护甲。,
250913,,,
250914,,,
250915,,对$A1码内的敌人造成$s1点火焰伤害，并将其击退。,
250916,,,
250917,,"降落时，你可以向前推进一小段距离。

快落地时，你的降落伞会自动打开。","降落时，你可以向前推进一小段距离。

快落地时，你的降落伞会自动打开。"
250918,,$@spelldesc238429,
250919,,$@spelldesc238429,
250920,,,
250921,,$@spelldesc250917,$@spelldesc250917
250922,,使施法者免受坠落伤害，持续$d。,正在坠落……
250923,,,
250924,,,
250925,,撞向施法者前方，对附近所有敌人造成火焰伤害，并留下一滩$@spellname250926。,
250926,,邪火从地面喷涌而出，每$t1秒对附近所有敌人造成一次火焰伤害。,造成火焰伤害。
250927,,,
250928,,,
250929,,挥舞着炽燃之斧旋转，对附近所有敌人造成火焰伤害。,
250930,,,
250932,,,血神污染了这名卫士，使其陷入狂乱。
250933,,施法者爆发出一团炽热新星，对附近所有敌人造成火焰伤害并使其燃烧，每$t2秒造成一次额外的火焰伤害，持续$d。,每$t2秒造成火焰伤害。
250934,,对一名敌人造成火焰伤害。,
250935,,,
250936,,,
250937,,用你的利爪扫击两次，对前方敌人造成物理伤害。,
250938,,用你的利爪扫击两次，对前方敌人造成物理伤害。,
250939,,,
250940,,,
250941,,猛扑向一名敌人，对冲击点附近的所有敌人造成物理伤害。,
250942,,使用唤天者宝石蒸发区域内的所有蛇人。只能在蛇人之塔附近使用。,
250943,,,
250944,,,
250945,,,
250946,,,
250947,,吐出恶心的液体，对当前目标造成自然伤害。,
250948,,,
250949,,,
250950,,施法者死亡时爆炸，造成自然伤害。,
250951,,用你的利爪疯狂猛击，每0.5秒对附近的敌人造成物理伤害。,
250952,,,
250953,,用你的利爪疯狂猛击，每0.5秒对附近的敌人造成物理伤害。,
250954,,,
250955,,,
250956,,只要使用者站立不动，就不会被探测到。持续$d。,站立不动可以使你潜行。
250958,,,
250959,,,
250960,,,伪装。
250961,,,
250962,,跳向一名敌人，对冲击点附近的所有敌人造成物理伤害，并将他们击退。,
250963,,在攻击中注入邪能，对施法者前方锥形范围每$t1秒造成一次火焰伤害，持续$d。,每$t1秒造成一次火焰伤害。
250964,,$@spelldesc250963,$@spellaura250963
250965,,,
250966,,召唤两个虚空追猎者，从两个方向攻击你的目标，对其路径上的所有敌人造成最高${$250908s1*2}点物理伤害。,
250967,,,
250968,,,
250969,,,
250970,,,
250971,,,
250972,,,
250973,,,
250974,,,
250975,,,
250976,,,
250977,,,
250978,,,
250979,,,
250980,,,
250981,,,
250982,,,
250983,,,
250984,,,
250986,,,
250987,,,
250988,,,
250989,,,
250990,,,
250991,,,
250992,,,
250993,,,
250994,,,
250995,,使用唤天者宝石蒸发区域内的所有蛇人。只能在蛇人之塔附近使用。,
250996,,,
250997,,,
250998,,,
250999,,受到的伤害降低$s1%。,受到的伤害降低$s1%。
251001,,,
251002,,,
251003,,,
251004,,,
251005,,,
251006,,,
251008,,,
251010,,,
251011,,,
251012,,,
251013,,,
251014,,,
251015,,,
251016,,,
251017,,,
251018,,吐出一颗燃烧胆汁之球，造成火焰伤害。,
251019,,,
251020,,,
251021,,发出震耳尖啸，造成物理伤害，并使施法者面前锥形范围内的所有敌人沉默。,沉默。
251022,,横扫施法者前方锥形区域，造成两次火焰伤害。,
251023,,横扫施法者前方锥形区域，造成两次火焰伤害。,
251024,,,
251025,,,
251026,,用灼热的下颚撕咬目标，造成火焰伤害，并每$t2秒造成额外的火焰伤害，持续$d,每$t2秒造成火焰伤害。
251027,,,
251028,,用黑暗能量冲击目标，造成暗影伤害。,
251029,,,
251031,,用黑暗能量灌注目标，每$t1秒造成一次暗影伤害，持续$d。当这个效果结束时会触发$@spellname251033，造成额外的暗影伤害。,"每$t1秒造成一次暗影伤害。
效果消失时对$251033A1码内的所有盟友造成暗影伤害。"
251032,,,
251033,,施法者累积的暗影能量爆炸，对自身及其周围$A1码范围内的所有盟友造成暗影伤害。,
251034,,$@spelldesc250966,
251035,,,
251036,,,
251037,,,
251038,,,
251040,,旋转攻击，对附近所有敌人造成物理伤害，并使其移动速度降低$s2%，持续$d。,移动速度降低$s2%。
251041,,将使用者传送到阿古斯上方的维迪卡尔。,
251042,,向目标冲锋，在撞击时造成物理伤害。,
251043,,$@spelldesc251042,
251044,,对一名敌人造成火焰伤害。,
251045,,处于静滞状态。,处于静滞状态。
251046,,处于静滞状态。,处于静滞状态。
251047,,在目标脚下放置爆炸符文，几秒钟后爆炸，对附近所有敌人造成火焰伤害。,
251048,,$@spelldesc251047,
251049,,,
251052,,,
251053,,,
251054,,,
251055,,,
251056,,,
251058,,用感染之爪斜掠目标，造成物理伤害，并在之后的$d中每$t2秒造成一次额外的物理伤害。,每$t2秒造成一次物理伤害。
251059,,,
251060,,,
251062,,,
251063,,,
251064,,,
251065,,,
251066,,,
251069,,,
251070,,,
251071,,,
251072,,,
251073,,将敌人变成塔布羊，使其在周围到处闲逛，最多持续$d。在这个过程中，塔布羊无法攻击或施法。任何伤害都会让目标恢复正常状态。每个法师在同一时间内只能将一个目标变形。,不能攻击或施法。
251074,,,
251075,,,艾娜拉释放她的全部力量，用神圣之力冲刷所有人，对敌人造成伤害，并为她的盟友恢复@251103s1点生命值。
251076,,$@spelldesc251077,$@spellaura251077
251077,,制造一片神圣能量区域，每$t1秒恢复$s1%的最大生命值。,恢复最大生命值的$s1%。
251078,,$@spelldesc251137,
251079,,向敌人发射一串神圣飞弹，每$t1秒造成一次神圣伤害，持续$d。,每$t1秒造成一次神圣伤害。
251080,,$@spelldesc251079,$@spellaura251079
251083,,,
251084,,$@spelldesc251137,
251085,,$@spelldesc251137,
251086,,,
251087,,,
251088,,,
251089,,$@spelldesc251137,
251091,,下令向施法者所在位置进行轰炸，每次击中时造成火焰伤害。,
251092,,,
251093,,$@spelldesc251091,
251094,,大范围挥动手中的武器，对施法者面前锥形范围内的所有敌人造成物理伤害，并将他们击退。,
251095,,,
251096,,向施法者前方发动冲撞，对附近所有敌人造成火焰伤害，并留下一个$@spellname250926之池。,
251097,,,
251098,,,
251099,,,
251100,,撕裂施法者面前一条直线上的地面，造成火焰伤害，并每$t2秒造成一次额外的火焰伤害，持续$d。,造成火焰伤害。
251101,,,
251103,,为附近的盟友恢复$s1点生命值。,
251104,,制造一件适用于你职业的T21灵魂绑定物品。,
251105,,制造一件适用于你职业的T21灵魂绑定物品。,
251106,,,
251107,,制造一件适用于你职业的T21灵魂绑定物品。,
251108,,制造一件适用于你职业的T21灵魂绑定物品。,
251109,,制造一件适用于你职业的T21灵魂绑定物品。,
251110,,制造一件适用于你职业的T21灵魂绑定物品。,
251111,,对附近的敌人造成$s1点神圣伤害。,
251112,,放置炸弹。,
251113,,,
251114,,,
251115,,,
251116,,,
251117,,,
251118,,,
251121,,,
251122,,用抚慰之雾包围目标，治疗$s1%的生命值，持续$D。,在$D内治疗$s1%。
251123,,冲击力使充能孢子嵌入你的皮肤，提高你的治疗和伤害技能的效果。,"造成的伤害提高$s1%。
治疗效果提高$s2%。"
251125,,为施法者的武器灌注奥术能量，四处旋转造成奥术伤害，并每$t2秒造成一次额外的奥术伤害，持续$d。,造成奥术伤害。
251126,,向敌人射出魔法飞弹，每$t1秒造成一次奥术伤害，持续$d。,
251127,,目标区域骤然落下寒冰碎片，在$d内造成冰霜伤害，并使敌人的移动速度降低$s2%。,减速。
251128,,召唤一颗纯净的冰球飘离施法者，对其接触到的所有玩家造成冰霜伤害。,
251129,,,
251130,,$@spelldesc251128,
251131,,,
251133,,向目标投掷强化后的盾牌，对目标及其周围的所有敌人造成神圣伤害。,
251134,,$@spelldesc242754,
251135,,向一个敌人发射魔法飞弹，造成奥术伤害。,
251136,,,
251137,,"这些孢子可以释放出巨大的效果。俯冲距离越远，你造成的冲击力就越强，可以使更多蘑菇受到影响。每个受到你的冲击影响的蘑菇都会为你叠加一层$@spellname251123。

$@spelltooltip251123",使玩家获得俯冲回下方地面的能力。
251138,,,
251139,,,
251140,,,
251141,,造成物理伤害。,
251142,,向目标射出一支黑箭，使你对其造成的所有伤害提高$s2%，并在$d内造成暗影伤害。,受到的所有伤害提高$s2%，每$t1秒造成一次暗影伤害。
251143,,让使用者变为一朵云，使其能够从高空缓慢下落，可以漂浮在水体表面。持续$d。,你将缓慢下落，并且可以在水上行走。
251144,,,
251145,,,
251146,,,
251147,,$@spelldesc251137,
251148,,,
251149,,,
251150,,为施法者的武器灌注神圣能量，并释放毁灭之波，立即造成神圣伤害，之后每$t2秒造成一次额外的神圣伤害，持续$d。,每$t2秒造成一次神圣伤害。
251151,,每秒造成一次神圣伤害。,每秒造成一次神圣伤害。
251152,,将圣洁的能量灌入施法者脚下的土地，在$d内对进入该区域的所有敌人造成神圣伤害。,每$t1秒造成一次神圣伤害。
251153,,这根坚硬的茎秆暴露在来自充能藤蔓的孢子下时会发生剧烈反应。,如果接触到带电藤蔓的孢子，僵化的茎秆就会产生剧烈反应。
251154,,,
251155,,$@spelldesc251156,$@spellaura251156
251156,,释放一道邪能能量波，每$t1秒对能量波击中的敌人一次造成火焰伤害。,造成火焰伤害。
251157,,,
251158,,,
251159,,用灼热之斧攻击目标，造成火焰伤害，并每$t2秒造成一次额外的火焰伤害，持续$d。此效果可叠加。,造成$s2点火焰伤害。
251160,,用灌注邪能的剑攻击目标两次，造成火焰伤害,
251161,,抛出多把灌注邪能的飞刀，对附近所有敌人造成火焰伤害。,
251162,,将施法者传送到破碎群岛的达拉然。,
251163,,向施法者脚下投掷一瓶腐蚀性毒物，每$t1秒对所有敌人造成一次自然伤害。,造成自然伤害。
251164,,$@spelldesc251163,$@spellaura251163
251165,,这根坚硬的茎秆可以用你头顶的巨型蘑菇上的充能藤蔓的孢子碾碎。,这根坚硬的茎秆可以用你头顶的巨型蘑菇上的充能藤蔓的孢子碾碎。
251166,,当头猛击敌人，造成物理伤害，并将他们击退。,
251167,,$@spelldesc248136,
251168,,,
251169,,,
251170,,从施法者的武器上释放邪能闪电，随机对附近位置造成自然伤害，持续$d。,对附近随机位置造成自然伤害。
251171,,,
251172,,$@spelldesc251170,$@spellaura251170
251173,,,
251174,,放置炸弹。,
251175,,放置炸弹。,
251176,,切割目标，造成$s1点物理伤害。,
251177,,,
251178,,,
251179,,,
251180,,,
251181,,,
251182,,,
251183,,,
251184,,,
251185,,,
251186,,,
251187,,跃向一个目标，对周围$A1码内的所有敌人造成$s1点物理伤害。,每$t1秒受到$s1点物理伤害。
251188,,$@spelldesc251187,
251189,,,
251190,,,
251191,,右键点击以召唤或解散你的幽灵鲨。,
251192,,,
251193,,,
251194,,,
251195,,,
251196,,,
251197,,,
251198,,,
251199,,,
251200,,,
251201,,,
251202,,,
251203,,用一束聚焦邪火灼烧目标，每$t1秒造成一次火焰伤害，持续$d。,造成火焰伤害。
251204,,,
251205,,,
251206,,召唤一个谄媚的小鬼协助施法者。,
251207,,,
251208,,,
251209,5,,
251210,,,
251211,,召唤一个拖网图腾，使附近所有玩家获得$251216s1点钓鱼技能，持续$d。,
251212,,,
251213,,,
251214,,,
251215,,,
251216,,钓鱼技能+$s1。,钓鱼技能提高$s1点。
251217,,$@spelldesc251137,昏迷。
251218,,同时用两把武器攻击目标，立即造成物理伤害，之后每$t2秒造成一次额外的物理伤害，持续$d。,造成物理伤害。
251219,,施法者跃向一名敌人，对冲击点周围$A1码内所有敌人造成$s1点物理伤害。,
251221,,[WRITE TEXT HERE],[WRITE TEXT HERE]
251222,,,
251223,,发射榴霰弹，对施法者前方所有敌人造成物理伤害。,
251224,,发射榴霰弹，对施法者前方所有敌人造成物理伤害。,
251225,,在附近敌人的位置召唤多枚不稳定的邪能水晶，并在几秒后爆炸，对附近所有敌人造成火焰伤害。,
251226,,,
251227,,,
251229,,,
251230,,,
251231,,为你的身体灌注强韧的能量，使你的护甲值提高$s1点，持续$d。,护甲值提高$w1点。
251232,,"在$d内恢复${$m1/5*$d}点生命值和${$m2/5*$d}点法力值。进食时必须保持坐姿。

如果你花费至少10秒进食则会获得进食充分效果，并获得一条鱼的所有力量，持续[DURATION]。",每秒恢复${$m1/5}点生命值和${$m2/5}点法力值。
251233,,,
251234,,,
251235,,施法者爆炸，对周围$A1码范围内的所有敌人造成火焰伤害。,
251236,,,
251237,,,
251238,,射击敌人，对其造成物理伤害。,
251239,,,
251240,,,
251241,,,
251242,,,
251243,,,
251244,,,
251245,,用可怕的咆哮激励附近的恶魔，使其造成的伤害提高$s1%，持续$d。,造成的伤害提高$s1%。
251246,,从高处向下冲撞，对冲击点附近的所有敌人造成物理伤害。,
251247,,"变形成一条鱼。你可以在水下呼吸，并以极快的速度游泳。

在陆地上时你只能四处跳动，并且逐渐损失生命值。","变形成一条鱼。

游泳速度提高$s2%。
离开水时，每$251234t1秒受到$251234s1点伤害。"
251248,,,
251249,,,
251250,,,
251251,,,
251252,,,
251253,,,
