Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,ChrCustomizationVisReqID,OrderIndex,UiOrderIndex,Flags,AddedInPatch,SoundKitID,SwatchColor[0],SwatchColor[1]
,7695,686,10,0,19,1000,0,90001,0,0,0
,7696,687,10,0,19,101,0,90001,0,0,0
短尾,7703,689,141,0,0,0,0,90001,0,0,0
装饰短尾,7704,689,141,0,1,1,0,90001,0,0,0
中尾,7705,689,141,0,2,2,0,90001,0,0,0
装饰中尾,7706,689,141,0,3,3,0,90001,0,0,0
长尾,7707,689,141,0,4,4,0,90001,0,0,0
装饰长尾,7708,689,141,0,5,5,0,90001,0,0,0
短尾,7711,691,141,0,0,0,0,90001,0,0,0
长尾,7712,691,141,0,1,1,0,90001,0,0,0
无,7747,695,141,0,0,0,0,90001,0,0,0
开须,7748,695,141,0,5,5,0,90001,0,0,0
双须,7749,695,141,0,2,2,0,90001,0,0,0
扇须,7750,695,141,0,4,4,0,90001,0,0,0
单须,7751,695,141,0,1,1,0,90001,0,0,0
两对,7752,695,141,0,7,7,0,90001,0,0,0
整齐,7753,695,141,0,6,6,0,90001,0,0,0
孪须,7754,695,141,0,3,3,0,90001,0,0,0
细,7764,697,141,0,0,0,0,90001,0,0,0
粗,7765,697,141,0,1,1,0,90001,0,0,0
无,7767,132,141,0,0,0,0,90001,0,0,0
山羊胡,7768,132,141,0,9,9,0,90001,0,0,0
鸭尾胡,7769,132,141,0,10,10,0,90001,0,0,0
细辫,7770,130,141,0,14,14,0,90001,0,0,0
顶束,7771,130,141,0,15,15,0,90001,0,0,0
顶髻,7772,130,141,0,16,16,0,90001,0,0,0
马尾,7773,130,141,0,17,17,0,90001,0,0,0
狂野,7774,130,141,0,18,18,0,90001,0,0,0
扇鞭,7775,130,141,0,19,19,0,90001,0,0,0
侧梳,7776,130,141,0,20,20,0,90001,0,0,0
厚结,7777,130,141,0,21,21,0,90001,0,0,0
短发,7778,130,141,0,22,22,0,90001,0,0,0
马尾,7779,135,141,0,18,18,0,90001,0,0,0
侧边扭纹辫,7780,135,141,0,19,19,0,90001,0,0,0
长辫,7781,135,141,0,20,20,0,90001,0,0,0
后系发,7782,135,141,0,21,21,0,90001,0,0,0
环形发髻,7783,135,141,0,22,22,0,90001,0,0,0
高发髻,7784,135,141,0,23,23,0,90001,0,0,0
拱顶,7785,137,141,0,8,8,0,90001,0,0,0
前角,7786,137,141,0,9,9,0,90001,0,0,0
山羊角,7787,137,141,0,10,10,0,90001,0,0,0
冲天角,7788,137,141,0,11,11,0,90001,0,0,0
无,7791,699,141,0,0,0,0,90001,0,0,0
头环,7792,699,159,0,1,1,0,90001,0,0,0
无,7796,701,141,0,0,0,0,90001,0,0,0
辫链,7797,701,160,0,1,1,0,90001,0,0,0
珠光之结,7798,701,161,0,2,2,0,90001,0,0,0
无,7801,703,141,0,0,0,0,90001,0,0,0
头环,7802,703,163,0,1,1,0,90001,0,0,0
无,7806,705,141,0,0,0,0,90001,0,0,0
矛尖,7807,705,164,0,1,1,0,90001,0,0,0
刺尖,7808,705,165,0,2,2,0,90001,0,0,0
,7812,136,141,0,11,8,0,90001,0,-12289132,0
,7813,136,141,0,12,2,0,90001,0,-7703199,0
,7814,136,141,0,13,22,0,90001,0,-5413504,0
,7818,131,141,0,12,8,0,90001,0,-12289132,0
,7819,131,141,0,13,2,0,90001,0,9074017,0
,7820,131,141,0,14,22,0,90001,0,-5413504,0
,7824,133,141,0,19,25,0,90001,0,-26215,0
,7825,133,141,0,20,4,0,90001,0,-13380609,0
,7826,133,141,0,21,24,0,90001,0,-8627047,0
,7836,128,141,0,21,28,0,90001,0,-19790,0
,7837,128,141,0,22,3,0,90001,0,-13380609,0
,7838,128,141,0,23,26,0,90001,0,-8627047,0
海象人,7839,706,141,0,3,3,0,90001,0,0,0
无,7840,706,141,0,0,0,0,90001,0,0,0
无,7845,708,141,0,0,0,0,90001,0,0,0
新月耳环,7846,708,141,0,1,1,0,90001,0,0,0
耳环,7847,708,141,0,2,2,0,90001,0,0,0
利刃,7848,708,141,0,3,3,0,90001,0,0,0
无,7853,710,141,0,0,0,0,90001,0,0,0
颈链,7854,710,141,0,1,1,0,90001,0,0,0
项圈,7855,710,141,0,2,2,0,90001,0,0,0
藤蔓,7856,710,141,0,3,3,0,90001,0,0,0
无,7861,712,141,0,0,0,0,90001,0,0,0
环,7862,712,141,0,1,1,0,90001,0,0,0
鼻环,7863,712,141,0,2,2,0,90001,0,0,0
鼻钉,7864,712,141,0,3,3,0,90001,0,0,0
无,7868,714,141,0,0,0,0,90001,0,0,0
头环,7869,714,141,0,1,1,0,90001,0,0,0
藤蔓,7870,714,141,0,2,2,0,90001,0,0,0
无,7963,724,141,0,0,0,0,90001,0,0,0
交织,7964,724,141,0,1,1,0,90001,0,0,0
鲍勃头,7983,51,141,0,16,16,0,90001,0,0,0
顶髻,7984,51,141,0,17,17,0,90001,0,0,0
“黑影”,7985,51,141,0,18,18,0,90001,0,0,0
蓬乱,7986,51,141,0,19,19,0,90001,0,0,0
,7992,726,141,0,0,3,0,90001,0,7183880,0
,7993,726,141,0,1,1,0,90001,0,11549712,0
,7994,726,141,0,2,5,0,90001,0,8463260,0
,7995,726,141,0,3,4,0,90001,0,2133904,0
,7996,726,141,0,4,2,0,90001,0,11569692,0
削边头,7997,42,141,0,13,13,0,90001,0,0,0
发髻,7998,42,141,0,14,14,0,90001,0,0,0
翻飞,7999,42,141,0,15,15,0,90001,0,0,0
秃马尾,8000,42,141,0,16,16,0,90001,0,0,0
无,8018,728,141,0,0,0,0,90001,0,0,0
藤蔓,8019,728,141,0,1,1,0,90001,0,0,0
,8040,730,141,0,0,3,0,90001,0,7183880,0
,8041,730,141,0,1,1,0,90001,0,11549712,0
,8042,730,141,0,2,5,0,90001,0,8463260,0
,8043,730,141,0,3,4,0,90001,0,2133904,0
,8044,730,141,0,4,2,0,90001,0,11569692,0
细,8052,732,141,0,0,0,0,90001,0,0,0
短,8053,732,141,0,3,3,0,90001,0,0,0
野性,8054,732,141,0,2,2,0,90001,0,0,0
粗糙,8055,732,141,0,4,4,0,90001,0,0,0
粗,8056,732,141,0,1,1,0,90001,0,0,0
细,8062,734,141,0,0,0,0,90001,0,0,0
短,8063,734,141,0,3,3,0,90001,0,0,0
野性,8064,734,141,0,2,2,0,90001,0,0,0
粗糙,8065,734,141,0,4,4,0,90001,0,0,0
粗,8066,734,141,0,1,1,0,90001,0,0,0
长眉,8071,736,141,0,0,0,0,90001,0,0,0
短眉,8072,736,141,0,1,1,0,90001,0,0,0
高眉,8073,736,141,0,2,2,0,90001,0,0,0
狂野,8074,736,141,0,3,3,0,90001,0,0,0
长眉,8083,738,141,0,1,1,0,90001,0,0,0
平眉,8084,738,141,0,2,2,0,90001,0,0,0
短眉,8085,738,141,0,3,3,0,90001,0,0,0
枭眉,8086,738,141,0,4,4,0,90001,0,0,0
厚眉,8087,738,141,0,5,5,0,90001,0,0,0
狂野,8088,738,141,0,6,6,0,90001,0,0,0
茏葱,8089,738,141,0,7,7,0,90001,0,0,0
杂草,8090,738,141,0,8,8,0,90001,0,0,0
剃光,8091,738,141,0,0,0,0,90001,0,0,0
无,8093,739,141,0,0,0,0,90001,0,0,0
短须,8094,739,141,0,2,2,0,90001,0,0,0
中等长度,8095,739,141,0,3,3,0,90001,0,0,0
长须,8096,739,141,0,4,4,0,90001,0,0,0
无,8099,740,141,0,0,0,0,90001,0,0,0
全,8100,740,141,0,2,2,0,90001,0,0,0
粗,8101,740,141,0,3,3,0,90001,0,0,0
梳理,8102,740,141,0,4,4,0,90001,0,0,0
中须,8105,44,141,0,2,2,0,90001,0,0,0
短须,8106,44,141,0,1,1,0,90001,0,0,0
细,8107,740,141,0,1,1,0,90001,0,0,0
梳理,8108,739,141,0,1,1,0,90001,0,0,0
泰达希尔,8114,742,141,0,1,2,0,90001,0,0,0
抓挠,8115,742,141,0,2,3,0,90001,0,0,0
爪击,8116,742,141,0,3,5,0,90001,0,0,0
横扫,8117,742,141,0,4,1,0,90001,0,0,0
割裂,8118,742,141,0,5,4,0,90001,0,0,0
泰达希尔,8124,744,141,0,1,2,0,90001,0,0,0
割裂,8125,744,141,0,2,4,0,90001,0,0,0
爪击,8126,744,141,0,3,5,0,90001,0,0,0
抓挠,8127,744,141,0,4,3,0,90001,0,0,0
横扫,8128,744,141,0,5,1,0,90001,0,0,0
无,8129,742,141,0,0,0,0,90001,0,0,0
无,8130,744,141,0,0,0,0,90001,0,0,0
,8135,43,141,0,16,1,0,90001,0,-6070746,0
,8136,43,141,0,17,25,0,90001,0,3288622,0
,8137,43,141,0,18,22,0,90001,0,-7598219,0
月亮,8149,376,141,0,8,8,0,90001,0,0,0
远古,8150,376,141,0,9,9,0,90001,0,0,0
狂野,8151,376,141,0,10,10,0,90001,0,0,0
猫头鹰,8152,376,141,0,11,11,0,90001,0,0,0
,8161,52,141,0,15,1,0,90001,0,-6070746,0
,8162,52,141,0,16,25,0,90001,0,3288622,0
,8163,52,141,0,17,22,0,90001,0,-7598219,0
无,8166,46,169,0,0,0,0,90001,0,0,0
无,8172,55,4117,0,0,0,0,90001,0,0,0
,8173,745,173,0,1,2,0,90001,0,-8411605,0
,8174,745,173,0,2,3,0,90001,0,-11495872,0
,8175,745,173,0,3,4,0,90001,0,-13007277,0
,8176,745,173,0,4,5,0,90001,0,-14790592,0
,8177,745,173,0,5,6,0,90001,0,-10402160,0
,8178,745,173,0,6,7,0,90001,0,-6542727,0
,8179,745,173,0,7,1,0,90001,0,-7267043,0
,8180,745,337,0,8,8,0,90001,0,-9089701,0
,8181,745,175,0,9,9,0,90001,0,-11241398,0
无,8290,745,174,0,0,0,0,90001,0,0,0
,8294,49,141,0,24,9,0,90001,0,7627894,0
,8295,49,141,0,25,8,0,90001,0,10060425,0
,8296,49,141,0,26,10,0,90001,0,4477786,0
,8303,40,141,0,24,12,0,90001,0,12754584,0
,8304,40,141,0,25,4,0,90001,0,7428969,0
,8305,40,141,0,26,6,0,90001,0,7036016,0
,8317,747,146,0,0,3,0,90001,0,-3057102,0
,8318,747,146,0,1,4,0,90001,0,-3173328,0
,8319,747,146,0,2,10,0,90001,0,-1026900,0
,8320,747,146,0,3,2,0,90001,0,-3909553,0
,8321,747,146,0,4,8,0,90001,0,-12934211,0
,8322,747,146,0,5,7,0,90001,0,-12344994,0
,8323,747,146,0,6,6,0,90001,0,-12274405,0
,8324,747,146,0,7,9,0,90001,0,-10384385,0
,8325,747,146,0,8,1,0,90001,0,-9746113,0
,8326,747,146,0,9,5,0,90001,0,-7412924,0
,8327,747,142,0,10,70,0,90001,0,0,0
,8350,750,146,0,0,3,0,90001,0,-3057102,0
,8351,750,146,0,1,4,0,90001,0,-3173328,0
,8352,750,146,0,2,10,0,90001,0,-1026900,0
,8353,750,146,0,3,2,0,90001,0,-3909553,0
,8354,750,146,0,4,8,0,90001,0,-12934211,0
,8355,750,146,0,5,7,0,90001,0,-12344994,0
,8356,750,146,0,6,6,0,90001,0,-12274405,0
,8357,750,146,0,7,9,0,90001,0,-10384385,0
,8358,750,146,0,8,1,0,90001,0,-9746113,0
,8359,750,146,0,9,5,0,90001,0,-7412924,0
,8360,750,142,0,10,70,0,90001,0,0,0
,8361,747,10,0,11,1000,0,90001,0,0,0
,8362,750,10,0,11,1000,0,90001,0,0,0
短尾,8363,751,141,0,0,0,0,90001,0,0,0
长尾,8364,751,141,0,1,1,0,90001,0,0,0
烈焰,8365,230,141,0,19,19,0,90001,0,0,0
头带,8366,230,141,0,20,20,0,90001,0,0,0
偏分,8367,230,141,0,21,21,0,90001,0,0,0
头巾,8368,385,141,0,20,20,0,90001,0,0,0
狐尾,8369,385,141,0,21,21,0,90001,0,0,0
半藏,8370,385,141,0,22,22,0,90001,0,0,0
,8374,383,141,0,15,51,0,90001,0,-3367080,0
,8375,383,141,0,16,52,0,90001,0,-11375991,0
,8376,383,141,0,17,53,0,90001,0,-5008205,0
,8380,387,141,0,15,51,0,90001,0,-3367080,0
,8381,387,141,0,16,52,0,90001,0,-11375991,0
,8382,387,141,0,17,53,0,90001,0,-5008205,0
,8386,231,141,0,13,8,0,90001,0,-1704192,0
,8387,231,141,0,14,12,0,90001,0,-9072129,0
,8388,231,141,0,15,10,0,90001,0,-16726110,0
无,8389,752,141,0,0,0,0,90001,0,0,0
鱼须,8390,752,141,0,1,1,0,90001,0,0,0
长须,8391,752,141,0,2,2,0,90001,0,0,0
鬃须,8392,752,141,0,3,3,0,90001,0,0,0
缕须,8393,752,141,0,4,4,0,90001,0,0,0
无,8394,753,141,0,0,0,0,90001,0,0,0
中等,8395,753,141,0,1,1,0,90001,0,0,0
厚眉,8396,753,141,0,2,2,0,90001,0,0,0
细眉,8397,753,141,0,3,3,0,90001,0,0,0
边胡,8398,386,141,0,3,3,0,90001,0,0,0
细须,8399,752,141,0,5,5,0,90001,0,0,0
茏葱,8400,753,141,0,4,4,0,90001,0,0,0
,8435,756,146,0,0,0,0,90001,0,8857120,0
,8436,756,146,0,1,1,0,90001,0,15607591,0
,8437,756,146,0,2,2,0,90001,0,-39424,0
,8438,756,146,0,3,3,0,90001,0,14671928,0
,8439,756,146,0,4,5,0,90001,0,4382167,0
,8440,756,146,0,5,4,0,90001,0,-15684318,0
,8441,756,146,0,6,6,0,90001,0,3906555,0
,8442,756,146,0,7,7,0,90001,0,1065122,0
,8443,756,146,0,8,9,0,90001,0,12787307,0
,8444,756,146,0,9,8,0,90001,0,10957525,0
,8450,756,12,0,15,100,0,90001,0,16773502,0
,8451,756,142,0,16,101,0,90001,0,0,0
,8452,757,146,0,0,0,0,90001,0,8857120,0
,8453,757,146,0,1,1,0,90001,0,15607591,0
,8454,757,146,0,2,2,0,90001,0,16737792,0
,8455,757,146,0,3,3,0,90001,0,14671928,0
,8456,757,146,0,4,5,0,90001,0,4382167,0
,8457,757,146,0,5,4,0,90001,0,1092898,0
,8458,757,146,0,6,6,0,90001,0,3906555,0
,8459,757,146,0,7,7,0,90001,0,1065122,0
,8460,757,146,0,8,9,0,90001,0,12787307,0
,8461,757,146,0,9,8,0,90001,0,10957525,0
,8467,757,12,0,15,100,0,90001,0,16773502,0
,8468,757,142,0,16,101,0,90001,0,0,0
,8469,756,10,0,17,102,0,90001,0,0,0
,8470,757,10,0,17,102,0,90001,0,0,0
无,8474,759,141,0,0,0,0,90001,0,0,0
环,8475,759,141,0,1,1,0,90001,0,0,0
骨头,8476,759,141,0,2,2,0,90001,0,0,0
无,8480,761,141,0,0,0,0,90001,0,0,0
环,8481,761,141,0,1,1,0,90001,0,0,0
骨头,8482,761,141,0,2,2,0,90001,0,0,0
无,8495,764,141,0,0,0,0,90001,0,0,0
耳钉,8496,764,141,0,1,1,0,90001,0,0,0
混搭耳环,8497,764,141,0,2,2,0,90001,0,0,0
耳环,8498,764,141,0,3,3,0,90001,0,0,0
象牙,8499,764,141,0,4,4,0,90001,0,0,0
骨头,8500,764,141,0,5,5,0,90001,0,0,0
无,8509,766,141,0,0,0,0,90001,0,0,0
双重耳环,8510,766,141,0,1,1,0,90001,0,0,0
象牙,8511,766,141,0,2,2,0,90001,0,0,0
骨头,8512,766,141,0,3,3,0,90001,0,0,0
獠牙,8513,766,141,0,4,4,0,90001,0,0,0
混搭耳环,8514,766,141,0,5,5,0,90001,0,0,0
耳环,8515,766,141,0,6,6,0,90001,0,0,0
耳钉,8516,766,141,0,7,7,0,90001,0,0,0
招风,8517,92,141,0,13,13,0,90001,0,0,0
热带风情,8518,92,141,0,14,14,0,90001,0,0,0
鬃发,8519,92,141,0,15,15,0,90001,0,0,0
顺滑,8520,92,141,0,16,16,0,90001,0,0,0
丛林,8521,92,141,0,17,17,0,90001,0,0,0
长刘海,8522,97,141,0,13,13,0,90001,0,0,0
马尾,8523,97,141,0,14,14,0,90001,0,0,0
长发,8524,97,141,0,15,15,0,90001,0,0,0
削边头,8525,97,141,0,16,16,0,90001,0,0,0
,8529,98,141,0,14,7,0,90001,0,-6723790,0
,8530,98,141,0,15,5,0,90001,0,-9940936,0
,8531,98,141,0,16,22,0,90001,0,-8257438,0
,8535,93,141,0,14,7,0,90001,0,10053426,0
,8536,93,141,0,15,5,0,90001,0,6836280,0
,8537,93,141,0,16,22,0,90001,0,8519778,0
无,8538,767,141,0,0,0,0,90001,0,0,0
狂战士,8539,767,141,0,1,1,0,90001,0,0,0
獠牙,8540,767,141,0,2,2,0,90001,0,0,0
面罩,8541,767,141,0,3,3,0,90001,0,0,0
邪鬼,8542,767,141,0,4,4,0,90001,0,0,0
先知,8543,767,141,0,5,5,0,90001,0,0,0
战争,8544,767,141,0,6,6,0,90001,0,0,0
巫毒,8545,767,141,0,7,7,0,90001,0,0,0
头骨,8546,767,141,0,8,8,0,90001,0,0,0
仪式,8547,767,141,0,9,9,0,90001,0,0,0
无,8548,769,141,0,0,0,0,90001,0,0,0
巫毒,8549,769,141,0,1,1,0,90001,0,0,0
骸骨,8550,769,141,0,2,2,0,90001,0,0,0
仪式,8551,769,141,0,3,3,0,90001,0,0,0
无,8552,773,141,0,0,0,0,90001,0,0,0
巫毒,8553,773,141,0,1,1,0,90001,0,0,0
骸骨,8554,773,141,0,2,2,0,90001,0,0,0
仪式,8555,773,141,0,3,3,0,90001,0,0,0
无,8556,771,141,0,0,0,0,90001,0,0,0
巫毒,8557,771,141,0,1,1,0,90001,0,0,0
头骨,8558,771,141,0,2,2,0,90001,0,0,0
仪式,8559,771,141,0,3,3,0,90001,0,0,0
,8560,768,180,0,1,1,0,90001,0,11419668,0
,8561,768,180,0,2,2,0,90001,0,12417811,0
,8562,768,180,0,3,3,0,90001,0,14735362,0
,8563,768,180,0,4,4,0,90001,0,5365012,0
,8564,768,180,0,5,5,0,90001,0,1367411,0
,8565,768,180,0,6,6,0,90001,0,1343965,0
,8566,768,180,0,7,7,0,90001,0,8404663,0
,8567,768,180,0,8,8,0,90001,0,10688076,0
,8568,768,180,0,9,9,0,90001,0,-8355712,0
,8569,768,180,0,10,10,0,90001,0,3947837,0
,8570,768,332,0,11,70,0,90001,0,-10326642,0
,8571,768,332,0,12,71,0,90001,0,-8564643,0
,8572,768,332,0,13,72,0,90001,0,-9668480,0
,8573,768,10,0,14,100,0,90001,0,10562065,0
,8574,768,181,0,15,25,0,90001,0,14407383,0
,8575,768,181,0,16,20,0,90001,0,13254461,0
,8576,768,181,0,17,22,0,90001,0,2926677,0
,8577,768,181,0,18,23,0,90001,0,2391502,0
,8578,768,181,0,19,21,0,90001,0,12420658,0
,8579,768,181,0,20,24,0,90001,0,8140708,0
,8580,770,184,0,1,6,0,90001,0,14407383,0
,8581,770,184,0,2,1,0,90001,0,13254461,0
,8582,770,184,0,3,3,0,90001,0,2926677,0
,8583,770,184,0,4,4,0,90001,0,2391502,0
,8584,770,184,0,5,2,0,90001,0,12420658,0
,8585,770,184,0,6,5,0,90001,0,8140708,0
,8586,772,185,0,1,6,0,90001,0,14407383,0
,8587,772,185,0,2,1,0,90001,0,13254461,0
,8588,772,185,0,3,3,0,90001,0,2926677,0
,8589,772,185,0,4,4,0,90001,0,2391502,0
,8590,772,185,0,5,2,0,90001,0,12420658,0
,8591,772,185,0,6,5,0,90001,0,8140708,0
,8592,774,187,0,1,6,0,90001,0,14407383,0
,8593,774,187,0,2,1,0,90001,0,13254461,0
,8594,774,187,0,3,3,0,90001,0,2926677,0
,8595,774,187,0,4,4,0,90001,0,2391502,0
,8596,774,187,0,5,2,0,90001,0,12420658,0
,8597,774,187,0,6,5,0,90001,0,8140708,0
,8604,95,141,0,19,9,0,90001,0,-4217514,0
,8605,95,141,0,20,8,0,90001,0,-11053448,0
,8606,95,141,0,21,7,0,90001,0,-9087842,0
,8610,90,141,0,19,9,0,90001,0,-4217514,0
,8611,90,141,0,20,8,0,90001,0,-11053448,0
,8612,90,141,0,21,7,0,90001,0,-9087842,0
无,8613,768,182,0,0,0,0,90001,0,0,0
无,8614,770,183,0,0,0,0,90001,0,0,0
无,8615,772,186,0,0,0,0,90001,0,0,0
无,8616,774,188,0,0,0,0,90001,0,14407383,0
,8619,776,141,0,0,0,0,90001,0,-26091,0
,8620,776,141,0,1,1,0,90001,0,9605524,0
,8637,778,141,0,0,5,0,90001,0,-7864065,-3171485
,8638,778,141,0,1,2,0,90001,0,-7864065,-3901356
,8639,778,141,0,2,4,0,90001,0,-7864065,-3632293
,8640,778,141,0,3,7,0,90001,0,-7864065,-6721422
,8641,778,141,0,4,8,0,90001,0,-7864065,-3888308
,8642,778,141,0,5,6,0,90001,0,-7864065,-5209771
,8643,778,141,0,6,1,0,90001,0,-7864065,-26091
,8644,778,141,0,7,9,0,90001,0,-16744193,-3566747
,8645,778,141,0,8,10,0,90001,0,-16744193,-7171692
,8646,778,141,0,9,3,0,90001,0,-7864065,-3566747
,8647,778,141,0,10,11,0,90001,0,-2212179,-7171692
,8648,778,141,0,11,15,0,90001,0,-15681864,-3171485
,8649,778,10,0,12,100,0,90001,0,1513239,1513239
,8650,778,141,0,13,12,0,90001,0,-9510144,-5082320
,8651,778,141,0,14,13,0,90001,0,-9510144,-7247282
,8652,778,141,0,15,14,0,90001,0,-9510144,-6517119
,8701,782,334,0,0,5,0,90001,0,-3171485,0
,8702,782,334,0,1,2,0,90001,0,-3901356,0
,8703,782,334,0,2,4,0,90001,0,-3632293,0
,8704,782,334,0,3,7,0,90001,0,-6721422,0
,8705,782,334,0,4,8,0,90001,0,-3888308,0
,8706,782,334,0,5,6,0,90001,0,-5209771,0
,8707,782,334,0,6,1,0,90001,0,-26091,0
,8708,782,334,0,7,9,0,90001,0,-3566747,0
,8709,782,334,0,8,10,0,90001,0,-7171692,0
,8710,782,334,0,9,3,0,90001,0,-3566747,0
,8711,782,334,0,10,14,0,90001,0,-7171692,0
,8712,782,334,0,11,15,0,90001,0,-3171485,0
,8713,782,10,0,12,100,0,90001,0,197379,197379
,8714,782,334,0,13,11,0,90001,0,-5082320,0
,8715,782,334,0,14,12,0,90001,0,-7247282,0
,8716,782,334,0,15,13,0,90001,0,-6517119,0
,8717,549,10,0,14,1000,0,90001,0,0,0
,8718,548,10,0,15,1000,0,90001,0,0,0
六边形,8719,89,141,0,7,7,0,90001,0,0,0
水晶,8720,89,141,0,8,8,0,90001,0,0,0
碎片,8721,89,141,0,9,9,0,90001,0,0,0
钻石,8722,89,141,0,10,10,0,90001,0,0,0
圆片,8723,89,141,0,11,11,0,90001,0,0,0
宝石,8724,89,141,0,12,12,0,90001,0,0,0
齿轮,8725,89,141,0,13,13,0,90001,0,0,0
链轮,8726,89,141,0,14,14,0,90001,0,0,0
起床头,8727,87,141,0,17,17,0,90001,0,0,0
卷丝,8728,87,141,0,18,18,0,90001,0,0,0
卖萌,8729,87,141,0,19,19,0,90001,0,0,0
混乱,8730,82,141,0,15,15,0,90001,0,0,0
刺猬,8731,82,141,0,16,16,0,90001,0,0,0
偏分,8732,82,141,0,17,17,0,90001,0,0,0
,8739,83,141,0,13,11,0,90001,0,167277,0
,8740,83,141,0,14,6,0,90001,0,13410369,0
,8741,83,141,0,15,2,0,90001,0,10558228,0
,8742,83,141,0,16,22,0,90001,0,3879872,0
,8743,83,141,0,17,5,0,90001,0,16346112,0
,8744,83,141,0,18,23,0,90001,0,8324533,0
,8751,88,141,0,13,11,0,90001,0,167277,0
,8752,88,141,0,14,6,0,90001,0,-3366847,0
,8753,88,141,0,15,2,0,90001,0,-6218988,0
,8754,88,141,0,16,21,0,90001,0,-12897344,0
,8755,88,141,0,17,5,0,90001,0,-431104,0
,8756,88,141,0,18,22,0,90001,0,8324533,0
无,8757,783,141,0,0,0,0,90001,0,0,0
普通,8758,783,141,0,1,1,0,90001,0,0,0
打蜡,8759,783,141,0,2,2,0,90001,0,0,0
茏葱,8760,783,141,0,3,3,0,90001,0,0,0
把手,8761,783,141,0,4,4,0,90001,0,0,0
时尚,8762,783,141,0,5,5,0,90001,0,0,0
分叉八字胡,8763,783,141,0,6,6,0,90001,0,0,0
浓密,8764,783,141,0,7,7,0,90001,0,0,0
无,8765,784,141,0,0,0,0,90001,0,0,0
直,8766,784,141,0,1,1,0,90001,0,0,0
低,8767,784,141,0,2,2,0,90001,0,0,0
竖起,8768,784,141,0,3,3,0,90001,0,0,0
宽,8769,784,141,0,4,4,0,90001,0,0,0
小,8770,784,141,0,5,5,0,90001,0,0,0
高,8771,784,141,0,6,6,0,90001,0,0,0
陡,8772,784,141,0,7,7,0,90001,0,0,0
圃叶,8773,84,141,0,8,8,0,90001,0,0,0
海象人,8774,783,141,0,8,8,0,90001,0,0,0
臭美,8775,783,141,0,9,9,0,90001,0,0,0
电击,8776,783,141,0,10,10,0,90001,0,0,0
茏葱,8777,784,141,0,8,8,0,90001,0,0,0
,8781,85,141,0,11,11,0,90001,0,-6534623,0
,8782,85,141,0,12,12,0,90001,0,-11395304,0
,8783,85,141,0,13,13,0,90001,0,-13559530,0
,8787,80,141,0,11,11,0,90001,0,10242593,0
,8788,80,141,0,12,12,0,90001,0,5381912,0
,8789,80,141,0,13,13,0,90001,0,3217686,0
,8795,786,313,0,0,0,0,90001,0,-26091,0
,8796,786,313,0,1,1,0,90001,0,10002579,0
,8797,786,313,0,2,2,0,90001,0,12487229,0
,8798,786,313,0,3,3,0,90001,0,16416000,0
,8799,786,313,0,4,4,0,90001,0,9148647,0
,8899,794,146,0,0,8,0,90001,0,-9327810,0
,8900,794,146,0,1,3,0,90001,0,-2846464,0
,8901,794,146,0,2,4,0,90001,0,-1720576,0
,8902,794,146,0,3,12,0,90001,0,-13461871,0
,8903,794,146,0,4,7,0,90001,0,-8538833,0
,8904,794,146,0,5,10,0,90001,0,-7625825,0
,8905,794,146,0,6,5,0,90001,0,-6839977,0
,8906,794,146,0,7,9,0,90001,0,-12991946,0
,8907,794,146,0,8,11,0,90001,0,-14381183,0
,8908,794,146,0,9,6,0,90001,0,-5980374,0
,8909,794,146,0,10,2,0,90001,0,-4038383,0
,8910,794,146,0,11,1,0,90001,0,-6280448,0
,8911,794,12,0,12,100,0,90001,0,5663302,0
,8912,794,146,0,13,13,0,90001,0,-8630138,0
,8913,794,142,0,14,101,0,90001,0,0,0
,8914,795,146,0,0,8,0,90001,0,-9327810,0
,8915,795,146,0,1,3,0,90001,0,-2846464,0
,8916,795,146,0,2,4,0,90001,0,-1720576,0
,8917,795,146,0,3,12,0,90001,0,-13461871,0
,8918,795,146,0,4,7,0,90001,0,-8538833,0
,8919,795,146,0,5,10,0,90001,0,-7625825,0
,8920,795,146,0,6,5,0,90001,0,-6839977,0
,8921,795,146,0,7,9,0,90001,0,-12991946,0
,8922,795,146,0,8,11,0,90001,0,-14381183,0
,8923,795,146,0,9,6,0,90001,0,-5980374,0
,8924,795,146,0,10,2,0,90001,0,-4038383,0
,8925,795,146,0,11,1,0,90001,0,-6280448,0
,8926,795,12,0,12,100,0,90001,0,5663302,0
,8927,795,146,0,13,13,0,90001,0,-8630138,0
,8928,795,142,0,14,101,0,90001,0,0,0
,8929,794,10,0,15,102,0,90001,0,0,0
,8930,795,10,0,15,102,0,90001,0,0,0
,8938,360,141,0,0,0,0,90001,0,-21376,0
,8939,360,141,0,1,1,0,90001,0,-26781,0
,8940,360,141,0,2,2,0,90001,0,-552590,0
,8941,360,141,0,3,3,0,90001,0,-1864350,0
,8942,360,141,0,4,4,0,90001,0,-3376835,0
,8943,360,12,0,5,100,0,90001,0,0,0
,8944,360,12,0,6,101,0,90001,0,0,0
,8945,360,191,0,7,70,0,90001,0,-3822208,0
,8946,360,191,0,8,71,0,90001,0,-4672945,0
,8947,360,191,0,9,72,0,90001,0,-6325675,0
,8948,360,10,0,10,102,0,90001,0,0,0
,8949,360,141,0,11,11,0,90001,0,-6534623,0
