Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID
,消灭维克修娜 （普通尼奥罗萨，觉醒之城）,,14124,-1,-1,0,15409,0,0,1,188,136243,0,83361,0,0
,消灭维克修娜 （英雄尼奥罗萨，觉醒之城）,,14125,-1,-1,0,15409,0,0,1,189,136243,0,83363,0,0
,消灭维克修娜 （史诗尼奥罗萨，觉醒之城）,,14126,-1,-1,0,15409,0,0,1,190,136243,0,83365,0,0
,消灭虚无者莱登 （随机尼奥罗萨，觉醒之城）,,14127,-1,-1,0,15409,0,0,1,191,136243,0,83371,0,0
,消灭虚无者莱登 （普通尼奥罗萨，觉醒之城）,,14128,-1,-1,0,15409,0,0,1,192,136243,0,83373,0,0
,消灭虚无者莱登 （英雄尼奥罗萨，觉醒之城）,,14129,-1,-1,0,15409,0,0,1,193,136243,0,83375,0,0
,消灭虚无者莱登 （史诗尼奥罗萨，觉醒之城）,,14130,-1,-1,0,15409,0,0,1,194,136243,0,83377,0,0
,消灭恩佐斯的外壳（随机尼奥罗萨，觉醒之城）,,14131,-1,-1,0,15409,0,0,1,195,136243,0,83387,0,0
,消灭恩佐斯的外壳（普通尼奥罗萨，觉醒之城）,,14132,-1,-1,0,15409,0,0,1,196,136243,0,83389,0,0
,消灭恩佐斯的外壳（英雄尼奥罗萨，觉醒之城）,,14133,-1,-1,0,15409,0,0,1,197,136243,0,83391,0,0
,消灭恩佐斯的外壳（史诗尼奥罗萨，觉醒之城）,,14134,-1,-1,0,15409,0,0,1,198,136243,0,83393,0,0
,消灭腐蚀者恩佐斯（随机尼奥罗萨，觉醒之城）,,14135,-1,-1,0,15409,0,0,1,199,136243,0,83395,0,0
,消灭腐蚀者恩佐斯（普通尼奥罗萨，觉醒之城）,,14136,-1,-1,0,15409,0,0,1,200,136243,0,83397,0,0
,消灭腐蚀者恩佐斯（英雄尼奥罗萨，觉醒之城）,,14137,-1,-1,0,15409,0,0,1,201,136243,0,83399,0,0
,消灭腐蚀者恩佐斯（史诗尼奥罗萨，觉醒之城）,,14138,-1,-1,0,15409,0,0,1,202,136243,0,83401,0,0
在让每个玩家都被毁灭击中至少30次后击败尼奥罗萨，觉醒之城的维克修娜（普通或更高难度）。,毁天灭地,,14139,2217,-1,0,15286,0,10,0,89,1386551,0,83407,0,0
在一次游戏中，在激活所有5种无面者面具的情况下完成暴风城和奥格瑞玛的惊魂幻象中的所有目标（需要不处于任何队伍中）。,癫狂世界,头衔奖励：无面者,14140,-1,-1,0,81,0,0,0,153,3163628,0,83413,0,0
,Solo Nightmares - Stormwind (Hidden Character Achievement),,14141,-1,-1,0,81,0,0,1048580,154,136243,0,83409,0,0
,Solo Nightmares - Orgrimmar (Hidden Character Achievement),,14142,-1,-1,0,81,0,0,1048580,155,136243,0,83411,0,0
完成下列惊魂幻象成就。,幻嗅,奖励：臭佬战斗宠物,14143,-1,-1,0,15426,0,10,131072,1,1022950,0,83441,0,0
在限制时间内完成10级或更高的所有“争霸艾泽拉斯”第四赛季的史诗地下城。,“争霸艾泽拉斯”钥石征服者：第四赛季,头衔奖励：觉醒者,14144,-1,-1,0,15272,0,0,133120,69,618858,0,83468,0,0
在限制时间内完成15级或更高的所有“争霸艾泽拉斯”第四赛季的史诗地下城。,“争霸艾泽拉斯”钥石大师：第四赛季,坐骑奖励：觉醒的钻心之蛇,14145,-1,-1,14144,15272,0,0,133120,70,618859,174836,83481,0,0
完成以下尼奥罗萨，觉醒之城团队副本成就。,尼奥罗萨团队的荣耀,坐骑奖励：蠕动的寄生虫,14146,-1,-1,0,168,0,25,143360,50,3194609,174861,83515,0,0
在10秒内击败所有的聚合增生后，击败尼奥罗萨，觉醒之城的恩佐斯的外壳（普通或更高难度）。,净化疗法,,14147,-1,-1,0,15286,0,10,0,92,970833,0,83513,0,0
在所有人都接受了恩佐斯之赐后，击败尼奥罗萨，觉醒之城的腐蚀者恩佐斯（普通或更高难度）。,随大流,,14148,-1,-1,0,15286,0,10,0,93,1387356,0,84545,0,0
完成黑海岸之战（英雄难度）。,海岸之战（英雄）,,14149,-1,0,0,15308,0,10,0,26,2357388,0,83529,0,0
完成黑海岸之战（英雄难度）。,海岸之战（英雄）,,14150,-1,1,0,15308,0,10,0,28,2143644,0,83531,0,0
在所有种类的突袭中保护奥丹姆的居民。,奥丹姆危机,,14153,-1,-1,0,15284,0,5,0,76,409550,0,83535,0,0
在所有种类的突袭中保护锦绣谷。,守护锦绣谷,,14154,-1,-1,0,15284,0,5,0,79,618798,0,83539,0,0
在奥丹姆联军阵营中达到崇拜声望。,奥丹姆联军,,14155,-1,-1,0,15305,0,5,0,2,3196264,0,83543,0,0
在莱加尼阵营中达到崇拜声望。,莱加尼,,14156,-1,-1,0,15305,0,5,0,3,3196265,0,83545,0,0
完成黑暗帝国战役故事线。,腐蚀者的末日,,14157,-1,-1,0,15284,0,10,0,78,3004126,0,83547,0,0
在黑暗帝国突袭期间，在奥丹姆或锦绣谷摧毁1000个腐蚀肿瘤。,已经切掉了！,,14158,-1,-1,0,15298,0,10,0,5,1392546,0,83549,0,0
在黑暗帝国突袭期间，在奥丹姆或锦绣谷消灭所有种类的腐化生物各一只。,直面腐化,,14159,-1,-1,0,15298,0,10,0,4,1386550,0,83551,0,0
在突袭期间，在奥丹姆或锦绣谷消灭250个稀有生物。,稀有图鉴,,14160,-1,-1,0,15298,0,10,65664,3,651597,0,83571,0,0
在黑暗帝国突袭期间，在奥丹姆或锦绣谷完成所有独特的吞噬之喉的目标。,吞噬万物,,14161,-1,-1,0,15284,0,5,0,77,236305,0,83584,0,0
获得5种无面者面具。,惊魂舞会,,14162,-1,-1,0,15426,0,10,0,16,1354189,0,83596,0,0
完成下列炽蓝仙野故事线。,觉醒吧，炽蓝仙野,,14164,-1,-1,0,15422,0,10,0,23,3108022,0,83602,0,0
在激活任意一个无面者面具的情况下完成任意惊魂幻象的所有目标。,假面独唱,,14165,-1,-1,0,15426,0,5,0,17,446125,0,83613,0,0
在激活任意两个无面者面具的情况下完成任意惊魂幻象的所有目标。,假面二重唱,,14166,-1,-1,14165,15426,0,5,0,18,367033,0,83615,0,0
在激活任意三个无面者面具的情况下完成任意惊魂幻象的所有目标。,假面三重唱,,14167,-1,-1,14166,15426,0,5,0,19,446126,0,83617,0,0
在激活任意四个无面者面具的情况下完成任意惊魂幻象的所有目标。,假面四重唱,,14168,-1,-1,14167,15426,0,5,0,20,367814,0,83619,0,0
在激活所有五个无面者面具的情况下完成任意惊魂幻象的所有目标。,假面合唱,,14169,-1,-1,14168,15426,0,10,0,21,446124,0,83621,0,0
获得1000个腐化的纪念品。,纪念回忆,,14170,-1,-1,0,15426,0,5,0,37,646678,0,83623,0,0
获得10000个腐化的纪念品。,知来者之可追,,14171,-1,-1,14170,15426,0,10,0,38,646678,0,83625,0,0
获得50000个腐化的纪念品。,纪念品的丰碑,,14172,-1,-1,14171,15426,0,10,0,39,646678,0,83627,0,0
获得100000个腐化的纪念品。,成山的纪念品,,14173,-1,-1,14172,15426,0,20,0,40,646678,0,83666,0,0
完成下列深风峡谷成就。,深风峡谷主宰,头衔奖励：杰出的,14175,2245,-1,0,15218,0,10,131072,7,879931,0,83675,0,0
拥有雄壮商队雷龙坐骑，此坐骑在“争霸艾泽拉斯”期间在提拉加德海峡和祖达萨出售。,炫耀性消费,,14183,-1,-1,0,15269,0,0,133120,65,1881827,0,83741,0,0
,8.3 Patch Quest Launch,,14185,-1,-1,0,92,0,0,1310724,54,136243,0,0,0,0
在控制着集市基地的情况下在深风峡谷完成25场胜利。,市场支配,,14186,2245,-1,0,15218,0,20,0,4,629057,0,83812,0,0
喝下在深风峡谷发现的风暴特酿，并在拥有其效果时获得150个荣誉消灭。,酒劲十足,,14187,2245,-1,0,15218,0,20,0,6,606544,0,83817,0,0
在50场比赛开始前吃下烹饪的食物或大餐，获得进食充分效果。,饱经世故,,14188,2245,-1,0,15218,0,20,0,5,571692,0,83819,0,0
,Joined Shadowy Figures <DND>,,14189,-1,-1,0,15117,0,0,1179648,42,136243,0,83823,0,0
处于战争模式而且达到刺客级别时，通过消灭你自己的阵营的盟友获得10个荣誉消灭，而且其间没有死亡。,恩佐斯的仆从,头衔奖励：恩佐斯的仆从,14191,-1,-1,0,15270,0,0,2048,417,3004126,0,84564,0,0
击败尼奥罗萨，觉醒之城的下列首领。,命运幻象,,14193,2217,-1,0,15286,0,10,0,94,3194609,0,84588,0,0
击败尼奥罗萨，觉醒之城的下列首领。,虔敬大厅,,14194,2217,-1,0,15286,0,10,0,95,3194611,0,84592,0,0
击败尼奥罗萨，觉醒之城的下列首领。,血肉赐福,,14195,2217,-1,0,15286,0,10,0,96,3194607,0,84597,0,0
击败尼奥罗萨，觉醒之城的下列首领。,觉醒之梦,,14196,2217,-1,0,15286,0,10,0,97,3194610,0,84601,0,0
在赤红深渊击败卡尔将军。,赤红深渊,,14197,2284,-1,0,15428,0,10,0,28,3601540,0,84701,0,0
在赤红深渊击败卡尔将军（英雄或更高难度）。,赤红深渊（英雄难度）,,14198,2284,-1,14197,15428,0,10,0,29,3601540,0,84703,0,0
在赤红深渊击败卡尔将军（史诗难度或史诗钥石难度）。,赤红深渊（史诗难度）,,14199,2284,-1,14198,15428,0,10,0,30,3601540,0,84705,0,0
在公会队伍中击败赤红深渊的卡尔将军（史诗难度）。,史诗：赤红深渊（公会版）,,14200,2284,-1,0,15429,0,10,49152,5,3601540,0,84711,0,0
,消灭卡尔将军（普通赤红深渊）,,14201,2284,-1,0,15430,0,0,1,13,136243,0,84713,0,0
,消灭卡尔将军（英雄赤红深渊）,,14202,2284,-1,0,15430,0,0,1,14,136243,0,84715,0,0
,消灭卡尔将军（史诗赤红深渊）,,14205,2284,-1,0,15430,0,0,1,15,136243,0,84717,0,0
完成下列玛卓克萨斯故事线。,兵主之刃,,14206,-1,-1,0,15422,0,10,0,22,3743119,0,84731,0,0
,消灭伊格诺斯，重生之蚀（随机尼奥罗萨，觉醒之城）,,14207,-1,-1,0,15409,0,0,1,183,136243,0,83379,0,0
,消灭伊格诺斯，重生之蚀（普通尼奥罗萨，觉醒之城）,,14208,-1,-1,0,15409,0,0,1,184,136243,0,83381,0,0
,消灭伊格诺斯，重生之蚀（英雄尼奥罗萨，觉醒之城）,,14210,-1,-1,0,15409,0,0,1,185,136243,0,83383,0,0
,消灭伊格诺斯，重生之蚀（史诗尼奥罗萨，觉醒之城）,,14211,-1,-1,0,15409,0,0,1,186,136243,0,83385,0,0
,<Hidden> 8.3 Main Line - Account Has Obtained Legendary Cloak (DNT),,14212,-1,-1,0,15284,0,0,1179652,108,136243,0,84755,0,0
加入法夜盟约后，使用灵魂变形变为当前所选的形态。,9.0 - Covenant - Night Fae - Soulshape Selected,,14213,-1,-1,0,130,0,0,3145733,7,136243,0,84764,0,0
,<Hidden> - NPE - Sold Item,,14221,-1,-1,0,96,0,0,1048576,36,136243,0,84853,0,0
逃离流放者离岛，然后展开更宏伟的冒险。,流放者离岛,,14222,-1,-1,0,96,0,10,131072,1,3567434,0,84901,0,0
,<Hidden> - NPE - Bought Item,,14223,-1,-1,0,96,0,0,1048576,37,136243,0,84857,0,0
在西塔尔的茶话会上，聆听故事的每一个方面。,茶余谈资,,14233,-1,-1,0,15422,0,10,0,37,611418,0,84917,0,0
,9.0 Shadowlands - Expansion Quest Launch - Prologue,,14235,-1,-1,0,92,0,0,18087940,55,136243,0,85059,0,0
,Azerite Essence - Rank 3 on any character - Azeroth's Undying Gift <DND>,,14238,-1,-1,0,15417,0,0,1179648,39,136243,0,85084,0,0
,Azerite Essence - Rank 3 on any character - Sphere of Suppression <DND>,,14239,-1,-1,0,15417,0,0,1179648,40,136243,0,85086,0,0
,Azerite Essence - Rank 3 on any character - Worldvein Resonance <DND>,,14240,-1,-1,0,15417,0,0,1179648,41,136243,0,85088,0,0
,Azerite Essence - Rank 3 on any character - Focusing Iris <DND>,,14241,-1,-1,0,15417,0,0,1179648,42,136243,0,85090,0,0
,Azerite Essence - Rank 3 on any character - Purification Protocol <DND>,,14242,-1,-1,0,15417,0,0,1179648,43,136243,0,85092,0,0
,Azerite Essence - Rank 3 on any character - Anima of Life and Death <DND>,,14243,-1,-1,0,15417,0,0,1179648,44,136243,0,85094,0,0
,Azerite Essence - Rank 3 on any character - Crucible of Flame <DND>,,14244,-1,-1,0,15417,0,0,1179648,45,136243,0,85096,0,0
,Azerite Essence - Rank 3 on any character - Nullification Dynamo <DND>,,14245,-1,-1,0,15417,0,0,1179648,46,136243,0,85098,0,0
,Azerite Essence - Rank 3 on any character - Condensed Life Force <DND>,,14246,-1,-1,0,15417,0,0,1179648,47,136243,0,85100,0,0
,Azerite Essence - Rank 3 on any character - Ripple in Space <DND>,,14247,-1,-1,0,15417,0,0,1179648,48,136243,0,85102,0,0
,Azerite Essence - Rank 3 on any character - Unwavering Ward <DND>,,14248,-1,-1,0,15417,0,0,1179648,49,136243,0,85104,0,0
,Azerite Essence - Rank 3 on any character - Ever-Rising Tide <DND>,,14249,-1,-1,0,15417,0,0,1179648,50,136243,0,85106,0,0
,Azerite Essence - Rank 3 on any character - Artifice of Time <DND>,,14250,-1,-1,0,15417,0,0,1179648,51,136243,0,85108,0,0
,Azerite Essence - Rank 3 on any character - Well of Existence <DND>,,14251,-1,-1,0,15417,0,0,1179648,52,136243,0,85110,0,0
,Azerite Essence - Rank 3 on any character - Lifebinder's Invocation <DND>,,14252,-1,-1,0,15417,0,0,1179648,53,136243,0,85112,0,0
,Azerite Essence - Rank 3 on any character - Vitality Conduit <DND>,,14253,-1,-1,0,15417,0,0,1179648,54,136243,0,85114,0,0
,Azerite Essence - Rank 3 on any character - Vision of Perfection <DND>,,14254,-1,-1,0,15417,0,0,1179648,55,136243,0,85116,0,0
,Azerite Essence - Rank 3 on any character - Blood of the Enemy <DND>,,14255,-1,-1,0,15417,0,0,1179648,56,136243,0,85118,0,0
,Azerite Essence - Rank 3 on any character - Spirit of Preservation <DND>,,14256,-1,-1,0,15417,0,0,1179648,57,136243,0,85120,0,0
,Azerite Essence - Rank 3 on any character - Aegis of the Deep <DND>,,14257,-1,-1,0,15417,0,0,1179648,58,136243,0,85122,0,0
,Azerite Essence - Rank 3 on any character - Memory of Lucid Dreams <DND>,,14258,-1,-1,0,15417,0,0,1179648,59,136243,0,85124,0,0
,Azerite Essence - Rank 3 on any character - Unbound Force <DND>,,14259,-1,-1,0,15417,0,0,1179648,60,136243,0,85126,0,0
,Azerite Essence - Rank 3 on any character - Conflict and Strife <DND>,,14260,-1,-1,0,15417,0,0,1179648,61,136243,0,85128,0,0
,Azerite Essence - Rank 3 on any character - Touch of the Everlasting <DND>,,14261,-1,-1,0,15417,0,0,1179648,62,136243,0,85130,0,0
,Azerite Essence - Rank 3 on any character - Strength of the Warden <DND>,,14262,-1,-1,0,15417,0,0,1179648,63,136243,0,85132,0,0
,Azerite Essence - Rank 3 on any character - Breath of the Dying <DND>,,14263,-1,-1,0,15417,0,0,1179648,64,136243,0,85134,0,0
,Azerite Essence - Rank 3 on any character - Spark of Inspiration <DND>,,14264,-1,-1,0,15417,0,0,1179648,65,136243,0,85136,0,0
,Azerite Essence - Rank 3 on any character - Formless Void <DND>,,14265,-1,-1,0,15417,0,0,1179648,66,136243,0,85138,0,0
在魔兽世界十六周年庆典期间登录游戏。,魔兽世界十六周年,,14271,-1,-1,0,15274,0,0,2048,55,133783,178513,85171,0,0
在雷文德斯与石首成为朋友。,情比石坚,,14272,-1,-1,0,15436,0,5,0,43,236378,0,85204,0,0
在雷文德斯打开50座赎罪地穴。,坟头飞踢,,14273,-1,-1,0,15436,0,5,0,48,236399,0,85208,0,0
在雷文德斯帮助100个逃亡之魂完成一次赦罪仪式。,大赦天下,,14274,-1,-1,0,15436,0,5,0,42,236247,0,85210,0,0
在雷文德斯击败下列审判官。,雷文德斯永远罪孽深重,,14276,-1,-1,0,15436,0,5,0,44,3528307,0,85212,0,0
完成下列雷文德斯成就。,指控者的宣罪者,头衔奖励：地穴看守者,14277,-1,-1,0,15436,0,15,131072,41,458226,0,85225,0,0
完成下列“暗影国度”任务成就。,暗影界的博学者,,14280,-1,-1,0,15422,0,10,131072,29,3642306,0,85294,0,0
完成下列晋升堡垒故事线。,晋升之途,,14281,-1,-1,0,15422,0,10,0,21,3565448,0,85231,0,0
拥有“暗影国度”英雄版中的咒缚恒龙坐骑。,英雄礼包：咒缚恒龙,,14283,-1,-1,0,15268,1,0,133120,37,3040844,0,85314,0,0
在赎罪大厅中，一次性击碎18个或更多的不死石精，然后击败艾谢朗（史诗难度）。,绝命石师,,14284,2287,-1,0,15428,0,10,0,44,1519262,0,85320,0,0
在通灵战潮中，躲开彗星风暴、暴风雪或冻结之缚的次要效果，并击败缚霜者纳尔佐（史诗难度）。,准备突袭第七季,,14285,2286,-1,0,15428,0,10,0,33,1033907,0,85466,0,0
在赤红深渊中，用残渣效果消灭8名被遗忘的俘虏，然后击败执行者塔沃德（史诗难度）。,残灵古堡,,14286,2284,-1,0,15428,0,10,0,55,3528309,0,85470,0,0
获得之后，玩家便不会再被视为“新玩家”，并且在创建新角色时，可以选择从流放者离岛开始，也可以从种族起始任务开始。,<Hidden> Completed New Player Experience (Account),,14287,-1,-1,0,96,0,0,11665412,39,136243,0,85509,0,0
,<Hidden> - The Master of Lies - Scenario Complete,,14288,-1,-1,0,15422,0,0,1048576,47,136243,0,85532,0,0
在赤红深渊中，受到爆扣！效果影响期间击败卡尔将军（史诗难度）。,卡尔大灌篮,,14289,2284,-1,0,15428,0,10,0,57,1545375,0,85555,0,0
击败赤红深渊的坚不可摧的杜拉卡（史诗难度）。,我的眼里只有你,,14290,2284,-1,0,15428,0,10,0,56,136172,0,85557,0,0
在塞兹仙林的迷雾找到唤雾者的6个玩具（史诗难度）。,有人踩到怎么办！,,14291,2290,-1,0,15428,0,10,0,38,134505,0,85592,0,0
在对凋魂之殇的同一次游历中，在受到凋殇者效果影响期间击败所有首领（史诗难度）。,软泥骑行,,14292,2289,-1,0,15428,0,10,0,42,3459153,0,85642,0,0
在纳斯利亚堡中，在啸翼消灭了六个鬼祟仆从后击败她（普通或更高难度）。,蝙蝠抓瞎,,14293,2296,-1,0,15438,0,10,0,14,136122,0,85647,0,0
在纳斯利亚堡中，在泥拳按扑泥喜欢的顺序撞击柱子以后击败泥拳（普通或更高难度）。,扑泥的复仇,,14294,2296,-1,0,15438,0,10,0,21,236294,0,85644,0,0
在通灵战潮中，在收割者阿玛厄斯用最终收割吞噬了一具恐怖巨像的尸体后将其击败（史诗难度）。,大丰收,,14295,2286,-1,0,15428,0,10,0,31,136163,0,85735,0,0
在凋魂之殇中，先摧毁2颗易爆魔药炸弹，然后击败伊库斯博士（史诗难度）。,这下你火啦！,,14296,2289,-1,0,15428,0,10,0,41,136066,0,85653,0,0
在伤逝剧场中，在多次完成狭路相逢战斗的过程中最后击败每一位斗士（史诗难度）。,三选一,,14297,2293,-1,0,15428,0,10,0,52,1392920,0,85712,0,0
探索晋升堡垒，走过世界地图中被遮住的各个角落。,探索晋升堡垒,,14303,-1,-1,0,15436,0,10,2097152,1,3551337,0,85720,0,0
探索炽蓝仙野，走过世界地图中被遮住的各个角落。,探索炽蓝仙野,,14304,-1,-1,0,15436,0,10,2097152,3,3551336,0,85721,0,0
探索玛卓克萨斯，走过世界地图中被遮住的各个角落。,探索玛卓克萨斯,,14305,-1,-1,0,15436,0,10,2097152,2,3551338,0,85722,0,0
探索雷文德斯，走过世界地图中被遮住的各个角落。,探索雷文德斯,,14306,-1,-1,0,15436,0,10,2097152,4,3551339,0,85723,0,0
在晋升堡垒完成下列特殊战斗中的15个。,晋升堡垒冒险家,,14307,-1,-1,0,15436,0,10,0,14,3565453,0,85724,0,0
在玛卓克萨斯完成下列特殊战斗中的15个。,玛卓克萨斯冒险家,,14308,-1,-1,0,15436,0,10,0,15,3159976,0,85725,0,0
在炽蓝仙野完成下列特殊战斗中的15个。,炽蓝仙野冒险家,,14309,-1,-1,0,15436,0,10,0,16,3636851,0,85726,0,0
在雷文德斯完成下列特殊战斗中的15个。,雷文德斯冒险家,,14310,-1,-1,0,15436,0,10,0,17,3565724,0,85727,0,0
发现晋升堡垒的隐藏宝藏。,晋升堡垒的宝藏,,14311,-1,-1,0,15436,0,10,0,18,1542852,0,85728,0,0
发现玛卓克萨斯的隐藏宝藏。,玛卓克萨斯的宝藏,,14312,-1,-1,0,15436,0,10,0,19,1542851,0,85729,0,0
发现炽蓝仙野的隐藏宝藏。,炽蓝仙野的宝藏,,14313,-1,-1,0,15436,0,10,0,20,1542860,0,85730,0,0
发现雷文德斯的隐藏宝藏。,雷文德斯的宝藏,,14314,-1,-1,0,15436,0,10,0,21,1542846,0,85731,0,0
在下列所有的阵营中达到崇敬声望。,暗影界外交家,,14315,-1,-1,0,15439,0,10,131072,1,236682,0,85732,0,0
在通灵战潮中，先摧毁两桶备用部件，然后击败外科医生缝肉（史诗难度）。,外科耗材,,14320,2286,-1,0,15428,0,10,0,32,3386321,0,85846,0,0
完成下列“暗影国度”史诗地下城成就。,暗影界英雄的荣耀,坐骑奖励：贪食的饕餮者,14322,-1,-1,0,168,0,25,143360,52,3175290,184183,85849,0,0
在晋升高塔使用五根使命之矛击中疑虑圣杰德沃丝后再击败她（史诗难度）。,老练矛手,,14323,2285,-1,0,15428,0,10,0,50,3284464,0,85861,0,0
在晋升高塔击败疑虑圣杰德沃丝（英雄或更高难度）。,晋升高塔（英雄难度）,,14324,2285,-1,14326,15428,0,10,0,20,3601545,0,85863,0,0
在晋升高塔击败疑虑圣杰德沃丝（史诗难度或史诗钥石难度）。,晋升高塔（史诗难度）,,14325,2285,-1,14324,15428,0,10,0,21,3601545,0,85865,0,0
在晋升高塔击败疑虑圣杰德沃丝。,晋升高塔,,14326,2285,-1,0,15428,0,10,0,19,3601545,0,85867,0,0
在晋升高塔中，击败疑虑圣杰德沃丝后，收集全部五颗宝珠，且每两次收集的间隔不超过60秒（史诗难度）。,我可以从这里看到我的家,,14327,2285,-1,0,15428,0,10,0,51,134480,0,85884,0,0
在“暗影界”分类下的一种专业中获得最高技能点数。,暗影界专业大师,,14328,-1,-1,0,169,1,10,4096,21,134327,0,85886,0,0
在“暗影界”分类下的两种主要专业中获得最高技能点数。,劳碌命,,14329,-1,-1,14328,169,2,10,0,22,132281,0,85898,0,0
将“暗影界”分类下的所有主要专业技能都提升到最高技能点数。,暗影界百事通,,14330,-1,-1,0,169,0,50,143360,36,133053,0,85910,0,0
在晋升高塔中，先激活并摧毁全部三个破碎的毁灭者，然后消灭奥莱芙莉安（史诗难度）。,哥利亚离线,,14331,2285,-1,0,15428,0,10,0,49,387415,0,85922,0,0
在“暗影界”分类下的烹饪专业中获得75点技能点数。,暗影界厨师,,14332,-1,-1,0,170,0,10,0,12,4620671,0,85926,0,0
在“暗影界”分类下的钓鱼专业中获得200点技能点数。,暗影界渔夫,,14333,-1,-1,0,171,0,10,0,14,4620674,0,85928,0,0
完成“暗影国度”的初始剧情。,进入噬渊,,14334,-1,-1,0,15422,0,10,0,20,3453807,0,85939,0,0
在晋升者阵营中达到崇拜声望。,晋升者,,14335,-1,-1,0,15439,0,5,0,2,3555147,0,85988,0,0
在不朽军团阵营中达到崇拜声望。,不朽军团,,14336,-1,-1,0,15439,0,5,0,3,3604102,0,85990,0,0
在荒猎团阵营中达到崇拜声望。,荒猎团,,14337,-1,-1,0,15439,0,5,0,4,3517784,0,85992,0,0
在收割者之庭阵营中达到崇拜声望。,收割者之庭,,14338,-1,-1,0,15439,0,5,0,5,3540525,0,85994,0,0
在晋升堡垒找到所有失落的心能水晶碎片。,碎片苦工,,14339,-1,-1,0,15436,0,10,131200,32,135228,0,86020,0,0
在晋升之路中击败一名首领。,晋升之路1,在晋升之路中解锁更多挑战。,14340,-1,-1,0,15441,0,0,1048576,40,3257748,0,86021,0,1
在晋升之路中击败三名首领。,晋升之路3,在晋升之路中解锁更多挑战。,14342,-1,-1,14340,15441,0,0,1048576,41,3257748,0,86062,0,1
在晋升之路中击败五名首领。,晋升之路5,在晋升之路中解锁更多挑战。,14343,-1,-1,14342,15441,0,0,1048576,42,3257748,0,86103,0,1
在晋升之路中击败七名首领。,晋升之路7,在晋升之路中解锁更多挑战。,14344,-1,-1,14343,15441,0,0,1048576,43,3257748,0,86144,0,1
在晋升之路中击败12名首领。,晋升之路12,在晋升之路中解锁更多挑战。,14345,-1,-1,14344,15441,0,0,1048576,44,3257748,0,86185,0,1
在晋升之路中击败16名首领。,晋升之路16,在晋升之路中解锁更多挑战。,14346,-1,-1,14345,15441,0,0,1048576,45,3257748,0,86226,0,1
在凋魂之殇中，先将三道菜喂给酤团，然后再将其击败（史诗难度）。,全血宴,,14347,2289,-1,0,15428,0,10,0,40,461131,0,86268,0,0
在晋升之路中击败20名首领。,晋升之路20,在晋升之路中解锁更多挑战。,14348,-1,-1,14346,15441,0,0,1048576,46,3257748,0,86276,0,1
在晋升之路中击败24名首领。,晋升之路24,在晋升之路中解锁更多挑战。,14349,-1,-1,14348,15441,0,0,1048576,47,3257748,0,86318,0,1
在晋升之路中击败39名首领。,晋升之路39,在晋升之路中解锁更多挑战。,14351,-1,-1,14349,15441,0,0,1048576,48,3257748,0,86360,0,0
在赎罪大厅中，在3座罪碑雕像都位于房间角落时击败宫务大臣（史诗难度）。,你胆敢把德纳修斯冷落在角落里,,14352,2287,-1,0,15428,0,10,0,45,458241,0,86413,0,0
在泊星剧场中出演下列剧目：,炽蓝仙野的舞台,,14353,-1,-1,0,15436,0,5,0,27,1354190,0,86446,0,0
在同一次游历中，在至少一位队伍成员带有堕落之血效果的情况下，击败彼界的哈卡、法力风暴夫妇、商人赛·艾柯莎和穆厄扎拉（史诗难度）。,传染性极强,,14354,2291,-1,0,15428,0,10,0,47,3601563,0,86458,0,0
完成下列纳斯利亚堡团队副本成就。,纳斯利亚团队的荣耀,坐骑奖励：城墙尖啸者,14355,-1,-1,0,168,0,25,143360,53,3614361,182596,86465,0,0
在纳斯利亚堡击败啸翼（史诗难度）。,啸翼（史诗难度）,,14356,2296,-1,0,15438,0,10,4096,4,3614368,0,86470,0,0
在纳斯利亚堡击败猎手阿尔迪莫（史诗难度）。,猎手阿尔迪莫（史诗难度）,,14357,2296,-1,0,15438,0,10,4096,5,3614359,0,86472,0,0
在纳斯利亚堡击败饥饿的毁灭者（史诗难度）。,饥饿的毁灭者（史诗难度）,,14358,2296,-1,0,15438,0,10,4096,8,3614363,0,86474,0,0
在纳斯利亚堡击败圣物匠赛·墨克斯（史诗难度）。,圣物匠赛·墨克斯（史诗难度）,,14359,2296,-1,0,15438,0,10,4096,7,3614360,0,86476,0,0
在纳斯利亚堡击败太阳之王的救赎（史诗难度）。,太阳之王的救赎（史诗难度）,,14360,2296,-1,0,15438,0,10,4096,6,3614365,0,86478,0,0
在纳斯利亚堡击败伊涅瓦·暗脉女勋爵（史诗难度）。,伊涅瓦·暗脉女勋爵（史诗难度）,,14361,2296,-1,0,15438,0,10,4096,9,3614366,0,86480,0,0
在纳斯利亚堡击败猩红议会（史诗难度）。,猩红议会（史诗难度）,,14362,2296,-1,0,15438,0,10,4096,10,3614367,0,86482,0,0
在纳斯利亚堡击败泥拳（史诗难度）。,泥拳（史诗难度）,,14363,2296,-1,0,15438,0,10,4096,11,3670322,0,86484,0,0
在纳斯利亚堡击败顽石军团干将（史诗难度）。,顽石军团干将（史诗难度）,,14364,2296,-1,0,15438,0,10,4096,12,3614362,0,86486,0,0
