ID,Text_lang,RelationshipFlags,EmotesTextID
1755,你在喵喵叫。,6,521
1756,%s弹了弹%s的鼻子。,0,522
1757,%s弹了你的鼻子。,1,522
1758,你弹了弹%s的鼻子。,2,522
1759,%s弹了弹自己的鼻子。,4,522
1760,你弹了弹你自己的鼻子。波！,6,522
1761,%s弹了弹她自己的鼻子。,12,522
1862,%s看着%s，同情地瑟缩了。那一定很疼！,0,623
1863,%s看着你，同情地瑟缩了。那一定很疼！,1,623
1864,你看着%s，同情地瑟缩了。那一定很疼！,2,623
1865,%s同情地瑟缩了。,4,623
1866,你同情地瑟缩了。,6,623
1867,%s兴高采烈地为%s欢呼！好耶！,0,624
1868,%s兴高采烈地为你欢呼！好耶！,1,624
1869,你兴高采烈地为%s欢呼！好耶！,2,624
1870,%s兴高采烈地欢呼！好耶！,4,624
1871,你兴高采烈地欢呼！好耶！,6,624
1872,%s一个劲地为%s鼓掌，真的太佩服了。,0,625
1873,%s一个劲地为你鼓掌，真的太佩服了。,1,625
1874,你一个劲地为%s鼓掌，真的太佩服了。,2,625
1875,%s一个劲地鼓掌，真的太佩服了。,4,625
1876,你一个劲地鼓掌，真的太佩服了。,6,625
1877,%s冲着%s赞许地点了点头。做得太棒了！,0,626
1878,%s冲着你赞许地点了点头。做得太棒了！,1,626
1879,你冲着%s赞许地点了点头。做得太棒了！,2,626
1880,%s赞许地点了点头。做得太棒了！,4,626
1881,你赞许地点了点头。做得太棒了！,6,626
1882,%s打了个响亮的嗝。,0,18
1883,%s打了个响亮的嗝。,1,18
1884,你打了个响亮的嗝。,2,18
1885,%s朝%s嘎嘎叫。嘎嘎！,0,627
1886,%s朝你嘎嘎叫。嘎嘎！,1,627
1887,你朝%s嘎嘎叫。嘎嘎！,2,627
1888,%s假装自己是只鸭子。嘎嘎！,4,627
1889,你假装自己是只鸭子。嘎嘎！,6,627
1890,%s假装自己是只鸭子。嘎嘎！,12,627
