ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
370,奧杜亞時光漫遊,重返經典的巫妖王之怒團隊副本，擊敗尤格薩倫。,尋求隊伍,,,6,54963,0,6,254106,1677,0,0,91,91,0,0,0,0,0,0,0
371,騰湧海岸,參與爭奪騰湧海岸的戰鬥。,開始任務,,,5,55547,0,3,236396,0,50048,0,9,10,0,0,0,0,0,0,0
372,騰湧海岸,參與爭奪騰湧海岸的戰鬥。,開始任務,,,5,55548,0,3,236396,0,50054,0,9,10,0,0,0,0,0,0,0
473,隨機團隊：腐化之心,在奧迪爾地底深處的惡臭坑洞中，使贊達拉腐化的源頭靜靜地等候著。,加入團隊,,,6,62939,2,2,136368,1733,0,0,8,10,0,0,0,0,0,0,0
474,隨機團隊：血紅坡道,奧迪爾下層大廳裡面四處散落古老的實驗體遺骸，深處充塞著黑暗的力量。,加入團隊,,,6,62940,2,2,136368,1732,0,0,8,10,0,0,0,0,0,0,0
475,隨機團隊：隔離大廳,這座歷史長達數千年之久的泰坦研究設施，大門首次敞開。裡面究竟封了什麼恐怖的東西呢？,加入團隊,,,6,62941,2,2,136368,1731,0,0,8,10,0,0,0,0,0,0,0
476,奧迪爾,這座歷史長達數千年之久的泰坦研究設施，大門首次敞開。裡面究竟封了什麼恐怖的東西呢？,尋求隊伍,,,6,62944,2,6,136368,1889,0,0,8,10,0,0,0,0,0,0,0
477,英雄地城,挑戰《決戰艾澤拉斯》的英雄難度地城，考驗你的本事，並且獲得更好的獎勵！,加入隊伍,,,6,62945,0,1,2011112,1671,0,0,7,8,0,0,0,0,0,0,0
478,隨機地城,參加一場隨機的《決戰艾澤拉斯》地城冒險，升級你的裝備！,加入隊伍,,,6,62946,0,1,2011112,1670,0,0,7,8,0,0,0,0,0,0,0
479,傳奇鑰石,在傳奇難度的地城入口使用傳奇鑰石，嘗試更高的挑戰與獎勵！,尋求隊伍,,,6,62980,0,6,2011112,0,0,0,7,8,0,0,0,0,0,0,0
480,激流堡之役,我們的戰事動員非常成功。向贊達拉港回報，朝激流堡發動攻擊！為了部落！,,,,6,62986,0,0,342918,0,0,0,8,10,0,0,0,0,0,0,0
481,激流堡之役,我們的戰事動員非常成功。向波拉勒斯港回報，前往戰爭前線。你的任務是奪回激流堡，重建它過往的榮耀！為了聯盟！,,,,6,62988,0,0,1634245,0,0,0,8,10,0,0,0,0,0,0,0
482,海嶼遠征,冒險等待著我們！探索庫爾提拉斯和祖達薩附近的海島尋找艾澤萊晶岩和寶藏。向贊達拉港回報，立刻出航！,,,,6,63003,0,0,237381,0,0,0,8,10,0,0,0,0,0,0,0
483,海嶼遠征,冒險等待著我們！探索庫爾提拉斯和祖達薩附近的海島尋找艾澤萊晶岩和寶藏。向波拉勒斯港回報，立刻出航！,,,,6,63005,0,0,237381,0,0,0,8,10,0,0,0,0,0,0,0
484,傳奇地城,挑戰《決戰艾澤拉斯》的傳奇難度地城，考驗你的本事，並且獲得更好的獎勵！,尋求隊伍,,,6,63016,0,6,2011112,0,0,0,7,8,0,0,0,0,0,0,0
485,庫爾提拉斯偵察地圖,你可以返回波拉勒斯的偵察地圖，選擇在不同區域協助庫爾提拉斯。,,,,0,63272,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
486,庫爾提拉斯偵察地圖,你可以返回波拉勒斯的偵察地圖，選擇在不同區域協助庫爾提拉斯。,,,,0,63273,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
487,庫爾提拉斯偵察地圖,你可以返回波拉勒斯的偵察地圖，選擇在不同區域協助庫爾提拉斯。,,,,0,63274,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
488,贊達拉偵察地圖,你可以返回達薩亞洛的偵察地圖，選擇在不同區域協助贊達拉。,,,,0,63276,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
489,贊達拉偵察地圖,你可以返回達薩亞洛的偵察地圖，選擇在不同區域協助贊達拉。,,,,0,63277,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
490,贊達拉偵察地圖,你可以返回達薩亞洛的偵察地圖，選擇在不同區域協助贊達拉。,,,,0,63278,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
491,黑海岸之戰,戰況愈演愈烈。去贊達拉港報到，派送前往前線。讓聯盟後悔回到黑海岸的決定！為了部落！,,,,6,66513,0,0,342918,0,0,0,8,10,0,0,0,0,0,0,0
492,黑海岸之戰,戰況愈演愈烈。去波拉勒斯港口報到，派送前往戰爭前線。一定要從部落魔爪中解放黑海岸！為了聯盟！,,,,6,66514,0,0,2065569,0,0,0,8,10,0,0,0,0,0,0,0
493,達薩亞洛之戰,聯盟一舉直搗贊達拉帝國的權力核心。部落必須竭盡所能阻止這場進攻。,尋求隊伍,,,6,66677,2,6,2482693,1942,0,0,8,10,0,0,0,0,0,0,0
494,隨機團隊：達薩亞洛圍城戰,拉斯塔哈王大部分的軍力都被引到納茲米爾去了。現在正是進攻城市的最佳時機。,加入團隊,,,6,66679,2,2,2482693,1945,0,0,8,10,0,0,0,0,0,0,0
495,隨機團隊：帝國覆滅,皇宮深處藏有無數上古珍寶。但切記要小心，看守寶藏的是羅亞的憤怒。,加入團隊,,,6,66681,2,2,2482693,1946,0,0,8,10,0,0,0,0,0,0,0
496,隨機團隊：聯盟之力,了解部落攻擊英勇的聯盟英雄時露出的殘暴面相。,加入團隊,,,6,66682,2,2,2482693,1947,0,0,8,10,0,0,0,0,0,0,0
497,隨機團隊：達薩亞洛保衛戰,城市受到卑劣的聯盟偷襲，只有部落勇猛的英雄能突破圍城之難。,加入團隊,,,6,66688,2,2,2482693,1948,0,0,8,10,0,0,0,0,0,0,0
498,隨機團隊：死神協議,看看神王拉斯塔哈如何挺身對抗嗜血的聯盟入侵者。,加入團隊,,,6,66689,2,2,2482693,1949,0,0,8,10,0,0,0,0,0,0,0
499,隨機團隊：不勝即亡,神王拉斯塔哈戰死了。一定要將犯下這樁惡行的人繩之以法，別讓他們逃了。,加入團隊,,,6,66691,2,2,2482693,1950,0,0,8,10,0,0,0,0,0,0,0
501,矮人傳承護甲,前往駐暴風城大使館深入了解銅鬚氏族的歷史！,,,,7,67015,0,0,2429768,0,0,0,9,12,0,0,0,0,0,0,0
502,血精靈傳承護甲,前往駐奧格瑪大使館參與具有歷史意義的辛多雷儀式。,,,,7,67017,0,0,2459461,0,0,0,9,12,0,0,0,0,0,0,0
503,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《德拉諾之霸》的地城吧！,加入隊伍,,,4,69105,0,1,2838050,1971,0,0,91,91,0,0,0,0,0,0,0
504,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《德拉諾之霸》的地城吧！,開始任務,,,4,69106,0,3,2838050,0,83364,0,91,91,0,0,0,0,0,0,0
505,隨機團隊：風暴邪淵,風暴聖壇底下有一股黑暗力量甦醒了，這股力量想吞噬贊達拉和庫爾提拉斯。,加入團隊,,,6,69370,2,2,2498195,1951,0,0,8,10,0,0,0,0,0,0,0
506,風暴邪淵,風暴聖壇底下有一股黑暗力量甦醒了，這股力量想吞噬贊達拉和庫爾提拉斯。,尋求隊伍,,,6,69371,2,6,2498195,1952,0,0,8,10,0,0,0,0,0,0,0
507,遊子節,到喀撒朗蠻荒岸邊跟我們的熊貓人盟友一起對帶領他們踏上冒險旅途的人致意！,,,,4,69374,0,0,2869704,0,0,0,11,12,0,0,0,0,0,0,0
508,免費T恤日,誰不想要免費的T恤呢？T恤狂熱者在艾澤拉斯到處開店，四處發送免費的T恤！,,,,4,69373,0,0,2869702,0,0,0,11,12,0,0,0,0,0,0,0
509,發光生物體,每年一次，大量的發光生物會一齊湧向瓦許伊爾。這次就由你來研究這到底是怎麼回事！,,,,4,69372,0,0,2869703,0,0,0,11,12,0,0,0,0,0,0,0
510,亂鬥：阿拉希盆地：對抗電腦,在阿拉希盆地對抗敵方陣營的 NPC 勇士！,開始任務,,,5,69376,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
511,艾薩拉的永恆宮殿,艾薩拉女王準備好接見你了。在她古老的宮殿深處，到底潛伏著什麼恐怖怪物？,尋求隊伍,,,6,71503,2,6,3025335,2014,0,0,8,10,0,0,0,0,0,0,0
512,機械岡行動,探索這座傳奇難度限定的廣大巨型地城。你能阻止瘋狂的國王根除血肉詛咒嗎？,加入隊伍,,,6,71999,0,6,3025336,2006,0,0,7,8,0,0,0,0,0,0,0
513,地精傳承護甲,這個地精國家正在面臨穴居怪末日！快前往駐暴風城大使館助炫鼻上尉一臂之力。,,,,7,66869,0,0,2400287,0,0,0,9,12,0,0,0,0,0,0,0
514,牛頭人傳承護甲,靈魂國度混亂騷動。快前往駐奧格瑪大使館，協助靈行者恢復和平。,,,,7,105825,0,0,3016178,0,0,0,9,12,0,0,0,0,0,0,0
515,英雄：激流堡之役,勇士們，前往波拉勒斯港報到！準備在英雄難度的戰爭前線迎戰敵人。為了聯盟！,,,,6,71260,0,0,1634245,0,0,0,8,10,0,0,0,0,0,0,0
516,英雄：激流堡之役,勇士們，快去贊達拉港報到！準備在英雄難度的戰爭前線迎戰敵人。為了部落！,,,,6,71259,0,0,1634245,0,0,0,8,10,0,0,0,0,0,0,0
517,隨機團隊：女王的召見,艾薩拉女王準備好接見你了。在她古老的宮殿深處，到底潛伏著什麼恐怖怪物？,尋求隊伍,,,6,71240,2,2,3025335,2009,0,0,8,10,0,0,0,0,0,0,0
518,隨機團隊：虔信深淵,艾薩拉女王準備好接見你了。在她古老的宮殿深處，到底潛伏著什麼恐怖怪物？,尋求隊伍,,,6,71504,2,2,3025335,2010,0,0,8,10,0,0,0,0,0,0,0
519,隨機團隊：群星之環,艾薩拉女王準備好接見你了。在她古老的宮殿深處，到底潛伏著什麼恐怖怪物？,尋求隊伍,,,6,71505,2,2,3025335,2011,0,0,8,10,0,0,0,0,0,0,0
520,火源之界時光漫遊,重返經典的浩劫與重生團隊副本，擊敗拉格納羅斯。,尋求隊伍,,,6,73654,0,6,514277,2026,0,0,91,91,0,0,0,0,0,0,0
521,魔獸世界週年紀念,前往時光之穴參加魔獸世界週年慶活動！,,,,4,73331,0,0,3007435,0,0,0,11,12,0,0,0,0,0,0,0
522,科爾拉克復仇之地,體驗15年前的奧特蘭克山谷！,,,,5,73331,0,0,3007435,0,0,1033,11,12,0,0,0,0,0,0,0
523,狼人傳承護甲,泰絲‧葛雷邁恩公主的使者正在駐暴風城大使館等著你。,,,,7,77247,0,0,3045111,0,0,0,9,12,0,0,0,0,0,0,0
524,哥布林傳承護甲,老朋友與新機會正在駐奧格瑪大使館等著你！,,,,7,77033,0,0,3075817,0,0,0,9,12,0,0,0,0,0,0,0
525,英雄：黑海岸之戰,部落的勇士，請立刻到贊達拉港報到！準備重返黑海岸挑戰全新英雄難度的戰爭前線。為了部落！,,,,6,76483,0,0,342918,0,0,0,8,10,0,0,0,0,0,0,0
526,英雄：黑海岸之戰,聯盟的勇士，請立刻到波拉勒斯港報到！準備重返黑海岸挑戰全新英雄難度的戰爭前線。為了聯盟！,,,,6,76490,0,0,2065569,0,0,0,8,10,0,0,0,0,0,0,0
527,奈奧羅薩，甦醒之城,為了淨化恩若司對世界的腐化，來自部落與聯盟的英雄們必須闖入黑暗帝國的最深處。在這個惡夢般的領域中，會有什麼樣的恐怖事物在等著他們？,尋求隊伍,,,6,77013,2,6,3221466,2033,0,0,8,10,0,0,0,0,0,0,0
528,隨機團隊：命運幻象,在他黑暗的王座之上，恩若司臆造出艾澤拉斯淪陷後的未來，一切都臣服於他的帝國之下。,加入團隊,,,6,77028,2,2,3221466,2036,0,0,8,10,0,0,0,0,0,0,0
529,隨機團隊：獻祈大廳,在漆黑的大廳中，恩若司的效忠者施行褻瀆的儀式，為世界迎來末日。,加入團隊,,,6,77029,2,2,3221466,2037,0,0,8,10,0,0,0,0,0,0,0
530,隨機團隊：血肉贈禮,深埋在扭曲血肉組成的裂縫之中，伊蓋諾斯的腐化持續蔓延至一個又一個國度。,加入團隊,,,6,77030,2,2,3221466,2038,0,0,8,10,0,0,0,0,0,0,0
531,隨機團隊：清晰夢境,在他汙穢的廢墟深處，腐化者在此等候，這最終一戰將會決定艾澤拉斯的命運。,加入團隊,,,6,77031,2,2,3221466,2039,0,0,8,10,0,0,0,0,0,0,0
532,隨機地城,參加一場隨機的《暗影之境》地城冒險，升級你的裝備！,加入隊伍,,,6,82519,0,1,3601529,2086,0,0,7,8,0,0,0,0,0,0,0
533,英雄地城,挑戰《暗影之境》的英雄難度地城，考驗你的本事，並且獲得更好的獎勵！,加入隊伍,,,6,82520,0,1,3601529,2087,0,0,7,8,0,0,0,0,0,0,0
534,傳奇鑰石,在傳奇難度的地城入口使用傳奇鑰石，嘗試更高的挑戰與獎勵！,尋求隊伍,,,6,82521,0,6,3601529,0,0,0,7,8,0,0,0,0,0,0,0
535,納撒亞城,暗影之境的命運危在旦夕，雷納瑟王子準備展開不成功便成仁的大膽行動，試圖推翻邪惡的戴納瑟斯王。,尋求隊伍,,,6,82522,2,6,3614361,0,0,0,8,10,0,0,0,0,0,0,0
536,隨機團隊：吸血寶庫,靈魄如同大開的傷口那般從納撒亞城湧洩而出。必須阻止靈魄繼續溢出，否則瑞文崔斯將會乾涸。,加入團隊,,,6,83675,2,2,3614361,2090,0,0,8,10,0,0,0,0,0,0,0
537,隨機團隊：瑞文崔斯的最終之舞,在貴族們陶醉在勝利中的同時，英雄們必須混入他們的宴會並摧毀他們的權力基礎。,加入團隊,,,6,83676,2,2,3614361,2091,0,0,8,10,0,0,0,0,0,0,0
538,隨機團隊：血濃於石,戴納瑟斯的石源魔將軍正在準備陷阱並等待目標出現，打算要把反叛軍一網打盡。,加入團隊,,,6,83677,2,2,3614361,2091,0,0,8,10,0,0,0,0,0,0,0
539,傳奇地城,挑戰《暗影之境》的傳奇難度地城，考驗你的本事，並且獲得更好的獎勵！,尋求隊伍,,,6,83678,0,6,3601529,0,0,0,7,8,0,0,0,0,0,0,0
540,『譴罪之塔』托迦司,拯救靈魂、尋求力量，並且擊敗閻獄之主的部隊。,進入托迦司,,,7,104800,0,0,3642306,1963,0,0,8,10,0,0,0,0,0,0,0
541,隨機團隊：覲見傲慢之王,戴納瑟斯在他的高塔中急切地等待英雄們的到來，好打一場決定瑞文崔斯命運的最終決戰。,加入團隊,,,6,84334,2,2,3614361,2091,0,0,8,10,0,0,0,0,0,0,0
542,時光漫遊戰役,到暴風城拜訪克羅米，選擇下一次冒險的故事線。,開始任務,,,7,86376,0,3,136349,0,62567,0,8,10,0,0,0,0,0,0,0
543,時光漫遊戰役,到奧格瑪拜訪克羅米，選擇下一次冒險的故事線。,開始任務,,,7,86375,0,3,136349,0,62568,0,8,10,0,0,0,0,0,0,0
555,統御聖所,就在奧睿博司瀕臨毀滅之際，伯瓦爾展開一項大膽的行動，準備直搗核心打擊閻獄之主。,尋求隊伍,,,6,91548,2,6,4062765,2226,0,0,8,10,0,0,0,0,0,0,0
556,隨機團隊：獄主先鋒,閻獄之主的先鋒部隊已經做好準備抵禦來犯的敵軍。我們必須突破對方的防線，並闖入高塔。,加入團隊,,,6,91598,2,2,4062765,2221,0,0,8,10,0,0,0,0,0,0,0
557,隨機團隊：黑暗牢獄,受折磨者的慘叫聲會讓閻獄之主的部隊更加強大。終結他們的苦難，奪走淵喉最寶貴的資源吧。,加入團隊,,,6,91599,2,2,4062765,2222,0,0,8,10,0,0,0,0,0,0,0
558,隨機團隊：命運鐐銬,靈魂河流的盡頭就在高塔的頂端。消滅以靈魂河流為能量來源的邪惡敵人，解救來生在此受苦受難的無數靈魂。,加入團隊,,,6,91600,2,2,4062765,2223,0,0,8,10,0,0,0,0,0,0,0
559,隨機團隊：終末交鋒,希瓦娜斯‧風行者在高塔頂端等著你。在那個地方，雙方將展開足以左右宇宙命運的最終對決。,加入團隊,,,6,91601,2,2,4062765,2224,0,0,8,10,0,0,0,0,0,0,0
560,『帷幕市集』塔札維許,無情的集團首腦索利亞發動搶案奪去了創先者的禁忌知識。亞爾達利與他的雜牌軍與時間賽跑，擬定出一套計畫打算守住這些秘密不讓任何人發現。,加入隊伍,,,6,91603,2,6,4062727,2225,0,0,7,8,0,0,0,0,0,0,0
561,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《軍臨天下》的地城吧！,加入隊伍,,,4,93592,0,1,1536895,2274,0,0,91,91,0,0,0,0,0,0,0
562,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《軍臨天下》的地城吧！,開始任務,,,4,93593,0,3,1536895,0,83360,0,91,91,0,0,0,0,0,0,0
563,隨機團隊：造物基石,利胡敏力挽狂瀾對抗統御之力。守衛者的力量即將被閻獄之主奪走，除非你能夠出手拯救。,加入團隊,,,6,95456,2,2,4254074,2291,0,0,8,10,0,0,0,0,0,0,0
564,隨機團隊：元質平原,造物的精華正遭到吞噬。如果不採取行動，現實世界將會崩塌。,加入團隊,,,6,95457,2,2,4254074,2292,0,0,8,10,0,0,0,0,0,0,0
565,隨機團隊：統御之握,佐瓦爾最厲害的部下已經摧毀了數百萬個文明，他們接下來會毀滅整個宇宙嗎？,加入團隊,,,6,95458,2,2,4254074,2293,0,0,8,10,0,0,0,0,0,0,0
566,隨機團隊：宏偉設計,佐瓦爾即將獲得最終勝利。你必須阻止他，否則整個宇宙都會淪為他的掌中玩物。,加入團隊,,,6,95459,2,2,4254074,2294,0,0,8,10,0,0,0,0,0,0,0
567,首創者聖塚,佐瓦爾攻入了首創者聖塚，艾澤拉斯的勇士決定邁向未知的領域，力求拯救全宇宙。,尋求隊伍,,,6,95460,2,6,4254074,2288,0,0,8,10,0,0,0,0,0,0,0
568,單人隨機,進行單人任務，在六個回合的3v3競技場中證明自己的實力。每個回合結束時會隨機重組隊伍。,開始任務,,,5,96299,1,3,1713483,0,65773,1065,13,14,1602,175,0,0,0,0,0
569,單人隨機,在6個回合的三對三競技場與其他玩家戰鬥。隊伍在每個回合結束後會隨機變換。,加入戰鬥！,,,5,104811,0,8,132269,0,0,1065,2,3,0,0,0,33559,0,4,0
570,隨機團隊：洪荒壁壘,洪荒議會在山中強化了他們的防禦。為了阻止洪荒化身重獲自由，必須擊潰他們的部隊。,加入團隊,,,6,105080,6,2,4630363,2370,0,0,8,10,0,0,0,0,0,0,0
571,灌注洞穴,庫洛格‧恐怖圖騰準備要釋放兇惡的元素生物，摧毀那些膽敢抵抗他的人。,加入團隊,,,6,105081,6,2,4630363,2371,0,0,8,10,0,0,0,0,0,0,0
572,隨機團隊：洪荒化身牢獄,菈薩葛絲的怒火會摧毀她手足的監獄。如果她成功的話，洪荒化身將會為艾澤拉斯帶來浩劫。,加入團隊,,,6,105082,6,2,4630363,2372,0,0,8,10,0,0,0,0,0,0,0
573,洪荒化身牢獄,菈薩葛絲在泰坦囚牢中進行了一場邪惡儀式來釋放她的手足。除非洪荒部隊被擊敗，否則所有國度都將落入洪荒化身的烈焰與血腥統治之中。,尋求隊伍,,,6,105171,2,6,4630363,0,0,0,8,10,0,0,0,0,0,0,0
574,英雄地城,挑戰《巨龍崛起》的英雄難度地城，考驗你的本事，並且獲得更好的獎勵！,加入隊伍,,,6,104812,0,1,4578417,2351,0,0,7,8,0,0,0,0,0,0,0
575,隨機地城,參加一場隨機的《巨龍崛起》地城冒險，升級你的裝備！,加入隊伍,,,6,104816,0,1,4578416,2086,0,0,7,8,0,0,0,0,0,0,0
576,傳奇地城,挑戰《巨龍崛起》的傳奇難度地城，考驗你的本事，並且獲得更好的獎勵！,尋求隊伍,,,6,104817,0,6,4578411,0,0,0,7,8,0,0,0,0,0,0,0
577,傳奇鑰石,在傳奇難度的地城入口使用傳奇鑰石，嘗試更高的挑戰與獎勵！,尋求隊伍,,,6,104818,0,6,4352494,0,0,0,7,8,0,0,0,0,0,0,0
578,支援協調者,贏得巨龍群島陣營的名望可獲得獎勵。,接受任務,,,7,104820,1,3,4687630,0,70750,0,9,10,0,0,0,0,0,0,0
579,支援協調者,贏得巨龍群島陣營的名望可獲得獎勵。,接受任務,,,7,104822,1,3,4687630,0,72068,0,9,10,0,0,0,0,0,0,0
580,支援協調者,贏得巨龍群島陣營的名望可獲得獎勵。,接受任務,,,7,104823,1,3,4687630,0,72373,0,9,10,0,0,0,0,0,0,0
581,支援協調者,贏得巨龍群島陣營的名望可獲得獎勵。,接受任務,,,7,104824,1,3,4687630,0,72374,0,9,10,0,0,0,0,0,0,0
582,支援協調者,贏得巨龍群島陣營的名望可獲得獎勵。,接受任務,,,7,104825,1,3,4687630,0,72375,0,9,10,0,0,0,0,0,0,0
583,集體盛宴,協助伊斯凱拉的巨牙海民舉行集體盛宴，他們會非常感激的！留意你的地圖，盛宴每1.5小時舉行一次，地點就在蒼藍高地沿岸的伊斯凱拉。,,,,7,104827,0,0,4186584,0,0,0,2,6,0,0,0,0,0,0,0
584,大狩獵,席卡氏族外出打獵了。成功狩獵可能會帶來豐盛獎勵！,,,,7,104832,0,0,4637937,0,0,0,2,6,0,0,0,0,0,0,0
585,大狩獵,席卡氏族外出打獵了。成功狩獵可能會帶來豐盛獎勵！,,,,7,104833,0,0,4637937,0,0,0,2,6,0,0,0,0,0,0,0
586,大狩獵,席卡氏族外出打獵了。成功狩獵可能會帶來豐盛獎勵！,,,,7,104834,0,0,4637937,0,0,0,2,6,0,0,0,0,0,0,0
587,攻打龍禍要塞,協助黑曜流亡者奪回龍禍要塞，你就能獲得他們的保險箱。,,,,7,104836,0,0,4638537,0,0,0,2,6,0,0,0,0,0,0,0
588,取回文物：提爾的遺產,沃卓肯的瑟爾倫請你前往奧達曼地城取回遺失的文物。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104840,0,3,4578418,0,66860,0,6,6,0,0,0,0,0,0,0
589,取回文物：奈薩魯斯堡,沃卓肯的瑟爾倫請你前往奈薩魯斯堡地城取回遺失的文物。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104846,0,3,4578417,0,66861,0,6,6,0,0,0,0,0,0,0
590,取回文物：晶紅生命之池,沃卓肯的瑟爾倫請你前往晶紅生命之池地城取回遺失的文物。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104847,0,3,4578416,0,66862,0,6,6,0,0,0,0,0,0,0
591,取回文物：諾庫德進攻據點,沃卓肯的瑟爾倫請你前往諾庫德進攻據點地城取回遺失的文物。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104848,0,3,4578413,0,66863,0,6,6,0,0,0,0,0,0,0
592,取回文物：蕨皮谷,沃卓肯的瑟爾倫請你前往蕨皮谷地城取回遺失的文物。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104849,0,3,4578412,0,66864,0,6,6,0,0,0,0,0,0,0
593,取回文物：蒼藍密庫,沃卓肯的瑟爾倫請你前往蒼藍密庫地城取回遺失的文物。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104850,0,3,4578411,0,66865,0,6,6,0,0,0,0,0,0,0
594,取回文物：灌注迴廊,沃卓肯的瑟爾倫請你前往灌注迴廊地城取回遺失的文物。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104851,0,3,4578415,0,66866,0,6,6,0,0,0,0,0,0,0
595,取回文物：阿爾蓋薩學院,沃卓肯的瑟爾倫請你前往阿爾蓋薩學院地城取回遺失的文物。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104852,0,3,4578414,0,66867,0,6,6,0,0,0,0,0,0,0
596,保存過往：提爾的遺產,沃卓肯的柯莫拉請你前往奧達曼地城尋找被遺忘的知識。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104853,0,3,4578418,0,66868,0,6,6,0,0,0,0,0,0,0
597,保存過往：奈薩魯斯堡,沃卓肯的柯莫拉請你前往奈薩魯斯堡地城尋找被遺忘的知識。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104854,0,3,4578417,0,66869,0,6,6,0,0,0,0,0,0,0
598,保存過往：晶紅生命之池,沃卓肯的柯莫拉請你前往晶紅生命之池地城尋找被遺忘的知識。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104855,0,3,4578416,0,66870,0,6,6,0,0,0,0,0,0,0
599,保存過往：諾庫德進攻據點,沃卓肯的柯莫拉請你前往諾庫德進攻據點地城尋找被遺忘的知識。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104856,0,3,4578413,0,66871,0,6,6,0,0,0,0,0,0,0
600,保存過往：蕨皮谷,沃卓肯的柯莫拉請你前往蕨皮谷地城尋找被遺忘的知識。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104857,0,3,4578412,0,66872,0,6,6,0,0,0,0,0,0,0
601,保存過往：蒼藍密庫,沃卓肯的柯莫拉請你前往蒼藍密庫地城尋找被遺忘的知識。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104858,0,3,4578411,0,66873,0,6,6,0,0,0,0,0,0,0
602,保存過往：灌注迴廊,沃卓肯的柯莫拉請你前往灌注迴廊地城尋找被遺忘的知識。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104859,0,3,4578411,0,66874,0,6,6,0,0,0,0,0,0,0
603,保存過往：阿爾蓋薩學院,沃卓肯的柯莫拉請你前往阿爾蓋薩學院地城尋找被遺忘的知識。,接受任務,成功後可獲得你所選擇的巨龍崛起陣營名望！,,7,104860,0,3,4578414,0,66875,0,6,6,0,0,0,0,0,0,0
604,生命火花：甦醒海岸,沃卓肯的艾莉斯‧石風向你下戰帖，要求你在PvP戰鬥中擊敗敵人。,接受任務,,,7,104872,0,3,4672500,0,72646,0,6,6,0,0,0,0,0,0,0
605,生命火花：雍亞拉平原,沃卓肯的艾莉斯‧石風向你下戰帖，要求你在PvP戰鬥中擊敗敵人。,接受任務,,,5,104873,0,3,4672498,0,72647,0,6,6,2797,8,0,0,0,0,0
606,生命火花：蒼藍高地,沃卓肯的基努向你下戰帖，要求你在PvP戰鬥中擊敗敵人。,接受任務,,,5,104874,0,3,4672495,0,72648,0,6,6,2797,8,0,0,0,0,0
607,生命火花：薩爪祖斯,沃卓肯的薩克納向你下戰帖，要求你在PvP戰鬥中擊敗敵人。,接受任務,,,5,104875,0,3,4672499,0,72649,0,6,6,2797,8,0,0,0,0,0
608,找點樂子,今天有一大堆玩家聚在奧格瑪大門前進行決鬥！加入他們的行列，在1對1戰鬥中證明你的能耐！,,,,7,104881,0,0,252282,0,0,0,1,1,0,0,0,0,0,0,0
609,找點樂子,今天有一大堆玩家聚在暴風城大門前進行決鬥！加入他們的行列，在1對1戰鬥中證明你的能耐！,,,,7,104882,0,0,252282,0,0,0,1,1,0,0,0,0,0,0,0
610,找點樂子,每隔幾小時，小個子約翰‧米斯瑞爾都會在荊棘谷競技場中間留下供人拾取的寶箱，但只有一名玩家能夠取得寶物。你做好覺悟了嗎？,,,,7,104883,0,0,252282,0,0,0,1,1,0,0,0,0,0,0,0
611,找點樂子,有錢就想作怪嗎？到主城的拍賣場一趟，看看其他冒險者賣些什麼！說不定能不小心挖到寶…,,,,7,104884,0,0,252282,0,0,0,1,1,0,0,0,0,0,0,0
612,找點樂子,想要找透過非法管道取得的稀有寶物嗎？黑市拍賣場絕對值得一去，它就在沃卓肯西邊的請願者集合地。五花八門的商品讓你逛到欲罷不能。,,,,7,104885,0,0,252282,0,0,0,1,1,0,0,0,0,0,0,0
