Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
有其母必有其女，艾澤萊提的防備心非常重，絕不會放過想傷害她媽媽的人。,|cFFFFD200商人：|r麥格尼‧銅鬚|n|cFFFFD200區域：|r希利蘇斯|n|cFFFFD200陣營：|r艾澤拉斯的勇士 - 崇敬|n|cFFFFD200花費：|r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2429,143214,279234,2032607,6,2,2,6,7,0
早在千萬年以前，鴨嘴龍就一直在這片土地上的漫遊。這是早已適應陸地生活的古老物種，也因為某些原因，進化成會連續重複發出三聲短鳴。,|cFFFFD200商人：|r泰魯圖|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r100000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r狡猾尼克|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r100000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,2430,143360,279433,1888348,8,18,2,6,7,0
每當吸血蟲聚集在一處，就會成為極具侵略性的強勢物種，它們以無與倫比的速度攻擊任何新物種，直到它們發現可以利用的弱點。,|cFFFFD200成就：|r野生動物大戰|n|cFFFFD200類別：|r收集,2431,143464,279576,1618564,2,82,5,6,7,0
阿拉希高地平原蜘蛛的幼蛛會將一團有倒勾的腹毛踢入掠食者的眼睛，此外，有毒的吐網蜘蛛也會這麼做。,|cFFFFD200掉落：|r維諾瑪魯斯|n|cFFFFD200區域：|r阿拉希高地,2432,143499,279631,2027962,7,2,0,6,7,0
只要有任何小魔花殘存下來，枝葉領主奧督斯就永遠不會死亡。,|cFFFFD200掉落：|r枝葉領主奧督斯|n|cFFFFD200區域：|r阿拉希高地,2433,143503,279638,135437,6,2,0,6,7,0
達貝爾‧蒙特羅斯不是一個兇殘的術士，就是一個喜歡可愛東西的人。或許兩者皆是。,|cFFFFD200掉落：|r達貝爾‧蒙特羅斯|n|cFFFFD200區域：|r阿拉希高地,2434,143507,279643,136221,5,2,0,6,7,0
專門協助泰坦處理各種雜務的傀儡，但似乎太小了。微型泰坦球！上吧！,|cFFFFD200掉落：|r密斯賴爾之迴響|n|cFFFFD200區域：|r阿拉希高地,2435,143515,279657,632352,5,2,0,6,7,0
雖然尤格沙沒死於希爾斯布萊德的熊瘟，卻因此陷入瘋狂，而她的幼獸永遠深受其害。,|cFFFFD200掉落：|r尤格沙|n|cFFFFD200區域：|r阿拉希高地,2436,143533,279686,648803,7,2,0,6,7,0
具有貓頭鷹、熊和雄鹿的特徵，輕易就能躲開可能的訴訟。,|cFFFFD200掉落：|r怒喙|n|cFFFFD200區域：|r阿拉希高地,2437,143563,279723,132150,7,2,0,6,7,0
瘟疫之羽及她的幼雛在激流堡之役後，散落在高地上的腐肉為生。,|cFFFFD200掉落：|r瘟疫之羽|n|cFFFFD200區域：|r阿拉希高地,2438,143564,279724,1929248,2,2,0,6,7,0
這些艾澤萊晶岩變化的液珠非常易變，一受到刺激就會發生爆炸反應。,|cFFFFD200商人：|r麥格尼‧銅鬚|n|cFFFFD200區域：|r希利蘇斯|n|cFFFFD200陣營：|r艾澤拉斯的勇士 - 崇敬|n|cFFFFD200花費：|r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2439,143611,279365,2065616,5,2,2,6,7,0
阿拉希最惡名昭彰的石臉巨獸「弗茲魯克」的活體組織。,|cFFFFD200掉落：|r弗茲魯克|n|cFFFFD200區域：|r阿拉希高地,2440,143627,279929,451165,6,2,0,6,7,0
在石拳傳說中，有一群食腐鳥跟著巨魔戰士，一起在第二次獸人戰爭穿過黑暗之門；目前艾澤拉斯上的所有雙頭食腐鳥或許都是它們的後裔。,|cFFFFD200掉落：|r人類獵殺者勞格|n|cFFFFD200區域：|r阿拉希高地,2441,143628,279930,132200,2,2,0,6,7,0
小蜂或許不是蜂巢裡數百萬隻蜜蜂中體型最大的，但這並不代表他無法成為勇士。,|cFFFFD200成就：|r與蜂共舞|n|cFFFFD200類別：|r決戰艾澤拉斯,2442,143730,280157,2027852,2,82,5,6,7,0
比例完美的強大戰爭機器。,|cFFFFD200商人：|r復仇者潔拉娜|n|cFFFFD200地點：|r波拉勒斯|n|cFFFFD200陣營：|r第七軍團,2443,143738,280185,132486,9,514,2,6,7,0
比例完美的強大戰爭機器。,|cFFFFD200商人：|r蘭莎‧灰羽|n|cFFFFD200地點：|r祖達薩|n|cFFFFD200陣營：|r榮勛軍團,2444,143739,280188,132485,9,258,2,6,7,0
碎步蟹的名字是說他能讓船隻破洞、逐漸粉碎，而不是他的移動模式，可別忘記了。,|cFFFFD200掉落：|r海嶼遠征|n,2445,143794,177244,2061891,8,2,0,6,7,0
這群螃蟹的外殼在沙灘上閃閃發亮，就像寶石一樣。,|cFFFFD200掉落：|r海嶼遠征|n,2446,143801,177237,2027881,8,2,0,6,7,0
根據島嶼部族口耳相傳，這種燃網蜘蛛以其保暖、強韌的蜘網絲線而聞名。,|cFFFFD200掉落：|r海嶼遠征|n|n,2447,143802,177236,520757,6,2,0,34,7,0
此山羊亞種經過演化，蹄子無論在沙地或岩地上，都如履平地。,|cFFFFD200掉落：|r海嶼遠征|n,2448,143803,177235,877477,7,2,0,35,7,0
有人把這隻機械大猩猩放在島上，用來監控物種，但放置的人和原因都不明。,|cFFFFD200掉落：|r海嶼遠征|n,2449,143804,177231,132189,9,2,0,6,7,0
這隻獵犬唯一會追的球是跟鑽石一樣堅硬的防火岩石，沉重無比，一點都不好丟。,|cFFFFD200掉落：|r海嶼遠征|n|n,2450,143805,177230,318343,6,2,0,34,7,0
你的口袋裡是不是有一隻毒蟲？話說你為什麼把它放在口袋？,|cFFFFD200掉落：|r海嶼遠征|n|n,2451,143816,280332,236197,7,2,0,6,7,0
波洛無法飛行，但生平最喜歡在地上跳來跳去，把水果從樹上搖下來。,|cFFFFD200掉落：|r海嶼遠征|n,2452,143797,177241,2061724,2,2,0,6,7,0
就連年幼的龍蝦人都會被那海天一線所吸引，那是來自心底的呼喚。,|cFFFFD200掉落：|r海嶼遠征|n,2453,143819,280335,1508497,8,2,0,6,7,0
根據大小，螳螂人似乎正在重新發展族群，可能是因為出現新的女皇。,|cFFFFD200掉落：|r海嶼遠征|n,2454,143820,280336,624010,7,2,0,6,7,0
尖尖船長曾經帶領一群自作聰明的猴子展開多災多難的海上之旅，結果很快就翻船了。,|cFFFFD200掉落：|r海嶼遠征|n,2455,143795,177243,2055038,3,2,0,6,7,0
富有的海盜船長在陌生城市的碼頭上遇到一個奇怪的人，以永生換來他不離不棄的追隨。就像大多數異想天開的願望，往往問題重重。,|cFFFFD200掉落：|r海嶼遠征|n,2456,143796,177242,2055034,3,2,0,6,7,0
冷光過去在海洋中極為常見，甚至引起許多獵人抱怨，不過現在早已消聲匿跡。,|cFFFFD200掉落：|r海嶼遠征|n,2457,143821,280337,970832,0,2,0,6,7,0
這種野獸只要毛稍微潮濕，聞起來就像在一堆濕掉的野狗中滾了一圈。,|cFFFFD200掉落：|r海嶼遠征|n,2458,143818,280334,1029741,7,2,0,6,7,0
這種強壯的生物特別偏愛海岸的矮灌木叢，在未知的土地繁衍多年。,|cFFFFD200掉落：|r海嶼遠征|n,2459,143817,280333,616693,7,2,0,6,7,0
弗洛卡族對於它們的首領弗洛亞拉克忠心耿耿，它帶領它們逃離巫妖王的掌控。,|cFFFFD200掉落：|r海嶼遠征|n,2460,143822,280338,237393,2,2,0,6,7,0
不管他的神秘眼罩有什麼故事，他都不會說話。,|cFFFFD200掉落：|r海嶼遠征|n,2461,143799,177239,2101159,8,2,0,6,7,0
大章魚的幼體實際上的正式名稱其實應該叫「章魚丸」。,|cFFFFD200掉落：|r海嶼遠征|n,2462,143798,177240,2101158,8,2,0,6,7,0
在溫暖的夏季，這些害蟲發出的噪音足以把人逼瘋。,|cFFFFD200掉落：|r海嶼遠征|n,2463,143806,177229,134967,4,2,0,6,7,0
它的釘刺真的…好吧，沒有比它更糟的東西，真的。你確定要把它留下來當寵物？,|cFFFFD200掉落：|r海嶼遠征|n,2464,143807,177228,464143,7,2,0,6,7,0
你知道當你回來拿起飲料，卻發現冰塊都溶化的感覺有多糟嗎？都是這傢伙的錯。,|cFFFFD200掉落：|r海嶼遠征|n,2465,143811,177222,656560,6,2,0,36,7,0
最惡毒的狡詐之靈，也是熊貓人發明防火褲的原因。,|cFFFFD200掉落：|r海嶼遠征|n,2466,143809,177225,774324,6,2,0,36,7,0
小心涼快的微風，它會對人惡作劇。 - 熊貓人諺語,|cFFFFD200掉落：|r海嶼遠征|n,2467,143812,177221,774322,6,2,0,36,7,0
大地在你腳下隆隆作響…它是在震動或是在大笑？還是兩者皆有？,|cFFFFD200掉落：|r海嶼遠征|n,2468,143810,177224,774323,6,2,0,36,7,0
寄宿在無盡之海島嶼中的靈魂設下許多陷阱，引誘粗心的訪客。,|cFFFFD200掉落：|r海嶼遠征|n,2469,143808,177226,458176,0,2,0,41,7,0
小蹄喜歡：跳躍、蹦跳、嬉戲和頭錘，從最喜歡的開始排列。,|cFFFFD200掉落：|r海嶼遠征|n,2471,143813,177219,1383844,4,2,0,6,7,0
戴上手套再抓這隻小傢伙，他很愛咬人！,|cFFFFD200掉落：|r海嶼遠征|n,2472,143814,177217,1738684,8,2,0,6,7,0
這隻罕見風蛇的閃亮鱗片吸收陽光，讓它即便在陰涼處也能保暖。,|cFFFFD200掉落：|r海嶼遠征|n,2473,143815,280331,132209,2,2,0,6,7,0
在身上的齒輪磨壞之前，機械蟾蜍可跳躍超過700萬次。,|cFFFFD200專業技能：|r決戰艾澤拉斯鍊金術,2474,143957,280617,1694136,9,2,3,6,7,0
這些生物可個別控制每隻手臂，多工作業效率極高，還能帶來效果最佳的擁抱。,|cFFFFD200專業技能：|r決戰艾澤拉斯鍊金術,2475,143959,280619,254105,8,2,3,6,7,0
再微小的割傷對這個種族而言都是一場災難，它們開始到處漏水。,|cFFFFD200專業技能：|r決戰艾澤拉斯鍊金術,2476,143958,280618,1723701,4,2,3,6,7,0
從克洛格一出生，身上的角就以飛快的速率成長，而且堪稱所有活物身上硬度最高的天然素材。,|cFFFFD200專業技能：|r決戰艾澤拉斯鍊金術,2477,143374,279435,237402,7,2,3,6,7,0
沒人知道誰先在艾澤拉斯掀起裝扮螃蟹的風潮，但這股熱潮已經無人能擋。,|cFFFFD200PvP：|r榮譽等級400獎勵|n|n|cFFFFD200商人：|r羅伯茲隊長|n|cFFFFD200區域：|r達拉然|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r弗雷澤元帥|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r上尉騎士潔西卡|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,2478,144005,280728,2061889,8,594,5,6,7,0
沒人知道誰先在艾澤拉斯掀起裝扮螃蟹的風潮，但這股熱潮已經無人能擋。,|cFFFFD200PvP：|r榮譽等級400獎勵|n|n|cFFFFD200商人：|r野蠻的莎拉|n|cFFFFD200區域：|r達拉然|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r薇奧麗‧影癒|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r軍團士兵瓦蘭蒂絲|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,2479,144004,280727,2061890,8,338,5,6,7,0
測試寵物。,|cFFFFD200掉落：|r測試寵物|n,2480,144617,281878,133718,4,34,0,6,7,0
,,2481,145133,0,1711341,7,33840,-1,6,7,0
狼造型的暗月氣球。,|cFFFFD200商人：|r卡爾‧古德阿|n|cFFFFD200區域：|r暗月島|n|cFFFFD200花費：|r90|Hcurrency:515|h|TInterface\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h,2482,145948,283744,2341437,2,144,2,6,7,0
魚人造型的暗月氣球。,|cFFFFD200商人：|r卡爾‧古德阿|n|cFFFFD200區域：|r暗月島|n|cFFFFD200花費：|r90|Hcurrency:515|h|TInterface\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h,2483,145947,283741,2341436,2,144,2,6,7,0
馬造型的暗月氣球。,|cFFFFD200商人：|r卡爾‧古德阿|n|cFFFFD200區域：|r暗月島|n|cFFFFD200花費：|r90|Hcurrency:515|h|TInterface\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h,2484,145946,283740,2341435,2,144,2,6,7,0
,,2485,145968,0,2126350,3,32,-1,6,7,0
,,2486,145971,0,294474,4,32,-1,6,7,0
,,2487,145986,0,321487,9,32,-1,6,7,0
,,2488,145988,0,132996,9,1056,-1,6,7,0
,,2489,145990,0,894222,9,32,-1,6,7,0
,,2490,145995,0,1786409,9,32,-1,6,7,0
,,2492,146002,0,971291,9,32,-1,6,7,0
,,2493,146003,0,668552,9,32,-1,6,7,0
,,2494,146004,0,298587,9,32,-1,6,7,0
,,2495,146005,0,646782,3,1056,-1,6,7,0
,,2496,146006,0,133883,9,32,-1,6,7,0
,,2497,146148,0,133001,6,1056,-1,6,7,0
,,2498,146151,0,237032,6,1056,-1,6,7,0
,,2499,146150,0,133868,6,1056,-1,6,7,0
,,2500,146176,0,1336885,9,32,-1,6,7,0
,,2501,146001,0,133000,9,1056,-1,6,7,0
,,2502,146183,0,135790,6,32,-1,6,7,0
,,2503,146182,0,135862,6,32,-1,6,7,0
,,2504,146181,0,135851,6,32,-1,6,7,0
南赤脊一帶的狼蛛體型比艾澤拉斯其他地區的狼蛛更小，但是牠們的速度更快、行為更兇猛。,|cFFFFD200掉落：|r豺狼人噬食蛛|n|cFFFFD200區域：|r赤脊山,2525,147221,285843,2027964,7,2,0,6,7,0
被認為在一次巨大爆炸中失落，但由最頂尖的工程師將小羽重建為雄偉的機械生物。,"|cFFFFD200任務：|r她在一個更幸福的地方
|cFFFFD200區域：|r塔納利斯

|cFFFFD200任務：|r賈斯特，他死了！
|cFFFFD200區域：|r塔納利斯",2526,147583,286474,2490921,9,2,1,6,7,0
許多小朋友應該都聽過這樣的故事：所有有翅膀的生物原本都無法飛行，直到某一天帕骷賦予一道強風，讓牠們得以飛離地面。,|cFFFFD200掉落： |r帕骷的化身|n|cFFFFD200區域： |r達薩亞洛之戰,2527,147586,286483,1624588,2,2,0,6,7,0
有著奎格瓦血脈的蟾蜍，一生平均可以跳躍七百萬次。,|cFFFFD200掉落：|r帕骷的化身|n|cFFFFD200區域：|r達薩亞洛之戰(傳奇難度),2528,147585,286484,2399289,8,2,0,6,7,0
這隻蜥蜴背上的裝甲是一種神秘但容易導電的材質，非常適合充電或放電。,|cFFFFD200掉落： |r帕骷的化身|n|cFFFFD200區域： |r達薩亞洛之戰,2529,147587,286482,136103,7,2,0,6,7,0
機械狼蛛的製作者，是一個無名的地精工程師。有傳聞說當找到最初的設計圖時，圖是放在一個遍佈老舊蜘蛛網、滿是灰塵的房間裡，不過到處都不見原本的機械狼蛛或繪製結構圖那個工程師的蹤影。,|cFFFFD200專業技能：|r決戰艾澤拉斯工程學,2530,147619,286514,1511262,9,2,3,6,7,0
和一般的活蟑螂比起來，機械蟑螂逃過末日的可能性較小，因此這項工程科技備受眾人質疑。,|cFFFFD200商人：|r麥克羅‧祖克斯|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r1|Hitem:165835|h|TInterface\ICONS\INV_Misc_EngGizmos_35.blp:0|t|h,2531,147671,286574,294474,9,2,2,6,7,0
這些老鼠長期暴露於諾姆瑞根的各種機器輻射之下，因此身體在深邃的黑暗之中會散發綠色的光芒。,|cFFFFD200商人：|r麥克羅‧祖克斯|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r2|Hitem:165835|h|TInterface\ICONS\INV_Misc_EngGizmos_35.blp:0|t|h,2532,147679,286576,2126350,3,2,2,6,7,0
警報犬原本是用來看門的，但是大家想把牠們養在家裡，因為牠們實在太可愛了。,|cFFFFD200商人：|r麥克羅‧祖克斯|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r3|Hitem:165835|h|TInterface\ICONS\INV_Misc_EngGizmos_35.blp:0|t|h,2533,147692,286582,1567069,9,2,2,6,7,0
不知道為什麼會有人想做諾姆瑞根機械的迷你版，也不知道這是不是好主意，但無論如何這些機械很有趣。,|cFFFFD200成就：|r寵物對戰挑戰：諾姆瑞根|n|cFFFFD200類別：|r寵物對戰,2534,147838,286790,132241,9,82,5,6,7,0
佐司瓦的恐怖魔法變出了一些難以想像的生物，有些生物還潛伏於陰影之中，而其他的生物已經從陰影裡現身了。,|cFFFFD200成就：|r家族對戰高手|n|cFFFFD200類別：|r寵物對戰,2535,147884,286837,136221,5,82,5,6,7,0
贊達拉的迅猛龍在十分幼年的時期就會長出羽毛，沒有戒心的掠食者很容易將牠們誤認為極易得手的獵物。實際上，這些小惡龍想吃甚麼就吃什麼，而且幾乎位於食物鏈的頂端。,|cFFFFD200寵物對戰：|r祖達薩,2537,148517,0,2459292,7,26,4,6,7,0
就如同許多其他物種，你可以從迅猛龍最大的一支利爪，大致猜到牠成年後的體型尺寸。,|cFFFFD200掉落：|r竊蛋龍恩恰拉|n|cFFFFD200區域：|r祖達薩,2538,148520,287997,2459296,7,2,0,6,7,0
贊達拉最早幾次受到記載的大型戰鬥勝利之一，描寫著強大的戰士騎乘著裝甲迅猛龍上戰場。傳說戰士並沒有選擇迅猛龍，而是由迅猛龍選擇戰士。,|cFFFFD200商人：|r補給官斯朵弗基|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r100|Hcurrency:1717|h|TInterface\ICONS\INV_AllianceWarEffort.BLP:0|t|h,2539,148524,288006,2459293,7,2,2,6,7,0
在一天當中的特定時刻，日光照射在迅猛龍紅色羽毛所造成的反光，會讓羽毛更像是一團火焰。,|cFFFFD200商人： |r補給官慕卡菈|n|cFFFFD200區域： |r祖達薩|n|cFFFFD200花費： |r100|Hcurrency:1716|h|TInterface\ICONS\INV_HordeWarEffort.BLP:0|t|h,2540,148525,288009,2459294,7,2,2,6,7,0
只有最崇高的水手，才配得上這隻上流鸚鵡。,,2541,148542,288054,1716281,2,34,-1,6,7,0
黑海岸的哨兵貓頭鷹永遠守護著牠們的家園。,|cFFFFD200掉落：|r焚滅者第五型|n|cFFFFD200區域：|r黑海岸|n|n|cFFFFD200掉落：|r安錫爾‧露火|n|cFFFFD200區域：|r黑海岸,2544,148781,288486,1387709,2,2,0,6,7,0
當塞科拉洛斯來到黑海岸時，各處都出現了小龍捲風。某些龍捲風慢慢消失，有些則逐漸回到塞科拉洛斯旁，被環繞的陣風所吸收。,|cFFFFD200掉落：|r塞科拉洛斯|n|cFFFFD200區域：|r黑海岸,2545,148784,288582,132119,6,2,0,6,7,0
當你想勝過皮普‧捷思說那個困在危險生物肚裡的荒誕故事，事情就會變成這個樣子。,"|cFFFFD200掉落：|r剛弗拉果斯
|cFFFFD200區域：|r黑海岸",2546,148825,288592,1269439,3,2,0,6,7,0
海卓拉斯小水珠同時也是相當好的保濕凝露。,|cFFFFD200掉落：|r海卓拉斯|n|cFFFFD200區域：|r黑海岸,2547,148841,288595,636335,6,2,0,6,7,0
達納蘇斯裡的一棵知識古樹在臨終時運用一道魔法屏障阻止火焰繼續焚燒，成功救下了這名樹人。,|cFFFFD200掉落：|r辛咯迦|n|cFFFFD200區域：|r黑海岸|n|n|cFFFFD200掉落：|r安努|n|cFFFFD200區域：|r黑海岸,2548,148843,288597,135829,6,2,0,6,7,0
這個水母已不若以往。現在它有五十顆不同的眼睛。,|cFFFFD200掉落： |r『滑行者』索苟斯|n|cFFFFD200區域： |r黑海岸,2549,148844,288598,537022,5,2,0,6,7,0
曾是恩拉奇的強大戰士，祖阿吉的力量被竊，遭到一名未知的仇敵所吸收。,|cFFFFD200掉落：|r暮光預言者葛拉姆|n|cFFFFD200區域：|r黑海岸,2550,148846,288600,1386549,5,2,0,6,7,0
這些頑皮鹿寶寶的腿勁，足以讓獸人大吃一驚。,|cFFFFD200掉落：|r海嶼遠征|n,2551,148976,288867,1387706,7,2,0,6,7,0
我們對此物種所知不多，但我們知道一件事：蝙蝠並非蟲類。,|cFFFFD200掉落：|r海嶼遠征|n,2552,148979,288868,132182,2,2,2,6,7,0
要買要快，以免向隅。,|cFFFFD200掉落：|r海嶼遠征|n,2553,148981,288870,1100170,3,2,0,6,7,0
針背豪豬為了在海島氣候中生存，演化得非常幸運。,|cFFFFD200掉落：|r海嶼遠征|n,2554,148982,288875,644001,4,2,0,6,7,0
白化暮鴉是極其稀有的物種，在無盡之海的貿易商之間相當搶手。,|cFFFFD200商人：|r克萊瑞莎船長|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r200|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200商人：|r贊塔嘉船長|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r200|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h,2555,148985,288890,1733738,2,2,2,6,7,0
雖然不過是幼龍，牠的爪子已鋒利至足以刺穿許多小型動物的血肉。,|cFFFFD200掉落：|r海嶼遠征|n,2556,148984,288889,1733737,2,2,0,6,7,0
焰刺胡蜂據說是胡蜂裡面刺人最痛的，像是一陣烈焰所燒。,|cFFFFD200掉落：|r海嶼遠征|n,2557,148988,288895,2027905,2,2,0,6,7,0
在寧靜森林的其他居民全部陷入瘋狂之後，獒獒領主才獲得領主的稱號。,|cFFFFD200掉落：|r海嶼遠征|n|n,2558,148989,288901,877481,7,2,0,6,7,0
對於牠所有的問題，牠自有一套解決方式：抽打它們一頓。,|cFFFFD200掉落：|r海嶼遠征|n,2559,148990,288910,2399293,8,2,0,6,7,0
關鍵活動包括：翻身、曬太陽、咽叫著想讓主人搔抓肚皮、還有享受被搔抓肚皮的樂趣。,|cFFFFD200掉落：|r海嶼遠征|n|n,2560,148991,288914,797544,7,2,0,33,7,0
尤倫達爾的住民經常趁常在這些幼龍年紀尚小、還能夠訓練時將其加以捕捉。,|cFFFFD200掉落：|r海嶼遠征|n,2561,148995,288916,134154,1,2,0,6,7,0
緋紅色種的八腳章魚，體型長得比其他種類都要來得大而堅硬，足以承受深淵裡強大的水壓。,|cFFFFD200商人：|r克萊瑞莎船長|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r100|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200商人：|r贊塔嘉船長|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r100|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h,2562,148997,288919,2101158,8,2,2,6,7,0
在哨兵隊裡，受託照顧在泰達希爾巨樹枝枒上誕生的貓頭鷹，被視為是一種榮譽。,|cFFFFD200任務：|r新希望|n|cFFFFD200區域：|r黑海岸|n|n|cFFFFD200掉落：|r歐威爾‧史蒂芬森|n|cFFFFD200區域：|r黑海岸|n|n|cFFFFD200掉落：|r峻角|n|cFFFFD200區域：|r黑海岸,2563,149205,289359,1387709,2,2,1,6,7,0
關於互相對打的機器人，好處之一就是你可以很快地再次將它們組裝起來。第二步就是安裝一管大型雷射砲，確保你贏得下場戰鬥。,|cFFFFD200掉落：|r『毀滅者』杜克薩|n|cFFFFD200區域：|r沃魯敦|n,2564,149348,289604,1509628,9,2,0,6,7,0
真的想把機械蜘蛛用於實戰的人，都知道你必須大量購買替換用的腿部零件。蜘蛛的腿非常脆弱。,|cFFFFD200掉落：|r蛛型機|n|cFFFFD200區域：|r沃魯敦|n,2565,149361,289605,1511262,9,2,0,6,7,0
信天翁的飛行距離，比艾澤拉斯裡所有其他的鳥類都還要遠。,|cFFFFD200掉落：|r普勞德摩爾海軍府補給品,2566,149363,289606,132923,2,2,0,6,7,0
不像大多數其他蝙蝠，緋紅蝙蝠眼睛完全看不見，必須全數依賴迴音定位來移動。,|cFFFFD200掉落：|r 塔蘭姬的遠征隊補給品,2567,149372,289622,2103883,2,2,0,6,7,0
鈷藍烏鴉的羽毛在月光下發出詭異的光芒，令它們在夜晚極易被發現。,|cFFFFD200掉落：|r燼火會補給品|n,2568,149375,289629,136076,2,2,0,6,7,0
深海鰻魚能吞掉並消化比牠們身體寬兩倍的物體。,|cFFFFD200掉落：|r風暴守望補給品|n,2569,149376,289633,2027957,8,2,0,6,7,0
螃蟹先生在連續擊敗了十幾名寄居蟹對手後，贏得他背上的殼。,|cFFFFD200世界事件：|r兒童週,2575,150098,291203,2027914,8,2,1,6,7,0
彼伯特最愛吃鴉莓。,|cFFFFD200世界事件：|r兒童週,2576,150119,291214,1738683,8,2,1,6,7,0
青藍色的青蛙在陽光照射下，有時會產生閃爍的光芒。當青蛙在水面上，此光芒剛好成為牠完美的保護色。,|cFFFFD200世界事件：|r兒童週,2577,150120,291215,2399261,8,2,1,6,7,0
尖角蜥的鱗片彈性十足卻不失韌性，時常用來強化或修補破損物品以及老舊物品。,|cFFFFD200世界事件：|r兒童週,2578,150126,291223,2027841,1,2,1,6,7,0
麒麟獸生性忠誠，是遠古魔古一族最喜愛的夥伴。,|cFFFFD200掉落：|r石衛士|n|cFFFFD200區域：|r魔古山寶庫,2579,150354,291513,645792,7,2,0,6,7,0
過度穿梭靈魂世界，有礙你的身心健康。,|cFFFFD200掉落：|r『縛靈者』卡拉賈|n|cFFFFD200區域：|r魔古山寶庫,2580,150356,291515,801002,3,2,0,6,7,0
納拉卡煞引擎是被許多強大生物，以及許多小小生物守護著。,|cFFFFD200掉落：|r艾拉岡|n|cFFFFD200區域：|r魔古山寶庫,2581,150357,291517,2622569,5,2,0,6,7,0
雖然這尊雕像數個世紀未曾活動，不過現在動起來倒是十分順暢。,|cFFFFD200掉落：|r秦璽|n|cFFFFD200區域：|r魔古山寶庫,2582,150360,291533,646675,5,2,0,254,7,0
這隻小雲蛟最愛追著自己的尾巴跑。,|cFFFFD200掉落：|r楚龍|n|cFFFFD200區域：|r豐泉台,2583,150365,291537,1247267,1,2,0,6,7,0
潘達利亞的元素之靈早在幾年前就開始計畫各種捉弄訪客的方式。,|cFFFFD200掉落：|r蕾希|n|cFFFFD200區域：|r豐泉台,2584,150372,291537,774324,6,2,0,6,7,0
別讓這些東西在午夜後進食，據說這樣很危險。,|cFFFFD200掉落：|r女皇大臣索拉格|n|cFFFFD200區域：|r恐懼之心,2585,150374,291548,624012,2,2,0,6,7,0
從牠們身體發出的光芒，在完全黑暗的世界中散發出一種平靜中帶著詭異的感覺。,|cFFFFD200掉落：|r刀鋒領主塔亞克|n|cFFFFD200區域：|r恐懼之心,2586,150375,291549,2626043,2,2,0,6,7,0
這些是極具攻擊性的崑蟲，一旦學會走路後，牠們幾乎會吞噬一切。而任何無法被吃下的東西都會被摧毀。,|cFFFFD200掉落：|r加拉隆|n|cFFFFD200區域：|r恐懼之心,2587,150377,291553,624010,7,2,0,6,7,0
