ID,FullName_lang,ShortName_lang,GroupFinderCategoryID,OrderIndex,GroupFinderActivityGrpID,Flags,MinGearLevelSuggestion,PlayerConditionID,MapID,DifficultyID,AreaID,MaxPlayers,DisplayType,Field_11_0_7_57361_013,Field_11_0_7_57361_014,Field_11_0_7_57361_015,Field_11_0_7_57361_016,OverrideContentTuningID,MapChallengeModeID
672,永恆宮殿(普通難度),普通難度,3,1,254,35,72,69747,2164,14,0,30,0,0,0,0,0,0,0
673,激流堡之役(英雄難度),英雄難度,3,2,255,35,78,71238,1804,15,0,30,0,0,0,0,0,0,0
674,納沙塔爾,納沙塔爾,1,0,248,258,0,0,0,0,10052,0,4,0,0,0,0,0,0
675,機械岡,機械岡,1,3,247,258,0,0,0,0,10290,0,4,0,0,0,0,0,0
676,火源之界(普通),普通難度,3,1,78,34,0,0,720,14,0,30,0,0,0,0,0,0,0
677,火源之界(英雄),英雄難度,3,1,78,34,0,0,720,15,0,30,0,0,0,0,0,0,0
679,機械岡廢料場(傳奇鑰石),傳奇難度+,2,1,256,194,0,98011,2097,8,0,5,1,0,0,0,0,0,369
682,機械岡廢料場(英雄),英雄,2,2,256,99,60,87337,2097,2,0,5,1,0,0,0,0,0,0
683,機械岡工坊(傳奇鑰石),傳奇難度+,2,2,257,194,0,98012,2097,8,0,5,1,0,0,0,0,0,370
684,機械岡工坊(英雄難度),英雄,2,2,257,99,60,87337,2097,2,0,5,1,0,0,0,0,0,0
685,奈奧羅薩，甦醒之城(傳奇),傳奇難度,3,3,258,35,120,0,2217,16,0,20,0,0,0,0,0,0,0
686,奈奧羅薩，甦醒之城(英雄),英雄,3,2,258,35,100,74074,2217,15,0,30,0,0,0,0,0,0,0
687,奈奧羅薩，甦醒之城(普通),普通,3,1,258,35,85,74073,2217,14,0,30,0,0,0,0,0,0,0
688,瘟疫之臨(普通),普通,2,1,259,99,0,85644,2289,1,0,5,1,0,0,0,0,0,0
689,瘟疫之臨(英雄),英雄,2,2,259,99,115,85644,2289,2,0,5,1,0,0,0,0,0,0
690,瘟疫之臨(傳奇難度),傳奇難度,2,3,259,99,115,85644,2289,23,0,5,1,0,0,0,0,0,0
691,瘟疫之臨(傳奇鑰石),傳奇難度+,2,4,259,194,184,97992,2289,8,0,5,1,0,0,0,0,0,0
692,彼界境地(普通),普通,2,1,260,99,0,85644,2291,1,0,5,1,0,0,0,0,0,0
693,彼界境地(英雄),英雄,2,2,260,99,115,85644,2291,2,0,5,1,0,0,0,0,0,0
694,彼界境地(傳奇),傳奇難度,2,3,260,99,115,85644,2291,23,0,5,1,0,0,0,0,0,0
695,彼界境地(傳奇鑰石),傳奇難度+,2,4,260,194,184,97997,2291,8,0,5,1,0,0,0,0,0,0
696,贖罪之殿(普通),普通,2,1,261,99,0,85644,2287,1,0,5,1,0,0,0,0,0,0
697,贖罪之殿(英雄),英雄,2,2,261,99,115,85644,2287,2,0,5,1,0,0,0,0,0,0
698,贖罪之殿(傳奇),傳奇難度,2,3,261,99,115,85644,2287,23,0,5,1,0,0,0,0,0,0
699,贖罪之殿(傳奇鑰石),傳奇難度+,2,4,261,194,184,97994,2287,8,0,5,1,0,0,0,0,0,0
700,特那希迷霧(普通),普通,2,1,262,99,0,85644,2290,1,0,5,1,0,0,0,0,0,0
701,特那希迷霧(英雄),英雄,2,2,262,99,567,127178,2290,2,0,5,1,0,0,0,0,0,0
702,特那希迷霧(傳奇),傳奇難度,2,3,262,99,0,127178,2290,23,0,5,1,0,0,0,0,0,0
703,特那希迷霧(傳奇鑰石),傳奇難度+,2,4,262,194,184,97993,2290,8,0,5,1,0,0,0,0,0,0
704,血紅深淵(普通),普通,2,1,263,99,0,85644,2284,1,0,5,1,0,0,0,0,0,0
705,血紅深淵(傳奇鑰石),傳奇難度+,2,4,263,194,184,97998,2284,8,0,5,1,0,0,0,0,0,0
706,血紅深淵(傳奇),傳奇難度,2,3,263,99,115,85644,2284,23,0,5,1,0,0,0,0,0,0
707,血紅深淵(英雄),英雄,2,2,263,99,115,85644,2284,2,0,5,1,0,0,0,0,0,0
708,晉升之巔(普通),普通,2,1,264,99,0,85644,2285,1,0,5,1,0,0,0,0,0,0
709,晉升之巔(傳奇鑰石),傳奇難度+,2,4,264,194,184,97995,2285,8,0,5,1,0,0,0,0,0,0
710,晉升之巔(傳奇),傳奇難度,2,3,264,99,115,85644,2285,23,0,5,1,0,0,0,0,0,0
711,晉升之巔(英雄),英雄,2,2,264,99,115,85644,2285,2,0,5,1,0,0,0,0,0,0
712,死靈戰地(普通),普通,2,1,265,99,0,85644,2286,1,0,5,1,0,0,0,0,0,0
713,死靈戰地(傳奇鑰石),傳奇難度+,2,4,265,194,184,97991,2286,8,0,5,1,0,0,0,0,0,0
714,死靈戰地(傳奇),傳奇難度,2,3,265,99,0,127178,2286,23,0,5,1,0,0,0,0,0,0
715,死靈戰地(英雄),英雄,2,2,265,99,567,127178,2286,2,0,5,1,0,0,0,0,0,0
716,苦痛劇場(普通),普通,2,1,266,99,0,85644,2293,1,0,5,1,0,0,0,0,0,0
717,苦痛劇場(傳奇鑰石),傳奇難度+,2,4,266,194,184,97996,2293,8,0,5,1,0,0,0,0,0,0
718,苦痛劇場(傳奇),傳奇難度,2,3,266,99,115,85644,2293,23,0,5,1,0,0,0,0,0,0
719,苦痛劇場(英雄),英雄,2,2,266,99,115,85644,2293,2,0,5,1,0,0,0,0,0,0
720,納撒亞城(普通),普通,3,1,267,35,200,85644,2296,14,0,30,0,0,0,0,0,0,0
721,納撒亞城(傳奇),傳奇難度,3,3,267,35,230,85644,2296,16,0,20,0,0,0,0,0,0,0
722,納撒亞城(英雄),英雄,3,2,267,35,215,85644,2296,15,0,30,0,0,0,0,0,0,0
723,世界首領(暗影之境),世界首領,3,0,0,803,0,105278,2222,0,0,40,0,0,0,0,0,0,0
724,斯寇德斯刑牢,第1區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
725,扭曲迴廊,第1區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
726,碎骨之牢,第1區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
727,熔魂工坊,第1區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
728,寒心之間,第1區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
729,蒙特雷加,第1區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
730,牢塔上層,第1區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
731,競技場練習戰(2v2),2v2,7,0,0,36,0,86430,0,0,0,2,2,0,0,0,0,0,0
732,競技場練習戰(2v2),2v2,7,0,0,36,0,86431,0,0,0,2,2,0,0,0,0,0,0
733,競技場練習戰(3v3),3v3,7,0,0,36,0,86430,0,0,0,3,2,0,0,0,0,0,0
734,競技場練習戰(3v3),3v3,7,0,0,36,0,86431,0,0,0,3,2,0,0,0,0,0,0
735,奧寇布恩刑牢,奧寇布恩刑牢,113,1,0,162,0,88259,2162,167,13400,5,4,0,0,0,0,0,0
736,折磨刑牢：珍娜,折磨刑牢：珍娜,113,1,0,162,0,88260,2162,167,13404,5,4,0,0,0,0,0,0
737,折磨刑牢：索爾,折磨刑牢：索爾,113,1,0,162,0,88261,2162,167,13404,5,4,0,0,0,0,0,0
738,亞登曠野,亞登曠野,1,0,270,258,0,0,0,0,11510,0,4,0,0,0,0,0,0
739,昇靈堡,昇靈堡,1,0,270,258,0,0,0,0,10534,0,4,0,0,0,0,0,0
740,瑪卓薩斯,瑪卓薩斯,1,0,270,258,0,0,0,0,11462,0,4,0,0,0,0,0,0
741,瑞文崔斯,瑞文崔斯,1,0,270,258,0,0,0,0,10413,0,4,0,0,0,0,0,0
742,淵喉,淵喉,1,0,270,258,0,0,0,0,11400,0,4,0,0,0,0,0,0
743,統御聖所(普通),普通難度,3,1,271,35,213,85644,2450,14,0,30,0,0,0,0,0,0,0
744,統御聖所(英雄),英雄難度,3,2,271,35,226,85644,2450,15,0,30,0,0,0,0,0,0,0
745,統御聖所(傳奇),傳奇難度,3,3,271,35,239,85644,2450,16,0,20,0,0,0,0,0,0,0
746,『帷幕市集』塔札維許(傳奇),傳奇難度,2,3,272,99,115,85644,2441,23,0,5,1,0,0,0,0,0,0
940,扭曲迴廊,第2區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
941,扭曲迴廊,第3區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
942,扭曲迴廊,第4區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
943,扭曲迴廊,第5區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
944,扭曲迴廊,第6區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
945,扭曲迴廊,第7區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
946,扭曲迴廊,第8區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
947,扭曲迴廊,第9區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
948,扭曲迴廊,第10區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
949,扭曲迴廊,第11區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
950,扭曲迴廊,第12區,113,0,273,162,0,85391,2162,167,0,5,4,0,0,0,0,0,0
951,斯寇德斯刑牢,第2區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
952,斯寇德斯刑牢,第3區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
953,斯寇德斯刑牢,第4區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
955,斯寇德斯刑牢,第5區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
956,斯寇德斯刑牢,第6區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
957,斯寇德斯刑牢,第7區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
958,斯寇德斯刑牢,第8區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
959,斯寇德斯刑牢,第9區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
960,斯寇德斯刑牢,第10區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
961,牢塔上層,第2區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
962,牢塔上層,第3區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
963,牢塔上層,第4區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
964,牢塔上層,第5區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
965,牢塔上層,第6區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
966,牢塔上層,第7區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
967,牢塔上層,第8區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
968,牢塔上層,第9區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
969,牢塔上層,第10區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
970,斯寇德斯刑牢,第11區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
971,牢塔上層,第11區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
972,牢塔上層,第12區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
973,熔魂工坊,第2區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
974,熔魂工坊,第3區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
975,熔魂工坊,第4區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
976,熔魂工坊,第5區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
977,熔魂工坊,第6區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
978,熔魂工坊,第7區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
979,熔魂工坊,第8區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
980,熔魂工坊,第9區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
981,熔魂工坊,第10區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
982,熔魂工坊,第11區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
983,蒙特雷加,第2區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
984,蒙特雷加,第3區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
985,蒙特雷加,第4區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
986,蒙特雷加,第5區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
987,蒙特雷加,第6區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
988,蒙特雷加,第7區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
989,蒙特雷加,第8區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
990,蒙特雷加,第9區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
991,蒙特雷加,第10區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
992,蒙特雷加,第11區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
993,蒙特雷加,第12區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
994,碎骨之牢,第2區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
995,碎骨之牢,第3區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
996,碎骨之牢,第4區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
997,碎骨之牢,第5區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
998,碎骨之牢,第6區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
999,碎骨之牢,第7區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1000,碎骨之牢,第8區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1001,碎骨之牢,第9區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1002,碎骨之牢,第10區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1003,碎骨之牢,第11區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1004,碎骨之牢,第12區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1005,寒心之間,第2區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1006,寒心之間,第3區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1007,寒心之間,第4區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1008,寒心之間,第5區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1009,寒心之間,第6區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1010,寒心之間,第7區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1011,寒心之間,第8區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1012,寒心之間,第9區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1013,寒心之間,第10區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1014,寒心之間,第11區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1015,寒心之間,第12區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1016,塔札維許街道(傳奇鑰石),傳奇難度+,2,4,280,194,222,97999,2441,8,0,5,1,0,0,0,0,0,391
1017,塔札維許的險招(傳奇鑰石),傳奇難度+,2,4,281,194,222,98000,2441,8,0,5,1,0,0,0,0,0,392
1018,塔札維許街道(英雄),英雄,2,2,280,194,196,85644,2441,2,0,5,1,0,0,0,0,0,0
1019,塔札維許的險招(英雄),英雄,2,2,281,194,196,85644,2441,2,0,5,1,0,0,0,0,0,0
1020,首創者聖塚(普通),普通,3,1,282,35,239,93446,2481,14,0,30,0,0,0,0,0,0,0
1021,首創者聖塚(英雄),英雄,3,2,282,35,252,93451,2481,15,0,30,0,0,0,0,0,0,0
1022,首創者聖塚(傳奇),傳奇,3,3,282,35,265,85644,2481,16,0,20,0,0,0,0,0,0,0
1024,寒心之間,第13區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1025,寒心之間,第14區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1026,寒心之間,第15區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1027,寒心之間,第16區,113,1,279,162,0,85373,2162,167,13411,5,4,0,0,0,0,0,0
1028,碎骨之牢,第13區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1029,碎骨之牢,第14區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1030,碎骨之牢,第15區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1031,碎骨之牢,第16區,113,1,278,162,0,85371,2162,167,13403,5,4,0,0,0,0,0,0
1032,蒙特雷加,第13區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
1033,蒙特雷加,第14區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
1034,蒙特雷加,第15區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
1035,蒙特雷加,第16區,113,1,277,162,0,85374,2162,167,13412,5,4,0,0,0,0,0,0
1036,斯寇德斯刑牢,第12區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
1037,斯寇德斯刑牢,第13區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
1038,斯寇德斯刑牢,第14區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
1039,斯寇德斯刑牢,第15區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
1040,斯寇德斯刑牢,第16區,113,1,274,162,0,85370,2162,167,13400,5,4,0,0,0,0,0,0
1041,熔魂工坊,第12區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
1042,熔魂工坊,第13區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
1043,熔魂工坊,第14區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
1044,熔魂工坊,第15區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
1045,熔魂工坊,第16區,113,1,276,162,0,85372,2162,167,13404,5,4,0,0,0,0,0,0
1046,牢塔上層,第13區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
1047,牢塔上層,第14區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
1048,牢塔上層,第15區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
1049,牢塔上層,第16區,113,1,275,162,0,85376,2162,167,13413,5,4,0,0,0,0,0,0
1050,閻獄之主的試煉,第1區,113,0,283,162,0,96523,2162,167,0,5,4,0,0,0,0,0,0
1051,閻獄之主的試煉,第2區,113,0,283,162,0,96523,2162,167,0,5,4,0,0,0,0,0,0
1052,閻獄之主的試煉,第3區,113,0,283,162,0,96523,2162,167,0,5,4,0,0,0,0,0,0
1053,閻獄之主的試煉,第4區,113,0,283,162,0,96523,2162,167,0,5,4,0,0,0,0,0,0
1054,閻獄之主的試煉,第5區,113,0,283,162,0,96523,2162,167,0,5,4,0,0,0,0,0,0
1055,閻獄之主的試煉,第6區,113,0,283,162,0,96523,2162,167,0,5,4,0,0,0,0,0,0
1056,閻獄之主的試煉,第7區,113,0,283,162,0,96523,2162,167,0,5,4,0,0,0,0,0,0
1057,閻獄之主的試煉,第8區,113,0,283,162,0,96523,2162,167,0,5,4,0,0,0,0,0,0
1058,甦醒海岸,甦醒海岸,1,0,284,258,0,0,0,0,13644,0,4,0,0,0,0,0,0
1059,雍亞拉平原,雍亞拉平原,1,0,284,258,0,0,0,0,13645,0,4,0,0,0,0,0,0
1060,蒼藍高地,蒼藍高地,1,0,284,258,0,0,0,0,13646,0,4,0,0,0,0,0,0
1061,薩爪祖斯,薩爪祖斯,1,0,284,258,0,0,0,0,13647,0,4,0,0,0,0,0,0
1062,澤瑞斯莫提斯,澤瑞斯莫提斯,1,0,270,258,0,0,0,0,13536,0,4,0,0,0,0,0,0
1063,科西亞,科西亞,1,0,270,258,0,0,0,0,13570,0,4,0,0,0,0,0,0
1146,世界首領(巨龍崛起),世界首領,3,0,0,803,0,115998,2444,0,0,40,0,0,0,0,0,0,0
1157,阿爾蓋薩學院(普通),普通,2,1,302,99,0,99866,2526,1,0,5,1,0,0,0,0,0,0
1158,阿爾蓋薩學院(英雄),英雄,2,2,302,99,463,99866,2526,2,0,5,1,0,0,0,0,0,0
1159,阿爾蓋薩學院(傳奇),傳奇,2,3,302,99,480,99866,2526,23,0,5,1,0,0,0,0,0,0
1160,阿爾蓋薩學院(傳奇鑰石),傳奇難度+,2,4,302,194,485,99874,2526,8,0,5,1,0,0,0,0,0,0
1161,蕨皮谷(普通),普通,2,1,303,99,0,85644,2520,1,0,5,1,0,0,0,0,0,0
1162,蕨皮谷(英雄),英雄,2,2,303,99,463,99866,2520,2,0,5,1,0,0,0,0,0,0
1163,蕨皮谷(傳奇),傳奇,2,3,303,99,480,99866,2520,23,0,5,1,0,0,0,0,0,0
1164,蕨皮谷(傳奇鑰石),傳奇難度+,2,4,303,194,485,99872,2520,8,0,5,1,0,0,0,0,0,0
1165,灌注迴廊(普通),普通,2,1,304,99,0,85644,2527,1,0,5,1,0,0,0,0,0,0
1166,灌注迴廊(英雄),英雄,2,2,304,99,463,99866,2527,2,0,5,1,0,0,0,0,0,0
1167,灌注迴廊(傳奇),傳奇,2,3,304,99,480,99866,2527,23,0,5,1,0,0,0,0,0,0
1168,灌注迴廊(傳奇鑰石),傳奇難度+,2,4,304,194,485,99873,2527,8,0,5,1,0,0,0,0,0,0
1169,奈薩魯斯堡(普通),普通,2,1,305,99,0,99866,2519,1,0,5,1,0,0,0,0,0,0
1170,奈薩魯斯堡(英雄),英雄,2,2,305,99,463,99866,2519,2,0,5,1,0,0,0,0,0,0
1171,奈薩魯斯堡(傳奇),傳奇,2,3,305,99,480,99866,2519,23,0,5,1,0,0,0,0,0,0
1172,奈薩魯斯堡(傳奇鑰石),傳奇難度+,2,3,305,194,485,99869,2519,8,0,5,1,0,0,0,0,0,0
1173,晶紅生命之池(普通),普通,2,1,306,99,0,85644,2521,1,0,5,1,0,0,0,0,0,0
1174,晶紅生命之池(英雄),英雄,2,2,306,99,463,99866,2521,2,0,5,1,0,0,0,0,0,0
1175,晶紅生命之池(傳奇),傳奇,2,3,306,99,480,99866,2521,23,0,5,1,0,0,0,0,0,0
1176,晶紅生命之池(傳奇鑰石),傳奇難度+,2,4,306,194,485,99868,2521,8,0,5,1,0,0,0,0,0,0
1177,蒼藍密庫(普通),普通,2,1,307,99,0,99866,2515,1,0,5,1,0,0,0,0,0,0
1178,蒼藍密庫(英雄),英雄,2,2,307,99,463,99866,2515,2,0,5,1,0,0,0,0,0,0
1179,蒼藍密庫(傳奇),傳奇,2,3,307,99,480,99866,2515,23,0,5,1,0,0,0,0,0,0
1180,蒼藍密庫(傳奇鑰石),傳奇難度+,2,4,307,194,485,99871,2515,8,0,5,1,0,0,0,0,0,0
1181,諾庫德進攻據點(普通),普通,2,1,308,99,0,85644,2516,1,0,5,1,0,0,0,0,0,0
1182,諾庫德進攻據點(英雄),英雄,2,2,308,99,463,99866,2516,2,0,5,1,0,0,0,0,0,0
1183,諾庫德進攻據點(傳奇),傳奇,2,3,308,99,480,99866,2516,23,0,5,1,0,0,0,0,0,0
1184,諾庫德進攻據點(傳奇鑰石),傳奇難度+,2,4,308,194,485,99870,2516,8,0,5,1,0,0,0,0,0,0
1185,奧達曼：提爾的遺產(普通),普通,2,1,309,99,0,85644,2451,1,0,5,1,0,0,0,0,0,0
1186,奧達曼：提爾的遺產(英雄),英雄,2,2,309,99,463,99866,2451,2,0,5,1,0,0,0,0,0,0
1187,奧達曼：提爾的遺產(傳奇),傳奇,2,3,309,99,480,99866,2451,23,0,5,1,0,0,0,0,0,0
1188,奧達曼：提爾的遺產(傳奇鑰石),傳奇難度+,2,4,309,194,485,99867,2451,8,0,5,1,0,0,0,0,0,0
1189,洪荒化身牢獄(普通),普通,3,1,310,35,376,103977,2522,14,0,30,0,0,0,0,0,0,0
1190,洪荒化身牢獄(英雄),英雄,3,2,310,35,389,103977,2522,15,0,30,0,0,0,0,0,0,0
1191,洪荒化身牢獄(傳奇),傳奇,3,3,310,35,402,103977,2522,16,0,20,0,0,0,0,0,0,0
1192,玉蛟寺(傳奇鑰石),傳奇難度+,2,0,61,194,0,98034,960,8,0,5,1,0,0,0,0,0,0
1193,影月墓地(傳奇鑰石),傳奇難度+,2,0,12,194,359,98028,1176,8,0,5,1,0,0,0,0,0,0
1194,奧達曼：提爾的遺產(普通),普通,2,1,309,99,0,105577,2451,1,0,5,1,0,0,0,0,0,0
1195,漩渦尖塔(傳奇鑰石),傳奇難度+,2,8,59,194,385,107461,657,8,0,5,1,0,0,0,0,0,0
1196,禁忌之境,禁忌之境,1,0,284,258,0,0,0,0,14433,0,4,0,0,0,0,0,0
1235,亞貝魯斯(普通),普通,3,1,313,35,394,108665,2569,14,0,30,0,0,0,0,0,0,0
1236,亞貝魯斯(英雄),英雄,3,2,313,35,407,108665,2569,15,0,30,0,0,0,0,0,0,0
1237,亞貝魯斯(傳奇),傳奇,3,3,313,35,420,108665,2569,16,0,20,0,0,0,0,0,0,0
1243,扎拉萊克洞窟,扎拉萊克洞窟,1,0,284,258,0,0,0,0,14022,0,4,0,0,0,0,0,0
1244,恆龍黎明(傳奇),傳奇,2,3,315,99,480,99866,2579,23,0,5,1,0,0,0,0,0,0
1245,葛拉克朗殞命之地 - 恆龍黎明(英雄),英雄,2,2,316,99,330,99866,2579,2,0,5,1,0,0,0,0,0,0
1246,姆多茲諾崛起之地 - 恆龍黎明(英雄),英雄,2,2,317,99,330,99866,2579,2,0,5,1,0,0,0,0,0,0
1247,葛拉克朗殞命之地 - 恆龍黎明(傳奇鑰石),傳奇難度+,2,4,316,194,415,114533,2579,8,0,5,1,0,0,0,0,0,463
1248,姆多茲諾崛起之地 - 恆龍黎明(傳奇鑰石),傳奇難度+,2,4,317,194,415,114534,2579,8,0,5,1,0,0,0,0,0,464
1249,翡翠夢境,翡翠夢境,1,0,284,258,0,0,0,0,14529,0,4,0,0,0,0,0,0
1251,埃達希爾(普通),普通,3,1,319,35,433,115329,2549,14,0,30,0,0,0,0,0,0,0
1252,埃達希爾(英雄),英雄,3,2,319,35,446,114446,2549,15,0,30,0,0,0,0,0,0,0
1253,埃達希爾(傳奇),傳奇,3,3,319,35,459,115330,2549,16,0,20,0,0,0,0,0,0,0
1274,海潮王座(傳奇鑰石),傳奇難度+,2,8,54,194,385,112699,643,8,0,5,1,0,0,0,0,0,0
1275,暗焰裂縫(普通),普通難度,2,1,322,99,0,114336,2651,1,0,5,1,0,0,0,0,0,0
1276,暗焰裂縫(英雄),英雄難度,2,2,322,99,567,115171,2651,2,0,5,1,0,0,0,0,0,0
