Name_lang,ID,MapID,DifficultyID,OrderIndex,CompleteWorldStateID,Bit,Flags,SpellIconFileID,Faction,Field_11_1_5_59735_010
斯陀頌恩領主,2132,1864,0,2000,14864,2,4,0,-1,0
『低語者』沃澤斯,2133,1864,0,3000,14866,3,4,0,-1,0
維克提斯,2134,1861,0,-500,14892,2,6,0,-1,0
謎思拉克斯,2135,1861,0,-250,14894,3,6,0,-1,0
札克沃茲,2136,1861,0,-1500,14895,4,6,254116,-1,0
黃金風蛇,2139,1762,0,0,14931,0,4,0,-1,0
部族議會,2140,1762,0,1000,15039,1,4,0,-1,0
母親大人,2141,1861,0,-2000,15059,5,6,254116,-1,0
『墓葬者』瑪欽巴,2142,1762,0,500,15062,2,4,0,-1,0
神王達薩,2143,1762,0,2000,15168,3,4,0,-1,0
塔羅克,2144,1861,0,-3000,15170,6,6,254116,-1,0
祖爾,2145,1861,0,-312,15205,7,6,0,-1,0
團隊首領假人(30秒),2146,1457,0,2000,0,2,0,0,-1,0
戰爭使者葉南茲,2147,1643,0,0,0,0,8,0,-1,0
冰雹傀儡,2148,1643,0,1000,0,1,8,0,-1,0
吉亞拉克,2149,1642,0,1000,0,1,8,0,-1,0
雄獅之吼,2252,529,0,0,0,0,8,0,-1,0
末日之吼,2253,529,0,1000,0,1,8,0,-1,0
Raid Boss Dummy (5min),2254,1457,0,3000,0,3,0,0,-1,0
暴力機兵,2257,2097,0,1750,16217,0,4,0,-1,0
K.U.-J.0.機械犬,2258,2097,0,1875,16219,1,4,0,-1,0
機械工花園,2259,2097,0,2000,16221,2,4,0,-1,0
機械岡國王,2260,2097,0,3000,16223,3,4,0,-1,0
葛隆,2263,2070,0,-1750,16563,1,6,0,0,0
聖光勇士,2265,2070,0,-2000,16560,3,6,0,-1,0
碧火大師,2266,2070,0,-1437,16562,4,6,0,0,0
天選者衛隊,2268,2070,0,-1062,16310,6,6,0,-1,0
不息者秘教,2269,2096,0,0,16316,0,6,0,-1,0
金輝魔靈,2271,2070,0,-1125,16433,8,6,0,-1,0
神王拉斯塔哈,2272,2070,0,-1031,16475,9,7,0,-1,0
『虛無使者』烏納特,2273,2096,0,1000,16542,1,6,0,-1,0
梅卡托克,2276,2070,0,-1015,16567,12,6,0,-1,0
風暴屏障封鎖部隊,2280,2070,0,-1007,16568,16,6,0,-1,0
珍娜‧普勞德摩爾女士,2281,2070,0,-1003,16569,17,7,0,-1,0
『復生者』葛隆,2284,2070,0,-1281,16563,0,6,0,1,0
碧火大師,2285,2070,0,-1359,16562,2,6,0,1,0
黑水巨鰻,2289,2164,0,0,17142,0,4,0,-1,0
勾巴馬克王,2290,2097,0,-1000,17145,4,4,0,-1,0
HK-8型空中壓制單位,2291,2097,0,1500,17161,5,4,0,-1,0
髒克,2292,2097,0,-500,17163,6,4,0,-1,0
札奎爾,2293,2164,0,1000,17182,1,6,0,-1,0
深淵指揮官希瓦菈,2298,2164,0,-1000,17305,2,4,0,-1,0
艾薩拉女王,2299,2164,0,2000,17306,3,5,0,-1,0
歐格澤亞,2303,2164,0,750,17342,4,4,0,-1,0
艾胥凡女士,2304,2164,0,500,17371,5,6,0,-1,0
艾薩拉光輝,2305,2164,0,-250,17399,6,4,0,-1,0
女王法庭,2311,2164,0,875,17451,7,4,0,-1,0
崔克西和奈洛,2312,2097,0,500,17680,7,4,0,-1,0
烏爾瑪斯，縛魂者,2317,1718,0,0,0,0,0,0,-1,0
威克瑪拉,2318,1718,0,1000,0,1,0,0,-1,0
艾澤拉斯回憶錄：燃燒的遠征,2319,2235,0,0,18048,0,4,0,-1,0
艾澤拉斯回憶錄：浩劫與重生,2320,2235,0,1000,18047,1,4,0,-1,0
艾澤拉斯回憶錄：巫妖王之怒,2321,2235,0,500,18046,2,4,0,-1,0
騰克,2325,2236,0,-1000,18064,0,0,0,-1,0
雷妮爾,2326,2236,0,0,18066,1,0,0,-1,0
默特,2327,2217,0,0,18071,0,6,0,-1,0
黑暗審判官克珊內絲,2328,2217,0,1000,18073,1,6,0,-1,0
怒西昂,2329,2217,0,-1000,18083,2,6,0,-1,0
『掠心喪神』萊公,2331,2217,0,5000,18085,3,6,0,-1,0
腐化的索爾,2332,2212,0,0,18015,0,0,0,-1,0
蟲群首腦,2333,2217,0,3000,18117,4,6,0,-1,0
預言者斯奇崔,2334,2217,0,-500,18116,5,6,0,-1,0
『無盡飢餓』薩德哈,2335,2217,0,5500,18123,6,4,0,-1,0
薇希歐娜,2336,2217,0,2000,18130,7,6,0,-1,0
恩若司的外殼,2337,2217,0,6000,18147,8,6,0,-1,0
艾蘭里亞‧風行者,2338,2213,0,0,18015,0,0,0,-1,0
卓雷阿葛斯,2343,2217,0,5750,18179,9,6,0,-1,0
『腐化者』恩若司,2344,2217,0,7000,18211,10,4,0,-1,0
『腐化重生』伊蓋諾斯,2345,2217,0,5875,18224,11,6,0,-1,0
杉札拉女皇,2351,870,0,4000,0,4,0,0,-1,0
塔剎拉,2352,870,0,5000,0,5,0,0,-1,0
『碎地者』巫克拉茲,2353,1,0,0,0,0,8,0,-1,0
溫圖納斯,2356,2285,0,1500,18606,0,4,0,-1,0
金塔拉,2357,2285,0,1000,18607,1,4,0,-1,0
奧利菲翁,2358,2285,0,2000,18608,2,4,0,-1,0
『忠誠楷模』德沃絲,2359,2285,0,3000,18609,3,4,0,-1,0
貪婪的奎西斯,2360,2284,0,0,18629,0,4,0,-1,0
處決者塔沃德,2361,2284,0,1000,18628,1,4,0,-1,0
總監督者貝莉亞,2362,2284,0,2000,18627,2,4,0,-1,0
凱厄將軍,2363,2284,0,3000,18630,3,4,0,-1,0
庫薩洛克,2364,2293,0,0,18652,0,4,0,-1,0
肉排,2365,2293,0,1000,18654,1,4,0,-1,0
『未逝者』薩夫,2366,2293,0,2000,18656,2,4,0,-1,0
雷克薩,2370,2212,0,5000,18699,1,64,0,-1,0
審判官恩夏爾,2371,2212,0,2000,18704,2,64,0,-1,0
滅絕元素,2372,2212,0,3000,18705,3,64,0,-1,0
『無光』偉佐克,2373,2212,0,4000,18706,4,64,0,-1,0
瑟魯姆‧深爐,2374,2213,0,1000,18707,1,64,0,-1,0
奴隸主奧洛克,2375,2213,0,2000,18708,2,64,0,-1,0
馬迪亞斯‧肖爾霸主,2376,2213,0,3000,18709,3,64,0,-1,0
博學者奧姆里克,2377,2213,0,4000,18710,4,64,0,-1,0
艾可隆,2380,2287,0,0,18773,0,4,0,-1,0
宮務大臣,2381,2287,0,1000,18775,1,4,0,-1,0
葛洛格羅,2382,2289,0,0,18778,0,4,0,-1,0
飢餓破壞者,2383,2296,0,0,18780,0,6,0,-1,0
伊克思博士,2384,2289,0,1000,18781,1,4,0,-1,0
多米娜‧毒刃,2385,2289,0,2000,18783,2,4,0,-1,0
藩侯史特拉達瑪,2386,2289,0,3000,18785,3,4,0,-1,0
荒骨,2387,2286,0,0,18788,0,4,0,-1,0
『收割者』亞瑪斯,2388,2286,0,1000,18789,1,4,0,-1,0
縫補師縫肉,2389,2286,0,2000,18794,2,4,0,-1,0
『霜縛者』納爾索,2390,2286,0,3000,18790,3,4,0,-1,0
蔑視挑戰者,2391,2293,0,-1000,18802,3,4,0,-1,0
喚霧者,2392,2290,0,0,18805,0,4,0,-1,0
崔朵瓦,2393,2290,0,1000,18808,1,4,0,-1,0
曼納斯頓夫婦,2394,2291,0,0,18812,0,4,0,-1,0
『奪魂者』哈卡,2395,2291,0,-1000,18815,1,4,0,-1,0
繆薩拉,2396,2291,0,1000,18817,2,4,0,-1,0
英拉馬洛克,2397,2290,0,-1000,18819,2,4,0,-1,0
石嘯翼蝠,2398,2296,0,-1000,19396,1,6,0,-1,0
泥拳,2399,2296,0,3000,19415,2,6,0,-1,0
商人希夏,2400,2291,0,500,18824,3,4,0,-1,0
『罪污巨人』哈奇厄斯,2401,2287,0,-1000,18810,2,4,0,-1,0
太陽之王的救贖,2402,2296,0,-250,19029,3,6,0,-1,0
至高判決者阿利茲,2403,2287,0,500,19047,3,4,0,-1,0
莫瑞莎,2404,2293,0,3000,19056,4,4,0,-1,0
工藝師希莫斯,2405,2296,0,2000,19146,4,6,0,-1,0
茵娜瓦‧暗脈女士,2406,2296,0,2250,19158,5,6,0,-1,0
戴納瑟斯王,2407,2296,0,4000,19208,6,7,0,-1,0
『淤泥化身』納苟許,2408,2222,0,0,0,0,0,0,-1,0
『恆枝』奧蘭諾莫諾斯,2409,2222,0,1000,0,1,0,0,-1,0
莫塔尼斯,2410,2222,0,2000,0,2,0,0,-1,0
瓦立諾,2411,2222,0,3000,0,3,0,0,-1,0
血之議會,2412,2296,0,2500,19279,7,6,0,-1,0
餘燼宴會,2415,2360,0,0,19342,0,64,0,-1,0
納薩諾斯‧凋零者,2416,0,0,0,0,0,0,0,-1,0
石源魔軍團將軍,2417,2296,0,3500,19388,8,6,0,-1,0
獵人亞提默,2418,2296,0,-500,19410,9,6,0,-1,0
時光船長鉤尾,2419,2441,0,0,20228,0,0,0,-1,0
科爾蘇加德,2422,2450,0,6500,20232,0,6,0,-1,0
泰拉古魯,2423,2450,0,-1000,20242,1,6,0,-1,0
收發室大騷動,2424,2441,0,-1000,20256,1,0,0,-1,0
哨兵佐菲克斯,2425,2441,0,-2000,20260,2,0,0,-1,0
海布藍德,2426,2441,0,-500,20264,3,0,0,-1,0
九魂使,2429,2450,0,1000,20449,2,6,0,-1,0
苦痛工匠拉茲內爾,2430,2450,0,6062,20366,3,6,0,-1,0
述命者羅卡洛,2431,2450,0,6250,20456,4,6,0,-1,0
耐祖奧的殘骸,2432,2450,0,1750,20439,5,6,0,-1,0
獄主之眼,2433,2450,0,0,20360,6,262,0,-1,0
靈魂撕裂者多瑪贊,2434,2450,0,1375,20451,7,6,0,-1,0
希瓦娜斯‧風行者,2435,2450,0,7000,20347,8,7,0,-1,0
首創者的守護者,2436,2450,0,6125,20268,9,6,0,-1,0
索阿茲米,2437,2441,0,-562,20275,4,0,0,-1,0
奧彌薩的綠洲,2440,2441,0,-750,20353,5,4,0,-1,0
大展示廳,2441,2441,0,-1500,20362,6,0,0,-1,0
索利亞,2442,2441,0,1000,20538,7,0,0,-1,0
Test Chest,2494,2162,0,0,20700,0,64,0,-1,0
9.1 Desmotaeron - World Boss,2495,2456,0,0,0,0,0,3731616,-1,0
『譴罪折磨者』莫傑斯,2496,2222,0,4000,0,4,0,3731616,-1,0
戒備守護者,2512,2481,0,0,21151,0,6,0,-1,0
回收者哈隆德魯斯,2529,2481,0,1750,21229,1,6,0,-1,0
閻獄之主,2537,2481,0,2000,21176,2,6,0,-1,0
首席設計者利胡敏,2539,2481,0,1812,21182,3,6,0,-1,0
墮落神諭者達奧賽恩,2540,2481,0,500,21213,4,6,0,-1,0
貪婪掠食者史寇雷斯,2542,2481,0,1500,21218,5,6,0,-1,0
驚懼領主,2543,2481,0,1875,21220,6,6,0,-1,0
原型萬神殿,2544,2481,0,1250,21225,7,6,0,-1,0
安杜因‧烏瑞恩,2546,2481,0,1843,21242,8,6,0,-1,0
雷吉隆,2549,2481,0,1968,21268,9,4,0,-1,0
安托斯,2550,2222,0,5000,0,5,0,3052064,-1,0
工藝師希莫斯,2553,2481,0,875,21338,10,6,0,-1,0
失落的矮人,2555,2451,0,0,21495,0,4,0,-1,0
布洛麥,2556,2451,0,1000,21497,1,4,0,-1,0
哨兵泰龍爪斯,2557,2451,0,2000,21499,2,4,0,-1,0
焰博熔,2558,2451,0,3000,21633,3,4,0,-1,0
時空領主戴歐司,2559,2451,0,4000,21503,4,4,0,-1,0
維薩穆斯,2562,2526,0,0,21592,0,4,0,-1,0
生長過盛的古樹,2563,2526,0,1000,21593,1,4,0,-1,0
克若絲,2564,2526,0,2000,21594,2,4,0,-1,0
朵拉苟莎的回音,2565,2526,0,3000,21595,3,4,0,-1,0
穿肚,2567,2520,0,0,21636,0,4,0,-1,0
樹嘴,2568,2520,0,-1000,21638,1,4,0,-1,0
『腐朽族母』怒眼,2569,2520,0,1000,21640,2,4,0,-1,0
砍爪戰隊,2570,2520,0,-2000,21642,3,4,0,-1,0
巴拉卡可汗,2580,2516,0,0,21903,0,4,0,-1,0
蹄拉和莫魯克,2581,2516,0,-1000,21901,1,4,0,-1,0
雷摩,2582,2515,0,0,21670,0,4,0,-1,0
泰拉許‧灰翼,2583,2515,0,3000,21674,1,4,0,-1,0
安珀斯庫,2584,2515,0,2000,21676,2,4,0,-1,0
蒼藍之刃,2585,2515,0,500,21677,3,4,0,-1,0
伊拉諾格,2587,2522,0,0,21720,0,6,0,-1,0
洪荒議會,2590,2522,0,1000,21742,1,6,0,-1,0
『冰冷之息』賽娜絲,2592,2522,0,2000,21747,2,6,0,-1,0
庫洛格‧恐怖圖騰,2605,2522,0,3000,21762,3,6,0,-1,0
可幾亞‧焰蹄,2606,2521,0,0,21835,0,4,0,-1,0
『噬風者』菈薩葛絲,2607,2522,0,4000,21854,4,4,0,-1,0
梅莉卓沙‧寒磨,2609,2521,0,-1000,21897,1,4,0,-1,0
熔岩之牙,2610,2519,0,0,21909,0,6,0,-1,0
督軍莎葛哈,2611,2519,0,1000,21913,1,6,0,-1,0
鍛造大師戈瑞克,2612,2519,0,-1000,21914,2,4,0,-1,0
『龍鱗之禍』查爾加斯,2613,2519,0,-2000,21917,3,4,0,-1,0
幼龍守衛者戴恩娜,2614,2522,0,3500,21927,5,6,0,-1,0
看守者伊力篤斯,2615,2527,0,0,21929,0,4,0,-1,0
吞嚥巨蛙,2616,2527,0,1000,21931,1,4,0,-1,0
『不撓者』卡金,2617,2527,0,2000,21933,2,4,0,-1,0
洪荒海嘯,2618,2527,0,3000,21935,3,4,0,-1,0
凱拉卡及俄克哈‧風脈,2623,2521,0,1000,21947,2,4,0,-1,0
『超凡者』達西亞,2635,2522,0,1500,22026,6,6,0,-1,0
狂怒風暴,2636,2516,0,-2000,22116,2,6,0,-1,0
葛蘭尼斯,2637,2516,0,-3000,22358,3,4,0,-1,0
忒羅司,2639,2522,0,1750,22094,7,6,0,-1,0
巴斯里隆,2640,2574,0,0,0,0,4,0,-1,0
史珠那朗,2651,2574,0,1000,0,1,4,0,-1,0
利斯卡諾絲,2652,2574,0,2000,0,2,4,0,-1,0
巴祖爾,2653,2574,0,1500,0,3,4,0,-1,0
柯瓏妮卡,2666,2579,0,0,22901,0,4,0,-1,0
時間之道化身,2667,2579,0,1000,22903,1,4,0,-1,0
葛拉克朗之疫,2668,2579,0,2000,22905,2,4,0,-1,0
伊瑞迪柯隆,2669,2579,0,3000,22907,3,4,0,-1,0
恆龍守衛者提爾,2670,2579,0,4000,22909,4,4,0,-1,0
米羅克,2671,2579,0,5000,22911,5,4,0,-1,0
時佚戰場,2672,2579,0,6000,22913,6,4,0,-1,0
時空領主戴歐司,2673,2579,0,7000,22915,7,4,0,-1,0
『熾炎者』菲拉卡,2677,2549,0,0,25036,0,6,0,-1,0
拉修克長老,2680,2569,0,0,23125,0,6,0,-1,0
薩克利的襲擊,2682,2569,0,-125,23134,1,4,0,-1,0
馬格莫拉克斯,2683,2569,0,1000,23153,2,6,0,-1,0
奈薩里奧的殘影,2684,2569,0,2000,23156,3,6,0,-1,0
龍隊指揮官沙卡瑞斯,2685,2569,0,3000,23160,4,6,0,-1,0
融合體之室,2687,2569,0,-500,23162,5,6,0,-1,0
『地獄鍛造者』卡扎拉,2688,2569,0,-2000,23168,6,6,0,-1,0
警戒侍者茲坎,2689,2569,0,500,23244,7,6,0,-1,0
被遺忘的實驗品,2693,2569,0,-250,23252,8,6,0,-1,0
薩克利長老,2696,2454,172,0,0,0,4,0,-1,0
Dungeon DPS Test (6 min),2707,1457,0,-1000,0,4,0,0,-1,0
『循環編織者』奈木,2708,2549,0,-31,24406,1,6,0,-1,0
『殘暴者』伊吉拉,2709,2549,0,-500,24126,2,6,0,-1,0
無頭騎士,2725,1004,0,0,24300,0,0,0,-1,0
夢境議會,2728,2549,0,-62,24338,3,6,0,-1,0
『烈焰守衛者』拉羅達,2731,2549,0,-125,24357,4,6,0,-1,0
弗柯羅斯,2737,2549,0,-250,24432,5,6,0,-1,0
誘惑之力,2740,2653,0,0,24466,0,4,0,-1,0
『火焰先知』丁卓爾‧睿迅,2786,2549,0,-7,24560,6,6,0,-1,0
蠟燭大王,2787,2651,0,6000,24410,0,4,0,-1,0
無邊黑暗,2788,2651,0,7000,24893,1,4,0,-1,0
光騎士,2815,1963,0,0,24610,0,4,0,-1,0
凱力厄斯,2816,2648,0,0,24613,0,6,0,-1,0
血法師薩爾諾斯,2818,189,1,1000,24616,1,0,0,-1,0
破界者,2819,1963,0,1000,24623,1,4,0,-1,0
瘤根,2820,2549,0,-1000,24632,7,6,0,-1,0
吞噬者,2821,1963,0,2000,24636,2,4,0,-1,0
斯莫德隆,2824,2549,0,-15,24719,8,6,0,-1,0
熾空,2826,2651,0,2000,24751,2,4,0,-1,0
充滿靈魄的蘑菇,2827,1457,0,4000,24804,5,4,0,-1,0
奧羅司特,2828,2548,0,0,0,0,4,0,-1,0
老蠟鬚,2829,2651,0,1000,24823,3,4,0,-1,0
旋轉菇,2831,2664,0,1000,0,1,0,0,-1,0
布朗派克男爵,2835,2649,0,0,24899,0,4,0,-1,0
斯卡汀巨怪,2836,2648,0,1000,24904,1,4,0,-1,0
代言者影冠,2837,2662,0,0,24913,0,4,0,-1,0
阿努比卡杰,2838,2662,0,1000,24915,1,4,0,-1,0
菈夏南,2839,2662,0,2000,24917,2,4,0,-1,0
德爾凱隊長,2847,2649,0,-1000,25022,1,4,0,-1,0
女院長莫普芮,2848,2649,0,1000,25024,2,4,0,-1,0
E.D.N.A.,2854,2652,0,0,25026,0,6,0,-1,0
風暴衛兵格倫,2861,2648,0,500,25028,2,4,0,-1,0
蛛網將軍阿比納爾,2877,2680,0,2000,0,2,0,0,-1,0
『盜墓者』乾鬚,2878,2681,0,0,0,0,0,0,-1,0
王冠化學製藥公司,2879,33,0,4000,0,5,4,0,-1,0
斯卡莫拉克,2880,2652,0,1000,25193,1,4,0,-1,0
虛無代言者埃里奇,2883,2652,0,2000,25233,2,6,0,-1,0
大師級機械工,2888,2652,0,1500,25238,3,4,0,-1,0
蠟面,2894,2683,0,0,0,0,0,0,-1,0
深海憎惡體,2895,2689,0,0,0,0,0,0,-1,0
蘇芮基隊長錫克朗,2898,2657,0,0,25449,0,6,0,-1,0
釀酒大師阿迪爾,2900,2661,0,0,25573,0,4,0,-1,0
『收割者』祈卡托,2901,2660,0,2000,25585,0,4,0,-1,0
『吞噬者』烏格拉斯,2902,2657,0,-1000,25630,1,6,0,-1,0
凝結聚合體,2905,2669,0,250,25658,0,4,0,-1,0
阿努扎克特,2906,2660,0,1000,25668,1,4,0,-1,0
演說家克里維茲,2907,2669,0,-1000,25674,1,4,0,-1,0
女王之牙,2908,2669,0,-500,25678,2,4,0,-1,0
『無上接合者』埃佐,2909,2669,0,1000,25675,3,4,0,-1,0
血縛之懼,2917,2657,0,-500,25695,2,6,0,-1,0
菈夏南,2918,2657,0,1000,25697,3,6,0,-1,0
幼蛛扭曲者歐維納斯,2919,2657,0,2000,25699,4,6,0,-1,0
奧核公主奇維扎,2920,2657,0,3000,25701,5,6,0,-1,0
絲綢宮廷,2921,2657,0,4000,25703,6,6,0,-1,0
安蘇芮克女王,2922,2657,0,5000,25705,7,6,0,-1,0
阿瓦諾克斯,2926,2660,0,0,25728,2,4,0,-1,0
伊帕,2929,2661,0,750,25739,1,4,0,-1,0
戈蒂‧貝倫巴特,2930,2661,0,2000,25751,2,4,0,-1,0
班克‧鳴蜂,2931,2661,0,1500,25769,3,4,0,-1,0
悄行者納瑟克,2946,2685,0,0,0,0,0,0,-1,0
代言者釤文斯,2947,2685,0,1000,0,1,0,0,-1,0
洞穴巨人首領,2948,2685,0,2000,0,2,0,0,-1,0
悄行者納瑟克,2949,2685,0,3000,0,3,0,0,-1,0
泥沼笛手,2960,2679,0,3000,0,0,0,0,-1,0
拉克佐,2967,36,24,1000,4531,5,4,0,-1,0
斯尼德,2968,36,24,2000,4532,6,4,0,-1,0
吉尼德,2969,36,24,3000,4533,7,4,0,-1,0
重拳先生,2970,36,24,4000,4534,8,4,0,-1,0
綠皮船長,2971,36,24,5000,4536,9,4,0,-1,0
艾德溫‧范克里夫,2972,36,24,6000,4537,10,4,0,-1,0
『船長』餅乾,2973,36,1,4000,5556,5,4,0,-1,0
利普斯納爾上將,2974,36,1,2000,5555,6,4,0,-1,0
敵人收割者5000型,2975,36,1,1000,5554,7,4,0,-1,0
格魯巴托克,2976,36,1,-1000,5538,8,4,0,-1,0
赫利克斯‧碎輪者,2977,36,1,0,5549,9,4,0,-1,0
『船長』餅乾,2978,36,2,2000,5556,6,4,0,-1,0
利普斯納爾上將,2979,36,2,1750,5555,7,4,0,-1,0
敵人收割者5000型,2980,36,2,1500,5554,8,4,0,-1,0
格魯巴托克,2981,36,2,0,5538,9,4,0,-1,0
赫利克斯‧碎輪者,2982,36,2,1000,5549,10,4,0,-1,0
歐爾塔,2984,2601,0,3000,0,0,4,0,-1,0
澤克維爾,2985,2682,0,0,0,0,0,0,-1,0
餅乾,2986,36,24,7000,4535,0,4,0,-1,0
澤克維爾,2987,2682,0,1000,0,1,0,0,-1,0
恐懼聚合體,2988,2601,0,1000,0,1,4,0,-1,0
地底王維克提斯,2989,2684,0,0,0,0,0,0,-1,0
監督者凱斯克,2990,2688,0,0,0,0,0,0,-1,0
研究員范凱克斯,2991,2690,0,0,0,0,0,0,-1,0
研究員席克維克,2992,2690,0,1000,0,1,0,0,-1,0
發狂憎惡體,2993,2690,0,2000,0,2,16,0,-1,0
舒萊,2994,2601,0,2000,0,2,4,0,-1,0
『休眠的保護者』寇達,2997,2601,0,4000,0,3,4,0,-1,0
重構怒影,2998,2686,0,0,0,0,0,0,-1,0
鏡像大師魔克納,2999,2687,0,0,0,0,0,0,-1,0
腫脹的溺死者,3000,2687,0,1000,0,1,0,0,-1,0
克拉皮,3001,2687,0,2000,0,2,0,0,-1,0
海獸呼喚者,3002,2687,0,3000,0,3,0,0,-1,0
進化的奈幽蟲族領袖,3004,2689,0,1000,0,1,0,0,-1,0
馬克林‧鑽刺,3005,2680,0,3000,0,0,0,0,-1,0
操偶大師,3006,2688,0,1000,0,1,0,0,-1,0
演說者赫爾溫,3007,2686,0,1000,0,1,0,0,-1,0
演說者帕爾吉斯,3008,2686,0,2000,0,2,0,0,-1,0
薇克希和齒輪幫,3009,2769,0,0,26690,0,6,0,-1,0
兇殘大鍋,3010,2769,0,1000,26692,1,6,0,-1,0
里克‧李福伯,3011,2769,0,2000,26694,2,6,0,-1,0
史提克‧破爛咖,3012,2769,0,3000,26696,3,6,0,-1,0
鏈販‧鎖貨,3013,2769,0,4000,26698,4,6,0,-1,0
獨臂強盜,3014,2769,0,5000,26700,5,6,0,-1,0
『保全領頭』瑪格吉,3015,2769,0,6000,26702,6,6,0,-1,0
閃亮亮大王加里維克斯,3016,2769,0,7000,26704,7,6,0,-1,0
被冰凍的指揮官,3017,576,0,-1000,3685,4,4,0,-1,0
破壞雙人組,3019,2773,0,0,26795,0,4,0,-1,0
巨型M.O.M.M.A.,3020,2773,0,-1000,26797,1,4,0,-1,0
洛考爾領主,3042,2792,0,0,26871,0,6,0,-1,0
伊森迪奧斯領主,3043,2792,0,1000,26877,1,6,0,-1,0
貝爾加,3044,2792,0,500,26878,2,6,0,-1,0
安格弗將軍,3045,2792,0,4500,26874,3,6,0,-1,0
魔像領主阿格曼奇,3046,2792,0,4000,26876,4,6,0,-1,0
弗萊拉斯大使,3047,2792,0,5000,26873,5,6,0,-1,0
七賢,3048,2792,0,4250,26875,6,6,0,-1,0
達格蘭‧索瑞森大帝,3049,2792,0,7000,26872,7,6,0,-1,0
教徒領袖,3050,2686,0,3000,0,3,0,0,-1,0
沼臉,3053,2773,0,1000,26961,2,4,0,-1,0
基澤‧巨電,3054,2773,0,2000,26963,3,4,0,-1,0
Raid Boss Dummy (30 Sec),3064,2438,0,0,0,0,0,0,-1,0
Raid Boss Dummy (10min),3065,2438,0,1000,0,1,0,0,-1,0
Raid Boss Dummy (5min),3066,2438,0,2000,0,2,0,0,-1,0
Raid Boss Dummy (5min),3067,2438,0,3000,0,3,0,0,-1,0
艾蘭里亞‧風行者,3081,2827,0,0,18015,0,0,0,-1,0
瑟倫‧深爐,3082,2827,0,1000,18707,1,64,0,-1,0
奴隸主奧洛克,3083,2827,0,2000,18708,2,64,0,-1,0
惡魔主宰馬迪亞斯‧肖爾,3084,2827,0,3000,18709,3,64,0,-1,0
博學者奧姆里克,3085,2827,0,4000,18710,4,64,0,-1,0
腐化的索爾,3086,2828,0,0,18015,0,0,0,-1,0
審判官恩夏爾,3087,2828,0,1000,18704,1,64,0,-1,0
滅絕元素,3088,2828,0,2000,18705,2,64,0,-1,0
『無光』偉佐克,3089,2828,0,3000,18706,3,64,0,-1,0
雷克薩,3090,2828,0,4000,18699,4,64,0,-1,0
奎格‧弗里茲布連,3095,2815,0,0,0,0,0,0,-1,0
使者烏蘇爾,3096,2815,0,-1000,0,1,0,0,-1,0
「共體者」席拉涅,3099,2815,0,1000,0,2,0,0,-1,0
超大的蟲子,3100,2680,0,4000,0,1,0,0,-1,0
黃金元素,3104,2826,0,0,0,0,0,0,-1,0
托克‧噹火和斯伯洛克,3106,2690,0,-1000,0,3,0,0,-1,0
基爾葛瑞弗,3120,2684,0,1000,0,1,0,0,-1,0
厲刺,3121,2664,0,2000,0,0,0,0,-1,0
基爾葛瑞弗,3123,2688,0,2000,0,2,0,0,-1,0
溫德‧斷柄,3124,2689,0,2000,0,2,0,0,-1,0
幽坑霸主,3126,2831,0,0,0,0,0,0,-1,0
哥布林教父,3128,2601,0,5000,0,4,4,0,-1,0
幽坑霸主,3138,2831,0,-1000,0,1,0,0,-1,0
蘑菇斯普,3139,2683,0,1000,0,1,0,0,-1,0
托克‧噹火和斯伯洛克,3140,2681,0,1000,0,1,0,0,-1,0
重構怒影,3147,2686,0,4000,0,4,0,0,-1,0
溫德‧斷柄,3173,2826,0,1000,0,1,0,0,-1,0
基爾葛瑞弗,3174,2826,0,2000,0,2,0,0,-1,0
