SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200專業技能：|r決戰艾澤拉斯附魔（40）|n|cFFFFD200訓練師：|r女巫師奎妮|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12927,0,0,3,255110
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯附魔（40）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12928,0,1,3,255110
|cFFFFD200專業技能：|r決戰艾澤拉斯附魔（95）|n|cFFFFD200訓練師：|r女巫師奎妮|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r7|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12929,0,0,3,255111
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯附魔（95）|n|cFFFFD200花費：|r7|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12930,0,1,3,255111
|cFFFFD200商人：|r補給官莉佳|n|cFFFFD200區域：|r納茲米爾|n|cFFFFD200陣營：|r塔蘭姬的遠征隊 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12931,0,0,2,255112
|cFFFFD200商人：|r補給官傅瑞|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200陣營：|r普勞德摩爾海軍府 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12932,0,1,2,255112
|cFFFFD200專業技能：|r決戰艾澤拉斯附魔（40）|n|cFFFFD200訓練師：|r女巫師奎妮|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12933,0,0,3,255129
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯附魔（40）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12934,0,1,3,255129
|cFFFFD200專業技能：|r決戰艾澤拉斯附魔（95）|n|cFFFFD200訓練師：|r女巫師奎妮|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r7|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12935,0,0,3,255130
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯附魔（95）|n|cFFFFD200花費：|r7|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12936,0,1,3,255130
|cFFFFD200世界任務：|r工作訂單：附魔武器 - 元素洪流|n|cFFFFD200區域：|r提拉加德海灣|n|n|cFFFFD200世界任務：|r工作訂單：附魔武器 - 元素洪流|n|cFFFFD200區域：|r納茲米爾,12937,0,-1,1,255131
|cFFFFD200專業技能：|r決戰艾澤拉斯附魔（40）|n|cFFFFD200訓練師：|r女巫師奎妮|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12938,0,0,3,255141
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯附魔（40）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12939,0,1,3,255141
|cFFFFD200專業技能：|r決戰艾澤拉斯附魔（95）|n|cFFFFD200訓練師：|r女巫師奎妮|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r7|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12940,0,0,3,255142
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯附魔（95）|n|cFFFFD200花費：|r7|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12941,0,1,3,255142
|cFFFFD200商人：|r囤積者潔娜|n|cFFFFD200區域：|r沃魯敦|n|cFFFFD200陣營：|r沃魯敦人 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12942,0,0,2,255143
|cFFFFD200商人：|r軍需官艾寇恩|n|cFFFFD200區域：|r佐司瓦|n|cFFFFD200陣營：|r燼火會 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12943,0,1,2,255143
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（35）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12944,0,0,3,255393
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（35）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12945,0,1,3,255393
|cFFFFD200世界任務：|r工作訂單：F.R.I.E.D.|n|cFFFFD200區域：|r佐司瓦|n|n|cFFFFD200世界任務：|r工作訂單：F.R.I.E.D.|n|cFFFFD200區域：|r沃魯敦,12946,0,-1,1,255394
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12947,0,0,3,255395
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12948,0,1,3,255395
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（35）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12949,0,0,3,255396
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（35）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12950,0,1,3,255396
|cFFFFD200世界任務：|r工作訂單：熱能加速瘟疫散佈器|n|cFFFFD200區域：|r佐司瓦|n|n|cFFFFD200世界任務：|r工作訂單：熱能加速瘟疫散佈器|n|cFFFFD200區域：|r沃魯敦,12951,0,-1,1,255397
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12952,0,0,3,255407
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12953,0,1,3,255407
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（35）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12954,0,0,3,255408
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（35）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12955,0,1,3,255408
|cFFFFD200商人：|r奈塔哈卡特|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r贊達拉帝國 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12956,0,0,2,255409
|cFFFFD200商人：|r莉亞娜修女|n|cFFFFD200區域：|r斯陀頌恩谷地|n|cFFFFD200陣營：|r風暴守望 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12957,0,1,2,255409
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（100）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12958,0,0,3,255457
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（100）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12959,0,1,3,255457
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（110）|n|cFFFFD200花費：|r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12960,0,0,3,255458
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（110）|n|cFFFFD200花費：|r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12961,0,1,3,255458
|cFFFFD200商人：|r蘭莎‧灰羽|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r榮勛軍團 - 崇敬|n|cFFFFD200花費：|r1400|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12962,0,0,2,255459
|cFFFFD200商人：|r復仇者潔拉娜|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200陣營：|r第七軍團 - 崇敬|n|cFFFFD200花費：|r1400|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12963,0,1,2,255459
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（85）|n|cFFFFD200花費：|r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12964,0,0,3,255936
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（85）|n|cFFFFD200花費：|r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12965,0,1,3,255936
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（85）|n|cFFFFD200花費：|r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12966,0,0,3,255940
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（85）|n|cFFFFD200花費：|r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,12967,0,1,3,255940
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（25）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12968,0,0,3,256070
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（25）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12969,0,1,3,256070
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12970,0,0,3,256071
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12971,0,1,3,256071
|cFFFFD200世界任務：|r訂單：電擊坐騎激勵裝置|n|cFFFFD200區域：|r斯陀頌恩谷地|n|n|cFFFFD200世界任務：|r訂單：電擊坐騎激勵裝置|n|cFFFFD200區域：|r祖達薩,12972,0,-1,1,256072
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（25）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12973,0,0,3,256073
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（25）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12974,0,1,3,256073
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12975,0,0,3,256074
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12976,0,1,3,256074
|cFFFFD200世界任務：|r工作訂單：XA-1000掠水浮艇|n|cFFFFD200區域：|r提拉加德海灣|n|n|cFFFFD200世界任務：|r工作訂單：XA-1000掠水浮艇|n|cFFFFD200區域：|r納茲米爾,12977,0,-1,1,256075
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（25）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12978,0,0,3,256080
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（25）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12979,0,1,3,256080
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12980,0,0,3,256082
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12981,0,1,3,256082
|cFFFFD200商人：|r奈塔哈卡特|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r贊達拉帝國 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12982,0,0,2,256084
|cFFFFD200商人：|r莉亞娜修女|n|cFFFFD200區域：|r斯陀頌恩谷地|n|cFFFFD200陣營：|r風暴守望 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12983,0,1,2,256084
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（25）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12984,0,0,3,256154
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（25）|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12985,0,1,3,256154
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12986,0,0,3,256155
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯工程學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12987,0,1,3,256155
|cFFFFD200商人：|r奈塔哈卡特|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r贊達拉帝國 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12988,0,0,2,256156
|cFFFFD200商人：|r莉亞娜修女|n|cFFFFD200區域：|r斯陀頌恩谷地|n|cFFFFD200陣營：|r風暴守望 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,12989,0,1,2,256156
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12990,0,0,3,256217
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12991,0,1,3,256217
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12992,0,0,3,256218
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12993,0,1,3,256218
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12994,0,0,3,256219
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12995,0,1,3,256219
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12996,0,0,3,256220
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12997,0,1,3,256220
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12998,0,0,3,256221
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,12999,0,1,3,256221
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13000,0,0,3,256223
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13001,0,1,3,256223
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（75）|n|cFFFFD200花費：|r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13002,0,0,3,256232
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（75）|n|cFFFFD200花費：|r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13003,0,1,3,256232
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（85）|n|cFFFFD200花費：|r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13004,0,0,3,256233
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（85）|n|cFFFFD200花費：|r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13005,0,1,3,256233
|cFFFFD200商人：|r收藏家卡裘|n|cFFFFD200區域：|r斯陀頌恩谷地|n|cFFFFD200陣營：|r托爾托追尋者 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r收藏家卡裘|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r托爾托追尋者 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,13006,0,-1,2,256234
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13007,0,0,3,256235
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13008,0,1,3,256235
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13009,0,0,3,256236
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（50）|n|cFFFFD200花費：|r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13010,0,1,3,256236
|cFFFFD200商人：|r收藏家卡裘|n|cFFFFD200區域：|r斯陀頌恩谷地|n|cFFFFD200陣營：|r托爾托追尋者 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r收藏家卡裘|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r托爾托追尋者 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,13011,0,-1,2,256237
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（100）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13012,0,0,3,256245
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（100）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13013,0,1,3,256245
|cFFFFD200商人：|r收藏家卡裘|n|cFFFFD200區域：|r斯陀頌恩谷地|n|cFFFFD200陣營：|r托爾托追尋者 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r收藏家卡裘|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r托爾托追尋者 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,13014,0,-1,2,256246
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（85）|n|cFFFFD200花費：|r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13015,0,0,3,256247
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（85）|n|cFFFFD200花費：|r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13016,0,1,3,256247
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（110）|n|cFFFFD200花費：|r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13017,0,0,3,256248
|cFFFFD200專業技能訓練師：|r決戰艾澤拉斯銘文學（110）|n|cFFFFD200花費：|r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13018,0,1,3,256248
|cFFFFD200商人：|r收藏家卡裘|n|cFFFFD200區域：|r斯陀頌恩谷地|n|cFFFFD200陣營：|r托爾托追尋者 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r收藏家卡裘|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r托爾托追尋者 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,13019,0,-1,2,256249
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（25）|n|cFFFFD200訓練師：|r瑟修莉|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13025,0,0,3,256253
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（25）|n|cFFFFD200訓練師：|r山繆‧迪‧科爾頓三世|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13026,0,1,3,256253
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（25）|n|cFFFFD200訓練師：|r瑟修莉|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13027,0,0,3,256254
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（25）|n|cFFFFD200訓練師：|r山繆‧迪‧科爾頓三世|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,13028,0,1,3,256254
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（105）|n|cFFFFD200訓練師：|r瑟修莉|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r12|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13029,0,0,3,256255
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（105）|n|cFFFFD200訓練師：|r山繆‧迪‧科爾頓三世|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r12|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13030,0,1,3,256255
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（125）|n|cFFFFD200訓練師：|r瑟修莉|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r17|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13031,0,0,3,256256
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（125）|n|cFFFFD200訓練師：|r山繆‧迪‧科爾頓三世|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r17|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13032,0,1,3,256256
|cFFFFD200商人：|r奈塔哈卡特|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r贊達拉帝國 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,13033,0,0,2,256257
|cFFFFD200商人：|r莉亞娜修女|n|cFFFFD200區域：|r斯陀頌恩谷地|n|cFFFFD200陣營：|r風暴守望 - 崇敬|n|cFFFFD200花費：|r1200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,13034,0,1,2,256257
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（105）|n|cFFFFD200訓練師：|r瑟修莉|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r12|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13035,0,0,3,256258
|cFFFFD200專業技能：|r決戰艾澤拉斯珠寶設計（105）|n|cFFFFD200訓練師：|r山繆‧迪‧科爾頓三世|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r12|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,13036,0,1,3,256258
