Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
在德拉諾之霸PvP第2季積分戰場結束時，排名位於前3%(需要在德拉諾之霸第2季贏得50場對戰)。,部落守護者：德拉諾之霸第2季,賽季角色頭銜：部落守護者,10109,-1,0,0,15270,0,0,14336,186,236663,0,0,0,0,0,0
在德拉諾之霸PvP第3季競技場結束時，排名位於前0.5%(需要在德拉諾之霸第3季贏得50場對戰)。,鬥士：德拉諾之霸第3季,賽季角色頭銜：鬥士,10110,-1,-1,0,15270,0,0,14336,194,236540,128282,0,0,0,0,0
在德拉諾之霸PvP第3季競技場結束時，排名位於前3%(需要在德拉諾之霸第3季贏得50場對戰)。,決鬥者：德拉諾之霸第3季,賽季角色頭銜：決鬥者,10111,-1,-1,0,15270,0,0,14336,195,236540,0,0,0,0,0,0
在德拉諾之霸PvP第3季競技場結束時，排名位於前10%(需要在德拉諾之霸第3季贏得50場對戰)。,競爭者：德拉諾之霸第3季,賽季角色頭銜：競爭者,10112,-1,-1,0,15270,0,0,14336,198,236540,0,0,0,0,0,0
在德拉諾之霸PvP第3季競技場結束時，排名位於前35%(需要在德拉諾之霸第3季贏得50場對戰)。,挑戰者：德拉諾之霸第3季,賽季角色頭銜：挑戰者,10113,-1,-1,0,15270,0,0,2048,199,236541,0,0,0,0,0,0
在德拉諾之霸PvP第3季積分戰場結束時，排名位於前0.5%(需要在德拉諾之霸第3季贏得50場對戰)。,聯盟的英雄：好戰,,10114,-1,1,0,15270,0,0,14336,200,236593,0,0,0,0,0,0
在德拉諾之霸PvP第3季積分戰場結束時，排名位於前0.5%(需要在德拉諾之霸第3季贏得50場對戰)。,部落的英雄：好戰,,10115,-1,0,0,15270,0,0,14336,201,236629,0,0,0,0,0,0
在德拉諾之霸PvP第3季積分戰場結束時，排名位於前3%(需要在德拉諾之霸第3季贏得50場對戰)。,聯盟守護者：德拉諾之霸第3季,賽季角色頭銜：聯盟守護者,10116,-1,1,0,15270,0,0,14336,202,236662,0,0,0,0,0,0
在德拉諾之霸PvP第3季積分戰場結束時，排名位於前3%(需要在德拉諾之霸第3季贏得50場對戰)。,部落守護者：德拉諾之霸第3季,賽季角色頭銜：部落守護者,10117,-1,0,0,15270,0,0,14336,203,236663,0,0,0,0,0,0
在德拉諾之霸PvP第3季積分戰場結束時，排名位於前10%(需要在德拉諾之霸第3季贏得50場對戰)。,聯盟防衛者：德拉諾之霸第3季,賽季角色頭銜：聯盟防衛者,10118,-1,1,0,15270,0,0,14336,204,236645,0,0,0,0,0,0
在德拉諾之霸PvP第3季積分戰場結束時，排名位於前10%(需要在德拉諾之霸第3季贏得50場對戰)。,部落防衛者：德拉諾之霸第3季,賽季角色頭銜：部落防衛者,10119,-1,0,0,15270,0,0,14336,205,236646,0,0,0,0,0,0
在德拉諾之霸PvP第3季積分戰場結束時，排名位於前35%(需要在德拉諾之霸第3季贏得50場對戰)。,聯盟士兵：德拉諾之霸第3季,賽季角色頭銜：聯盟士兵,10120,-1,1,0,15270,0,0,14336,206,236610,0,0,0,0,0,0
在德拉諾之霸PvP第3季積分戰場結束時，排名位於前35%(需要在德拉諾之霸第3季贏得50場對戰)。,部落士兵：德拉諾之霸第3季,賽季角色頭銜：部落士兵,10121,-1,0,0,15270,0,0,14336,207,236611,0,0,0,0,0,0
在德拉諾之霸競技場第2季獲得荒野鬥士的魔血小古羅,荒野鬥士的魔血小古羅,,10137,-1,-1,0,15269,1,0,133120,34,1127958,0,44361,0,0,0,0
在德拉諾之霸競技場第3季獲得好戰鬥士的魔血小古羅,好戰鬥士的魔血小古羅,,10146,-1,-1,0,15269,1,0,133120,35,1127958,0,44367,0,0,0,0
完成卡德加指派的工作，取得傳奇任務戒指。,第四章：黑暗的化身,獎勵：要塞紀念碑,10148,-1,0,0,15447,0,0,2048,5,1129713,0,44370,0,0,0,0
完成下列的地獄火堡壘團隊成就。,地獄火團隊高手的榮耀,坐騎：煉獄恐狼,10149,-1,-1,0,168,0,25,143360,39,1113443,127140,44494,0,0,0,0
完成50個海軍戰鬥任務。,海軍戰鬥高手,,10154,-1,-1,10156,15303,0,5,131072,138,458725,0,44512,0,0,0,0
完成25個海軍攻城任務。,海軍攻城高手,,10155,-1,-1,10161,15303,0,5,131072,142,252185,0,44510,0,0,0,0
完成25個海軍戰鬥任務。,海軍戰鬥專家,,10156,-1,-1,0,15303,0,5,131072,137,458725,0,44514,0,0,0,0
完成25個海軍尋寶任務。,海軍尋寶專家,,10159,-1,-1,0,15303,0,5,131072,139,133785,0,44524,0,0,0,0
完成50個海軍尋寶任務。,海軍尋寶高手,,10160,-1,-1,10159,15303,0,5,131072,140,133785,0,44526,0,0,0,0
完成10個海軍攻城任務。,海軍攻城專家,,10161,-1,-1,0,15303,0,5,131072,141,252185,0,44528,0,0,0,0
完成10個海軍訓練任務。,海軍訓練專家,,10162,-1,-1,0,15303,0,5,131072,143,237381,0,43839,0,0,0,0
完成25個海軍訓練任務。,海軍訓練高手,,10163,-1,-1,10162,15303,0,5,131072,144,237381,0,43769,0,0,0,0
完成所有下列的海軍任務成就。,航海之王,頭銜：隊長,10164,-1,-1,0,15303,0,5,131072,147,1032149,0,44530,0,0,0,0
將所有類型的船艦升到史詩級。,鋼鐵決心,,10165,-1,-1,0,15303,0,5,131072,148,413585,0,44536,0,0,0,0
獲得下列的所有海軍裝備藍圖。,海軍技師,,10166,-1,-1,0,15303,0,5,131072,149,1001491,0,44542,0,0,0,0
完成所有下列的稀有海軍任務。,怒海征服者,,10167,-1,1,10256,15303,0,10,131072,151,1103069,0,44812,0,0,0,0
將你的船塢升級到第3級。,無敵艦隊,,10168,-1,-1,10169,15303,0,5,0,129,1126433,0,44604,0,0,0,0
將你的船塢升級到第2級。,海軍艦隊,,10169,-1,-1,10177,15303,0,5,0,128,1126432,0,44602,0,0,0,0
完成50個海軍任務。,嗨，海上男兒,物品獎勵：上將的指南針,10170,-1,-1,0,15303,0,5,0,130,1035059,128353,44606,0,0,0,0
完成100個海軍任務。,船艦士官,外觀：船長帽,10172,-1,1,10170,15303,0,5,131072,131,1035060,0,44608,0,0,0,0
完成500個海軍任務。,艦隊指揮官,,10173,-1,1,10172,15303,0,5,131072,132,1035061,0,44610,0,0,0,0
完成1000個海軍任務。,海軍上將,,10174,-1,1,10173,15303,0,10,131072,136,1035062,0,44612,0,0,0,0
在公會隊伍裡，擊敗塔南森林的至高領主卡札克。,卡札克公會團,,10175,-1,-1,0,15244,0,10,49152,7,615103,0,44585,0,0,0,0
在傳奇難度中，在公會隊伍裡擊敗地獄火堡壘的阿克蒙德。,傳奇：阿克蒙德公會團,,10176,-1,-1,0,15244,0,10,61440,8,1113431,0,44587,0,0,0,0
替你的要塞建造船塢。,快樂地出帆！,,10177,-1,-1,0,15303,0,5,0,127,1126431,0,44600,0,0,0,0
,古格洛克擊殺數(傳奇血槌熔渣礦場),,10192,1175,-1,0,15233,0,0,1,3,136243,0,44684,0,0,0,0
,史庫洛克擊殺數(傳奇鋼鐵碼頭),,10193,1195,-1,0,15233,0,0,1,6,136243,0,44686,0,0,0,0
,泰朗戈爾擊殺數(傳奇奧齊頓),,10194,1182,-1,0,15233,0,0,1,9,136243,0,44688,0,0,0,0
,大賢者維瑞思擊殺數(傳奇擎天峰),,10195,1209,-1,0,15233,0,0,1,12,136243,0,44690,0,0,0,0
,傲天者托芙菈擊殺數(傳奇恐軌車站),,10196,1208,-1,0,15233,0,0,1,15,136243,0,44692,0,0,0,0
,亞爾努擊殺數(傳奇永茂林),,10197,1279,-1,0,15233,0,0,1,18,136243,0,44694,0,0,0,0
,耐祖奧擊殺數(傳奇影月墓地),,10198,1176,-1,0,15233,0,0,1,21,136243,0,44696,0,0,0,0
,札伊拉酋長擊殺數(傳奇黑石塔上層),,10199,1358,-1,0,15233,0,0,1,24,136243,0,44698,0,0,0,0
,至高領主卡札克擊殺數(塔南森林),,10200,1116,-1,0,15233,0,0,1,28,136243,0,44700,0,0,0,0
,在地獄火突襲戰獲勝(隨機地獄火堡壘),,10201,-1,-1,0,15233,0,0,1,97,136243,0,44702,0,0,0,0
,在地獄火突襲戰獲勝(普通地獄火堡壘),,10202,-1,-1,0,15233,0,0,1,98,136243,0,44704,0,0,0,0
,在地獄火突襲戰獲勝(英雄地獄火堡壘),,10203,-1,-1,0,15233,0,0,1,99,136243,0,44706,0,0,0,0
,在地獄火突襲戰獲勝(傳奇地獄火堡壘),,10204,-1,-1,0,15233,0,0,1,100,136243,0,44708,0,0,0,0
,鋼鐵劫奪者擊殺數(隨機地獄火堡壘),,10205,-1,-1,0,15233,0,0,1,101,136243,0,44710,0,0,0,0
,鋼鐵劫奪者擊殺數(普通地獄火堡壘),,10206,-1,-1,0,15233,0,0,1,102,136243,0,44712,0,0,0,0
,鋼鐵劫奪者擊殺數(英雄地獄火堡壘),,10207,-1,-1,0,15233,0,0,1,103,136243,0,44714,0,0,0,0
,鋼鐵劫奪者擊殺數(傳奇地獄火堡壘),,10208,-1,-1,0,15233,0,0,1,104,136243,0,44716,0,0,0,0
,寇姆洛克擊殺數(隨機地獄火堡壘),,10209,-1,-1,0,15233,0,0,1,105,136243,0,44718,0,0,0,0
,寇姆洛克擊殺數(普通地獄火堡壘),,10210,-1,-1,0,15233,0,0,1,106,136243,0,44720,0,0,0,0
,寇姆洛克擊殺數(英雄地獄火堡壘),,10211,-1,-1,0,15233,0,0,1,107,136243,0,44722,0,0,0,0
,寇姆洛克擊殺數(傳奇地獄火堡壘),,10212,-1,-1,0,15233,0,0,1,108,136243,0,44724,0,0,0,0
,地獄火高階議會擊殺數(隨機地獄火堡壘),,10213,-1,-1,0,15233,0,0,1,109,136243,0,44726,0,0,0,0
,地獄火高階議會擊殺數(普通地獄火堡壘),,10214,-1,-1,0,15233,0,0,1,110,136243,0,44728,0,0,0,0
,地獄火高階議會擊殺數(英雄地獄火堡壘),,10215,-1,-1,0,15233,0,0,1,111,136243,0,44730,0,0,0,0
,地獄火高階議會擊殺數(傳奇地獄火堡壘),,10216,-1,-1,0,15233,0,0,1,112,136243,0,44732,0,0,0,0
,基爾羅格‧亡眼擊殺數(隨機地獄火堡壘),,10217,-1,-1,0,15233,0,0,1,113,136243,0,44734,0,0,0,0
,基爾羅格‧亡眼擊殺數(普通地獄火堡壘),,10218,-1,-1,0,15233,0,0,1,114,136243,0,44736,0,0,0,0
,基爾羅格‧亡眼擊殺數(英雄地獄火堡壘),,10219,-1,-1,0,15233,0,0,1,115,136243,0,44738,0,0,0,0
,基爾羅格‧亡眼擊殺數(傳奇地獄火堡壘),,10220,-1,-1,0,15233,0,0,1,116,136243,0,44740,0,0,0,0
,血魔擊殺數(隨機地獄火堡壘),,10221,-1,-1,0,15233,0,0,1,117,136243,0,44742,0,0,0,0
,血魔擊殺數(普通地獄火堡壘),,10222,-1,-1,0,15233,0,0,1,118,136243,0,44744,0,0,0,0
,血魔擊殺數(英雄地獄火堡壘),,10223,-1,-1,0,15233,0,0,1,119,136243,0,44746,0,0,0,0
,血魔擊殺數(傳奇地獄火堡壘),,10224,-1,-1,0,15233,0,0,1,120,136243,0,44748,0,0,0,0
,暗影領主伊斯卡擊殺數(隨機地獄火堡壘),,10225,-1,-1,0,15233,0,0,1,121,136243,0,44752,0,0,0,0
,暗影領主伊斯卡擊殺數(普通地獄火堡壘),,10226,-1,-1,0,15233,0,0,1,122,136243,0,44754,0,0,0,0
,暗影領主伊斯卡擊殺數(英雄地獄火堡壘),,10227,-1,-1,0,15233,0,0,1,123,136243,0,44756,0,0,0,0
,暗影領主伊斯卡擊殺數(傳奇地獄火堡壘),,10228,-1,-1,0,15233,0,0,1,124,136243,0,44758,0,0,0,0
,『永恆者』索奎薩爾擊殺數(隨機地獄火堡壘),,10229,-1,-1,0,15233,0,0,1,125,136243,0,44760,0,0,0,0
,『永恆者』索奎薩爾擊殺數(普通地獄火堡壘),,10230,-1,-1,0,15233,0,0,1,126,136243,0,44762,0,0,0,0
,『永恆者』索奎薩爾擊殺數(英雄地獄火堡壘),,10231,-1,-1,0,15233,0,0,1,127,136243,0,44764,0,0,0,0
,『永恆者』索奎薩爾擊殺數(傳奇地獄火堡壘),,10232,-1,-1,0,15233,0,0,1,128,136243,0,44766,0,0,0,0
,惡魔領主札昆擊殺數(隨機地獄火堡壘),,10233,-1,-1,0,15233,0,0,1,129,136243,0,44768,0,0,0,0
,惡魔領主札昆擊殺數(普通地獄火堡壘),,10234,-1,-1,0,15233,0,0,1,130,136243,0,44770,0,0,0,0
,惡魔領主札昆擊殺數(英雄地獄火堡壘),,10235,-1,-1,0,15233,0,0,1,131,136243,0,44772,0,0,0,0
,惡魔領主札昆擊殺數(傳奇地獄火堡壘),,10236,-1,-1,0,15233,0,0,1,132,136243,0,44774,0,0,0,0
,祖霍拉克擊殺數(隨機地獄火堡壘),,10237,-1,-1,0,15233,0,0,1,133,136243,0,44776,0,0,0,0
,祖霍拉克擊殺數(普通地獄火堡壘),,10238,-1,-1,0,15233,0,0,1,134,136243,0,44778,0,0,0,0
,祖霍拉克擊殺數(英雄地獄火堡壘),,10239,-1,-1,0,15233,0,0,1,135,136243,0,44780,0,0,0,0
,祖霍拉克擊殺數(傳奇地獄火堡壘),,10240,-1,-1,0,15233,0,0,1,136,136243,0,44782,0,0,0,0
,女暴君維哈里擊殺數(隨機地獄火堡壘),,10241,-1,-1,0,15233,0,0,1,137,136243,0,44784,0,0,0,0
,女暴君維哈里擊殺數(普通地獄火堡壘),,10242,-1,-1,0,15233,0,0,1,138,136243,0,44786,0,0,0,0
,女暴君維哈里擊殺數(英雄地獄火堡壘),,10243,-1,-1,0,15233,0,0,1,139,136243,0,44788,0,0,0,0
,女暴君維哈里擊殺數(傳奇地獄火堡壘),,10244,-1,-1,0,15233,0,0,1,140,136243,0,44790,0,0,0,0
,瑪諾洛斯擊殺數(隨機地獄火堡壘),,10245,-1,-1,0,15233,0,0,1,141,136243,0,44792,0,0,0,0
,瑪諾洛斯擊殺數(普通地獄火堡壘),,10246,-1,-1,0,15233,0,0,1,142,136243,0,44794,0,0,0,0
,瑪諾洛斯擊殺數(英雄地獄火堡壘),,10247,-1,-1,0,15233,0,0,1,143,136243,0,44796,0,0,0,0
,瑪諾洛斯擊殺數(傳奇地獄火堡壘),,10248,-1,-1,0,15233,0,0,1,144,136243,0,44798,0,0,0,0
,阿克蒙德擊殺數(隨機地獄火堡壘),,10249,-1,-1,0,15233,0,0,1,145,136243,0,44800,0,0,0,0
,阿克蒙德擊殺數(普通地獄火堡壘),,10250,-1,-1,0,15233,0,0,1,146,136243,0,44802,0,0,0,0
,阿克蒙德擊殺數(英雄地獄火堡壘),,10251,-1,-1,0,15233,0,0,1,147,136243,0,44804,0,0,0,0
,阿克蒙德擊殺數(傳奇地獄火堡壘),,10252,-1,-1,0,15233,0,0,1,148,136243,0,44806,0,0,0,0
在傳奇難度中，擊敗地獄火堡壘的血魔。,傳奇：血魔,,10253,-1,-1,0,15231,0,10,0,55,1113437,0,44750,0,0,0,0
完成100個海軍任務。,船艦士官,外觀：船長帽,10255,-1,0,10170,15303,0,5,131072,133,1035060,0,44810,0,0,0,0
完成下列稀有海軍任務的其中3個。,航行高手,外觀：艦隊指揮帽,10256,-1,1,0,15303,0,10,131072,150,1103069,0,44559,0,0,0,0
完成下列稀有海軍任務的其中3個。,航行高手,外觀：艦隊指揮帽,10258,-1,0,0,15303,0,10,131072,152,1103069,0,44819,0,0,0,0
在塔南森林擊敗25個稀有生物。,叢林獵人,,10259,-1,-1,0,15235,0,10,131072,26,236384,0,44826,0,0,0,0
探索塔南森林，解開世界地圖上未知的區域。,探索塔南森林,,10260,-1,-1,0,15235,0,10,2228224,20,1048305,0,44877,0,0,0,0
在塔南森林發現20個寶藏。,森林尋寶獵人,,10261,-1,-1,0,15235,0,5,131200,6,1064187,0,44892,0,0,0,0
在塔南森林發現所有的寶藏。,森林尋寶大師,,10262,-1,-1,10261,15235,0,5,131200,7,1064187,0,44933,0,0,0,0
完成下列的塔南森林成就。,叢林大混戰,頭銜：叢林之王,10265,-1,0,0,15220,0,25,131072,88,1048305,0,45001,0,0,0,0
完成500個海軍任務。,艦隊指揮官,,10275,-1,0,10255,15303,0,5,131072,134,1035061,0,45014,0,0,0,0
完成1000個海軍任務。,海軍上將,,10276,-1,0,10275,15303,0,10,131072,135,1035062,0,45012,0,0,0,0
將10個追隨者的戰力等級提升至650。,<DND> Item Level Army - Account Wide,,10278,-1,-1,0,15303,0,0,1179648,86,1033585,0,45048,0,0,0,0
完成所有下列的稀有海軍任務。,怒海征服者,,10307,-1,0,10258,15303,0,10,131072,153,1103069,0,45104,0,0,0,0
《星海爭霸II：虛空之遺》典藏版執政官寵物：澤拉達的擁有者。,典藏版：澤拉達,,10309,-1,-1,0,15268,1,0,133120,32,1125916,0,45080,0,0,0,0
《軍臨天下》典藏版伊利達瑞惡魔潛獵者坐騎的擁有者。,典藏版：伊利達瑞惡魔潛獵者,,10320,-1,-1,0,15268,1,0,133120,30,1113192,0,45112,0,0,0,0
《軍臨天下》典藏版惡魔潛獵者寵物：尼波斯的擁有者。,典藏版：尼波斯,,10321,-1,-1,0,15268,1,0,133120,31,1129035,0,45115,0,0,0,0
2015年BlizzCon莫奇丹的光榮擁有人。,莫奇丹,,10322,-1,-1,0,15268,1,0,133120,10,1129435,0,45118,0,0,0,0
在塔南森林擊敗榭莫寇爾。,捕獵者,頭銜：獵殺者,10334,-1,-1,0,81,0,0,2048,168,236293,0,45263,0,0,0,0
裝備充氣的雷霆之怒，逐風者的祝福之刃。,有人在說[雷霆之怒，逐風者的祝福之刃]嗎？,,10335,-1,-1,0,15274,0,0,133120,70,135349,0,45273,0,0,0,0
2015年冬幕節禮物，暴力粉碎火焰車的光榮擁有人。,暴力粉碎火焰車,,10337,-1,-1,0,15274,0,0,2048,28,133202,0,45301,0,0,0,0
發現100個德拉諾的寶藏(不包括塔南森林)。,尋寶大師,,10348,-1,-1,9727,15235,0,10,131200,4,1064187,0,45378,0,0,0,0
在塔南森林的全部三個陣營獲得聲望崇敬。,塔南外交官,,10349,-1,0,0,15232,0,10,131072,13,1048305,0,45688,0,0,0,0
在塔南森林的全部三個陣營獲得聲望崇敬。,塔南外交官,,10350,-1,1,0,15232,0,10,131072,14,1048305,0,45692,0,0,0,0
收集暴力粉碎鋼鐵戰隊組的全部五種玩具。,鋼鐵戰隊,,10353,-1,-1,0,156,0,10,131072,22,1035043,0,45702,0,0,0,0
收集200個玩具。,暴力粉碎指揮官,頭銜：暴力粉碎者,10354,-1,-1,9673,15247,0,10,131072,5,134509,0,45827,0,0,0,0
獲得300隻坐騎(必須可以由同一角色使用)。,騎靈王,坐騎：蒼藍穹天雲蛟,10355,-1,0,9599,15248,0,10,131072,25,656171,87776,45764,0,0,0,0
獲得300隻坐騎(必須可以由同一角色使用)。,騎靈王,坐騎：蒼藍穹天雲蛟,10356,-1,1,9598,15248,0,10,131072,17,656171,87776,45766,0,0,0,0
找到穿著可怕稻草人裝束的皮皮。,可怕的朋友,,10365,-1,-1,0,158,0,10,131072,31,1044996,0,45812,0,0,0,0
Added for playercondition issues.,<DND> Account Has Curious Wolvar Pup,,10366,-1,-1,0,163,0,0,1179652,8,136243,0,45835,0,0,0,0
Added for playercondition issues.,<DND> Account Has Oracle Hatchling,,10367,-1,-1,0,163,0,0,1179652,9,136243,0,45837,0,0,0,0
,<DND> Player has learned Blige Pump,,10372,-1,-1,0,15303,0,0,1048576,162,136243,0,45880,0,0,0,0
,<DND> Player has learned Felsmoke,,10373,-1,-1,0,15303,0,0,1048576,164,136243,0,45882,0,0,0,0
,<DND> Player has learned Fog Lights,,10374,-1,-1,0,15303,0,0,1048576,166,136243,0,45894,0,0,0,0
,<DND> Player has learned Ghostly Spyglass,,10375,-1,-1,0,15303,0,0,1048576,168,136243,0,45886,0,0,0,0
,<DND> Player has learned Gyroscopic Internal Stabilizer,,10376,-1,-1,0,15303,0,0,1048576,170,136243,0,45888,0,0,0,0
,<DND> Player has learned Ice Cutter,,10377,-1,-1,0,15303,0,0,1048576,172,136243,0,45884,0,0,0,0
,<DND> Player has learned Trained Shark Tank,,10378,-1,-1,0,15303,0,0,1048576,174,136243,0,45890,0,0,0,0
,<DND> Player has learned True Iron Rudder,,10379,-1,-1,0,15303,0,0,1048576,177,136243,0,45892,0,0,0,0
以公會隊伍挑戰地獄火堡壘，並成為伺服器第一個擊敗阿克蒙德傳奇難度的公會。,伺服器首殺！阿克蒙德,,10380,-1,-1,0,15093,0,0,63744,23,1113431,0,45898,0,0,0,0
在高嶺參與雷霆環鼓群奏。,環鼓群奏,,10398,-1,-1,0,15252,0,5,133120,32,1001627,0,46077,0,0,0,0
在傳奇難度中，前往靈魂之喉拯救被捕捉的華爾琪。,地獄烈火比不上女人怒火,,10411,1492,-1,0,15254,0,10,131072,57,236300,0,47173,0,0,0,0
在傳奇難度中，前往靈魂之喉在所有團隊成員都變成小可憐靈魂的情況下，擊敗黑爾雅。,小可憐靈魂,寵物：拉岡鰻,10412,1492,-1,0,15254,0,10,0,58,895888,140323,48380,0,0,0,0
在傳奇難度中，前往靈魂之喉擊倒6位復活的戰士，然後擊敗依米倫。,現世果報,,10413,1492,-1,0,15254,0,10,0,56,970854,0,47165,0,0,0,0
在傳奇難度中，在艾薩拉之眼於盤恨破殼者皆未死亡的情況下擊敗督軍帕傑許。,你不是說他是個朋友嗎？,,10456,1456,-1,0,15254,0,10,0,38,236436,0,46583,0,0,0,0
在傳奇難度中，在艾薩拉之眼以一個女巫之咒摧毀至少11個盬海水珠，然後擊敗盤恨女士。,聽～海哭的聲音,,10457,1456,-1,0,15254,0,10,0,39,237553,0,46591,0,0,0,0
在傳奇難度中，前往艾薩拉之眼且在不被魔法共鳴或冰霜共鳴擊中的情況下擊敗艾薩拉之怒。,準備好出副本之五,,10458,1456,-1,0,15254,0,10,0,40,132207,0,46593,0,0,0,0
完成「足以抗衡的力量」任務線，解開一個新的神兵武器外觀。,增進歷史知識,,10459,-1,-1,0,15304,0,10,131072,19,236531,0,51773,0,0,0,0
解開一個隱藏版神兵武器外觀。,隱藏版！,,10460,-1,-1,0,15304,0,10,0,20,236348,0,51775,0,0,0,0
解開經典神兵武器的全部4種顏色外觀。,戰鬥風格：經典,,10461,-1,-1,0,15304,0,10,0,21,236337,0,51987,0,0,0,0
觀賞世界上最強大的鬥士互相競爭！,戰爭守護者,,10537,-1,-1,0,15268,0,0,133120,57,975743,0,56345,0,0,0,0
在傳奇難度中，前往英靈殿並以蜜酒噴濺四位維酷王。,敬酒儀式,,10542,1477,-1,0,15254,0,10,131072,46,132792,0,47159,0,0,0,0
在傳奇難度中，前往英靈殿並在風鑄殲滅者成功施展澎湃以前擊敗歐丁。,別太澎湃,,10543,-1,-1,0,15254,0,10,0,47,839983,0,47163,0,0,0,0
在傳奇難度中，前往英靈殿在風暴飛龍獲得10層致死痛擊後將其擊殺。,雄鹿大餐,,10544,-1,-1,0,15254,0,10,0,45,136112,0,47169,0,0,0,0
在傳奇難度中，在紫羅蘭堡之襲等到米歐菲瑟‧曼納斯頓對你非常不滿之後再擊敗她。,你只是把事情變得更糟！,,10553,1544,-1,0,15254,0,10,0,49,237552,0,47207,0,0,0,0
在傳奇難度中，在紫羅蘭堡之襲消滅黑色膽汁以後再擊殺膿臉。,食物來了！,,10554,-1,-1,0,15254,0,10,0,48,134438,0,47205,0,0,0,0
在普通或更高難度的翡翠夢魘中，先壓碎15隻螢光蟲，然後擊敗奈珊卓拉。,蟲蟲戰爭,,10555,-1,-1,0,15255,0,10,0,14,609616,0,47209,0,0,0,0
進入戰場或競技場，學習榮譽勳章法術。,榮耀勳章,,10561,-1,-1,0,15279,0,0,2048,121,338784,0,47301,0,0,0,0
在普通或更高難度的暗夜堡中，先熄滅15個燃燒餘燼，然後擊敗克羅索斯。,不留後路,,10575,1530,-1,0,15255,0,10,0,50,840409,0,47356,0,0,0,0
在釣魚、急救、烹飪與考古學獲得800點技能點數。,那些可以繳水電費的英雄技能,,10580,-1,-1,9506,172,0,0,133120,7,134328,0,47565,0,0,0,0
在兩個「軍團」主要專業技能獲得100點技能點數。,辛勤工作的島民,,10581,-1,-1,10582,169,2,10,131072,16,132281,0,65874,0,0,0,0
在一個「軍團」主要專業技能獲得100點技能點數。,軍團專業大師,,10582,-1,-1,0,169,1,10,4096,15,134327,0,47586,0,0,0,0
將所有「軍團」主要專業技能提升至100點技能點數。,軍團全能大師,,10583,-1,-1,0,169,0,50,143360,37,133053,0,65922,0,0,0,0
學習如何使用滅形熔爐。,魔化熔煉師,,10585,-1,-1,0,172,0,0,2048,17,399041,0,47618,0,0,0,0
在滅形熔爐銷毀50件製作的物品。,全都銷毀,,10586,-1,-1,0,172,0,0,133120,18,463521,0,47620,0,0,0,0
在一場珠寶設計小遊戲達到250000分。,三消快手,,10587,-1,-1,0,15494,0,10,0,15,1003587,0,47622,0,0,0,0
在布靈登電路指南小遊戲達到第20關。,最短的距離,,10588,-1,-1,0,15492,0,10,0,15,986489,0,47624,0,0,0,0
獲得100點「軍團」烹飪技能點數。,軍團廚師,,10589,-1,-1,0,170,0,10,0,9,4620671,0,47626,0,0,0,0
與糯米合作，設立實驗廚房。,出師了,,10591,-1,-1,0,170,0,10,131072,63,571695,0,47658,0,0,0,0
和糯米下100個訂單。,不眠不休,,10592,-1,-1,0,170,0,10,131200,64,651578,0,47660,0,0,0,0
獲得6小時的「美味培根」增益效果。,加了培根就是讚,,10593,-1,-1,0,170,0,5,0,66,1387639,0,47684,0,0,0,0
獲得100點「軍團」釣魚技能點數。,軍團漁夫,,10594,-1,-1,0,171,0,10,0,11,4620674,0,47686,0,0,0,0
捕獲下列軍團魚類的其中一種。,超群投釣,,10595,-1,-1,0,171,1,10,0,65,133921,0,47690,0,0,0,0
捕獲所有種類的軍團魚類。,放長線釣大魚,,10596,-1,-1,10595,171,1,10,131072,66,133921,0,47711,0,0,0,0
捕獲100條普通的軍團魚類。,軍團水產養殖,,10597,-1,-1,0,171,0,10,131200,64,236574,0,47730,0,0,0,0
完成20個釣魚世界任務。,環島釣手,,10598,-1,-1,0,171,0,10,131072,67,236576,0,47738,0,0,0,0
獲得800點急救技能點數。,軍團醫護員,,10599,-1,-1,9505,172,0,0,2048,12,135966,0,47774,0,0,0,0
獲得800點考古學技能點數。,軍團考古學家,,10600,-1,-1,9409,15071,0,10,0,9,441139,0,47780,0,0,0,0
取得下列稀有文物其中一種。,探勘土地,,10601,-1,-1,0,15071,0,10,131072,98,441139,0,47799,0,0,0,0
取得下列稀有文物其中八種。,此面向上,,10602,-1,-1,10601,15071,0,10,131072,99,441139,0,47813,0,0,0,0
取得下列所有的稀有文物。,火眼金睛,,10603,-1,-1,10602,15071,0,10,131072,100,441139,0,47827,0,0,0,0
復原並展示所有完好如初的軍團文物。,軍團文物館長,,10604,-1,-1,0,15071,0,25,131072,101,1032149,0,47841,0,0,0,0
復原每一種軍團普通文物。,小心輕放,,10605,-1,-1,0,15071,0,10,131072,104,441139,0,47857,0,0,0,0
幫助布萊恩找到泰坦聖物的所有碎片。,矮人夢想家,,10606,-1,-1,0,15071,0,5,131072,106,526765,0,47873,0,0,0,0
完成50個軍團挖掘場。,弄髒雙手,,10607,-1,-1,0,15071,0,10,131072,107,134435,0,47875,0,0,0,0
完成100個軍團挖掘場。,篩檢沙土,,10608,-1,-1,10607,15071,0,10,131072,108,134435,0,47877,0,0,0,0
