ID,DisplayName_lang,Description_lang,Type,Cost_Modifier,Race,Sex,Data
3576,,,5,1,4,0,31
3577,,,5,1,4,0,32
3578,,,5,1,4,0,33
3579,,,5,1,4,0,34
3580,,,5,1,4,0,35
3581,,,5,1,4,0,36
3582,,,6,1,4,0,0
3583,,,6,1,4,0,1
3584,,,6,1,4,0,2
3585,,,6,1,4,0,3
3586,,,6,1,4,0,4
3587,,,6,1,4,0,5
3588,,,6,1,4,0,6
3596,,,5,1,4,1,0
3597,,,5,1,4,1,1
3598,,,5,1,4,1,2
3599,,,5,1,4,1,3
3600,,,5,1,4,1,4
3601,,,5,1,4,1,5
3602,,,5,1,4,1,6
3603,,,5,1,4,1,7
3604,,,5,1,4,1,8
3605,,,5,1,4,1,9
3606,,,5,1,4,1,10
3607,,,5,1,4,1,11
3608,,,5,1,4,1,12
3609,,,5,1,4,1,13
3610,,,5,1,4,1,14
3611,,,5,1,4,1,15
3612,,,5,1,4,1,16
3613,,,5,1,4,1,17
3614,,,5,1,4,1,18
3615,,,5,1,4,1,19
3616,,,5,1,4,1,20
3617,,,5,1,4,1,21
3618,,,5,1,4,1,22
3619,,,5,1,4,1,23
3620,,,5,1,4,1,24
3621,,,5,1,4,1,25
3622,,,5,1,4,1,26
3623,,,5,1,4,1,27
3624,,,5,1,4,1,28
3625,,,5,1,4,1,29
3626,,,5,1,4,1,30
3627,,,5,1,4,1,31
3628,,,5,1,4,1,32
3629,,,5,1,4,1,33
3630,,,5,1,4,1,34
3631,,,5,1,4,1,35
3632,,,5,1,4,1,36
3633,,,6,1,4,1,0
3634,,,6,1,4,1,1
3635,,,6,1,4,1,2
3636,,,6,1,4,1,3
3637,,,6,1,4,1,4
3638,,,6,1,4,1,5
3639,,,6,1,4,1,6
3647,,,5,1,10,0,0
3648,,,5,1,10,0,1
3649,,,5,1,10,0,2
3650,,,5,1,10,0,3
3651,,,5,1,10,0,4
3652,,,5,1,10,0,5
3653,,,5,1,10,0,6
3654,,,5,1,10,0,7
3655,,,5,1,10,0,8
3656,,,5,1,10,0,9
3657,,,5,1,10,0,10
3658,,,5,1,10,0,11
3659,,,5,1,10,0,12
3660,,,5,1,10,0,13
3661,,,5,1,10,0,14
3662,,,5,1,10,0,15
3663,,,5,1,10,0,16
3664,,,5,1,10,0,17
3665,,,5,1,10,0,18
3666,,,5,1,10,0,19
3667,,,5,1,10,0,20
3668,,,5,1,10,0,21
3669,,,5,1,10,0,22
3670,,,5,1,10,0,23
3671,,,5,1,10,0,24
3672,,,5,1,10,0,25
3673,,,5,1,10,0,26
3674,,,5,1,10,0,27
3675,,,5,1,10,0,28
3676,,,5,1,10,0,29
3677,,,5,1,10,0,30
3678,,,5,1,10,0,31
3679,,,5,1,10,0,32
3680,,,5,1,10,0,33
3681,,,5,1,10,0,34
3682,,,5,1,10,0,35
3683,,,5,1,10,0,36
3684,,,6,1,10,0,0
3685,,,6,1,10,0,1
3686,,,6,1,10,0,2
3687,,,6,1,10,0,3
3688,,,6,1,10,0,4
3689,,,6,1,10,0,5
3690,,,6,1,10,0,6
3698,,,5,1,10,1,0
3699,,,5,1,10,1,1
3700,,,5,1,10,1,2
3701,,,5,1,10,1,3
3702,,,5,1,10,1,4
3703,,,5,1,10,1,5
3704,,,5,1,10,1,6
3705,,,5,1,10,1,7
3706,,,5,1,10,1,8
3707,,,5,1,10,1,9
3708,,,5,1,10,1,10
3709,,,5,1,10,1,11
3710,,,5,1,10,1,12
3711,,,5,1,10,1,13
3712,,,5,1,10,1,14
3713,,,5,1,10,1,15
3714,,,5,1,10,1,16
3715,,,5,1,10,1,17
3716,,,5,1,10,1,18
3717,,,5,1,10,1,19
3718,,,5,1,10,1,20
3719,,,5,1,10,1,21
3720,,,5,1,10,1,22
3721,,,5,1,10,1,23
3722,,,5,1,10,1,24
3723,,,5,1,10,1,25
3724,,,5,1,10,1,26
3725,,,5,1,10,1,27
3726,,,5,1,10,1,28
3727,,,5,1,10,1,29
3728,,,5,1,10,1,30
3729,,,5,1,10,1,31
3730,,,5,1,10,1,32
3731,,,5,1,10,1,33
3732,,,5,1,10,1,34
3733,,,5,1,10,1,35
3734,,,5,1,10,1,36
3735,,,6,1,10,1,0
3736,,,6,1,10,1,1
3737,,,6,1,10,1,2
3738,,,6,1,10,1,3
3739,,,6,1,10,1,4
3740,,,6,1,10,1,5
3741,,,6,1,10,1,6
3797,,,7,1,4,0,0
3798,,,7,1,4,0,1
3799,,,7,1,4,0,2
3800,,,7,1,4,0,3
3801,,,7,1,4,0,4
3802,,,7,1,4,0,5
3803,,,7,1,4,0,6
3804,,,7,1,4,0,7
3805,,,7,1,4,0,8
3806,,,7,1,4,0,9
3807,,,7,1,4,0,10
3808,,,7,1,4,0,11
3809,,,7,1,4,1,0
3810,,,7,1,4,1,1
3811,,,7,1,4,1,2
3812,,,7,1,4,1,3
3813,,,7,1,4,1,4
3814,,,7,1,4,1,5
3815,,,7,1,4,1,6
3816,,,7,1,4,1,7
3817,,,7,1,4,1,8
3818,,,7,1,4,1,9
3819,,,7,1,4,1,10
3820,,,7,1,4,1,11
3821,,,7,1,10,0,0
3822,,,7,1,10,0,1
3823,,,7,1,10,0,2
3824,,,7,1,10,0,3
3825,,,7,1,10,0,4
3826,,,7,1,10,0,5
3827,,,7,1,10,0,6
3828,,,7,1,10,0,7
3829,,,7,1,10,0,8
3830,,,7,1,10,0,9
3831,,,7,1,10,0,10
3832,,,7,1,10,0,11
3833,,,7,1,10,1,0
3834,,,7,1,10,1,1
3835,,,7,1,10,1,2
3836,,,7,1,10,1,3
3837,,,7,1,10,1,4
3838,,,7,1,10,1,5
3839,,,7,1,10,1,6
3840,,,7,1,10,1,7
3841,,,7,1,10,1,8
3842,,,7,1,10,1,9
3843,,,7,1,10,1,10
3844,,,7,1,10,1,11
5004,光頭亮麗,,0,1,27,0,0
5005,世家,,0,1,27,0,1
5006,化裝舞會,,0,1,27,0,2
5007,活力,,0,1,27,0,3
5008,貴族,,0,1,27,0,4
5009,披垂,,0,1,27,0,5
5010,望族,,0,1,27,0,6
5011,,,1,1,27,0,0
5012,,,1,1,27,0,1
5013,,,1,1,27,0,2
5014,,,1,1,27,0,6
5015,,,1,1,27,0,4
5016,,,1,1,27,0,5
5017,,,3,10,27,0,0
5018,,,3,10,27,0,1
5019,,,3,10,27,0,2
5020,,,4,2,27,0,0
5021,,,4,2,27,0,1
5022,,,4,2,27,0,2
5023,,,4,2,27,0,3
5024,,,4,2,27,0,4
5025,,,4,2,27,0,5
5026,,,5,1,27,0,0
5027,,,5,1,27,0,1
5028,,,5,1,27,0,2
5029,,,5,1,27,0,3
5058,名門,,0,1,27,1,0
5059,時尚,,0,1,27,1,1
5060,豪華,,0,1,27,1,2
5061,簡約優雅,,0,1,27,1,3
5062,熱情,,0,1,27,1,4
5063,髮髻,,0,1,27,1,5
5064,,,1,1,27,1,0
5065,,,1,1,27,1,1
5066,,,1,1,27,1,2
5067,,,2,0.75,27,1,0
5068,,,2,0.75,27,1,1
5069,,,2,0.75,27,1,2
5070,,,2,0.75,27,1,3
5071,,,2,0.75,27,1,4
5072,,,2,0.75,27,1,5
5073,,,3,10,27,1,0
5074,,,3,10,27,1,1
5075,,,3,10,27,1,2
5076,,,4,2,27,1,0
5077,,,4,2,27,1,1
5078,,,4,2,27,1,2
5079,,,4,2,27,1,3
5080,,,4,2,27,1,4
5081,,,4,2,27,1,5
5082,,,5,1,27,1,0
5083,,,5,1,27,1,1
5084,,,5,1,27,1,2
5085,,,5,1,27,1,3
5117,無懼,,0,1,28,0,0
5118,自信,,0,1,28,0,1
5119,奔牛,,0,1,28,0,2
5120,年輕雄鹿,,0,1,28,0,3
5121,寬厚,,0,1,28,0,4
5122,,,1,1,28,0,0
5123,,,1,1,28,0,1
5124,清潔溜溜,,2,0.75,28,0,0
5125,長辮,,2,0.75,28,0,1
5126,辮子,,2,0.75,28,0,2
5127,雙辮子,,2,0.75,28,0,3
5128,三辮子,,2,0.75,28,0,4
5129,,,3,10,28,0,0
5130,,,3,10,28,0,1
5131,,,3,10,28,0,2
5132,,,3,10,28,0,3
5133,,,4,2,28,0,0
5134,,,4,2,28,0,1
5135,,,4,2,28,0,2
5136,,,4,2,28,0,3
5137,,,4,2,28,0,4
5138,,,5,1,28,0,0
5139,,,5,1,28,0,1
5140,,,5,1,28,0,2
5141,,,5,1,28,0,3
5142,,,5,1,28,0,4
5143,,,5,1,28,0,5
5144,,,5,1,28,0,6
5145,,,5,1,28,0,7
5146,,,5,1,28,0,8
5147,,,5,1,28,0,9
5178,壯盛,,0,1,28,1,0
5179,精巧,,0,1,28,1,1
5180,飛羽,,0,1,28,1,2
5181,實際,,0,1,28,1,3
5182,自然,,0,1,28,1,4
5183,,,1,1,28,1,0
5184,,,1,1,28,1,1
5185,後梳,,2,0.75,28,1,0
5186,華麗髮辮,,2,0.75,28,1,1
5187,分束,,2,0.75,28,1,2
5188,馬尾,,2,0.75,28,1,3
5189,長辮子,,2,0.75,28,1,4
5190,,,3,10,28,1,0
5191,,,3,10,28,1,1
5192,,,3,10,28,1,2
5193,,,3,10,28,1,3
5194,,,4,2,28,1,0
5195,,,4,2,28,1,1
5196,,,4,2,28,1,2
5197,,,4,2,28,1,3
5198,,,5,1,28,1,0
5199,,,5,1,28,1,1
5200,,,5,1,28,1,2
5201,,,5,1,28,1,3
5202,,,5,1,28,1,4
5203,,,5,1,28,1,5
5204,,,5,1,28,1,6
5205,,,5,1,28,1,7
5206,,,5,1,28,1,8
5207,,,5,1,28,1,9
5250,歪曲,,0,1,29,0,0
5251,Foehawk,,0,1,29,0,1
5252,無常,,0,1,29,0,2
5253,暗潮洶湧,,0,1,29,0,3
5254,亂髮,,0,1,29,0,4
5255,痛苦,,0,1,29,0,5
5256,淡淡哀傷,,0,1,29,0,6
5257,流淌,,0,1,29,0,7
5258,陰鬱,,0,1,29,0,8
5259,奪命,,0,1,29,0,9
5260,克制,,0,1,29,0,10
5261,撕裂,,0,1,29,0,11
5262,,,1,1,29,0,0
5263,,,1,1,29,0,1
5264,,,1,1,29,0,2
5265,,,1,1,29,0,3
5266,,,1,1,29,0,4
5267,,,1,1,29,0,5
5268,,,1,1,29,0,6
5269,,,1,1,29,0,7
5270,,,2,0.75,29,0,0
5271,,,2,0.75,29,0,1
5272,,,2,0.75,29,0,2
5273,,,2,0.75,29,0,3
5274,,,2,0.75,29,0,4
5275,,,2,0.75,29,0,5
5276,,,2,0.75,29,0,6
5277,,,2,0.75,29,0,7
5278,,,3,10,29,0,0
5279,,,3,10,29,0,1
5280,,,3,10,29,0,2
5281,,,3,10,29,0,3
5282,,,3,10,29,0,4
5283,,,3,10,29,0,5
5284,,,4,2,29,0,0
5285,,,4,2,29,0,1
5286,,,4,2,29,0,2
5287,,,4,2,29,0,3
5288,,,4,2,29,0,4
5289,,,4,2,29,0,5
5290,,,4,2,29,0,6
5291,,,4,2,29,0,7
5336,高雅,,0,1,29,1,0
5337,吞噬暗影,,0,1,29,1,1
5338,覺醒,,0,1,29,1,2
5339,受控混沌,,0,1,29,1,3
5340,奔放,,0,1,29,1,4
5341,憂鬱,,0,1,29,1,5
5342,邪惡,,0,1,29,1,6
5343,垂淚,,0,1,29,1,7
5344,憂沉,,0,1,29,1,8
5345,緋聞,,0,1,29,1,9
5346,,,1,1,29,1,0
5347,,,1,1,29,1,1
5348,,,1,1,29,1,2
5349,,,1,1,29,1,3
5350,,,1,1,29,1,4
5351,,,1,1,29,1,5
5352,,,1,1,29,1,6
5353,,,1,1,29,1,7
5354,,,2,0.75,29,1,0
5355,,,2,0.75,29,1,1
5356,,,2,0.75,29,1,2
5357,,,2,0.75,29,1,3
5358,,,2,0.75,29,1,4
5366,,,3,10,29,1,0
5367,,,3,10,29,1,1
5368,,,3,10,29,1,2
5369,,,3,10,29,1,3
5370,,,3,10,29,1,4
5371,,,3,10,29,1,5
5372,,,4,2,29,1,0
5373,,,4,2,29,1,1
5374,,,4,2,29,1,2
5375,,,4,2,29,1,3
5376,,,4,2,29,1,4
5377,,,4,2,29,1,5
5378,,,4,2,29,1,6
5379,,,4,2,29,1,7
5423,蓬尾,,0,1,30,0,0
5424,長尾,,0,1,30,0,1
5425,率性,,0,1,30,0,2
5426,魔鼠鼬尾,,0,1,30,0,3
5427,披垂,,0,1,30,0,4
5428,英勇,,0,1,30,0,5
5429,,,1,1,30,0,0
5430,,,1,1,30,0,1
5431,,,1,1,30,0,2
5432,,,1,1,30,0,3
5433,,,1,1,30,0,4
5434,,,2,0.75,30,0,0
5435,,,2,0.75,30,0,1
5436,,,2,0.75,30,0,2
5437,,,2,0.75,30,0,3
5438,,,2,0.75,30,0,4
5439,,,2,0.75,30,0,5
5440,,,2,0.75,30,0,6
5441,,,2,0.75,30,0,7
5442,,,2,0.75,30,0,8
5443,,,3,10,30,0,0
5444,,,3,10,30,0,1
5445,,,3,10,30,0,2
5446,,,4,2,30,0,0
5447,,,4,2,30,0,1
5448,,,4,2,30,0,2
5449,,,4,2,30,0,3
5450,,,4,2,30,0,4
5451,,,4,2,30,0,5
5452,,,4,2,30,0,6
5453,,,4,2,30,0,7
5454,,,4,2,30,0,8
5455,,,4,2,30,0,9
5456,,,5,1,30,0,0
5457,,,5,1,30,0,1
5458,,,5,1,30,0,2
5459,,,5,1,30,0,3
5460,,,7,1,30,0,0
5461,,,7,1,30,0,1
5462,,,7,1,30,0,2
5463,,,7,1,30,0,3
5464,,,7,1,30,0,4
5465,,,7,1,30,0,5
5500,麥克艾瑞之夢,,0,1,30,1,0
5501,蓬鬆,,0,1,30,1,1
5502,柔亮,,0,1,30,1,2
5503,流行,,0,1,30,1,3
5504,冒險者,,0,1,30,1,4
5505,嫻靜,,0,1,30,1,5
5506,引領潮流,,0,1,30,1,6
5507,,,1,1,30,1,0
5508,,,1,1,30,1,1
5509,,,1,1,30,1,2
5510,,,1,1,30,1,3
5511,,,1,1,30,1,4
5512,,,2,0.75,30,1,0
5513,,,2,0.75,30,1,1
5514,,,2,0.75,30,1,2
5515,,,2,0.75,30,1,3
5516,,,2,0.75,30,1,4
5517,,,2,0.75,30,1,5
5518,,,3,10,30,1,0
5519,,,3,10,30,1,1
5520,,,3,10,30,1,2
5521,,,4,2,30,1,0
5522,,,4,2,30,1,1
5523,,,4,2,30,1,2
5524,,,5,1,30,1,0
5525,,,5,1,30,1,1
5526,,,5,1,30,1,2
5527,,,5,1,30,1,3
5528,,,7,1,30,1,0
5529,,,7,1,30,1,1
5530,,,7,1,30,1,2
5531,,,7,1,30,1,3
5532,,,7,1,30,1,4
5533,,,7,1,30,1,5
5534,,,1,1,27,1,6
5535,,,1,1,27,1,4
5536,,,1,1,27,1,5
5537,,,4,2,30,1,3
5538,,,4,2,30,1,4
5539,,,4,2,30,1,5
5540,,,4,2,30,1,6
5541,,,4,2,30,1,7
5542,,,4,2,30,1,8
5543,,,4,2,30,1,9
5547,,,2,0.75,27,0,0
5548,,,2,0.75,27,0,1
5549,,,2,0.75,27,0,2
5550,,,2,0.75,27,0,3
5551,,,2,0.75,27,0,4
5552,,,2,0.75,27,0,5
5553,,,2,0.75,27,0,6
5555,弧形,,7,10,2,0,0
5556,聳立,,7,10,2,0,1
5807,,,3,10,1,0,0
5808,,,3,10,1,0,1
5809,,,3,10,1,0,2
5810,,,3,10,1,0,3
5811,,,3,10,1,0,4
5812,,,3,10,1,0,5
5813,,,3,10,1,0,6
5814,,,3,10,1,0,7
5815,,,3,10,1,0,8
5816,,,3,10,1,0,9
5817,,,3,10,1,0,12
5818,,,3,10,1,0,13
5819,,,3,10,1,0,14
5820,,,3,10,1,1,0
5821,,,3,10,1,1,1
5822,,,3,10,1,1,2
5823,,,3,10,1,1,3
5824,,,3,10,1,1,4
5825,,,3,10,1,1,5
5826,,,3,10,1,1,6
5827,,,3,10,1,1,7
5828,,,3,10,1,1,8
5829,,,3,10,1,1,9
5830,,,3,10,1,1,12
5831,,,3,10,1,1,13
5832,,,3,10,1,1,14
5833,,,3,10,2,0,0
5834,,,3,10,2,0,1
5835,,,3,10,2,0,2
5836,,,3,10,2,0,3
5837,,,3,10,2,0,4
5838,,,3,10,2,0,5
5839,,,3,10,2,0,6
5840,,,3,10,2,0,7
5841,,,3,10,2,0,8
5842,,,3,10,2,0,15
5843,,,3,10,2,0,16
5844,,,3,10,2,0,17
5845,,,3,10,2,1,0
5846,,,3,10,2,1,1
5847,,,3,10,2,1,2
5848,,,3,10,2,1,3
5849,,,3,10,2,1,4
5850,,,3,10,2,1,5
5851,,,3,10,2,1,6
5852,,,3,10,2,1,7
5853,,,3,10,2,1,8
5854,,,3,10,2,1,11
5855,,,3,10,2,1,12
5856,,,3,10,2,1,13
5857,,,3,10,3,0,0
5858,,,3,10,3,0,1
5859,,,3,10,3,0,2
5860,,,3,10,3,0,3
5861,,,3,10,3,0,4
5862,,,3,10,3,0,5
5863,,,3,10,3,0,6
5864,,,3,10,3,0,7
5865,,,3,10,3,0,8
5866,,,3,10,3,0,19
5867,,,3,10,3,0,20
5868,,,3,10,3,0,21
5869,,,3,10,3,1,0
5870,,,3,10,3,1,1
5871,,,3,10,3,1,2
5872,,,3,10,3,1,3
5873,,,3,10,3,1,4
5874,,,3,10,3,1,5
5875,,,3,10,3,1,6
5876,,,3,10,3,1,7
5877,,,3,10,3,1,8
5878,,,3,10,3,1,11
5879,,,3,10,3,1,12
5880,,,3,10,3,1,13
5881,,,3,10,4,0,0
5882,,,3,10,4,0,1
5883,,,3,10,4,0,2
5884,,,3,10,4,0,3
5885,,,3,10,4,0,4
5886,,,3,10,4,0,5
5887,,,3,10,4,0,6
5888,,,3,10,4,0,7
5889,,,3,10,4,0,8
5890,,,3,10,4,0,9
5891,,,3,10,4,0,10
5892,,,3,10,4,0,11
5893,,,3,10,4,0,14
5894,,,3,10,4,0,15
5895,,,3,10,4,0,16
5896,,,3,10,4,0,17
5897,,,3,10,4,0,18
5898,,,3,10,4,0,19
5899,,,3,10,4,1,0
5900,,,3,10,4,1,1
5901,,,3,10,4,1,2
5902,,,3,10,4,1,3
5903,,,3,10,4,1,4
5904,,,3,10,4,1,5
5905,,,3,10,4,1,6
5906,,,3,10,4,1,7
5907,,,3,10,4,1,8
5908,,,3,10,4,1,9
5909,,,3,10,4,1,10
5910,,,3,10,4,1,11
5911,,,3,10,4,1,14
5912,,,3,10,4,1,15
5913,,,3,10,4,1,16
5914,,,3,10,4,1,17
5915,,,3,10,4,1,18
5916,,,3,10,4,1,19
5917,,,3,10,5,0,0
5918,,,3,10,5,0,1
5919,,,3,10,5,0,2
5920,,,3,10,5,0,3
5921,,,3,10,5,0,4
5922,,,3,10,5,0,5
5923,,,3,10,5,1,0
5924,,,3,10,5,1,1
5925,,,3,10,5,1,2
5926,,,3,10,5,1,3
5927,,,3,10,5,1,4
5928,,,3,10,5,1,5
5929,,,3,10,7,0,0
5930,,,3,10,7,0,1
5931,,,3,10,7,0,2
5932,,,3,10,7,0,3
5933,,,3,10,7,0,4
5934,,,3,10,7,0,7
5935,,,3,10,7,0,8
5936,,,3,10,7,0,9
5937,,,3,10,7,1,0
5938,,,3,10,7,1,1
5939,,,3,10,7,1,2
5940,,,3,10,7,1,3
5941,,,3,10,7,1,4
5942,,,3,10,7,1,7
5943,,,3,10,7,1,8
5944,,,3,10,7,1,9
5945,,,3,10,8,0,0
5946,,,3,10,8,0,1
5947,,,3,10,8,0,2
5948,,,3,10,8,0,3
5949,,,3,10,8,0,4
5950,,,3,10,8,0,5
5951,,,3,10,8,0,15
5952,,,3,10,8,0,16
5953,,,3,10,8,0,17
5954,,,3,10,8,1,0
5955,,,3,10,8,1,1
5956,,,3,10,8,1,2
5957,,,3,10,8,1,3
5958,,,3,10,8,1,4
5959,,,3,10,8,1,5
5960,,,3,10,8,1,15
5961,,,3,10,8,1,16
5962,,,3,10,8,1,17
5963,,,3,10,9,0,0
5964,,,3,10,9,0,1
5965,,,3,10,9,0,2
5966,,,3,10,9,0,3
5967,,,3,10,9,0,4
5968,,,3,10,9,0,5
5969,,,3,10,9,0,6
5970,,,3,10,9,0,7
5971,,,3,10,9,0,8
5972,,,3,10,9,0,9
5973,,,3,10,9,0,10
5974,,,3,10,9,0,11
5975,,,3,10,9,1,0
5976,,,3,10,9,1,1
5977,,,3,10,9,1,2
5978,,,3,10,9,1,3
5979,,,3,10,9,1,4
5980,,,3,10,9,1,5
5981,,,3,10,9,1,6
5982,,,3,10,9,1,7
5983,,,3,10,9,1,8
5984,,,3,10,9,1,9
5985,,,3,10,9,1,10
5986,,,3,10,9,1,11
5987,,,3,10,10,0,0
5988,,,3,10,10,0,1
5989,,,3,10,10,0,2
5990,,,3,10,10,0,3
5991,,,3,10,10,0,4
5992,,,3,10,10,0,5
5993,,,3,10,10,0,6
5994,,,3,10,10,0,7
5995,,,3,10,10,0,8
5996,,,3,10,10,0,9
5997,,,3,10,10,0,16
5998,,,3,10,10,0,17
5999,,,3,10,10,0,18
6000,,,3,10,10,0,19
6001,,,3,10,10,0,20
6002,,,3,10,10,0,21
6003,,,3,10,10,0,22
6004,,,3,10,10,0,23
6005,,,3,10,10,0,24
6006,,,3,10,10,1,0
6007,,,3,10,10,1,1
6008,,,3,10,10,1,2
6009,,,3,10,10,1,3
6010,,,3,10,10,1,4
6011,,,3,10,10,1,5
6012,,,3,10,10,1,6
6013,,,3,10,10,1,7
6014,,,3,10,10,1,8
6015,,,3,10,10,1,9
6016,,,3,10,10,1,16
6017,,,3,10,10,1,17
6018,,,3,10,10,1,18
6019,,,3,10,10,1,19
6020,,,3,10,10,1,20
6021,,,3,10,10,1,21
6022,,,3,10,10,1,22
6023,,,3,10,10,1,23
6024,,,3,10,10,1,24
6025,,,3,10,11,0,0
6026,,,3,10,11,0,1
6027,,,3,10,11,0,2
6028,,,3,10,11,0,3
6029,,,3,10,11,0,4
6030,,,3,10,11,0,5
6031,,,3,10,11,0,6
6032,,,3,10,11,0,7
6033,,,3,10,11,0,8
6034,,,3,10,11,0,9
6035,,,3,10,11,0,10
6036,,,3,10,11,0,11
6037,,,3,10,11,0,12
6038,,,3,10,11,0,13
6039,,,3,10,11,0,14
6040,,,3,10,11,0,15
6041,,,3,10,11,0,16
6042,,,3,10,11,1,0
6043,,,3,10,11,1,1
6044,,,3,10,11,1,2
6045,,,3,10,11,1,3
6046,,,3,10,11,1,4
6047,,,3,10,11,1,5
6048,,,3,10,11,1,6
6049,,,3,10,11,1,7
6050,,,3,10,11,1,8
6051,,,3,10,11,1,9
6052,,,3,10,11,1,10
6053,,,3,10,11,1,11
6054,,,3,10,11,1,12
6055,,,3,10,11,1,13
6056,,,3,10,11,1,14
6057,,,4,2,10,0,20
6058,,,4,2,10,0,21
6059,,,4,2,10,0,22
6060,,,4,2,10,1,20
6061,,,4,2,10,1,21
6062,,,4,2,10,1,22
6157,弧形,,7,10,36,0,0
6158,聳立,,7,10,36,0,1
6867,,,0,1,4,0,12
6868,,,0,1,4,0,14
6869,,,0,1,8,1,12
6870,,,0,1,27,1,6
6871,熄滅,,0,1,34,0,0
6872,熔流,,0,1,34,0,1
6873,飄搖火焰,,0,1,34,0,2
6874,悶燃,,0,1,34,0,3
6875,魚尾辮,,0,1,34,0,4
6876,短引信,,0,1,34,0,5
6877,燃炎,,0,1,34,0,6
6878,火焰旋風,,0,1,34,0,7
6879,,,2,0.75,34,0,0
6880,,,2,0.75,34,0,1
6881,,,2,0.75,34,0,2
6882,,,2,0.75,34,0,3
6883,,,2,0.75,34,0,4
6884,,,2,0.75,34,0,5
6885,,,2,0.75,34,0,6
6886,,,3,10,34,0,0
6887,,,3,10,34,0,1
6888,,,3,10,34,0,2
6889,,,3,10,34,0,3
6890,,,4,2,34,0,0
6891,,,4,2,34,0,1
6892,,,4,2,34,0,2
6893,,,4,2,34,0,3
6894,,,4,2,34,0,4
6895,,,4,2,34,0,5
6896,,,4,2,34,0,6
6897,,,4,2,34,0,7
6898,,,4,2,34,0,8
6899,,,4,2,34,0,9
6900,,,5,1,34,0,0
6901,,,5,1,34,0,1
6902,,,5,1,34,0,2
6903,,,5,1,34,0,3
6904,,,5,1,34,0,4
6905,,,5,1,34,0,5
6906,,,6,1,34,0,0
6907,,,6,1,34,0,1
6908,,,6,1,34,0,2
6909,,,6,1,34,0,3
6910,,,6,1,34,0,4
6911,,,6,1,34,0,5
6912,燃炎,,0,1,34,1,0
6913,怖懼,,0,1,34,1,1
6914,悶燃,,0,1,34,1,2
6915,雙導索,,0,1,34,1,3
6916,蓬鬆馬尾,,0,1,34,1,4
6917,長引信,,0,1,34,1,5
6918,熔流,,0,1,34,1,6
6919,火焰仕女,,0,1,34,1,7
6920,俏皮,,0,1,34,1,8
6921,有型,,0,1,34,1,9
6922,,,2,0.75,34,1,0
6923,,,2,0.75,34,1,1
6924,,,2,0.75,34,1,2
6925,,,2,0.75,34,1,3
6926,,,2,0.75,34,1,4
6927,,,2,0.75,34,1,5
6928,,,2,0.75,34,1,6
6929,,,3,10,34,1,0
6930,,,3,10,34,1,1
6931,,,3,10,34,1,2
6932,,,3,10,34,1,3
6933,,,4,2,34,1,0
6934,,,4,2,34,1,1
6935,,,4,2,34,1,2
6936,,,4,2,34,1,3
6937,,,4,2,34,1,4
6938,,,4,2,34,1,5
6939,,,4,2,34,1,6
6940,,,4,2,34,1,7
6941,,,4,2,34,1,8
6942,,,4,2,34,1,9
6943,,,5,1,34,1,0
6944,,,5,1,34,1,1
6945,,,5,1,34,1,2
6946,,,5,1,34,1,3
6947,,,5,1,34,1,4
6948,,,5,1,34,1,5
6949,禿頭,,0,1,36,0,0
6950,壯麗,,0,1,36,0,1
6951,解縛,,0,1,36,0,2
6952,精兵,,0,1,36,0,3
6953,無畏,,0,1,36,0,4
6954,Foehawk,,0,1,36,0,5
6955,蠻野,,0,1,36,0,6
6956,粗魯,,0,1,36,0,7
6957,,,2,0.75,36,0,0
6958,,,2,0.75,36,0,1
6959,,,2,0.75,36,0,2
6960,,,2,0.75,36,0,3
6961,,,2,0.75,36,0,4
6962,,,2,0.75,36,0,5
6963,,,2,0.75,36,0,6
6964,,,3,10,36,0,0
6965,,,3,10,36,0,1
6966,,,3,10,36,0,2
6967,,,3,10,36,0,3
6968,,,3,10,36,0,4
6969,,,3,10,36,0,5
6970,,,3,10,36,0,6
6971,,,3,10,36,0,7
6972,,,3,10,36,0,8
6973,,,3,10,36,0,9
6974,,,4,2,36,0,0
6975,,,4,2,36,0,1
6976,,,4,2,36,0,2
6977,,,4,2,36,0,3
6978,,,4,2,36,0,4
6979,,,4,2,36,0,5
6980,,,4,2,36,0,6
6981,,,4,2,36,0,7
6982,,,4,2,36,0,8
6983,蠻野,,0,1,36,1,0
6984,野豬尾,,0,1,36,1,1
6985,壯麗,,0,1,36,1,2
6986,不羈亂髮,,0,1,36,1,3
6987,強壯,,0,1,36,1,4
6988,古羅毀滅者,,0,1,36,1,5
6989,閃亮直髮,,0,1,36,1,6
6990,無畏,,0,1,36,1,7
6991,,,2,0.75,36,1,0
6992,,,2,0.75,36,1,1
6993,,,2,0.75,36,1,2
6994,,,2,0.75,36,1,3
6995,,,2,0.75,36,1,4
6996,,,2,0.75,36,1,5
6997,,,3,10,36,1,0
6998,,,3,10,36,1,1
6999,,,3,10,36,1,2
7000,,,3,10,36,1,3
7001,,,3,10,36,1,4
7002,,,3,10,36,1,5
7003,,,3,10,36,1,6
7004,,,3,10,36,1,7
7005,,,3,10,36,1,8
7006,,,3,10,36,1,9
7007,,,4,2,36,1,0
7008,,,4,2,36,1,1
7009,,,4,2,36,1,2
7010,,,4,2,36,1,3
7011,,,4,2,36,1,4
7012,,,4,2,36,1,5
7013,,,4,2,36,1,6
7014,,,4,2,36,1,7
7015,,,4,2,36,1,8
