SourceText_lang,ID,ItemID,Flags,SourceTypeEnum
|cFFFFD200世界事件：|r海盜節|n|n|cFFFFD200商人：|r愛德華‧特克提|n|cFFFFD200區域：|r荊棘谷海角|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200所需成就：|r敬禮，艦隊司令！,639,150547,2,6
|cFFFFD200商人：|r庫普瑞|n|cFFFFD200區域：|r撒塔斯城|n|cFFFFD200花費：|r750|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h,640,151016,0,2
|cFFFFD200世界事件：|r萬鬼節|n|cFFFFD200商人：|r洽布 / 桃樂西|n|cFFFFD200區域：|r提里斯法林地 / 暴風城|n|cFFFFD200花費：|r150|TINTERFACE\ICONS\ACHIEVEMENT_HALLOWEEN_CANDY_01.BLP:0|t|n|n,641,151271,0,6
|cFFFFD200世界事件：|r萬鬼節|n|cFFFFD200商人：|r洽布 / 桃樂西|n|cFFFFD200區域：|r提里斯法林地 / 暴風城|n|cFFFFD200花費：|r150|TINTERFACE\ICONS\ACHIEVEMENT_HALLOWEEN_CANDY_01.BLP:0|t|n|n,642,151270,0,6
|cFFFFD200世界事件：|r冬幕節|n,643,151344,0,6
|cFFFFD200世界事件：|r冬幕節|n,644,151343,0,6
|cFFFFD200掉落：|r死金騎士|n|cFFFFD200區域：|r暗月島,645,151265,0,0
|cFFFFD200商人：|r庫普瑞|n|cFFFFD200區域：|r撒塔斯城|n|cFFFFD200花費：|r500|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h,646,151184,0,2
|cFFFFD200商人：|r克羅姆‧粗臂|n|cFFFFD200區域：|r鐵爐堡|n|cFFFFD200花費：|r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,647,150743,0,-1
|cFFFFD200商人：|r克羅姆‧粗臂|n|cFFFFD200區域：|r鐵爐堡|n|cFFFFD200花費：|r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,651,150746,0,-1
|cFFFFD200玩家對玩家：|r榮譽等級10|n,652,134026,0,5
|cFFFFD200玩家對玩家：|r榮譽等級30,653,134031,0,5
|cFFFFD200玩家對玩家：|r榮譽等級60,654,134032,0,5
|cFFFFD200玩家對玩家：|r榮譽等級90,655,134034,0,5
|cFFFFD200商人：|r艾斯特蕾‧根德瑞|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,656,150744,0,-1
|cFFFFD200商人：|r艾斯特蕾‧根德瑞|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,657,150745,0,-1
|cFFFFD200偷竊|r|n,658,151877,2,0
|cFFFFD200商人：|r阿庫爾‧河角|n|cFFFFD200區域：|r高嶺|n|cFFFFD200專業技能：|r釣魚|n|cFFFFD200聲望：|r阿庫爾‧河角 - 好朋友,659,152556,0,2
|cFFFFD200商人：|r柯爾賓|n|cFFFFD200區域：|r斯鐸海姆|n|cFFFFD200專業技能：|r釣魚|n|cFFFFD200聲望：|r柯爾賓 - 最好的朋友,660,152574,0,2
|cFFFFD200世界事件：|r冬幕節,661,151349,0,6
|cFFFFD200世界事件：|r冬幕節,662,151348,0,6
|cFFFFD200商人：|r瓦德瑪‧探風者|n|cFFFFD200區域：|r斯鐸海姆|n|cFFFFD200陣營：|r華爾拉亞 - 尊敬|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,663,129367,0,2
|cFFFFD200掉落：|r『收藏家』維克斯|n|cFFFFD200區域：|r三傑議會之座,664,152982,2,0
|cFFFFD200掉落：|r『收藏家』維克斯|n|cFFFFD200區域：|r三傑議會之座,665,153004,2,0
|cFFFFD200商人：|r『崇敬者』托爾蘭|n|cFFFFD200區域：|r阿古斯|n|cFFFFD200陣營：|r阿古斯守望 - 尊敬|n|cFFFFD200花費：|r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,666,153039,4,-1
|cFFFFD200掉落：|r薩布維希亞姊妹|n|cFFFFD200區域：|r克庫恩,667,153124,0,0
|cFFFFD200掉落：|r憤怒領主亞瑞茲|n|cFFFFD200區域：|r安托洛斯荒原,668,153126,0,0
|cFFFFD200掉落：|r講師塔拉娜|n|cFFFFD200區域：|r埃雷達斯,669,153180,0,0
|cFFFFD200掉落：|r講師塔拉娜|n|cFFFFD200區域：|r埃雷達斯,670,153179,0,0
|cFFFFD200掉落：|r講師塔拉娜|n|cFFFFD200區域：|r埃雷達斯,671,153181,0,0
|cFFFFD200掉落：|r發光的置物箱,672,153182,0,0
|cFFFFD200掉落：|r阿古斯,673,153183,0,0
|cFFFFD200掉落：|r嗜血的巴魯特|n|cFFFFD200區域：|r埃雷達斯,674,153193,0,0
|cFFFFD200商人：|r『全視者』歐瑞克斯|n|cFFFFD200區域：|r安托洛斯荒原|n|cFFFFD200花費：|r1000|Hitem:153021|h|TInterface\ICONS\INV_Misc_Eye_02.blp:0|t|h,675,153204,0,2
|cFFFFD200專業技能：|r工程學,676,151652,2,3
|cFFFFD200掉落：|r小隊指揮官維夏克斯,677,153253,0,-1
|cFFFFD200掉落：|r末日施法者蘇普雷克斯|n,678,153194,0,0
|cFFFFD200掉落：|r『注視者』瑞吉拉|n,679,153293,0,0
|cFFFFD200商人：|r格利夫塔|n|cFFFFD200區域：|r祖達薩,680,156649,0,6
|cFFFFD200成就：|r限時郵件|n,681,156833,0,5
|cFFFFD200任務：|r小小的寶藏|n|cFFFFD200區域：|r祖達薩,682,156871,0,1
|cFFFFD200節日：|r魔獸世界週年紀念,683,158149,0,6
|cFFFFD200專業技能：|r贊達拉考古學|n,684,160740,0,3
|cFFFFD200專業技能：|r佐司特考古學|n,685,160751,0,3
,686,161342,2,-1
|cFFFFD200商人：|r史丹普‧雷角|n|cFFFFD200區域：|r暗月島|n|cFFFFD200花費：|r50|Hcurrency:515|h|TInterface\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h,787,162539,0,2
|cFFFFD200商人：|r商人豪利|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r66|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,788,159749,0,2
|cFFFFD200世界事件：|r冬幕節|n,789,162643,0,6
|cFFFFD200世界事件：|r冬幕節|n,790,162642,0,6
|cFFFFD200世界事件：|r冬幕節|n,791,162973,0,6
|cFFFFD200世界事件：|r萬鬼節,792,163045,0,6
|cFFFFD200商人：|r囤積者潔娜|n|cFFFFD200區域：|r沃魯敦|n|cFFFFD200陣營：|r沃魯敦人 - 尊敬|n|cFFFFD200花費：|r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,793,163211,4,2
|cFFFFD200商人：|r奈塔哈卡特|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200陣營：|r贊達拉帝國 - 崇敬|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,795,163210,4,2
|cFFFFD200商人：|r軍需官艾寇恩|n|cFFFFD200區域：|r佐司瓦|n|cFFFFD200陣營：|r燼火會 - 崇敬|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,796,163206,2,2
|cFFFFD200商人：|r補給官傅瑞|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200陣營：|r普勞德摩爾海軍府 - 尊敬|n|cFFFFD200花費：|r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,797,163201,4,2
|cFFFFD200商人：|r補給官傅瑞|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200陣營：|r普勞德摩爾海軍府 - 崇敬|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,798,163200,4,2
|cFFFFD200商人：|r囤積者潔娜|n|cFFFFD200區域：|r沃魯敦|n|cFFFFD200陣營：|r沃魯敦人 - 尊敬|n|cFFFFD200花費：|r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,799,159753,4,2
|cFFFFD200商人：|r囤積者潔娜|n|cFFFFD200區域：|r沃魯敦|n|cFFFFD200陣營：|r沃魯敦人 - 崇敬|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,800,163565,2,2
|cFFFFD200商人：|r囤積者潔娜|n|cFFFFD200區域：|r沃魯敦|n|cFFFFD200陣營：|r沃魯敦人 - 尊敬|n|cFFFFD200花費：|r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,801,163566,2,2
|cFFFFD200寶藏：|r衣櫃|n|cFFFFD200區域：|r佐司瓦,802,163603,2,0
|cFFFFD200任務：|r敏銳的思維|n|cFFFFD200區域：|r佐司瓦,803,163607,0,1
|cFFFFD200成就：|r贊達拉和庫爾提拉斯戰役|n|cFFFFD200類別：|r戰鬥,804,163697,0,5
|cFFFFD200掉落：|r地卜師弗林塔格|n|cFFFFD200區域：|r阿拉希高地,805,163713,0,-1
|cFFFFD200掉落：|r弗爾伯利|n|cFFFFD200區域：|r阿拉希高地,806,163735,0,-1
|cFFFFD200掉落：|r可怕的亡魂|n|cFFFFD200區域：|r阿拉希高地,807,163736,0,-1
|cFFFFD200掉落：|r詠唱者|n|cFFFFD200區域：|r阿拉希高地,808,163738,0,-1
|cFFFFD200掉落：|r盧爾‧巨石|n|cFFFFD200區域：|r阿拉希高地,809,163741,0,-1
|cFFFFD200掉落：|r考格雷什|n|cFFFFD200區域：|r阿拉希高地,810,163744,0,-1
|cFFFFD200掉落：|r札拉斯‧枯木|n|cFFFFD200區域：|r阿拉希高地,811,163745,0,-1
|cFFFFD200掉落：|r考沃克|n|cFFFFD200區域：|r阿拉希高地,812,163750,0,-1
|cFFFFD200掉落：|r碎骨者穆羅克|n|cFFFFD200區域：|r阿拉希高地,813,163775,0,-1
|cFFFFD200寶藏：|r紋縛寶箱|n|cFFFFD200區域：|r佐司瓦,814,163742,0,0
|cFFFFD200寶藏：|r紋縛魂匣|n|cFFFFD200區域：|r佐司瓦,815,163740,0,0
|cFFFFD200商人：|r瑪德林‧奈特利|n|cFFFFD200區域：|r 斯陀頌恩谷地|n|cFFFFD200花費：|r500 |Tinterface\icons\inv_currency_petbattle.blp:0|t|n|n|cFFFFD200商人：|r快樂荷拉哇|n|cFFFFD200區域：|r 祖達薩|n|cFFFFD200花費：|r500 |Tinterface\icons\inv_currency_petbattle.blp:0|t,816,163704,0,-1
|cFFFFD200商人：|r瑪德林‧奈特利|n|cFFFFD200區域：|r 斯陀頌恩谷地|n|cFFFFD200花費：|r250 |Tinterface\icons\inv_currency_petbattle.blp:0|t|n|n|cFFFFD200商人：|r快樂荷拉哇|n|cFFFFD200區域：|r 祖達薩|n|cFFFFD200花費：|r250 |Tinterface\icons\inv_currency_petbattle.blp:0|t,817,163705,0,-1
|cFFFFD200掉落：|r海嶼遠征|n,819,163795,0,0
|cFFFFD200掉落：|r末日之吼|n|cFFFFD200區域：|r阿拉希高地,820,163828,0,0
|cFFFFD200掉落：|r雄獅之吼|n|cFFFFD200區域：|r阿拉希高地,821,163829,0,0
|cFFFFD200掉落：|r海嶼遠征|n,822,163924,0,0
|cFFFFD200促銷：|rBlizzCon 2018|n,823,163987,2,7
|cFFFFD200促銷：|rBlizzCon 2018|n,824,163986,2,7
|cFFFFD200世界任務：|r工作訂單：F.R.I.E.D.|n|cFFFFD200區域：|r佐司瓦|n|n|cFFFFD200世界任務：|r工作訂單：瑞贊之怒|n|cFFFFD200區域：|r祖達薩,827,160509,0,1
|cFFFFD200掉落：|r海嶼遠征|n,828,164375,0,0
|cFFFFD200掉落：|r海嶼遠征|n,829,164374,0,0
|cFFFFD200掉落：|r海嶼遠征|n,832,164373,0,0
|cFFFFD200商人：|r莉亞娜修女|n|cFFFFD200區域：|r斯陀頌恩谷地|n|cFFFFD200陣營：|r風暴守望 - 崇敬|n|cFFFFD200花費：|r1800|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,834,163463,4,2
|cFFFFD200玩家對玩家：|r榮譽等級175,890,164310,0,5
|cFFFFD200商人：|r倫卡|n|cFFFFD200區域：|r沃魯敦,891,164983,0,6
|cFFFFD200商人：|r囤積者潔娜|n|cFFFFD200區域：|r沃魯敦|n|cFFFFD200陣營：|r沃魯敦人 - 崇拜|n|cFFFFD200花費：|r1800|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,892,165021,4,6
|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,893,165671,0,6
|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r10|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,894,165672,0,6
|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,895,165673,0,6
|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,896,165674,0,6
|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r10|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,897,165675,0,6
|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,898,165676,0,6
|cFFFFD200任務：|r戰士之死|n|cFFFFD200區域：|r悲傷沼澤|n|n|cFFFFD200任務：|r老兵|n|cFFFFD200區域：|r杜洛塔,899,165791,0,1
|cFFFFD200掉落：|r 塔蘭姬的遠征隊補給品,900,166308,0,0
|cFFFFD200成就：|r整頓市民|n|cFFFFD200類別：|r決戰艾澤拉斯,901,166247,0,5
|cFFFFD200商人：|r克萊瑞莎船長|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r500|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200商人：|r贊塔嘉船長|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r500|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h,902,166461,0,2
|cFFFFD200商人：|r克萊瑞莎船長|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r200|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200商人：|r贊塔嘉船長|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r200|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h,903,166662,0,2
|cFFFFD200商人：|r克萊瑞莎船長|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r150|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200商人：|r贊塔嘉船長|n|cFFFFD200區域：|r祖達薩|n|cFFFFD200花費：|r150|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h,904,166663,0,2
|cFFFFD200任務：|r劫後餘燼|n|cFFFFD200區域：|r黑海岸,905,166678,0,1
|cFFFFD200任務：|r更多的黑暗遊俠|n|cFFFFD200區域：|r黑海岸,906,166544,0,1
|cFFFFD200掉落：|r贊達拉帝國補給品,907,166701,0,-1
|cFFFFD200掉落：|r普勞德摩爾海軍府補給品,908,166702,0,-1
|cFFFFD200掉落：|r沃魯敦人補給品,909,166703,0,-1
|cFFFFD200掉落：|r托爾托追尋者補給品,910,166704,0,-1
|cFFFFD200商人：|r補給官斯朵弗基|n|cFFFFD200區域：|r提拉加德海灣|n|cFFFFD200花費：|r125|Hcurrency:1717|h|TInterface\ICONS\INV_AllianceWarEffort.BLP:0|t|h,911,166744,0,2
|cFFFFD200商人： |r補給官慕卡菈|n|cFFFFD200區域： |r祖達薩|n|cFFFFD200花費： |r125|Hcurrency:1716|h|TInterface\ICONS\INV_HordeWarEffort.BLP:0|t|h,912,166743,0,2
|cFFFFD200遊戲商城|r|n,913,166778,2,9
|cFFFFD200遊戲商城|r|n,914,166777,2,9
|cFFFFD200世界事件：|r新年節慶,916,165669,0,-1
|cFFFFD200世界事件：|r愛就在身邊,917,165670,0,-1
|cFFFFD200世界事件：|r貴族花園,918,165802,0,-1
|cFFFFD200世界事件：|r仲夏火焰節慶,919,166746,0,-1
|cFFFFD200世界事件：|r啤酒節,920,166747,0,-1
|cFFFFD200掉落：|r埃瑟里克斯‧納拉辛|n|cFFFFD200區域：|r黑海岸,921,166784,0,0
|cFFFFD200掉落：|r格蘭‧裂皮|n|cFFFFD200區域：|r黑海岸,922,166785,0,0
|cFFFFD200掉落：|r指揮官拉哀許|n|cFFFFD200區域：|r黑海岸,923,166787,0,0
|cFFFFD200掉落：|r工兵歐迪特|n|cFFFFD200區域：|r黑海岸|n|n|cFFFFD200掉落：|r焚滅者第五型|n|cFFFFD200區域：|r黑海岸,924,166788,0,-1
|cFFFFD200掉落：|r指揮官卓爾德|n|cFFFFD200區域：|r黑海岸|n|n|cFFFFD200掉落：|r希拉爾‧月擊|n|cFFFFD200區域：|r黑海岸,925,166790,0,0
|cFFFFD200遊戲商城|r|n,926,166779,0,9
|cFFFFD200掉落：|r沃魯敦人補給品|n,927,166880,0,0
|cFFFFD200掉落：|r燼火會補給品|n,928,166808,0,0
,929,166851,2,0
|cFFFFD200掉落：|r艾澤拉斯勇士補給品|n,930,166877,0,0
|cFFFFD200掉落：|r第七軍團補給品|n|n|cFFFFD200掉落：|r 榮勛軍團補給品|n,931,166879,0,0
|cFFFFD200掉落：|r鋸截者|n|cFFFFD200區域：|r機械岡,940,167931,0,0
|cFFFFD200商人：|r克隆諾斯|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r500|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200商人：|r坦普拉|n|cFFFFD200區域：|r暴風之盾|n|cFFFFD200花費：|r500|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h,941,168012,0,2
|cFFFFD200商人：|r克隆諾斯|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r750|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200商人：|r坦普拉|n|cFFFFD200區域：|r暴風之盾|n|cFFFFD200花費：|r750|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h,942,168014,0,2
|cFFFFD200任務：|r雙眼正凝視著你|n|cFFFFD200區域：|r祖達薩|n|n|cFFFFD200任務：|r雙眼正凝視著你|n|cFFFFD200區域：|r斯陀頌恩谷地,943,168123,0,-1
|cFFFFD200成就：|r神秘魚與牠們的產地|n|cFFFFD200類別：|r釣魚,944,168016,0,5
|cFFFFD200商人：|r克夫提庫斯‧屈心者|n|cFFFFD200區域：|r艾斯蘭|n|cFFFFD200花費：|r10|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h|n|n|cFFFFD200商人：|r戴澤里安|n|cFFFFD200區域：|r艾斯蘭|n|cFFFFD200花費：|r10|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,945,115501,0,-1
|cFFFFD200商人：|r克夫提庫斯‧屈心者|n|cFFFFD200區域：|r艾斯蘭|n|cFFFFD200陣營：|r烏瑞恩先鋒 - 崇敬|n|cFFFFD200花費：|r10|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,946,116396,0,-1
|cFFFFD200商人：|r戴澤里安|n|cFFFFD200區域：|r艾斯蘭|n|cFFFFD200陣營：|r烏瑞恩先鋒 - 崇敬|n|cFFFFD200花費：|r10|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,947,115505,0,-1
|cFFFFD200專業技能：|r工程學,948,168807,2,3
|cFFFFD200專業技能：|r工程學,949,168808,2,3
|cFFFFD200寶藏：|r世界秘法寶箱掉落,950,168824,0,0
,953,168836,2,-1
|cFFFFD200機械岡：|r廢料場工程,955,168907,0,-1
|cFFFFD200商人：|r克夫提庫斯‧屈心者|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r10|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h|n|n|cFFFFD200商人：|r戴澤里安|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r10|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h,956,169275,0,2
|cFFFFD200商人：|r克夫提庫斯‧屈心者|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r10|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h|n|n|cFFFFD200商人：|r戴澤里安|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r10|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h,957,169276,0,2
|cFFFFD200商人：|r克夫提庫斯‧屈心者|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r30|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h|n|n|cFFFFD200商人：|r戴澤里安|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r30|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h,958,169278,0,2
|cFFFFD200商人：|r克夫提庫斯‧屈心者|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r30|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h|n|n|cFFFFD200商人：|r戴澤里安|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r30|Hitem:168802|h|TInterface\ICONS\inv_misc_token_pvp01.BLP:0|t|h,959,169277,0,2
|cFFFFD200商人：|r勘察員塔雷‧石鎬|n|cFFFFD200區域：|r奧特蘭克山谷|n|n|cFFFFD200商人：|r沃加‧死爪|n|cFFFFD200區域：|r奧特蘭克山谷,960,169297,0,-1
|cFFFFD200商人：|r勘察員塔雷‧石鎬|n|cFFFFD200區域：|r奧特蘭克山谷|n|n|cFFFFD200商人：|r沃加‧死爪|n|cFFFFD200區域：|r奧特蘭克山谷,961,169298,0,-1
|cFFFFD200掉落：|r鏽蝕王子|n|cFFFFD200區域：|r機械岡,964,169347,0,0
|cFFFFD200任務：|r團結一心|n,965,169768,0,1
|cFFFFD200任務：|r玩具你我他|n,966,169796,0,1
|cFFFFD200世界事件：|r啤酒節,967,169865,0,0
|cFFFFD200任務：|r最後的傳家寶|n,968,170155,2,1
|cFFFFD200任務：|r淚水之典,969,170154,2,1
|cFFFFD200掉落：|r夏瑟菈|n|cFFFFD200區域：|r納沙塔爾,970,170187,0,0
|cFFFFD200商人：|r歐蒂菈|n|cFFFFD200區域：|r塔納利斯,971,170380,0,2
|cFFFFD200商人：|r工匠歐卡塔|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r75|Hcurrency:1721|h|TInterface\ICONS\inv_misc_enchantedpearlF.blp:0|t|h|n|n|cFFFFD200商人：|r『尋寶者』普洛克|n|cFFFFD200區域：|r納沙塔爾|n|cFFFFD200花費：|r75|Hcurrency:1721|h|TInterface\ICONS\inv_misc_enchantedpearlF.blp:0|t|h,972,170204,0,2
|cFFFFD200區域：|r納沙塔爾|n,973,170198,0,0
|cFFFFD200掉落：|r安寇恩補給品|n|n|cFFFFD200掉落：|r破縛者補給品,974,170203,0,0
|cFFFFD200區域：|r納沙塔爾|n,975,170199,0,0
|cFFFFD200掉落：|r海潮祭司萊絲莘德菈|n|cFFFFD200區域：|r納沙塔爾,976,170196,0,0
|cFFFFD200專業技能：|r工程學(175),977,168667,2,3
|cFFFFD200區域：|r納沙塔爾|n,978,170476,0,0
|cFFFFD200掉落：|r安寇恩補給品|n|n|cFFFFD200掉落：|r破縛者補給品|n,979,170469,4,-1
|cFFFFD200商人：|r失竊的皇家販賣機器人|n|cFFFFD200區域：|r機械岡|n|cFFFFD200陣營：|r鏽栓反抗軍 - 崇敬|n|cFFFFD200花費：|r512|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,980,169108,4,2
|cFFFFD200促銷：|r《暗影之境》史詩版,981,172179,0,7
|cFFFFD200世界事件：|r冬幕節|n,982,172223,0,6
|cFFFFD200世界事件：|r冬幕節|n,983,172222,0,6
|cFFFFD200世界事件：|r冬幕節|n,984,172219,0,6
|cFFFFD200同盟種族：|r狐狸人|n|cFFFFD200任務：|r輕啜品味|n|cFFFFD200區域：|r蘇拉瑪爾,985,173727,2,-1
|cFFFFD200世界任務：|r恩若司的僕人,986,173951,0,-1
|cFFFFD200寶藏：|r萬世卷軸|n|cFFFFD200區域：|r昇靈堡,992,173984,0,0
|cFFFFD200掉落：|r暗影之境,993,174445,2,0
|cFFFFD200成就：|r寵物對戰挑戰：黑石深淵|n|cFFFFD200類別：|r寵物對戰,994,174830,0,5
|cFFFFD200成就：|r暗影揭曉|n|cFFFFD200類別：|r寵物對戰,995,174871,0,5
|cFFFFD200掉落：|r塔剎拉|n|cFFFFD200區域：|r恆春谷,996,174873,0,0
|cFFFFD200掉落：|r『意志劫毀者』伊弗林|n|cFFFFD200區域：|r奧丹姆,997,174874,0,0
|cFFFFD200掉落：|r至高處決者|n|cFFFFD200區域：|r奧丹姆,998,169303,0,0
|cFFFFD200寶藏：|r髮捲的剃髮工具組|n|cFFFFD200區域：|r奧格瑪幻象,999,174920,0,-1
|cFFFFD200寶藏：|r艾蘭里亞的腐化寶箱|n|cFFFFD200區域：|r暴風城幻象,1000,174928,0,-1
|cFFFFD200掉落：|r奎苟‧擺頂|n|cFFFFD200區域：|r暴風城幻象,1001,174926,0,-1
|cFFFFD200寶藏：|r澤坎的腐化寶箱|n|cFFFFD200區域：|r奧格瑪幻象,1002,174924,0,-1
|cFFFFD200寶藏：|r虛無之觸頭顱|n|cFFFFD200區域：|r暴風城幻象,1003,174921,0,-1
|cFFFFD200商人：|r補給官蔻菈|n|cFFFFD200區域：|r奧丹姆|n|cFFFFD200陣營：|r奧丹姆協議者 - 尊敬|n|cFFFFD200花費：|r20|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h 100|Hcurrency:1719|h|TInterface\ICONS\Archaeology_5_0_MoguCoin.blp:0|t|h,1005,174995,4,2
|cFFFFD200掉落：|r恩若司之力|n|cFFFFD200區域：|r恆春谷|n|n|cFFFFD200掉落：|r恩若司之視|n|cFFFFD200區域：|r奧丹姆,1006,175140,0,-1
|cFFFFD200任務：|r破殼而出|n|cFFFFD200區域：|r奧丹姆,1007,175063,0,1
|cFFFFD200世界事件：|r冬幕節|n|n,1062,178530,0,6
