ID,Name_lang,HordeName_lang,ParentTradeSkillCategoryID,SkillLineID,OrderIndex,Flags
2008,最後加工材料,,1914,755,8,0
2009,精煉,,2000,182,1,0
2010,競技者工藝品(PvP),,1922,197,95,0
2011,競技者皮甲(PvP),,1916,165,80,0
2012,競技者鎧甲(PvP),,1900,164,80,0
2013,競技者工藝品(PvP),,1906,202,80,0
2014,競技者武裝(PvP),,1900,164,85,0
2015,競技者鎖甲(PvP),,1916,165,81,0
2016,護甲,,1900,164,40,0
2018,阿拉希,,1900,164,20,0
2019,熔煉,,1900,164,10,0
2020,奈幽蟲族,,1900,164,30,0
2021,武器,,1900,164,45,0
2022,裝飾,,1900,164,50,0
2023,最後加工材料,,1900,164,60,0
2024,專業技能裝備,,1900,164,70,0
2025,其他,,1900,164,80,0
2026,裝飾裝備,,1900,164,55,0
2029,精煉,,1920,393,5,0
2030,剝皮詳情,,1920,393,1,0
2031,任務技藝,,1920,393,0,0
2032,餌食配方,,1920,393,10,0
2033,釣魚誘餌配方,,1920,393,15,0
2034,礦石精煉,,1918,186,5,0
2035,追蹤,,0,393,0,0
2036,追蹤,,0,171,0,0
2037,追蹤,,0,164,0,0
2038,追蹤,,0,333,0,0
2039,追蹤,,0,202,0,0
2040,追蹤,,0,773,0,0
2041,追蹤,,0,755,0,0
2042,追蹤,,0,165,0,0
2043,追蹤,,0,197,0,0
2044,堆肥,,2000,182,1,0
2045,裝置,,1906,202,60,0
2046,皮甲,,1916,165,30,0
2047,鎖甲,,1916,165,40,0
2048,野獸圖樣,,1916,165,70,0
2049,奈幽圖樣,,1916,165,60,0
2050,阿拉希圖樣,,1916,165,50,0
2051,材料,,1916,165,10,0
2052,消耗品,,1916,165,11,0
2053,消耗品,,1916,165,12,0
2054,專業技能裝備,,1916,165,90,0
2055,墨水,,1912,773,10,0
2056,材料,,1912,773,11,0
2057,戰鬥屬性,,1912,773,27,0
2058,裝飾,,1912,773,20,0
2059,武器,,1912,773,25,0
2060,符文,,1912,773,60,0
2061,雕紋,,1912,773,29,0
2062,專業技能裝備,,1912,773,30,0
2063,卷軸,,1912,773,30,0
2064,秘紋,,1912,773,15,0
2065,合約,,1912,773,26,0
2066,專業概論,,1912,773,50,0
2067,競技者工藝品,,1912,773,999,0
2068,常見魚種,,1908,356,20,0
2069,優秀魚種,,1908,356,25,0
2070,稀有魚種,,1908,356,30,0
2071,澎湃大餐,,1902,185,5,0
2072,點心,,1902,185,10,0
2073,快速簡單,,1902,185,15,0
2074,酒足飯飽,,1902,185,20,0
2075,營養好吃,,1902,185,25,0
2076,無上美味,,1902,185,30,0
2077,為人下廚,,1902,185,35,0
2078,香脆爽口,,1902,185,40,0
2079,暗影灌注盛宴,,1902,185,45,0
2080,家常便飯,,1902,185,50,0
2081,甜點,,1902,185,55,0
2086,專業技能屬性,,1912,773,28,0
2087,準備好的食材,,1902,185,7,0
2088,胸部附魔,,1904,333,40,0
2089,武器附魔,,1904,333,40,0
2090,戒指附魔,,1904,333,40,0
2091,阿爾加幻象,,1904,333,70,0
2092,法力之油,,1904,333,30,0
2093,材料,,1904,333,20,0
2094,附魔棒和魔杖,,1904,333,35,0
2095,粉碎,,1904,333,10,0
2098,編織布料,,1922,197,10,0
2099,織晨,,1922,197,20,0
2100,織暮,,1922,197,30,0
2101,服飾,,1922,197,40,0
2102,額外材料,,1922,197,50,0
2103,最後加工材料,,1922,197,60,0
2104,專業技能配件,,1922,197,70,0
2105,法術絲線,,1922,197,80,0
2106,鑲邊背包,,1922,197,90,0
2107,技工裝置必需品,,1906,202,5,0
2108,作戰裝備,,1906,202,30,0
2109,專業技能裝備,,1906,202,40,0
2110,炸藥,,1906,202,50,0
2111,零件,,1906,202,10,0
2112,技工裝置,,1906,202,70,0
2113,安全材料,,1906,202,12,0
2114,榫輪,,1906,202,15,0
2117,永燃熔爐,,1900,164,5,0
2118,框架,,1900,164,80,0
2119,石製品,,1900,164,75,0
2120,釣手日誌,,1908,356,1,0
2121,裝飾,,1906,202,13,0
2122,阿爾加織絲釣線,,1908,356,5,0
2123,測試你的技能,,1908,356,10,0
2124,秘密食譜,,1902,185,60,0
2133,長靴附魔,,1904,333,40,0
2134,護腕附魔,,1904,333,40,0
2135,披風附魔,,1904,333,40,0
2136,專業技能工具附魔,,1904,333,40,0
