Name_lang,ID,SecondaryID,Flags,ChrModelID,OrderIndex,ChrCustomizationCategoryID,OptionType,BarberShopCostModifier,ChrCustomizationID,Requirement,SecondaryOrderIndex,AddedInPatch
眼睛類型,8532,1246,32,11,57,19,0,0,0,12,0,0
眼睛類型,8533,1247,32,12,57,18,0,0,0,12,0,0
眼睛類型,8534,1248,32,13,10,2,0,0,0,12,0,0
眼睛類型,8535,1249,32,14,9,2,0,0,0,12,0,0
眼睛類型,8536,1250,32,15,29,2,0,0,0,12,0,0
眼睛類型,8537,1251,32,16,29,2,0,0,0,12,0,0
眼睛類型,8538,1252,32,17,16,2,0,0,0,12,0,0
眼睛類型,8539,1253,32,18,16,2,0,0,0,12,0,0
眼睛類型,8540,1254,32,19,15,2,0,0,0,12,0,0
眼睛類型,8541,1255,32,20,29,2,0,0,0,12,0,0
眼睛類型,8542,1256,32,21,22,2,0,0,0,12,0,0
眼睛類型,8543,1257,32,22,22,2,0,0,0,12,0,0
眼睛類型,8544,1258,32,43,56,20,0,0,0,12,0,0
眼睛類型,8545,1259,32,44,14,20,0,0,0,12,0,0
眼睛類型,8546,1260,32,47,9,14,0,0,0,12,0,0
眼睛類型,8547,1261,32,48,9,14,0,0,0,12,0,0
眼睛顏色風格,8548,1262,32,53,19,2,0,0,0,12,0,0
眼睛顏色風格,8549,1263,32,54,21,2,0,0,0,12,0,0
眼睛類型,8550,1264,32,55,27,2,0,0,0,12,0,0
眼睛類型,8551,1265,32,56,31,2,0,0,0,12,0,0
眼睛類型,8552,1266,32,57,12,2,0,0,0,12,0,0
眼睛類型,8553,1267,32,58,13,2,0,0,0,12,0,0
眼睛類型,8554,1268,32,59,15,2,0,0,0,12,0,0
眼睛類型,8555,1269,32,60,19,2,0,0,0,12,0,0
眼睛類型,8556,1270,32,61,17,2,0,0,0,12,0,0
眼睛類型,8557,1271,32,62,28,2,0,0,0,12,0,0
眼睛類型,8558,1272,32,63,9,2,0,0,0,12,0,0
眼睛類型,8559,1273,32,64,9,2,0,0,0,12,0,0
眼睛類型,8560,1274,32,67,10,16,0,0,0,12,0,0
眼睛類型,8561,1275,32,68,9,2,0,0,0,12,0,0
眼睛類型,8562,1276,32,69,22,2,0,0,0,12,0,0
眼睛類型,8563,1277,32,70,10,2,0,0,0,12,0,0
眼睛類型,8564,1278,32,71,32,15,0,0,0,12,0,0
眼睛類型,8565,1279,32,72,10,15,0,0,0,12,0,0
眼睛類型,8566,1280,32,73,14,2,0,0,0,12,0,0
眼睛類型,8567,1281,32,74,14,2,0,0,0,12,0,0
風格,8598,1188,64,180,0,39,0,0,2,0,0,100105
顏色,8600,1189,144,180,1,39,0,0,1,0,1,100105
顏色,8601,1190,144,181,1,42,0,0,1,0,1,100105
風格,8602,1191,64,181,0,42,0,0,2,0,0,100105
風格,8603,1192,64,182,0,43,0,0,2,0,0,100105
顏色,8604,1193,144,182,1,43,0,0,1,0,1,100105
風格,8605,1194,64,183,0,44,0,0,2,0,0,100105
顏色,8607,1195,144,183,1,44,0,0,1,0,1,100105
風格,8610,1196,64,184,0,45,0,0,2,0,0,100105
顏色,8611,1197,144,184,1,45,0,0,1,0,1,100105
烈焰,8612,1198,0,148,2,21,1,0,3,0,2,100105
膚色,8614,1199,16,186,1,27,0,0,0,0,1,100107
護甲顏色,8615,1200,2,186,2,27,0,0,0,0,8,100107
頭冠,8616,1201,0,186,3,29,0,0,0,0,21,100107
眉毛,8617,1202,0,186,4,29,0,0,0,0,22,100107
臉頰,8618,1203,0,186,5,29,0,0,0,0,23,100107
喙,8619,1204,0,186,6,29,0,0,0,0,19,100107
尾巴,8620,1205,0,186,7,27,0,0,0,0,9,100107
頭盔,8621,1206,0,186,8,29,0,0,0,0,20,100107
喉嚨,8622,1207,0,186,9,27,0,0,0,0,2,100107
胸部,8623,1208,0,186,10,27,0,0,0,0,4,100107
護腕,8624,1209,0,186,11,27,0,0,0,0,5,100107
鞍具,8625,1210,0,186,12,27,0,0,0,0,3,100107
面紋,8627,999,40,7,33,3,0,0,0,0,20,100107
口鼻,8640,1282,0,188,1,29,0,0,0,0,20,100200
犄角,8642,1283,0,188,2,29,0,0,0,0,23,100200
背部,8643,1284,0,188,3,27,0,0,0,0,4,100200
頭部護甲,8646,1286,0,188,5,27,0,0,0,0,7,100200
膚色,8648,1288,16,188,7,27,0,0,0,0,1,100200
頸部,8649,1292,0,188,4,27,0,0,0,0,3,100200
護甲顏色,8650,1289,2,188,8,27,0,0,0,0,8,100200
身體護甲,8652,1290,0,188,6,27,0,0,0,0,6,100200
眉毛,8653,1291,0,188,9,29,0,0,0,0,22,100200
羽毛顏色,8654,1293,16,194,1,46,0,0,0,4165,1,100200
角喙顏色,8655,1294,2,194,3,46,0,0,0,4165,4,100200
飾品顏色,8656,1295,2,194,9,3,0,0,0,4404,9,100200
效果顏色,8657,1296,2,194,11,3,0,0,0,4405,11,100200
喙,8658,1297,0,194,4,46,0,0,0,4165,3,100200
眉毛,8659,1298,0,194,5,46,0,0,0,4165,5,100200
鬍鬚,8660,1299,0,194,6,46,0,0,0,4165,6,100200
羽毛,8661,1300,0,194,7,46,0,0,0,4165,7,100200
犄角,8662,1301,0,194,2,46,0,0,0,4165,2,100200
裝飾,8663,1302,0,194,8,3,0,0,0,4165,8,100200
效果,8664,1303,0,194,10,3,0,0,0,4165,10,100200
風格,8666,1304,64,197,0,47,0,0,2,0,0,100205
顏色,8667,1305,144,197,1,47,0,0,2,0,1,100205
風格,8668,1306,64,198,0,48,0,0,2,0,0,100205
顏色,8669,1307,144,198,1,48,0,0,2,0,1,100205
髮型,8672,1308,0,200,1,2,0,0,0,0,1,110000
眉毛,8674,1310,0,200,3,2,0,0,0,0,3,110000
牙齒,8675,1311,0,200,4,2,0,0,0,0,4,110000
肩部羽毛,8676,1312,0,200,5,1,0,0,0,0,5,110000
膚色,8680,1316,16,200,8,1,0,0,0,0,8,110000
臉型,8681,1317,0,200,9,2,0,0,0,0,9,110000
髮色,8682,1318,0,200,10,2,0,0,0,0,10,110000
臉部毛皮,8683,1319,0,200,11,2,0,0,0,0,11,110000
身體毛皮,8684,1320,0,200,12,1,0,0,0,0,12,110000
羽毛顏色,8685,1321,0,200,13,1,0,0,0,0,13,110000
頭髮反光顏色,8687,1323,0,200,14,2,0,0,0,0,14,110000
耳朵,8690,1324,0,200,15,2,0,0,0,0,15,110000
眼睛顏色,8691,1325,0,200,16,1,0,0,0,0,16,110000
頭部,8692,1326,0,200,17,1,0,0,0,0,17,110000
珠寶,8693,1327,0,200,18,1,0,0,0,0,18,110000
髮型,8702,1328,0,201,1,1,0,0,0,0,1,110000
耳朵,8703,1329,0,201,2,1,0,0,0,0,2,110000
頭部,8704,1330,0,201,3,1,0,0,0,0,3,110000
眉毛,8705,1331,0,201,4,1,0,0,0,0,4,110000
眼睛折射,8708,1334,0,201,7,1,0,0,0,0,7,110000
牙齒,8709,1335,0,201,8,1,0,0,0,0,8,110000
肩部羽毛,8710,1336,0,201,9,1,0,0,0,0,9,110000
身體毛皮,8711,1337,0,201,10,1,0,0,0,0,10,110000
臉部毛皮,8712,1338,0,201,11,1,0,0,0,0,11,110000
眼睛顏色,8713,1339,0,201,12,1,0,0,0,0,12,110000
臉型,8714,1340,0,201,13,1,0,0,0,0,13,110000
髮色,8715,1341,0,201,14,1,0,0,0,0,14,110000
膚色,8716,1342,16,201,15,1,0,0,0,0,15,110000
頭髮反光顏色,8717,1343,0,201,16,1,0,0,0,0,16,110000
珠寶,8718,1344,0,201,17,1,0,0,0,0,17,110000
羽毛顏色,8719,1345,0,201,18,1,0,0,0,0,18,110000
視力,8754,1346,32,200,19,2,0,0,0,0,19,0
視力,8756,1347,32,201,20,2,0,0,0,0,20,0
腳部,8757,1348,0,200,20,1,0,0,0,0,20,110000
眼睛折射,8761,1349,0,200,21,2,0,0,0,0,21,110000
腳部,8762,1350,0,201,21,1,0,0,0,0,21,110000
膚色,8764,1352,16,195,0,2,0,0,0,0,1,0
膚色,8765,1353,16,196,0,2,0,0,0,0,1,0
腰帶,8770,1355,8,195,2,50,1,0,0,0,37,0
鬍子樣式,8771,1356,0,195,3,2,0,0,0,0,5,0
髮型,8772,1357,0,195,4,2,0,0,0,0,3,0
臉型,8773,1358,0,195,5,2,0,0,0,0,2,0
寶石顏色,8774,1359,2,195,6,50,0,0,0,0,30,0
髮色,8775,1360,2,195,7,2,0,0,0,0,4,0
眼睛顏色,8776,1361,2,195,8,2,0,0,0,0,7,0
髮型,8777,1362,0,196,1,2,0,0,0,0,3,0
鬍子樣式,8778,1363,0,196,2,2,0,0,0,0,5,0
視力,8779,1364,32,196,3,2,0,0,0,0,8,0
髮色,8781,1366,2,196,5,2,0,0,0,0,4,0
寶石顏色,8782,1367,2,196,6,50,0,0,0,0,30,0
眼睛顏色,8783,1368,2,196,7,2,0,0,0,0,7,0
臉型,8784,1369,0,196,8,2,0,0,0,0,2,0
視力,8787,1371,32,195,9,2,0,0,0,0,8,0
腰帶,8788,1370,8,196,9,50,1,0,0,0,37,0
耳朵,8789,1372,0,1,14,23,0,0,1,0,8,110000
耳朵,8790,1373,0,2,13,23,0,0,1,0,10,110000
耳朵,8791,1374,0,63,10,23,0,0,1,0,9,110000
耳朵,8792,1375,0,64,10,23,0,0,1,0,9,110000
犄角形狀,8793,1376,0,195,10,2,0,0,0,0,11,0
Hand FX,8797,1377,0,195,11,1,0,0,0,0,12,0
犄角形狀,8799,1378,0,196,10,2,0,0,0,0,11,0
Hand FX,8800,1379,0,196,11,1,0,0,0,0,12,0
顏色,8801,1380,16,202,1,27,0,0,0,4548,1,0
機頭,8803,1381,0,202,2,27,0,0,0,4548,2,0
機翼,8804,1382,0,202,3,27,0,0,0,4548,3,0
機尾,8805,1383,0,202,4,27,0,0,0,4548,4,0
上方,8806,1384,0,202,5,27,0,0,0,4548,5,0
裝飾,8808,1386,0,202,7,27,0,0,0,4549,7,0
眉毛,8809,1385,0,196,13,2,1,0,0,0,6,0
眉毛,8810,1387,0,195,12,2,1,0,0,0,6,0
右肩,8842,1388,8,195,13,50,0,0,0,0,32,0
左肩,8843,1389,8,195,14,50,0,0,0,0,31,0
軀幹,8844,1390,8,195,15,50,0,0,0,0,36,0
手臂,8845,1391,8,195,16,50,0,0,0,0,34,0
腿部,8846,1392,8,195,17,50,0,0,0,0,38,0
手部,8847,1393,8,195,18,50,0,0,0,0,35,0
右肩,8848,1394,8,196,14,50,0,0,0,0,32,0
左肩,8849,1395,8,196,15,50,0,0,0,0,31,0
軀幹,8850,1396,8,196,16,50,0,0,0,0,36,0
手臂,8851,1397,8,196,17,50,0,0,0,0,34,0
手部,8852,1398,8,196,18,50,0,0,0,0,35,0
腿部,8853,1399,8,196,19,50,0,0,0,0,38,0
完全改造,8855,1414,32,202,8,27,0,0,0,0,0,0
機頭,8857,1415,0,206,1,27,0,0,0,4565,2,0
機翼,8860,1416,0,206,2,27,0,0,0,4565,3,0
機尾,8862,1417,0,206,3,27,0,0,0,4565,4,0
上方,8863,1418,0,206,4,27,0,0,0,4565,5,0
顏色,8864,1419,16,206,5,27,0,0,0,4565,1,0
完全改造,8865,1420,32,206,6,27,0,0,0,0,0,0
