Name_lang,Pos[0],Pos[1],Pos[2],MapOffset[0],MapOffset[1],FlightMapOffset[0],FlightMapOffset[1],ID,ContinentID,ConditionID,CharacterBitNumber,Flags,UiTextureKitID,MinimapAtlasMemberID,Facing,SpecialIconConditionID,VisibilityConditionID,MountCreatureID[0],MountCreatureID[1]
走私者之痕，瓦許伊爾,-4588.05,3481.12,-102.718,-0.01,-0.04,0,0,521,0,0,57,3,0,4689,0,0,0,40848,40848
銀浪谷地，瓦許伊爾,-6105.61,4285.08,-350.5,0,0.015,0,0,522,0,0,54,3,0,4689,0,0,0,40848,40848
寧靜港灣，瓦許伊爾,-6616.4,4308.28,-564.077,0.002,-0.002,0,0,523,0,0,60,1,0,4689,0,0,0,0,40848
黑裂灣，瓦許伊爾,-6902.25,5943.82,-766.516,0.02,-0.055,0,0,524,0,0,59,1,0,4689,0,0,0,0,40848
軍團之眠，瓦許伊爾,-6805.63,4199.85,-480.947,-0.007,-0.03,0,0,525,0,0,157,2,0,4689,0,0,0,40848,0
陰暗洞穴，瓦許伊爾,-6507.99,6075.25,-671.461,0.072,0.025,0,0,526,0,0,161,2,0,4689,0,0,0,40848,0
曦揚遠征隊，塔納利斯,-9487.89,-2467.13,16.7286,0,0,0,0,531,1,0,78,2,0,4689,0,0,0,2224,0
古斯坦挖掘場，塔納利斯,-9493.71,-2953.99,12.6826,0,0,0,0,532,1,0,81,1,0,4689,0,0,0,0,541
森金村，杜洛塔,-780.267,-4890.28,19.6215,-0.005,0,0,0,536,1,0,63,2,0,4689,0,0,0,3574,0
剃刀嶺，杜洛塔,269.917,-4766.76,11.4946,0,0.008,0,0,537,1,0,62,2,0,4689,0,0,0,2224,0
測試 - JZB - 奧格林之錘,4.65694,-2.34398,34.3213,0,0,0,0,538,622,0,0,1024,0,4689,0,0,0,0,0
私酒商哨站，塔納利斯,-8683.09,-4088.1,40.0553,0.01,0.014,0,0,539,1,0,77,3,0,4689,0,0,0,2224,541
淤泥作坊，石爪山脈,1825.94,727.208,162.123,0.01,0,0,0,540,1,0,165,2,0,4689,0,0,0,2224,0
暗色崗哨，石爪山脈,1379.42,1034.86,165.088,0.011,0,0,0,541,1,0,170,1,0,4689,0,0,0,0,3837
維爾加的避難所，濕地,-3222.93,-1989.49,50.5475,0.016,0,0,0,551,0,0,168,1,0,4689,0,0,0,0,541
綠意守望者之林，濕地,-3306.65,-2718.69,20.4836,-0.006,0,0,0,552,0,0,162,1,0,4689,0,0,0,0,3837
丹莫德，濕地,-2656.54,-2464.28,80.3378,0,0,0,0,553,0,0,176,1,0,4689,0,0,0,0,541
斯拉奇索勘察地，濕地,-4113.6,-2741.21,18.9911,0.01,-0.005,0,0,554,0,0,169,1,0,4689,0,0,0,0,541
遠行者小屋，洛克莫丹,-5668.31,-4253.44,407.015,0.02,0.005,0,0,555,0,924,84,1,0,4689,0,0,0,0,541
艾維娜聖壇，海加爾,4987.87,-2676.19,1426.36,0,0,0,0,557,1,0,137,3,0,4689,0,0,0,3837,3837
艾森娜之林，海加爾,5163.51,-1760.58,1338.47,0.01,-0.015,0,0,558,1,0,91,3,0,4689,0,0,0,3837,3837
諾達希爾，海加爾,5584.06,-3569.84,1570.6,0,0,0,0,559,1,0,90,3,0,4689,0,0,0,3837,3837
任務路徑2171: [3.x]運輸，奧格瑪 -> 幽暗城(喚雷者號),1281.25,-4803.46,19.6778,0,0,0,0,560,1,0,0,1024,0,4689,0,0,0,3574,3574
任務路徑2172: [3.x]運輸，雷霆崖 -> 奧格瑪 (西風號),1338.45,-4788.79,23.7209,0,0,0,0,561,1,0,0,1024,0,4689,0,0,0,3574,3574
任務路徑2173: [3.x]運輸，北風凍原 -> 奧格瑪(強風號),1288.01,-4702.07,18.9683,0,0,0,0,562,1,0,0,1024,0,4689,0,0,0,3574,3574
任務路徑2174: [3.x]運輸，雷霆崖 -> 奧格瑪 (鋼鐵雄鷹),1283.84,-4644.63,34.7567,0,0,0,0,563,1,0,0,1024,0,4689,0,0,0,3574,3574
任務路徑2175: 石爪山脈4.x - 運輸到薩歐達拉瞰臺開始,2146.43,1538.28,341.244,0,0,0,0,564,1,0,0,1024,0,4689,0,0,0,27127,27127
夢旅者之眠，菲拉斯,-3136.62,1951.67,41.5988,0.01,-0.01,0,0,565,1,0,155,1,0,4689,0,0,0,0,3837
艾斯圖蘭之塔，菲拉斯,-4863.64,1478.16,84.8475,0,0,0,0,567,1,0,88,1,0,4689,0,0,0,0,3837
阿塔亞營地，菲拉斯,-3081.7,2560.1,50.1791,-0.007,0,0,0,568,1,0,158,2,0,4689,0,0,0,2224,0
石槌堡，菲拉斯,-4606.52,1898.19,107.849,0,0,0,0,569,1,0,89,2,0,4689,0,0,0,2224,0
任務路徑2201: 丹莫洛 - 任務 -飛行到鐵爐機場,-4490.06,-1585.56,509.005,0,0,0,0,574,0,0,0,1024,0,4689,0,0,0,28625,28625
任務路徑2203: 丹莫洛 - 任務 - 反攻 (轟炸任務),-4560.15,-1641.19,503.324,0,0,0,0,575,0,0,0,1024,0,4689,0,0,0,42097,42097
任務路徑2206: 鐵爐堡，丹莫洛 - 任務 - 麵包屑到洛克莫丹,-5530.82,-2377.98,400.609,0,0,0,0,577,0,0,0,1024,0,4689,0,0,0,541,541
任務路徑2207: 丹莫洛 - 任務 - 從鐵爐機場飛到古博拉,-5689.37,-1568.73,383.231,0,0,0,0,578,0,0,0,1024,0,4689,0,0,0,28625,28625
閃金鎮，艾爾文森林,-9433.99,85.1493,56.734,0.005,-0.01,0,0,582,0,0,96,1,0,4689,0,0,0,0,541
月溪鎮，西部荒野,-10876.9,1542.88,54.5289,0,0,0,0,583,0,0,92,1,0,4689,0,0,0,0,541
法布隆南瓜農場，西部荒野,-9838.51,1273.93,40.7067,0.01,0,0,0,584,0,0,95,1,0,4689,0,0,0,0,541
任務路線293:運輸，奧伯丁->魯瑟蘭村，泰達希爾(4.x不再使用),8334.76,1029.83,22.7917,0,0,0,0,585,1,0,0,1024,0,4689,0,0,0,3574,3574
賈斯丁測試點1,2186.69,1241.3,465.705,0,0,0,0,586,1,0,0,1024,0,4689,0,0,0,42886,27397
賈斯丁測試點2,2186.69,1241.3,465.705,0,0,0,0,587,1,0,0,1024,0,4689,0,0,0,27397,27397
東谷伐木場，艾爾文森林,-9475.71,-1306.74,44.1496,0.005,0.007,0,0,589,0,0,97,1,0,4689,0,0,0,0,541
李文斯頓堡壘，荊棘谷,-12828.8,-413.71,12.9666,0,0.003,0,0,590,0,0,98,1,0,4689,0,0,0,0,541
探險者協會挖掘場，荊棘谷,-13600.9,-85.5486,37.8078,0.01,-0.015,0,0,591,0,0,103,1,0,4689,0,0,0,0,541
硬心藏匿處，荊棘谷,-13288.3,722.028,3.75389,0.007,0,0,0,592,0,0,175,2,0,4689,0,0,0,2224,0
班姆巴拉，荊棘谷,-12092.2,-814.099,42.3411,-0.007,0,0,0,593,0,0,174,2,0,4689,0,0,0,2224,0
語風林地，費伍德森林,6078.51,-844.998,412.274,0,-0.024,0,0,594,1,0,104,3,0,4689,0,0,0,54271,3837
野性之心營地，費伍德森林,4734.16,-883.806,342.934,0,0,0,0,595,1,0,105,3,0,4689,0,0,0,2224,3837
岩風峽谷，赤脊山,-9641.67,-3479.37,121.956,0,0.01,0,0,596,0,0,173,1,0,4689,0,0,0,0,541
鐵木空地，費伍德森林,6892.69,-1620.41,503.106,0,-0.008,0,0,597,1,0,106,2,0,4689,0,0,0,2224,0
沼潮哨站，悲傷沼澤,-10176.6,-3836.54,17.986,0,0.027,0,0,598,0,0,108,1,0,4689,0,0,0,0,541
沼槳，悲傷沼澤,-9737.08,-3890.72,22.73,-0.007,-0.005,0,0,599,0,0,107,3,0,4689,0,0,0,2224,541
避難營，悲傷沼澤,-10118.6,-2852.48,23.4641,-0.01,0.015,0,0,600,0,0,109,5,0,4689,0,0,0,0,3837
加林之殞，阿拉希,-952.377,-1585.74,51.3004,0,0,0,0,601,0,64389,172,14,0,4689,0,0,0,3574,0
瑟威奇，詛咒之地,-12761.9,-2919.04,7.04836,-0.008,0.005,0,0,602,0,46758,110,9,0,4689,0,0,46758,0,3837
蔽日旅團，詛咒之地,-12357.6,-3058.23,90.3242,0,0,0,0,603,0,46791,111,10,0,4689,0,0,0,19917,0
巨槌要塞，詛咒之地,-10933.3,-2790.98,25.6968,-0.01,0.015,0,0,604,0,46791,112,14,0,4689,0,0,0,2224,0
佛德林堡號，瓦許伊爾,-7209.71,3925.85,14.7466,0,0,0,0,605,0,0,134,1,0,4689,0,0,0,0,541
沙灘，瓦許伊爾,-5310.85,3914.42,3.22433,0,0,0,0,606,0,0,133,1,0,4689,0,0,0,0,541
沙灘，瓦許伊爾,-5267.35,3900.27,0.974906,0,0,0,0,607,0,0,131,1,0,4689,0,0,0,0,40848
沙灘，瓦許伊爾,-5671.02,3720.07,1.91569,0,0,0,0,608,0,0,115,2,0,4689,0,0,0,2224,0
沙灘，瓦許伊爾,-5669.19,3711.81,1.16278,0,0,0,0,609,0,0,114,2,0,4689,0,0,0,40848,0
冥河賞金號，瓦許伊爾,-6878.52,4244.71,9.77592,0.04,0,0,0,610,0,0,116,2,0,4689,0,0,0,2224,0
佛德林堡號，瓦許伊爾,-7198.97,3912.36,3.8512,0,0,0,0,611,0,0,132,1,0,4689,0,0,0,0,40848
冥河賞金號，瓦許伊爾,-6880.17,4278.06,2.1513,0.05,0,0,0,612,0,0,178,2,0,4689,0,0,0,40848,0
南方火箭道，艾薩拉,2647.79,-6214.4,100.111,0.004,0,0,0,613,1,0,135,2,0,4689,0,0,0,28625,0
北方火箭道，艾薩拉,4611.38,-7041.8,153.843,0.007,0,0,0,614,1,0,136,2,0,4689,0,0,0,28625,0
止水營地，赤脊山,-9446.64,-2836.99,64.5761,0.01,-0.008,0,0,615,0,0,171,1,0,4689,0,0,0,0,541
索桑恩之門，海加爾,4059.4,-3966.75,970.149,0.012,-0.01,0,0,616,1,0,138,3,0,4689,0,0,0,43538,43538
西利瓦薩研究站，辛特蘭,-25.776,-2821.78,125.17,0,0.008,0,0,617,0,0,143,2,0,4689,0,0,0,3574,0
風暴之羽崗哨，辛特蘭,312.326,-4105.36,118.289,0.007,0.003,0,0,618,0,0,142,1,0,4689,0,0,0,0,541
卡拉諾斯，丹莫洛,-5660.8,-494.851,397.008,0.007,0,0,0,619,0,0,144,1,0,4689,0,0,0,0,541
古博拉採掘場，丹莫洛,-5714.14,-1578.64,383.204,0.012,0.008,0,0,620,0,0,145,1,0,4689,0,0,0,0,541
任務路徑2367: QA測試路徑1,2845.94,769.965,0,0,0,0,0,621,606,0,0,1024,0,4689,0,0,0,13161,13161
烏鴉嶺，暮色森林,-10737.6,267.043,42.3478,0,-0.009,0,0,622,0,0,177,1,0,4689,0,0,0,0,541
任務路徑2374: 地深之源測試版,1222.72,-278.976,42.0255,0,0,0,0,623,646,0,0,1024,0,4689,0,0,0,3574,3574
藍色守望，藍謎島,-4130.08,-12520.5,44.3305,0.01,-0.01,0,0,624,530,924,146,1,0,4689,0,0,0,0,3837
晴風村，永歌森林,8745.78,-6654.12,69.9166,-0.006,0,0,0,625,530,0,181,2,0,4689,0,0,0,19917,0
任務路徑508: zzz艾克索達 -> 血色守望，血謎島,-3864.99,-11643.3,-137.646,0,0,0,0,626,530,0,0,1024,0,4689,0,0,0,3837,3837
任務路徑2376: zzz艾克索達 -> 藍色守望，藍謎島,-3864.26,-11646.1,-137.637,0,0,0,0,627,530,0,0,1024,0,4689,0,0,0,3837,3837
任務路徑507: zzz血色守望，血謎島 -> 艾克索達,-3865.95,-11644.6,-137.649,0,0,0,0,628,530,0,0,1024,0,4689,0,0,0,3837,3837
任務路徑2375: zzz藍色守望，藍謎島 -> 艾克索達,-3870.3,-11645.7,-137.672,0,0,0,0,629,530,0,0,1024,0,4689,0,0,0,3837,3837
光盾哨塔，東瘟疫之地,2262.1,-4411.52,111.652,0.015,0,0,0,630,0,0,148,3,0,4689,0,0,0,44248,44248
獵鷹之翼廣場，永歌森林,9501.93,-6767.09,16.4936,0,0.01,0,0,631,530,0,180,2,0,4689,0,0,0,19917,0
血腥看守者之尖，荒蕪之地,-6898.25,-3513.99,242.085,0,-0.015,0,0,632,0,0,186,2,0,4689,0,0,0,2224,0
塵風挖掘場，荒蕪之地,-6594.09,-3401.18,279.209,0,0,0,0,633,0,0,188,1,0,4689,0,0,0,0,541
龍之口，荒蕪之地,-7034.53,-2570.79,252.153,0.007,-0.009,0,0,634,0,0,182,1,0,4689,0,0,0,0,541
熔絲火光山間營地，荒蕪之地,-6574.94,-3875.13,390.94,0.007,0,0,0,635,0,0,187,3,0,4689,0,0,0,2224,541
被遺忘者高階指揮所，銀松森林,1421.02,1018.23,52.6672,0,-0.015,0,0,645,0,0,193,2,0,4689,0,0,0,3574,0
被遺忘者前線指揮營地，吉爾尼斯,-910.221,1638.6,68.3696,0,0,0,0,646,0,10723,189,2,0,4689,0,0,0,3574,0
安多哈爾，西瘟疫之地,1511.8,-1586.95,64.3419,0.004,0,0,0,649,0,0,194,2,0,4689,0,0,0,3574,0
安多哈爾，西瘟疫之地,1374.23,-1281.94,59.174,0,0,0,0,650,0,10988,197,1,0,4689,0,0,0,0,541
治癒者崗哨，西瘟疫之地,1864.32,-1755.82,59.662,0.01,-0.007,0,0,651,0,0,198,3,0,4689,0,0,0,3837,3837
蘭姆卡韓，奧丹姆,-9415.02,-1042.97,113.396,0,0,0,0,652,1,0,221,3,0,4689,0,0,0,2224,541
韋爾薩爾綠洲，奧丹姆,-8375.47,791.259,148.422,0,0,0,0,653,1,0,219,3,0,4689,0,0,0,48277,48277
被遺忘者戰事前線，銀松森林,-114.142,1312.32,56.7416,-0.008,0,0,0,654,0,0,199,2,0,4689,0,0,0,3574,0
碎擊之地，暮光高地,-4831.76,-4848.93,198.947,0,0,0,0,656,0,0,201,2,0,4689,0,0,0,2224,0
水道，暮光高地,-3494.63,-4379.48,210.492,0.017,-0.0005,0,0,657,0,0,206,2,0,4689,0,0,0,2224,0
朱紅壁壘，暮光高地,-3032.76,-3940.97,282.327,0.013,-0.008,0,0,658,0,10950,204,3,0,4689,0,0,0,26899,26899
鮮血峽谷，暮光高地,-3637.56,-5288.19,42.6442,0.01,-0.007,0,0,659,0,0,210,2,0,4689,0,0,0,2224,0
克拉茲工坊，暮光高地,-2780.18,-6409.28,231.905,0,0,0,0,660,0,0,200,2,0,4689,0,0,0,28625,0
龍喉港，暮光高地,-4012.45,-6329.25,39.309,0,0,0,0,661,0,0,211,2,0,4689,0,0,0,2224,0
高岸堡，暮光高地,-4863.1,-6740.61,9.41677,0,0,0,0,662,0,0,203,1,0,4689,0,0,0,0,541
勝利者崗哨，暮光高地,-4170.55,-4748.93,126.787,0,0,0,0,663,0,0,202,1,0,4689,0,0,0,0,541
火鬍巡防地，暮光高地,-4183.9,-5620.15,25.2103,0,-0.008,0,0,664,0,0,207,1,0,4689,0,0,0,0,541
桑德瑪，暮光高地,-3146.92,-4994.28,128.485,-0.007,-0.015,0,0,665,0,0,208,1,0,4689,0,0,0,0,541
柯特海文，暮光高地,-2689.43,-5427.53,190.207,0.015,-0.008,0,0,666,0,0,209,1,0,4689,0,0,0,0,541
南海鎮廢墟，希爾斯布萊德丘陵,-661.837,-536.493,28.215,0,0.009,0,0,667,0,0,212,2,0,4689,0,0,0,3574,0
南點大門，希爾斯布萊德丘陵,-605.184,435.465,79.4447,-0.006,0,0,0,668,0,0,214,2,0,4689,0,0,0,3574,0
東點哨塔，希爾斯布萊德丘陵,-566.889,-1051.2,59.4055,0,-0.007,0,0,669,0,0,215,2,0,4689,0,0,0,3574,0
斯坦恩布萊德，奧特蘭克山脈,622.851,-979.578,169.621,0.009,0.02,0,0,670,0,0,216,2,0,4689,0,0,0,3574,0
壁爐谷，西瘟疫之地,2839.78,-1500.51,146.089,0,0.03,0,0,672,0,0,217,3,0,4689,0,0,0,44248,44248
黑鐵峰，灼熱峽谷,-7123.06,-1236.63,290.131,0,-0.005,0,0,673,0,0,218,3,0,4689,0,0,0,2224,541
舒諾茲營地，奧丹姆,-10711.9,1059.62,24.149,0,0,0,0,674,1,0,220,3,0,4689,0,0,75733,28360,28360
燎星崗哨，燃燒平原,-8092.26,-1025.79,132.666,-0.012,0,0,0,675,0,0,222,3,0,4689,0,0,0,2224,541
鑿柄，燃燒平原,-7865.93,-1919.53,144.722,0,-0.015,0,0,676,0,0,223,3,0,4689,0,0,0,2224,541
被遺忘者後衛部隊，銀松森林,1056.06,1518.9,30.1384,0,0,0,0,681,0,0,224,2,0,4689,0,0,0,3574,0
任務路徑1843: 傳送 - 加基森往??? JZB RVM測試[DISABLED],-7141.79,-3977.98,6.68657,0,0,0,0,682,1,0,0,1024,0,4689,0,0,0,36071,36071
瓦羅莫克，艾薩拉,2988.13,-4161.36,101.27,0,-0.01,0,0,683,1,0,225,6,0,4689,0,0,0,2224,0
任務路徑2653: 4.1 - 祖爾格拉布事件 - 反抗軍營地 -> 探險者協會,-13602.4,-81.4219,36.7916,0,0,0,0,728,0,0,0,1024,0,4689,0,0,0,541,541
任務路徑2695:派迪麥克飛行路線速度測試,16626.7,16747.6,40.5766,0,0,0,0,757,451,0,0,1024,0,4689,0,0,0,28783,28783
瑪洛尼聖地，海加爾,4397.79,-2107.53,1204.34,0,0,0,0,781,1,0,229,3,0,4689,0,0,0,3837,3837
任務路徑2837: 任務 - 翠玉林: (DLA) - 晨綻到翠玉礦,2403.86,-2097.16,227.342,0,0,0,0,888,870,0,0,1024,0,4689,0,0,0,61559,61559
葛魯山丘，翠玉林,1418.57,-487.703,355.96,0.01,-0.01,0,0,894,870,17197,262,6,0,4689,0,0,0,2224,0
晨綻，翠玉林,1503.71,-1832.13,246.2,0.01,-0.01,0,0,895,870,0,228,3,0,4689,0,0,0,61559,61587
巨龍之魂團隊 - 龍眠神殿基地,-1786.57,-2393.29,45.5805,0,0,0,0,906,967,0,0,1024,0,4689,0,0,0,31717,31717
巨龍之魂團隊 - 什拉克,-1768.58,-3034.75,149.94,0,0,0,0,907,967,0,241,1024,0,4689,0,0,0,31717,31717
任務路徑2954: 任務 - 四風峽(飛回: 老陳A) PRK,516.089,-698.269,247.142,0,0,0,0,918,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2955: 任務 - 四風峽(飛回: 老陳B) PRK,-44.6667,-22.2465,154.05,0,0,0,0,919,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2956: 任務 - 四風峽(飛回: 老陳C) PRK,-203.743,481.774,187.189,0,0,0,0,920,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2957: 任務 - 四風峽(飛回: 老陳D) PRK,-688.641,1415.73,135.846,0,0,0,0,921,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2958: 任務 - 四風峽(飛回: 悲傷的熊貓A) PRK,-351.762,-633.401,118.358,0,0,0,0,922,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2959: 任務 - 四風峽(飛回: 悲傷的熊貓B) PRK,-1159.09,1035.21,21.8841,0,0,0,0,923,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2960: 任務 - 四風峽(飛回: 部落A) PRK,-894.295,123.981,13.1515,0,0,0,0,924,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2961: 任務 - 四風峽(飛回: 聯盟A) PRK,-1123.55,-191.705,31.3927,0,0,0,0,925,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2962: 任務 - 四風峽(飛回: 部落B) PRK,-1679.97,1593.72,16.0129,0,0,0,0,926,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2963: 任務 - 四風峽(飛回: 聯盟B) PRK,-1157.73,1768.96,16.989,0,0,0,0,927,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑2986: 翠玉林: -hmc (飛行點: 珠鰭村到晨綻),1502.52,-1831.86,246.199,0,0,0,0,935,870,0,0,1024,0,4689,0,0,0,61201,61201
任務路徑3002: 翠玉林: -hmc (飛行點: 蟠龍脊到雕像頂端),832.38,-1861.92,172.21,0,0,0,0,949,870,0,0,1024,0,4689,0,0,0,61559,61559
任務路徑3003: 翠玉林: -hmc (飛行點: 雕像頂端到蟠龍脊),859.642,-1916.19,63.513,0,0,0,0,950,870,0,0,1024,0,4689,0,0,0,61559,61559
任務路徑3004: 任務 - 翠玉林 - 葛魯堡 -> 卡寶峰,522.434,-1665.89,198.9,0,0,0,0,951,870,0,0,1024,0,4689,0,0,0,60799,60799
任務路徑3018: 任務 - 翠玉林 - 珠鰭村 -> 卡寶峰,522.434,-1665.89,198.9,0,0,0,0,963,870,0,0,1024,0,4689,0,0,0,60799,60799
坡東村，翠玉林,-307.2,-1762.77,61.5927,0.01,-0.01,0,0,966,870,0,232,1,0,4689,0,0,0,0,61587
落英園，翠玉林,1600.66,-2530.27,152.212,0.01,-0.01,0,0,967,870,0,231,3,0,4689,0,0,0,61559,61587
玉廟庭，翠玉林,773.247,-2358.96,120.98,0.01,-0.01,0,0,968,870,0,233,3,0,4689,0,0,0,61559,61587
斯里拉村，翠玉林,2550.76,-2418.32,23.9507,0.01,-0.01,0,0,969,870,0,230,3,0,4689,0,0,0,61559,61587
帝王之兆，翠玉林,2400.75,-2099.43,228.034,0.01,-0.01,0,0,970,870,0,50,3,0,4689,0,0,0,61559,61587
天僧寺，翠玉林,2505.9,-1590.89,400.868,0.01,-0.01,0,0,971,870,0,3,3,0,4689,0,0,0,61559,61587
珠鰭村，翠玉林,-186.097,-2594.61,0.944614,0.01,-0.01,0,0,972,870,0,261,1,0,4689,0,0,0,0,61559
甘露村，翠玉林,2927.16,-509.184,268.856,0,0,0,0,973,870,0,1,2,0,4689,0,0,0,61559,0
潘家莊，四風峽,543.915,-637.814,257.775,0,0,0,0,984,870,0,239,7,0,4689,0,0,0,61559,61587
半丘市集，四風峽,-221.326,464.559,185.442,0,0,0,0,985,870,0,238,3,0,4689,0,0,0,61559,61587
祝家守望站，喀撒朗蠻荒,-375.684,-647.965,117.516,0,0,0,0,986,870,0,234,3,0,4689,0,0,0,61559,61587
雷霆斷崖，喀撒朗蠻荒,-878.276,171.403,13.4901,0,0,0,0,987,870,0,237,6,0,4689,0,0,0,2224,0
侵略哨站，喀撒朗蠻荒,-1125.31,-227.747,31.3673,0,0,0,0,988,870,0,236,1,0,4689,0,0,0,0,3837
石犁村，四風峽,-436.54,1886.7,131.13,0,0,0,0,989,870,0,243,3,0,4689,0,0,0,61559,61587
曦逐者居所，喀撒朗蠻荒,-1685.68,1590.34,16.1384,0,0,0,0,990,870,0,242,2,0,4689,0,0,0,2224,0
哨兵營地，喀撒朗蠻荒,-1156.61,1770.38,16.989,0,0,0,0,991,870,0,240,5,0,4689,0,0,0,0,3837
赤吉搖籃，喀撒朗蠻荒,-2082.3,1483.63,0.550604,0,0,0,0,992,870,0,285,3,0,4689,0,0,0,61559,61587
瑪里斯塔，喀撒朗蠻荒,-2504.09,491.583,2.33204,0,0,0,0,993,870,0,235,3,0,4689,0,0,0,61559,61587
任務路徑3154: 任務 - 崑萊峰 - 無休峰 -> 帝王谷,3575.23,1217.76,748.747,0,0,0,0,998,870,0,0,1024,0,4689,0,0,0,60799,60799
任務路徑3173: 任務 - 崑萊峰 - 山谷 -> 雲語高地,3622.09,839.25,479.209,0,0,0,0,1009,870,0,0,1024,0,4689,0,0,0,60799,60799
任務路徑3066: 任務 - 翠玉林 - 蟠龍脊 -> 四風峽 - JLR,578.351,-715.823,229.284,0,0,0,0,1016,870,0,0,1024,0,4689,0,0,0,59101,59101
濱南村，崑萊峰,1690.11,303.958,478.587,0,0,0,0,1017,870,0,263,3,0,4689,0,0,0,61559,61587
白虎寺，崑萊峰,3504.04,690.677,608.185,0,0,0,0,1018,870,0,264,3,0,4689,0,0,0,61559,61587
東風之眠，崑萊峰,2250.59,931.569,481.146,0,0,0,0,1019,870,0,265,2,0,4689,0,0,0,2224,0
西風之眠，崑萊峰,2103.35,1463.83,487.886,0,0,0,0,1020,870,0,266,1,0,4689,0,0,0,0,541
驟晴村，崑萊峰,4362.96,932.118,110.039,0,0,0,0,1021,870,0,267,3,0,4689,0,0,0,61559,61587
獨罈集，崑萊峰,3124.52,1224.28,654.231,0,0,0,0,1022,870,0,268,3,0,4689,0,0,0,61559,61587
柯沓營地，崑萊峰,2716.43,2163.31,589.098,0,0,0,0,1023,870,0,269,3,0,4689,0,0,0,61559,61587
影潘後援地，崑萊峰,1880.59,2088.58,500.854,0,0,0,0,1024,870,0,270,3,0,4689,0,0,0,61559,61587
冬綻，崑萊峰,3151.85,2677.76,579.735,0,0,0,0,1025,870,0,271,3,0,4689,0,0,0,61559,61587
霧隱客棧，朦朧天梯,784.899,-203.67,402.192,0,0,0,0,1029,870,0,272,3,0,4689,0,0,0,61559,61587
任務路徑3244: 翠玉林: -hmc (飛行點: 蟠龍脊到東部神廟),996.7,-2435.43,169.36,0,0,0,0,1030,0,0,0,1024,0,4689,0,0,0,61559,61559
任務路徑3246: 任務 - 崑萊峰 - GoWB - 到長城去!(NLC),3018.01,3006.14,540.534,0,0,0,0,1032,870,0,0,1024,0,4689,0,0,0,61559,61559
任務路徑3248: 任務 - 崑萊峰 - GoWB - 從城牆那邊回來(NLC),3107.36,2846.57,479.14,0,0,0,0,1038,870,0,0,1024,0,4689,0,0,0,61559,61559
翠玉林 - 崖邊路徑04 開始,3377.12,-473.212,7.51541,0,0,0,0,1046,870,0,0,1024,0,4689,0,0,0,61588,61588
翠玉林 - 崖邊路徑04 結束,3279.92,-502.613,232.936,0,0,0,0,1047,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑3263: 翠玉林 - 崖邊路徑04,3284.88,-513.502,233.432,0,0,0,0,1048,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑3264: 翠玉林 - 崖邊路徑01,3371.58,-736.672,206.273,0,0,0,0,1049,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑3265: 翠玉林 - 崖邊路徑02,1612.1,-2627.39,149.892,0,0,0,0,1050,870,0,0,1024,0,4689,0,0,0,61588,61588
任務路徑3266: 翠玉林 - 崖邊路徑03,2230.37,-145.372,304.151,0,0,0,0,1051,870,0,0,1024,0,4689,0,0,0,61588,61588
草生群，四風峽,460.54,-100.467,179.535,0,0,0,0,1052,870,0,273,3,0,4689,0,0,0,61559,61587
長陰哨站，螳螂荒原,2363.23,2994.39,420.568,0,0,0,0,1053,870,0,274,3,0,4689,0,0,0,61559,61587
高仁前線，螳螂荒原,1440.72,2804.49,301.922,0,0,0,0,1054,870,0,275,3,0,4689,0,0,0,61559,61587
任賽看守站，螳螂荒原,1531.73,3963.7,227.666,0,0,0,0,1055,870,0,276,3,0,4689,0,0,0,61559,61587
影潘要塞，螳螂荒原,1803.32,4204.23,157.508,0,0,0,0,1056,870,0,277,3,0,4689,0,0,0,61559,61587
七星廟，恆春谷,896.453,334.351,506.085,0,0,0,0,1057,870,0,278,1,0,4689,0,0,0,0,61587
雙月廟，恆春谷,1580.16,894.167,473.964,0,0,0,0,1058,870,0,279,2,0,4689,0,0,0,61559,0
卡拉西斐斯，悚然荒野,172.663,3152.25,215.54,0,0,0,0,1070,870,0,280,3,0,4689,0,0,0,61559,61587
濕佬的賭注，悚然荒野,-1086.21,3136.19,0.9831,0,0,0,0,1071,870,0,281,3,0,4689,0,0,0,61559,61587
日落釀酒園，悚然荒野,982.677,3451.86,256.77,0,0,0,0,1072,870,0,282,3,0,4689,0,0,0,61559,61587
蟠龍脊，恆春谷,611.365,2125.03,368.355,0,0,0,0,1073,870,0,283,3,0,4689,0,0,0,61559,61587
