ID,Name_lang,Flags,UsesPerWeek,MaxCharges,ChargeRecoveryTime,TypeMask
2252,WoWLabs - BR: Spell - Offensive - Toxic Smackerel,0,0,0,0,0
2253,11.0 Warbands - Warband Bank Summon,0,0,0,0,0
2254,WoWLabs - BR: Spell - Item - Bushwhack,0,0,0,0,0
2264,WoWLabs - BR: Spell - Core - Health Brew,0,0,0,0,0
2265,Priest - Premonition,16,0,0,0,1
2270,Class - Warrior - Bladestorm,0,0,1,90000,1
2271,Class - Priest - Premonition,144,0,1,60000,1
2272,5.4 Legendary Cape - Wing Visual,0,0,0,0,0
2273,11.0 Professions - Skinning - Sharpen Your Knife,128,0,1,3600000,0
2274,11.0 Delves - Brann Bronzebeard - Campfire,0,0,0,0,0
2275,11.0 Delves - Z3 - Nerubians03 - V4 - Shadow Relic - Extra Action Button,0,0,3,3000,0
2276,11.0 Notoriety - Vizier - Active Abilities,0,0,0,0,0
2277,WoWLabs - BR: Spell - Utility - Lightning Bulwark,0,0,0,0,0
2278,11.0 Professions - Skinning - Carve Meat,128,0,1,3600000,0
2279,11.0 Professions - Skinning - Elusive Creature Bait,0,0,0,0,0
2280,WoWLabs - BR: Spell - Offensive - Storm Archon,0,0,0,0,0
2281,Class - Evoker - Engulf,0,0,1,30000,0
2282,Shaman - Totemic - Spire Totem,0,0,2,25000,0
2283,Holy Paladin - Spenders,0,0,2,12000,1
2284,Class - Paladin - Eye of Tyr,0,0,1,60000,1
2285,Class - Paladin - Wake of Ashes,0,0,1,30000,1
2287,4.0 Dungeon - Grim Batol - Bombing Run - ML,0,0,5,600000,0
2289,11.0 Professions - Alchemy - Gleaming Transmute,128,0,1,86400000,0
2290,Priest - Void Blast,0,0,0,0,0
2292,11.0 Z3 - Small Local 12 - Growling Hollow - Chef Questions (REM),0,0,0,0,0
2293,Monk - Celestial Brew,0,0,1,45000,0
2294,Monk - Thunder Focus Tea,0,0,1,30000,0
2295,11.0 Professions - Engineering - Pausing Pylon,32,0,0,0,0
2296,11.0 Professions - Enchanting - Gleeful Glamour,0,0,0,0,0
2297,11.0 Professions - Blacksmithing - Everburning Forge,128,0,5,7200000,0
2298,Demon Hunter - Consuming Fire Aura,0,0,1,30000,1
2299,11.0 Professions - Tailoring - Dawnweave Bolt,128,0,10,60480000,0
2300,11.0 Professions - Tailoring - Duskweave Bolt,128,0,10,60480000,0
2302,11.0 Warbands - Bank - Extra Action Buttons (DTM),0,0,0,0,0
2303,Class - Rogue - Grappling Hook,0,0,1,45000,9
2304,11.0 Delves - AI Companion - Create Rest Advert,0,0,0,0,0
2306,11.0 Deployable - ZGS,0,0,0,0,0
2307,Hearthstone - Charges - Human Racial,0,0,1,1500000,0
2308,Class - Priest - Leap of Faith,0,0,1,90000,1
2309,Hearthstone - Charges,128,0,1,1800000,0
2311,11.0 Professions - Skinning - Supreme Beast Lure,0,0,0,0,0
2313,11.0 Delves - Combat Curio,0,0,0,0,0
2314,Ominous Conch,0,0,0,0,0
2316,Skyriding Abilities,0,0,0,0,0
2317,11.0 Delves - AI Companion - Major Ability,0,0,1,90000,0
